sample_idx,pos_idx,pd_distance_candidateUV_plus_E2_tf_lowlambda_expanded2688,mt_distance_candidateUV_plus_E2_tf_lowlambda_expanded2688
0,0,24.093524561972085,4.93333101272583
1,1,23.513017078667637,5.344120025634766
2,2,24.369121260994294,5.213037014007568
3,3,24.298712264178388,4.697405815124512
4,4,23.832271491994373,5.467521667480469
5,5,25.011134316120685,6.2163801193237305
6,6,26.582584406716066,5.108679294586182
7,7,27.551375573113393,5.7396321296691895
8,8,27.462914369066578,6.088162422180176
9,9,26.439900769931548,5.53455924987793
10,10,26.834614974980877,5.329132080078125
11,11,25.783171645047045,6.959667205810547
12,12,26.944613498170025,5.946707248687744
13,13,26.72781510804548,6.5367584228515625
14,14,25.299266086386687,5.306222915649414
15,15,23.264852139508843,5.480895519256592
16,16,21.249793528434644,4.791934967041016
17,17,19.368663386782487,4.119677543640137
18,18,19.138495407253917,4.50404691696167
19,19,19.061113364976354,4.987339973449707
20,20,20.643378305180818,5.2392988204956055
21,21,25.091715353169654,7.468435287475586
22,22,30.05743132939128,6.22081995010376
23,23,32.02900286128921,6.106774806976318
24,24,32.836735312560144,6.049041748046875
25,25,33.40366081902407,7.113855361938477
26,26,31.70738419631664,7.714582920074463
27,27,33.293424714500546,6.651346683502197
28,28,34.77501195309218,8.076342582702637
29,29,36.09247758941421,8.812207221984863
30,30,36.219899946871266,7.603498935699463
31,31,36.26434825278327,6.81290340423584
32,32,34.83095667666716,6.510593414306641
33,33,34.86337902447993,6.5755205154418945
34,34,33.99219963700051,6.365128517150879
35,35,33.32892354336065,6.5910420417785645
36,36,34.00184550419346,5.868704319000244
37,37,31.903443563592976,6.347649097442627
38,38,27.267829899728092,6.209344863891602
39,39,23.083832405725023,5.710899829864502
40,40,21.813742275173215,5.125349044799805
41,41,20.959336366060885,5.819606304168701
42,42,19.576068466827806,5.601352214813232
43,43,18.23676813382347,5.599109649658203
44,44,17.448123679729136,6.544973373413086
45,45,18.26737576916081,6.2561750411987305
46,46,18.214627261200096,5.821521282196045
