method,pd_n,pd_mean,pd_median,pd_stdev,pd_min,pd_max,mt_n,mt_mean,mt_median,mt_stdev,mt_min,mt_max
candidateE,168,28.252210925689106,28.218021804876145,4.873443565926,18.49346404808999,42.0509826008254,168,6.078798458689735,5.988327741622925,0.8709053323963257,4.649742126464844,9.455753326416016
