sample_idx,pos_idx,pd_distance_cnn,pd_distance_gan,pd_distance_candidateF_grad_levelset_E2_low_expanded2688,mt_distance_cnn,mt_distance_gan,mt_distance_candidateF_grad_levelset_E2_low_expanded2688,pd_winner_before,pd_winner_after_candidateF_grad_levelset_E2_low_expanded2688,mt_winner_before,mt_winner_after_candidateF_grad_levelset_E2_low_expanded2688,was_mt_gan_win_before
133,133,34.52507377701583,25.596877045000497,29.762940775426916,6.299666404724121,7.647167682647705,6.1558308601379395,gan,gan,cnn,candidateF_grad_levelset_E2_low_expanded2688,0
134,134,32.518921837890055,23.04058254540847,27.43561070419761,7.141453742980957,13.276667594909668,7.025543689727783,gan,gan,cnn,candidateF_grad_levelset_E2_low_expanded2688,0
135,135,29.944179549584543,20.502693507156053,25.042350902142463,6.298990726470947,11.993122100830078,4.266911506652832,gan,gan,cnn,candidateF_grad_levelset_E2_low_expanded2688,0
136,136,27.83279512215704,19.71188765946126,23.549565994059662,6.232182025909424,6.450465202331543,4.721042633056641,gan,gan,cnn,candidateF_grad_levelset_E2_low_expanded2688,0
137,137,26.69652879915387,18.35521341147029,23.06613689782197,5.208233833312988,9.66958236694336,4.344370365142822,gan,gan,cnn,candidateF_grad_levelset_E2_low_expanded2688,0
138,138,26.265900126493325,18.5898403985513,22.255897344963685,5.562473773956299,8.217479705810547,4.533791542053223,gan,gan,cnn,candidateF_grad_levelset_E2_low_expanded2688,0
139,139,25.72843674372112,17.55339321269266,21.705635955599135,5.6482439041137695,9.790724754333496,4.561615943908691,gan,gan,cnn,candidateF_grad_levelset_E2_low_expanded2688,0
140,140,26.928885115678263,17.632487734588345,23.162376763673322,5.719569206237793,11.421890258789062,4.735658168792725,gan,gan,cnn,candidateF_grad_levelset_E2_low_expanded2688,0
141,141,30.122683212798776,22.35126448334632,26.724666878311574,6.186624050140381,8.889102935791016,6.509770393371582,gan,gan,cnn,cnn,0
142,142,31.864668972443802,25.40867751345393,29.506133159468703,7.186554908752441,8.55953311920166,6.558634281158447,gan,gan,cnn,candidateF_grad_levelset_E2_low_expanded2688,0
143,143,31.729557469133276,25.608920781987035,28.11250925226483,5.864097595214844,9.649337768554688,6.490797519683838,gan,gan,cnn,cnn,0
144,144,31.838603860361527,24.790495069985838,27.43058059609049,5.560759544372559,9.771649360656738,6.1744065284729,gan,gan,cnn,cnn,0
145,145,30.39245353837724,25.26410594488553,25.830640971164136,5.902344226837158,8.558032035827637,5.405094146728516,gan,gan,cnn,candidateF_grad_levelset_E2_low_expanded2688,0
146,146,29.28670842660694,23.86618294113101,25.24011450551905,5.959416389465332,7.056334018707275,5.72493839263916,gan,gan,cnn,candidateF_grad_levelset_E2_low_expanded2688,0
147,147,26.585106339400784,22.003227031713678,23.36643599597575,5.6108717918396,6.8347039222717285,5.696167945861816,gan,gan,cnn,cnn,0
148,148,26.258461074996504,21.1331690923618,22.643482285214976,5.0148024559021,8.882506370544434,5.633086204528809,gan,gan,cnn,cnn,0
149,149,25.194205211404583,21.36081867901896,21.885754385994478,5.752551078796387,8.038224220275879,5.936881065368652,gan,gan,cnn,cnn,0
150,150,24.128591365700505,20.19277068635915,20.627397763359646,5.291886329650879,7.924254417419434,5.082624435424805,gan,gan,cnn,candidateF_grad_levelset_E2_low_expanded2688,0
151,151,24.240085612250784,19.596870056685123,20.122380031791685,5.580901145935059,7.460690975189209,5.951628684997559,gan,gan,cnn,cnn,0
152,152,24.594151699851988,17.338820427078797,20.291029955399576,5.931854248046875,8.478921890258789,5.918756008148193,gan,gan,cnn,candidateF_grad_levelset_E2_low_expanded2688,0
153,153,25.168802860244767,16.23765159094386,20.442899394154686,6.290019989013672,6.548172950744629,6.22743558883667,gan,gan,cnn,candidateF_grad_levelset_E2_low_expanded2688,0
154,154,25.31020070022765,16.834477000311573,19.784430466755346,5.889771461486816,5.736759185791016,5.899423122406006,gan,gan,gan,gan,1
155,155,26.088776073112513,17.444078563809867,20.7966402575804,6.413660526275635,6.612644195556641,6.0193891525268555,gan,gan,cnn,candidateF_grad_levelset_E2_low_expanded2688,0
156,156,25.16401321091786,17.879759557761357,21.69201487460812,5.162914276123047,9.264598846435547,5.0043535232543945,gan,gan,cnn,candidateF_grad_levelset_E2_low_expanded2688,0
157,157,25.57399551509901,18.686237526393793,22.644785812330746,4.567626476287842,8.282842636108398,4.907829284667969,gan,gan,cnn,cnn,0
158,158,27.076784963721764,22.72289165286213,24.769010089720197,5.708489894866943,8.312358856201172,5.963535308837891,gan,gan,cnn,cnn,0
159,159,24.310343375521082,19.84507792462866,22.48372446475872,5.012121677398682,10.700226783752441,6.02174186706543,gan,gan,cnn,cnn,0
160,160,21.188537318324133,20.14027527603938,19.906324468169505,5.1832075119018555,13.9108247756958,5.46566915512085,gan,candidateF_grad_levelset_E2_low_expanded2688,cnn,cnn,0
161,161,19.540402210515502,19.232825594053608,18.730571462149864,5.7158894538879395,11.7100830078125,5.965671539306641,gan,candidateF_grad_levelset_E2_low_expanded2688,cnn,cnn,0
162,162,18.27105324592802,19.457879947992573,18.549961654541473,4.5405659675598145,9.695740699768066,4.485584735870361,cnn,cnn,cnn,candidateF_grad_levelset_E2_low_expanded2688,0
163,163,19.37037318892002,20.44637029980189,19.653343827058862,5.698920726776123,6.788956165313721,4.973814487457275,cnn,cnn,cnn,candidateF_grad_levelset_E2_low_expanded2688,0
164,164,21.46365087746109,18.82963529736202,20.809241048769447,5.2430009841918945,10.968896865844727,5.217408180236816,gan,gan,cnn,candidateF_grad_levelset_E2_low_expanded2688,0
165,165,22.937888715207535,20.548745956267595,22.26131768011203,5.059387683868408,11.26945972442627,6.539064884185791,gan,gan,cnn,cnn,0
166,166,23.890736675966988,20.79692555045691,22.983747257460823,6.106489181518555,10.583955764770508,5.047142505645752,gan,gan,cnn,candidateF_grad_levelset_E2_low_expanded2688,0
167,167,23.479887971191566,21.661112948338108,23.16343203418182,5.800627708435059,7.244186878204346,6.154643535614014,gan,gan,cnn,cnn,0
