sample_idx,bicubic_afc_l1_a1,bicubic_afc_l1_a5,bicubic_afc_l1_a10,bicubic_afc_l1_a25,bicubic_afc_l1_a50,bicubic_afc_l1_a100,cnn_afc_l1_a1,cnn_afc_l1_a5,cnn_afc_l1_a10,cnn_afc_l1_a25,cnn_afc_l1_a50,cnn_afc_l1_a100,gan_afc_l1_a1,gan_afc_l1_a5,gan_afc_l1_a10,gan_afc_l1_a25,gan_afc_l1_a50,gan_afc_l1_a100,gt_sz_n_components,bicubic_sz_n_components,bicubic_sz_n_components_mae,cnn_sz_n_components,cnn_sz_n_components_mae,gan_sz_n_components,gan_sz_n_components_mae,gt_sz_largest_area,bicubic_sz_largest_area,bicubic_sz_largest_area_mae,cnn_sz_largest_area,cnn_sz_largest_area_mae,gan_sz_largest_area,gan_sz_largest_area_mae,gt_sz_largest_area_frac,bicubic_sz_largest_area_frac,bicubic_sz_largest_area_frac_mae,cnn_sz_largest_area_frac,cnn_sz_largest_area_frac_mae,gan_sz_largest_area_frac,gan_sz_largest_area_frac_mae,gt_sz_mean_area,bicubic_sz_mean_area,bicubic_sz_mean_area_mae,cnn_sz_mean_area,cnn_sz_mean_area_mae,gan_sz_mean_area,gan_sz_mean_area_mae,gt_sz_median_area,bicubic_sz_median_area,bicubic_sz_median_area_mae,cnn_sz_median_area,cnn_sz_median_area_mae,gan_sz_median_area,gan_sz_median_area_mae,gt_sz_area_entropy,bicubic_sz_area_entropy,bicubic_sz_area_entropy_mae,cnn_sz_area_entropy,cnn_sz_area_entropy_mae,gan_sz_area_entropy,gan_sz_area_entropy_mae,gt_sz_area_gini,bicubic_sz_area_gini,bicubic_sz_area_gini_mae,cnn_sz_area_gini,cnn_sz_area_gini_mae,gan_sz_area_gini,gan_sz_area_gini_mae,bicubic_exceedance_l1,cnn_exceedance_l1,gan_exceedance_l1,gt_branch_count,bicubic_branch_count,bicubic_branch_count_ae,cnn_branch_count,cnn_branch_count_ae,gan_branch_count,gan_branch_count_ae,gt_branch_count_gt_0p5,bicubic_branch_count_gt_0p5,bicubic_branch_count_gt_0p5_ae,cnn_branch_count_gt_0p5,cnn_branch_count_gt_0p5_ae,gan_branch_count_gt_0p5,gan_branch_count_gt_0p5_ae,gt_branch_count_gt_1,bicubic_branch_count_gt_1,bicubic_branch_count_gt_1_ae,cnn_branch_count_gt_1,cnn_branch_count_gt_1_ae,gan_branch_count_gt_1,gan_branch_count_gt_1_ae,gt_branch_count_gt_2,bicubic_branch_count_gt_2,bicubic_branch_count_gt_2_ae,cnn_branch_count_gt_2,cnn_branch_count_gt_2_ae,gan_branch_count_gt_2,gan_branch_count_gt_2_ae,gt_branch_count_gt_5,bicubic_branch_count_gt_5,bicubic_branch_count_gt_5_ae,cnn_branch_count_gt_5,cnn_branch_count_gt_5_ae,gan_branch_count_gt_5,gan_branch_count_gt_5_ae,gt_mean_persistence,bicubic_mean_persistence,bicubic_mean_persistence_ae,cnn_mean_persistence,cnn_mean_persistence_ae,gan_mean_persistence,gan_mean_persistence_ae,gt_median_persistence,bicubic_median_persistence,bicubic_median_persistence_ae,cnn_median_persistence,cnn_median_persistence_ae,gan_median_persistence,gan_median_persistence_ae,gt_max_persistence,bicubic_max_persistence,bicubic_max_persistence_ae,cnn_max_persistence,cnn_max_persistence_ae,gan_max_persistence,gan_max_persistence_ae,gt_total_persistence,bicubic_total_persistence,bicubic_total_persistence_ae,cnn_total_persistence,cnn_total_persistence_ae,gan_total_persistence,gan_total_persistence_ae,gt_top5_persistence_sum,bicubic_top5_persistence_sum,bicubic_top5_persistence_sum_ae,cnn_top5_persistence_sum,cnn_top5_persistence_sum_ae,gan_top5_persistence_sum,gan_top5_persistence_sum_ae,gt_persistence_entropy,bicubic_persistence_entropy,bicubic_persistence_entropy_ae,cnn_persistence_entropy,cnn_persistence_entropy_ae,gan_persistence_entropy,gan_persistence_entropy_ae,branch_count_winner,mean_persistence_winner,max_persistence_winner,total_persistence_winner,top5_persistence_sum_winner,persistence_entropy_winner
29,10294.0,4866.0,2754.0,1005.0,453.0,232.0,7038.0,3222.0,1656.0,498.0,229.0,141.0,3886.0,2116.0,1353.0,654.0,361.0,270.0,317.45,60.1,257.34999999999997,141.5,175.95,360.9,43.44999999999999,109957.4,114398.475,4441.075000000012,111953.825,1996.425000000003,120112.65,10155.25,0.43982960000000004,0.4575939,0.017764299999999955,0.44781529999999997,0.007985699999999929,0.4804506,0.04062099999999996,2509.0083941120865,19432.847666215876,16923.83927210379,4960.99899077487,2451.990596662784,2115.4801154156567,393.5282786964299,4.9625,15361.075,15356.112500000001,9.2,4.237499999999999,3.3125,1.6500000000000004,1.0498839261736677,0.6643475683070436,0.3855363578666241,0.8446755318418087,0.205208394331859,1.0083454941238312,0.04153843204983643,0.9599215826559966,0.882157304365592,0.07776427829040455,0.9510183099716315,0.008903272684365082,0.9660937405534946,0.006172157897498032,0.5712320000000004,0.19597600000000026,1.575656,3559.0,728.0,2831.0,1711.0,1848.0,5527.0,1968.0,3026.0,540.0,2486.0,1401.0,1625.0,5527.0,2501.0,1583.0,273.0,1310.0,653.0,930.0,2129.0,546.0,701.0,116.0,585.0,323.0,378.0,803.0,102.0,134.0,19.0,115.0,73.0,61.0,162.0,28.0,1.488134254267724,1.2925637506009955,0.19557050366672857,1.437656434286169,0.05047781998155498,1.3546385298374248,0.13349572443029922,0.8968603610992432,0.783226375468077,0.11363398563116611,0.7454064577817903,0.1514539033174529,0.8437362403608901,0.05312412073835304,33.57645797729492,26.933287627995014,6.643170349299908,36.22931349277496,2.6528555154800415,44.755514106713235,11.179056129418314,5296.26981093883,940.9864104375247,4355.283400501306,2459.830159063635,2836.439651875195,7487.087154411447,2190.817343472617,111.18755297660827,74.09040913563223,37.097143840976045,110.06074543148279,1.1268075451254873,137.65882937560093,26.471276398992657,7.780454109894749,6.156400284273426,1.6240538256213233,6.969128581204263,0.8113255286904861,8.25537258710738,0.4749184772126318,cnn,cnn,cnn,gan,cnn,gan
30,10511.0,4919.0,2749.0,961.0,377.0,158.0,7490.0,3575.0,1921.0,578.0,244.0,138.0,3856.0,2170.0,1425.0,786.0,437.0,276.0,324.75,61.975,262.775,137.85,186.9,375.25,50.5,109095.95,111674.4,2578.449999999997,112941.325,3845.375,122434.25,13338.300000000003,0.43638380000000004,0.4466976000000001,0.01031380000000004,0.4517652999999999,0.015381499999999881,0.48973700000000003,0.05335319999999999,2881.2578384679746,13604.72238382461,10723.464545356635,4673.003465298117,1791.745626830142,1415.20347981617,1466.0543586518045,4.9,6249.5625,6244.6625,8.475,3.5749999999999993,3.15,1.7500000000000004,1.155897719013635,0.8049305402884481,0.3509671787251869,0.8979521333707499,0.25794558564288517,1.0585371330409101,0.0973605859727249,0.9560937729460257,0.9006115370495621,0.055482235896463616,0.9509565931165653,0.005137179829460381,0.9662087027236413,0.010114929777615633,0.57148,0.1881959999999998,1.5792880000000005,3461.0,712.0,2749.0,1558.0,1903.0,5113.0,1652.0,2916.0,516.0,2400.0,1370.0,1546.0,5113.0,2197.0,1590.0,283.0,1307.0,594.0,996.0,2008.0,418.0,675.0,118.0,557.0,280.0,395.0,714.0,39.0,138.0,22.0,116.0,78.0,60.0,175.0,37.0,1.4991764594763912,1.3294054167515217,0.16977104272486954,1.4682190599821427,0.030957399494248472,1.3892326643479527,0.10994379512843855,0.9207412719726555,0.8029661080800015,0.11777516389265408,0.7780246726702913,0.14271659930236424,0.8558013647794738,0.06493990719318177,33.085113525390625,26.17746578902006,6.9076477363705635,37.56527806073427,4.480164535343647,46.21116879582405,13.126055270433426,5188.64972624779,946.5366567270835,4242.113069520707,2287.4852954521784,2901.164430795611,7103.1466128110815,1914.4968865632918,106.93123970031738,73.66999867642298,33.2612410238944,105.75315633136779,1.1780833689495864,144.77310070060193,37.84186100028455,7.754672053814041,6.12996403469599,1.6247080191180503,6.870070252925168,0.8846018008888725,8.165418863561126,0.410746809747085,gan,cnn,cnn,gan,cnn,gan
31,11082.0,5389.0,3012.0,1092.0,399.0,140.0,7846.0,3957.0,2058.0,620.0,238.0,137.0,3592.0,1897.0,1123.0,592.0,403.0,204.0,342.45,65.4,277.04999999999995,146.5,195.95,393.6,51.150000000000034,111514.85,112841.725,1326.875,109349.725,2165.125,122735.75,11220.899999999994,0.44605940000000005,0.4513669,0.005307499999999965,0.4373989,0.008660500000000071,0.49094299999999996,0.04488359999999991,2915.958809974424,13403.199018183728,10487.240208209303,5743.029263570209,2827.070453595785,1766.9140800517973,1149.0447299226269,5.2625,9305.625,9300.3625,3033.0375,3027.775,3.2,2.0625,1.1341011928895584,0.7990406954907545,0.33506049739880384,1.0105462083902261,0.12355498449933222,1.1067441248932397,0.02735706799631865,0.9538361801694635,0.9015336803258904,0.05230249984357305,0.9438258371197417,0.010010343049721815,0.9621506069424608,0.008314426772997319,0.5773279999999998,0.22674000000000002,1.64708,3524.0,747.0,2777.0,1751.0,1773.0,4812.0,1288.0,2931.0,500.0,2431.0,1345.0,1586.0,4812.0,1881.0,1541.0,287.0,1254.0,597.0,944.0,2033.0,492.0,689.0,121.0,568.0,285.0,404.0,718.0,29.0,125.0,21.0,104.0,78.0,47.0,161.0,36.0,1.455820521336813,1.253710589005077,0.2021099323317359,1.3670830577504225,0.08873746358639045,1.4127038715105051,0.04311664982630781,0.8556996822357164,0.7035946985706687,0.15210498366504765,0.7047866854351028,0.15091299680061354,0.8905082552926622,0.034808573056945846,32.819602966308594,25.02652309834957,7.7930798679590225,34.90820888802409,2.088605921715498,47.77098781242967,14.951384846121073,5130.3115171909285,936.5218099867925,4193.789707204136,2393.76243412099,2736.5490830699387,6797.93102970855,1667.6195125176218,104.66916980743409,67.93756755720824,36.73160225022585,103.37962392899209,1.2895458784419986,140.0508292685263,35.3816594610922,7.767160976399678,6.168969759045856,1.598191217353822,6.959385191132382,0.807775785267296,8.125594958876903,0.3584339824772247,gan,gan,cnn,gan,cnn,gan
32,11434.0,5472.0,2946.0,1064.0,407.0,170.0,8281.0,3990.0,1967.0,551.0,173.0,115.0,3570.0,1699.0,1157.0,502.0,343.0,187.0,351.825,65.975,285.85,144.9,206.92499999999998,411.025,59.19999999999999,110384.375,112643.9,2259.524999999994,106699.25,3685.125,119457.125,9072.75,0.4415375,0.45057559999999997,0.009038099999999938,0.426797,0.014740500000000045,0.47782850000000004,0.03629100000000002,3862.538676655644,16370.514441371659,12507.975764716015,4035.885679779397,173.34700312375298,1889.8079086021844,1972.7307680534595,3098.85,12372.475,9273.625,9.35,3089.5,3.5125,3095.3375,1.1906787631738205,0.794530989739148,0.39614777343467245,1.106105430405767,0.08457333276805357,1.2027025918445517,0.012023828670731262,0.9480408952954871,0.8876324800009485,0.06040841529453855,0.9463910743698609,0.0016498209256261553,0.9603818802415718,0.01234098494608471,0.5651919999999998,0.18822,1.674436,3480.0,702.0,2778.0,1550.0,1930.0,4698.0,1218.0,2921.0,500.0,2421.0,1237.0,1684.0,4698.0,1777.0,1533.0,270.0,1263.0,578.0,955.0,2010.0,477.0,653.0,117.0,536.0,268.0,385.0,726.0,73.0,130.0,19.0,111.0,67.0,63.0,143.0,13.0,1.455894927245446,1.2803427585416558,0.1755521687037902,1.4535898021552724,0.0023051250901735543,1.4400774155306277,0.015817511714818266,0.8919021606445305,0.7704673678614187,0.12143479278311187,0.7643505620304509,0.1275515986140796,0.9075645615812356,0.015662400936705012,32.04443359375,25.29790373146534,6.74652986228466,35.966822065413,3.922388471662998,50.214331079274416,18.169897485524416,5066.514346814152,898.8006164962424,4167.71373031791,2253.0641933406723,2813.45015347348,6765.483698162889,1698.9693513487364,102.76420402526855,67.21662771515548,35.54757631011307,101.74259099066258,1.021613034605977,130.9143729630392,28.150168937770644,7.75545590902894,6.123995073298643,1.631460835730297,6.838908415918915,0.9165474931100244,8.111412000121977,0.35595609109303705,gan,cnn,cnn,gan,cnn,gan
33,11576.0,5642.0,3119.0,1145.0,482.0,237.0,8442.0,4198.0,2128.0,643.0,243.0,123.0,4032.0,2140.0,1259.0,646.0,394.0,247.0,358.1,68.7,289.40000000000003,147.15,210.95000000000002,424.0,65.89999999999998,110045.85,113096.525,3050.6749999999884,110817.325,771.4749999999913,122545.35,12499.5,0.4401834,0.4523861,0.01220270000000001,0.44326930000000003,0.0030859000000000303,0.4901814000000001,0.0499980000000001,3953.755365738143,12578.48435659989,8624.728990861748,5057.659872171388,1103.904506433245,1865.7111536057723,2088.044212132371,3098.975,9311.8625,6212.887499999999,9.625,3089.35,3.325,3095.65,1.2169560217021373,0.7697586103633587,0.44719741133877866,1.0026104057653893,0.21434561593674806,1.1509173903470211,0.06603863135511623,0.9444468009947322,0.9047291172009583,0.03971768379377394,0.9420235244468609,0.0024232765478713336,0.9595242167449094,0.015077415750177181,0.5747320000000002,0.24758400000000033,1.6495840000000002,3489.0,724.0,2765.0,1552.0,1937.0,4688.0,1199.0,2863.0,493.0,2370.0,1138.0,1725.0,4688.0,1825.0,1481.0,263.0,1218.0,562.0,919.0,1955.0,474.0,670.0,102.0,568.0,270.0,400.0,718.0,48.0,124.0,16.0,108.0,66.0,58.0,143.0,19.0,1.4408395248554136,1.2275185065333685,0.2133210183220451,1.421119308995728,0.01972021585968564,1.4337348387808675,0.007104686074546063,0.8549806594848626,0.7109139300882816,0.14406672939658094,0.7068096860311908,0.1481709734536718,0.8960687331855297,0.04108807370066714,31.74535369873047,24.44230681285262,7.303046885877848,34.447601582854986,2.7022478841245174,50.66745936870575,18.92210566997528,5027.089102220538,888.7233987301588,4138.365703490379,2205.5771675613696,2821.511934659168,6721.348924204707,1694.2598219841693,100.41941442489625,63.20594415604137,37.21347026885488,99.08398916502483,1.335425259871414,127.93306121230125,27.51364678740501,7.748978270815892,6.150324715413699,1.5986535554021923,6.825977121436933,0.9230011493789583,8.10838276062226,0.3594044898063675,gan,gan,cnn,gan,cnn,gan
34,11175.0,5553.0,3143.0,1173.0,483.0,261.0,7923.0,4014.0,2132.0,626.0,228.0,122.0,4528.0,2238.0,1345.0,709.0,416.0,282.0,349.875,70.5,279.375,151.8,198.075,417.875,68.0,111686.15,114554.925,2868.7750000000087,113316.075,1629.925000000003,122097.15,10411.0,0.4467445999999999,0.4582197,0.011475100000000127,0.4532643,0.006519700000000128,0.48838860000000006,0.04164400000000018,2007.516528619195,12923.534894683482,10916.018366064287,5400.759539987507,3393.243011368312,2394.8288233032176,387.3122946840226,5.4375,9315.0625,9309.625,3106.5625,3101.125,3.4375,2.0,1.2386709316421871,0.783063112705799,0.45560781893638813,1.0047961633526357,0.23387476828955145,1.1904712940474091,0.048199637594777966,0.949722163794282,0.9016104310799495,0.048111732714332445,0.9366303756572087,0.013091788137073235,0.9549816796587958,0.005259515864513786,0.6113839999999998,0.3387,1.5133600000000005,3417.0,702.0,2715.0,1508.0,1909.0,4647.0,1230.0,2723.0,468.0,2255.0,1105.0,1618.0,4647.0,1924.0,1415.0,256.0,1159.0,549.0,866.0,1746.0,331.0,646.0,119.0,527.0,272.0,374.0,644.0,2.0,130.0,19.0,111.0,78.0,52.0,147.0,17.0,1.4351401099134407,1.2625244011561203,0.17261570875732035,1.4719324065468697,0.03679229663342909,1.3869015288112259,0.048238581102214795,0.8413982391357422,0.7126910239458084,0.12870721518993378,0.7433891178108762,0.09800912132486594,0.8495053551378078,0.008107116002065595,31.232643127441406,23.796588331460953,7.4360547959804535,32.876210644841194,1.643567517399788,49.68994718964677,18.457304062205367,4903.873755574226,886.2921296115965,4017.58162596263,2219.6740690726797,2684.1996865015467,6444.931404385767,1541.0576488115403,96.22121047973633,58.24486316740513,37.9763473123312,95.02699424494058,1.1942162347957463,132.293771844593,36.07256136485668,7.71892537050325,6.11314591093015,1.6057794595730996,6.790108494785447,0.9288168757178026,8.07817319369081,0.35924782318756066,gan,cnn,cnn,gan,cnn,gan
35,11071.0,5531.0,3047.0,1092.0,425.0,210.0,7884.0,3985.0,1959.0,466.0,136.0,104.0,4735.0,2153.0,1336.0,651.0,368.0,214.0,344.55,67.775,276.775,147.45,197.10000000000002,410.675,66.125,112144.325,114216.65,2072.324999999997,114996.525,2852.199999999997,122058.625,9914.300000000003,0.4485773,0.4568666,0.0082893,0.45998610000000006,0.011408800000000052,0.4882345,0.039657200000000004,1433.1097526251306,14069.573171287335,12636.463418662204,3359.202588141759,1926.0928355166284,1645.1614938721366,212.05174124700602,5.4625,9305.5125,9300.050000000001,9.7125,4.25,3.35,2.1125000000000003,1.2272704284936213,0.8007128770176024,0.4265575514760189,0.9808077851676031,0.2464626433260182,1.1825621953731709,0.04470823312045047,0.9535604441997008,0.8963651483643025,0.057195295835398285,0.9457569286515788,0.007803515548121975,0.9589028783679071,0.005342434168206345,0.6308160000000002,0.30754799999999993,1.3750280000000001,3357.0,683.0,2674.0,1601.0,1756.0,5121.0,1764.0,2618.0,440.0,2178.0,1046.0,1572.0,5121.0,2503.0,1426.0,251.0,1175.0,558.0,868.0,1648.0,222.0,662.0,121.0,541.0,283.0,379.0,636.0,26.0,140.0,22.0,118.0,86.0,54.0,143.0,3.0,1.4579461736625101,1.2760391521798016,0.18190702148270854,1.4266853935148636,0.03126078014764655,1.25848186357433,0.1994643100881801,0.8392562866210938,0.7056535752490163,0.13360271137207747,0.6634310619905577,0.17582522463053607,0.7467923689633587,0.0924639176577351,30.03021240234375,22.781098291277885,7.249114111065865,30.14132635295391,0.11111395061016083,43.12578770518303,13.09557530283928,4894.325304985046,871.5347409388045,4022.790564046242,2284.1233150172966,2610.20198996775,6444.685623364144,1550.3603183790974,93.3927230834961,60.48057656642049,32.912146517075605,89.26779894605278,4.124924137443315,120.97139413505792,27.578671051561827,7.69051928424523,6.062187217509011,1.6283320667362196,6.804865498718205,0.8856537855270252,8.152628686464364,0.4621094022191343,cnn,cnn,cnn,gan,cnn,gan
36,10550.0,5343.0,2995.0,1091.0,462.0,196.0,7226.0,3711.0,1860.0,460.0,257.0,138.0,5302.0,2001.0,1214.0,472.0,247.0,166.0,327.0,63.25,263.75,146.35,180.65,411.0,84.0,113247.275,115342.0,2094.725000000006,115521.75,2274.475000000006,121801.1,8553.825000000012,0.45298910000000003,0.46136800000000006,0.008378900000000022,0.462087,0.009097899999999992,0.4872044000000001,0.03421530000000006,1628.6982772074045,14187.601545125319,12558.903267917914,4671.120127684263,3042.4218504768587,1677.605752442978,48.90747523557343,5.45,9300.025,9294.574999999999,8.8375,3.3875,3.45,2.0,1.158836857131058,0.7291081076452854,0.42972874948577267,0.9146064151121405,0.24423044201891764,1.1497615038310507,0.009075353300007416,0.9549432268723936,0.8989864010429516,0.05595682582944206,0.9452291095105622,0.009714117361831476,0.9591667860215549,0.004223559149161282,0.6169,0.2378760000000003,1.3009560000000002,3303.0,667.0,2636.0,1614.0,1689.0,5825.0,2522.0,2529.0,441.0,2088.0,1072.0,1457.0,4788.0,2259.0,1391.0,255.0,1136.0,560.0,831.0,1435.0,44.0,661.0,119.0,542.0,288.0,373.0,626.0,35.0,143.0,22.0,121.0,88.0,55.0,156.0,13.0,1.4594253207566783,1.2937630801122348,0.16566224064444346,1.427732832776267,0.031692487980411244,1.1131493066928773,0.34627601406380104,0.8266294479370124,0.7414163799490794,0.08521306798793304,0.6759337288094684,0.15069571912754398,0.6374459129292518,0.18918353500776064,28.647720336914062,23.633792277425528,5.013928059488535,30.421247808262706,1.7735274713486433,35.83516829833388,7.187447961419821,4820.481834459309,862.9399744348607,3957.541860024448,2304.360792100895,2516.1210423584134,6484.09471148601,1663.6128770267014,89.75961933135987,59.84763999562711,29.91197933573276,90.4796601551352,0.7200408237753351,111.30971956662833,21.55010023526846,7.671681666191884,6.05812378985504,1.613557876336844,6.8275848316817545,0.8440968345101298,8.228564630476265,0.5568829642843811,cnn,cnn,cnn,gan,cnn,gan
37,9611.0,4804.0,2696.0,949.0,363.0,149.0,6230.0,3094.0,1456.0,247.0,132.0,112.0,5028.0,1715.0,1075.0,493.0,292.0,140.0,298.3,58.025,240.275,142.7,155.60000000000002,379.1,80.80000000000001,115389.075,117204.25,1815.175000000003,116625.5,1236.425000000003,122686.55,7297.475000000006,0.4615563,0.46881699999999993,0.007260699999999953,0.46650200000000003,0.004945700000000053,0.49074619999999997,0.02918989999999999,1934.302470252053,10942.468871830617,9008.166401578565,2680.2955461676565,745.9930759156036,1646.3357096315383,287.9667606205146,5.425,2951.425,2946.0,8.9125,3.4875,3.4625,1.9625,0.9580997869965158,0.5725000048617385,0.3855997821347773,0.8250847313128823,0.13301505568363348,1.0060755600314724,0.04797577303495659,0.9584563914405895,0.9163820781669223,0.042074313273667174,0.9545854414922857,0.0038709499483037257,0.9622053106116987,0.0037489191711091996,0.5882680000000002,0.19489200000000023,1.1479840000000001,3190.0,643.0,2547.0,1629.0,1561.0,5757.0,2567.0,2374.0,428.0,1946.0,1029.0,1345.0,4576.0,2202.0,1345.0,254.0,1091.0,578.0,767.0,1368.0,23.0,652.0,114.0,538.0,298.0,354.0,578.0,74.0,134.0,25.0,109.0,87.0,47.0,164.0,30.0,1.4626170929173306,1.3132864220125797,0.14933067090475083,1.450591815662647,0.012025277254683608,1.106162528819534,0.3564545640977965,0.8376942157745351,0.7778427456505597,0.0598514701239754,0.6744450037367642,0.16324921203777087,0.6191093252040432,0.2185848905704919,27.64366912841797,23.130152247846127,4.513516880571842,29.556780299171805,1.9131111707538366,35.52289595454931,7.879226826131344,4665.748526406284,844.4431693540888,3821.3053570521956,2363.014067714452,2302.7344586918325,6368.1776784140575,1702.4291520077732,86.96822786331177,60.136427684593954,26.831800178717813,96.40928606467787,9.441058201366104,122.42351451199501,35.45528664868324,7.634043099220916,6.0170203337130905,1.6170227655078255,6.827124101902122,0.8069189973187942,8.196236407109993,0.5621933078890766,cnn,cnn,cnn,gan,cnn,gan
38,7764.0,3760.0,2127.0,801.0,318.0,152.0,4754.0,2195.0,995.0,215.0,130.0,106.0,4389.0,1657.0,875.0,373.0,230.0,120.0,237.6,43.5,194.1,118.75,118.85,315.175,77.57500000000002,118531.05,120133.775,1602.7249999999913,119940.45,1409.3999999999942,124120.925,5589.875,0.4741242,0.4805351,0.006410899999999997,0.4797618,0.00563760000000002,0.49648370000000003,0.022359500000000032,1333.5995363913164,7094.310994736463,5760.711458345147,2866.859997410119,1533.2604610188025,1256.5819411080279,77.01759528328853,5.2125,20.0125,14.799999999999999,8.6625,3.4499999999999993,3.4375,1.7750000000000004,0.6439459681832763,0.3345811229360173,0.30936484524725905,0.5434578529010567,0.10048811528221957,0.7318186442885366,0.08787267610526028,0.9708877299657246,0.9390945928103018,0.03179313715542276,0.9639138763820366,0.006973853583687961,0.9712462625007948,0.00035853253507023286,0.45959199999999995,0.15319199999999972,0.9625080000000001,3097.0,598.0,2499.0,1544.0,1553.0,5561.0,2464.0,2218.0,399.0,1819.0,902.0,1316.0,4673.0,2455.0,1191.0,209.0,982.0,511.0,680.0,1370.0,179.0,549.0,90.0,459.0,264.0,285.0,518.0,31.0,116.0,15.0,101.0,71.0,45.0,120.0,4.0,1.3406906618085022,1.193401395239065,0.1472892665694372,1.32920335232714,0.011487309481362118,1.0647930718110281,0.27589758999747405,0.7631172180175767,0.696368081102265,0.0667491369153117,0.6094757578335699,0.15364146018400682,0.6405202455818646,0.1225969724357121,26.911224365234375,21.68769002938643,5.223534335847944,26.909699270501733,0.0015250947326421738,36.61345058679581,9.702226221561432,4152.118979620931,713.6540343529608,3438.46494526797,2052.2899759931042,2099.8290036278268,5921.314272341127,1769.1952927201964,81.95029563903809,59.09303668290377,22.857258956134316,87.17813080616762,5.227835167129527,118.48606824725866,36.53577260822057,7.600978510589194,5.94712883265249,1.6538496779367033,6.7710766793816894,0.8299018312075042,8.227708157525383,0.6267296469361892,cnn,cnn,cnn,gan,cnn,gan
39,5954.0,2847.0,1599.0,631.0,277.0,132.0,3611.0,1655.0,757.0,186.0,126.0,110.0,3738.0,1296.0,696.0,324.0,153.0,112.0,182.025,33.175,148.85000000000002,91.75,90.275,265.775,83.74999999999997,119416.525,121064.225,1647.7000000000116,120932.425,1515.9000000000087,124338.975,4922.450000000012,0.4776661,0.4842569,0.006590800000000008,0.48372969999999993,0.006063599999999947,0.49735589999999996,0.01968979999999998,1817.6511207964782,8585.221821966848,6767.570701170371,3521.0670493740363,1703.4159285775581,1354.9667781555574,462.6843426409207,4.925,23.95,19.025,8.1375,3.2124999999999995,3.1,1.8249999999999997,0.4974346815411478,0.2515715346168477,0.24586314692430006,0.3759894685314148,0.12144521300973299,0.589578926696517,0.09214424515536923,0.9740065326375692,0.9275620044420322,0.046444528195537016,0.9665981485871477,0.007408384050421546,0.9757480560385015,0.0017415234009322544,0.35149600000000003,0.1496439999999999,0.8029279999999998,2766.0,529.0,2237.0,1420.0,1346.0,5785.0,3019.0,1738.0,308.0,1430.0,737.0,1001.0,4108.0,2370.0,906.0,159.0,747.0,379.0,527.0,1131.0,225.0,399.0,66.0,333.0,192.0,207.0,408.0,9.0,74.0,8.0,66.0,49.0,25.0,92.0,18.0,1.1703402781736476,1.0782065847632212,0.09213369341042643,1.129789408178604,0.04055086999504365,0.9342884292604303,0.2360518489132173,0.6445530891418461,0.5854032420902513,0.05914984705159476,0.523735253378983,0.12081783576286309,0.5873696534894428,0.05718343565240325,24.512466430664062,21.161193414591253,3.3512730160728097,25.249678435735404,0.737212005071342,33.84682318940759,9.334356758743525,3237.161209428309,570.371283339744,2666.789926088565,1604.3009596136176,1632.8602498146915,5404.858563271589,2167.6973538432803,81.04130420684814,59.25202226237161,21.789281944476528,78.5014120406122,2.539892166235944,113.00971954059789,31.968415333749746,7.465526311705519,5.7735651271703015,1.6919611845352174,6.683069494661315,0.7824568170442037,8.283290505048685,0.8177641933431659,cnn,cnn,cnn,cnn,cnn,cnn
40,5450.0,2623.0,1494.0,578.0,225.0,111.0,3664.0,1745.0,892.0,262.0,109.0,87.0,3241.0,1081.0,507.0,256.0,156.0,104.0,164.575,28.325,136.25,72.975,91.6,237.8,73.22500000000002,120314.625,121905.075,1590.449999999997,121686.9,1372.2749999999942,124915.525,4600.899999999994,0.48125850000000003,0.4876203,0.006361799999999973,0.4867476,0.005489099999999969,0.49966209999999994,0.01840359999999991,2154.8783716042008,10306.506909414862,8151.628537810661,4270.572988851118,2115.694617246917,1292.987653870407,861.8907177337937,4.95,38.5625,33.6125,8.1125,3.1625000000000005,3.0125,1.9375,0.39989873912961643,0.20940666444273465,0.19049207468688178,0.2954052897765445,0.10449344935307192,0.4685461193220194,0.06864738019240296,0.9746349280607092,0.9133441044249327,0.061290823635776426,0.96244082490823,0.012194103152479152,0.9787267699837162,0.004091841923007045,0.294432,0.19138000000000027,0.711916,2726.0,479.0,2247.0,1329.0,1397.0,5315.0,2589.0,1588.0,257.0,1331.0,611.0,977.0,3748.0,2160.0,787.0,122.0,665.0,312.0,475.0,968.0,181.0,325.0,53.0,272.0,144.0,181.0,330.0,5.0,55.0,7.0,48.0,24.0,31.0,61.0,6.0,1.0491330994329997,0.9769255341203701,0.07220756531262962,0.9527486441384618,0.09638445529453787,0.8850443404553238,0.16408875897767594,0.5787085533142093,0.5337156988680363,0.04499285444617307,0.4617815225617967,0.11692703075241262,0.5767793911101755,0.0019291622040338297,24.24695587158203,20.20698457956314,4.03997129201889,23.20732302311808,1.0396328484639525,34.09347849758342,9.846522626001388,2859.936829054357,467.94733084365726,2391.9894982107,1266.2029480600158,1593.7338809943412,4704.010669520046,1844.0738404656886,77.08098545074463,53.786430437117815,23.29455501362682,71.03689857290593,6.0440868778387085,108.44035223133977,31.35936678059514,7.475703064910744,5.677620216265048,1.798082848645696,6.659866258436882,0.8158368064738619,8.235612902245308,0.7599098373345639,cnn,bicubic,cnn,cnn,cnn,gan
