sample_idx,pos_idx,pd_distance_candidateUV_plus_E2_tf_lowlambda_expanded672,mt_distance_candidateUV_plus_E2_tf_lowlambda_expanded672
0,0,24.218499351351856,4.966187477111816
1,1,23.76545751869363,4.775473117828369
2,2,24.52448747864928,5.323086738586426
3,3,24.467269641563743,4.738796710968018
4,4,23.98820974559299,6.163171291351318
5,5,25.200324960128412,6.605960369110107
6,6,26.3144230843065,5.520293235778809
7,7,27.202370418267048,5.543454170227051
8,8,27.875222651835134,6.91364049911499
9,9,26.871349966288683,5.4126787185668945
10,10,27.1875413762934,5.415367603302002
11,11,25.981907296371453,6.149561405181885
12,12,27.327596302092736,6.187923908233643
13,13,26.85464678175497,5.9742302894592285
14,14,25.814077590051223,5.418365001678467
15,15,23.373203204309974,5.447961807250977
16,16,21.232613702558346,4.71914529800415
17,17,19.213038272088898,4.3013386726379395
18,18,18.785971622109685,4.4823222160339355
19,19,19.189160381376094,5.190771102905273
20,20,20.093050131359803,5.106226444244385
21,21,24.813837193896227,7.557591915130615
22,22,30.30860431078785,6.8461174964904785
23,23,31.92422006986157,6.273090362548828
24,24,32.84417276801288,6.465079307556152
25,25,33.41953294876916,8.043660163879395
26,26,32.011606576265336,9.252673149108887
27,27,33.455290204564776,6.492203235626221
28,28,35.58134066517987,7.79926061630249
29,29,36.57075530730702,8.575987815856934
30,30,36.889002662438266,7.392573833465576
31,31,36.05332508291328,6.79079008102417
32,32,35.5246994010972,7.378582954406738
33,33,35.86524633622268,6.844641208648682
34,34,34.90318636134969,6.83526611328125
35,35,34.04892707463857,6.250466346740723
36,36,33.92215912668861,5.939330101013184
37,37,32.05126473524842,6.550620079040527
38,38,27.959447236670638,6.3813323974609375
39,39,23.775748312044527,5.899845123291016
40,40,23.1947550418102,5.3767523765563965
41,41,22.1576111561791,5.596189975738525
42,42,20.58720518891791,5.608867168426514
43,43,19.551374037471422,5.852736949920654
44,44,18.835503089103295,5.999661922454834
45,45,19.34972477169879,6.300626277923584
46,46,18.711625239194422,6.566372871398926
47,47,19.68585548362702,6.820788860321045
48,48,20.49986457297447,7.086339950561523
49,49,19.601487229285013,6.086776256561279
50,50,19.17108027689059,6.166417598724365
51,51,19.33351794536354,6.0240325927734375
52,52,19.538915126468023,5.769693374633789
53,53,19.473781995995996,5.541379928588867
54,54,20.29095814366471,5.825732707977295
55,55,20.98725111497854,5.2715325355529785
56,56,21.639702839530102,5.844069957733154
57,57,21.931121819776937,5.747358798980713
58,58,22.437898204934225,6.339234352111816
59,59,22.788398676224862,5.493506908416748
60,60,22.622658283624993,5.896458625793457
61,61,23.123750786332984,5.190273284912109
62,62,24.423390298697754,6.08595609664917
63,63,24.845058852366293,6.450798034667969
64,64,21.362340902007936,5.182126045227051
65,65,19.587473233948753,5.091151237487793
66,66,18.447651932199598,4.698558330535889
67,67,18.104386059386822,4.123191833496094
68,68,19.02779862401535,5.0934576988220215
69,69,21.777632477393382,4.7759175300598145
70,70,22.055154777670804,4.87095308303833
71,71,22.4548850701518,4.840698719024658
72,72,23.34873997605387,4.593918800354004
73,73,24.558852370196405,6.161703109741211
74,74,25.59189781790861,4.903146266937256
75,75,25.944924526417385,5.317459583282471
76,76,26.420692367162996,5.245360374450684
77,77,26.126884241555565,5.288089275360107
78,78,26.241185275006124,5.917314052581787
79,79,26.777054230825893,5.504542350769043
80,80,26.094357970513393,5.455262660980225
81,81,25.96520394737262,5.137702941894531
82,82,25.09429661307857,5.442544460296631
83,83,25.07655547190298,4.998169898986816
84,84,25.586766636032866,5.100836753845215
85,85,25.45750656741364,5.276857852935791
86,86,26.17129257283931,5.619412422180176
87,87,26.207001239494776,6.094732761383057
88,88,22.885648318909034,5.1633782386779785
89,89,21.463270730189265,5.004640579223633
90,90,19.938127656539567,4.752403259277344
91,91,20.12120114421655,5.060180187225342
92,92,20.223494954867927,5.441169738769531
93,93,22.818071167524497,6.311299800872803
94,94,24.443427148543513,5.181809425354004
95,95,25.58507315117365,5.5726847648620605
96,96,27.49653196570841,5.984513759613037
97,97,28.333534986988013,4.922421932220459
98,98,28.554265228027212,5.2684807777404785
99,99,28.5676961688765,5.316324710845947
100,100,28.67856807074075,5.161960601806641
101,101,28.081403287945736,5.24035120010376
102,102,27.000355008926007,4.734639644622803
103,103,27.412444480535452,5.412646293640137
104,104,27.22112160674022,5.100977420806885
105,105,27.225355490932035,5.195751190185547
106,106,27.43407237840721,5.300129413604736
107,107,26.702383983469534,5.233352184295654
108,108,27.040675309480676,5.367821216583252
109,109,26.209457860226312,5.027760982513428
110,110,26.69758572922439,5.685898303985596
111,111,25.829849826763212,5.932021617889404
112,112,25.344640172703762,5.121796131134033
113,113,24.300762920163343,5.156044006347656
114,114,22.946210033012694,5.388141632080078
115,115,23.84128889263722,5.011821269989014
116,116,24.228848040866055,6.055285453796387
117,117,25.83718172455154,6.261012554168701
118,118,27.26074773872245,6.306041240692139
119,119,26.787822563749994,5.094219207763672
120,120,26.514949243156973,4.810644626617432
121,121,27.25032782355965,4.816778182983398
122,122,26.202591068128,4.9541707038879395
123,123,25.63248497987617,4.975096702575684
124,124,25.71033649557668,5.086069583892822
125,125,25.134187813632145,4.926795482635498
126,126,25.150032115823645,5.146059513092041
127,127,27.03375525888501,4.816263675689697
128,128,25.73697651676643,4.773474216461182
129,129,26.70518387379407,5.046435356140137
130,130,26.973647738220112,5.453726768493652
131,131,29.845445267346882,7.558094024658203
132,132,30.590171632187563,6.045198917388916
133,133,31.07568218493847,6.639191150665283
134,134,28.77906251064002,5.513545513153076
135,135,26.780498167563792,4.708279609680176
136,136,25.213228491809918,4.644492149353027
137,137,24.342604156151076,4.408009052276611
138,138,24.0519216845127,4.716376304626465
139,139,23.331657676697425,5.804681777954102
140,140,24.911108445049983,6.401493072509766
141,141,28.29929469303654,5.832859992980957
142,142,30.382226980729506,6.753683090209961
143,143,29.418642125527267,6.06166934967041
144,144,29.36915653591193,6.122553825378418
145,145,28.07278050536715,5.963771343231201
146,146,27.320898924090883,5.735777378082275
147,147,25.664376464918615,5.565232753753662
148,148,25.2400138540931,5.495934963226318
149,149,24.27688850817303,5.4601054191589355
150,150,22.967558827258248,5.305841445922852
151,151,23.13845625461644,5.838352680206299
152,152,23.517338905230694,5.8623151779174805
153,153,23.82036852491385,6.404476642608643
154,154,23.537153773780204,6.638551712036133
155,155,24.11156284026047,5.702816009521484
156,156,23.84257460355314,5.805060863494873
157,157,24.69278746034446,4.709383010864258
158,158,26.425698594202977,6.091266632080078
159,159,23.869523655278787,5.2837700843811035
160,160,21.312381465607704,4.986484527587891
161,161,19.854523267249203,5.692075729370117
162,162,19.141637575217118,4.951502323150635
163,163,20.39586699301796,4.720522403717041
164,164,21.967611781109404,4.878805160522461
165,165,22.89651661226555,5.72617769241333
166,166,24.366046567313475,5.786153316497803
167,167,23.890467850170808,5.643368721008301
