run,sample,top,left,patch,stride,gt_shape,mr_shape,min_pers,max_pts,fields,w2_audit_every,speed_gt_min,speed_gt_max,speed_mse_sr,speed_psnr_sr,speed_mse_bic,speed_psnr_bic,speed_w1_pd0_sr,speed_w2_pd0_sr,speed_bn_pd0_sr,speed_w1_pd1_sr,speed_w2_pd1_sr,speed_bn_pd1_sr,speed_w1_pd0_bic,speed_w2_pd0_bic,speed_bn_pd0_bic,speed_w1_pd1_bic,speed_w2_pd1_bic,speed_bn_pd1_bic,speed_n_pd0_gt,speed_n_pd1_gt,speed_n_pd0_sr_pruned,speed_n_pd1_sr_pruned,speed_n_pd0_bic_pruned,speed_n_pd1_bic_pruned
GAN_MRHR,1,160,160,160,160,500x500,100x100,0.01,120,speed,3,0.0488281250000001,4.626609728313487,0.02301166932356609,16.380518753708596,0.004742591017888683,23.239843254636995,5.110284881592578,,0.10899748029613976,6.309953089039868,,0.15300494662778136,11.720384763299936,,0.15706638163611808,11.513270702113962,,0.132395509232957,697,1076,120,120,103,106
GAN_MRHR,1,160,320,160,160,500x500,100x100,0.01,120,speed,3,0.04577636718749993,17.82280746179772,0.004111229225829663,23.860283079017588,0.0015797434020498186,28.01413449557925,5.064886407614367,,0.10170308512300774,3.394412547055469,0.3675861195120954,0.11309173987655169,5.0124470729791355,,0.19269580567441835,5.430020712504438,0.5539107229812368,0.12369107719999672,735,1226,120,120,52,62
GAN_MRHR,1,320,0,160,160,500x500,100x100,0.01,120,speed,3,1.9531860342026053,11.481063510665619,0.0050669545733751575,22.952529891742266,0.0009080033077342258,30.419125689212073,4.352150254745172,,0.08967982880061465,4.381802567486731,,0.07779075550129239,4.663772996703592,,0.11687525695584738,5.647653712131421,,0.15252760417957456,476,816,120,120,58,45
GAN_MRHR,1,320,160,160,160,500x500,100x100,0.01,120,speed,3,0.006103515625000039,9.158607361720032,0.005568047539903566,22.542970653041145,0.0013630831072314717,28.65477664087569,4.38160290100634,,0.07417130275306782,4.684615327545261,0.4864866485395598,0.0934537971434698,6.970833982981154,,0.131245859578216,6.381811716411867,0.5997244665732107,0.0764505795762318,603,905,120,120,69,60
GAN_MRHR,1,320,320,160,160,500x500,100x100,0.01,120,speed,3,0.057983398437500014,17.371131960408846,0.005615160470396864,22.506378278537582,0.002509854865368746,26.003513910916904,5.886434194886295,,0.1369537092286246,2.5733908005752797,0.29551594365421213,0.06052635478422527,7.025064322693509,,0.19535918148046205,6.9761567473670505,0.7351607068603921,0.14924071968979752,710,1176,120,120,68,89
GAN_MRHR,2,0,0,160,160,500x500,100x100,0.01,120,speed,3,0.0518798828125,21.842094391388933,0.0023868966800616553,26.221663794079593,0.0006324178148632822,31.989959040432304,4.391901202959049,,0.08976080632296424,2.9847916726673662,,0.05932829512261989,3.762551964789632,,0.15612416265340384,3.5486737874186542,,0.09677223430061765,482,722,120,120,41,51
GAN_MRHR,2,0,160,160,160,500x500,100x100,0.01,120,speed,3,4.541152971713241,19.049652272652757,0.004656031831679802,23.319840591335282,0.0011557663509790838,29.371299533741574,3.659354566334605,,0.10260197908411717,4.03230584921476,,0.10887275813914896,5.684472089907627,,0.12095075679865303,5.060236202771582,,0.12042490509784945,589,797,120,120,51,42
GAN_MRHR,2,0,320,160,160,500x500,100x100,0.01,120,speed,3,0.6103668210983322,16.672263973028024,0.002552316235621571,25.93065516741218,0.0006509777160705729,31.864338770522636,3.036204837439485,,0.07613643274863213,3.0942672906253463,,0.04609188174163259,4.726329531285022,,0.08844776762502093,4.60080149113336,,0.06023184552351163,771,1156,120,120,45,52
GAN_MRHR,2,160,0,160,160,500x500,100x100,0.01,120,speed,3,0.015258789062499986,13.046661557947196,0.004803791660027674,23.18415836079305,0.0008508255529771893,30.701594748287558,5.122805938437157,,0.1295471560731427,4.223344434652941,,0.07535537995012276,4.496724756210046,,0.1292571838983505,4.115514604688087,,0.07560484293175573,513,888,120,120,59,62
GAN_MRHR,2,160,160,160,160,500x500,100x100,0.01,120,speed,3,0.1434402463791326,16.141243257157075,0.0017364038370944845,27.603492628808993,0.00024545649091211637,36.10025477052298,2.5132603722041256,0.2521265132735317,0.057761493258269736,2.281765527618257,,0.06618040691269739,2.7549982241413975,0.2736870417645243,0.05846406147183336,2.74498315383671,,0.07964513147124264,657,816,120,120,36,28
GAN_MRHR,2,160,320,160,160,500x500,100x100,0.01,120,speed,3,1.2207412591699787,16.60816964111714,0.002766378786843936,25.580883541589493,0.0004694585222788501,33.28402771676528,3.0192463136874443,,0.11463705835528282,2.766825562917253,0.28118307290167366,0.07196844196274207,3.3215376631913442,,0.08196409861239828,3.4891490219881596,0.3649412800510871,0.11649096775522305,561,902,120,120,57,34
GAN_MRHR,2,320,0,160,160,500x500,100x100,0.01,120,speed,3,0.07019042968749997,12.878814428509497,0.007201328196189501,21.425873958586624,0.001076916085575482,29.678181356593218,6.3820873689963165,0.5841656322363441,0.11460565478046225,5.875821520603038,0.5870413643859839,0.1313798785262154,4.239129318118533,0.4238181480168767,0.0929534122824901,4.3898470003121295,0.4532296753795794,0.13328295424029096,429,655,120,120,46,37
GAN_MRHR,2,320,160,160,160,500x500,100x100,0.01,120,speed,3,1.2817764131232623,10.846275189475872,0.0053829848939696435,22.68976838843152,0.0006443263489789155,31.908941076472253,4.179848508949389,,0.07823755915338959,4.516719338817246,0.5009869999999684,0.23412799657442257,3.5937132318172567,,0.10522039951109602,3.561596454097322,0.36865488388003176,0.07115490970058813,551,755,120,120,52,41
GAN_MRHR,2,320,320,160,160,500x500,100x100,0.01,120,speed,3,0.04272460937500007,9.875793425156644,0.0069784626499041665,21.562402415267496,0.0007087356308900537,31.495157324081955,3.9001422077725967,0.4150468492773333,0.15834842791678028,3.697843435436573,,0.1079142975758445,4.26678978337644,0.4776771680950164,0.16805203675402258,3.2539996893988685,,0.08705774040779707,578,978,120,120,41,30
GAN_MRHR,3,0,0,160,160,500x500,100x100,0.01,120,speed,3,0.08544921874999989,16.953033193875847,0.019201324421488534,17.16668814549523,0.005898960611126489,22.292245036432323,18.95815359589139,,0.18545338475396955,5.711839333856592,0.60908624037282,0.07528684102465832,6.629207776092722,,0.10217436612251474,13.655283959795439,1.2888299018077085,0.15330068199506797,459,781,120,120,120,120
GAN_MRHR,3,0,160,160,160,500x500,100x100,0.01,120,speed,3,0.1220779416561276,28.244880144807325,0.006900081020638283,21.611458096911743,0.003443819809564789,24.629595800187985,5.859601759509651,0.6580865996349179,0.19053569505965684,4.20479455710397,,0.08874323421002528,6.240329360986097,0.6338154576775901,0.14172535980822465,9.614436666075111,,0.11606077921692914,627,1171,120,120,114,120
GAN_MRHR,3,0,320,160,160,500x500,100x100,0.01,120,speed,3,0.12512969947444197,25.05264232960892,0.008614508603491229,20.647694908734728,0.0044439000961351335,23.522357129513832,6.807541476173041,,0.1557295389194533,6.467478012029925,,0.12850557444574884,7.46921588950707,,0.1432898796153953,9.967572402112463,,0.17478856636358786,690,1213,120,120,105,120
GAN_MRHR,3,160,0,160,160,500x500,100x100,0.01,120,speed,3,0.04882812500000008,19.803459343082586,0.010740532387481874,19.689741909223663,0.005148479584290763,22.883210049797157,6.777684782139748,0.7620038870707408,0.15599958195874353,3.857170024923456,0.4294087375048975,0.08273732854078769,9.608252519116931,0.9166459547618743,0.12638546233666093,11.390255160409621,1.080493991156893,0.13775986958650616,645,1133,120,120,103,110
GAN_MRHR,3,160,160,160,160,500x500,100x100,0.01,120,speed,3,0.13123321511025937,21.784110846017164,0.01489127355787422,18.270681581283355,0.008889251583774661,20.51134802166449,5.618086048963566,0.6265014402336665,0.12919998927786813,9.570684268275173,,0.10679428322822943,11.78897037035195,1.0814232750184236,0.1699548857407065,15.145010719837455,,0.13871453522729305,821,1455,120,120,120,120
GAN_MRHR,3,160,320,160,160,500x500,100x100,0.01,120,speed,3,0.12512969947444189,21.80852483253037,0.009668684980402752,20.146325894284843,0.004945651632354199,23.0577647815675,6.532114805221925,0.7115933339981075,0.14824321299678267,6.876540897531276,,0.11775007322942949,7.38806445532572,0.7273366027633718,0.15126102290800503,11.47228091560011,,0.17177977911580317,668,1209,120,120,111,120
GAN_MRHR,3,320,0,160,160,500x500,100x100,0.01,120,speed,3,0.07934570312499997,22.699668794475976,0.011064546362396005,19.560663870609442,0.005080576219746065,22.94087028799026,7.713704052482854,0.7762861396915198,0.13757846707955934,6.8114130873309495,0.6750537664967405,0.07509179712663144,9.567589375691702,0.9424012136195239,0.1252548350984798,12.59591614821357,1.1501429060083057,0.15298530954234868,725,1361,120,120,84,120
GAN_MRHR,3,320,160,160,160,500x500,100x100,0.01,120,speed,3,0.05493164062500002,29.72808081700701,0.007442662564476674,21.282716705517903,0.0038977818356731564,24.091824724991838,4.882059285128094,,0.12218463362187804,6.867127610133736,0.6561474351524507,0.10005024703309401,8.763678272735639,,0.15550153271645673,11.557385314380316,1.096015314440199,0.15813646472923004,776,1325,120,120,100,112
GAN_MRHR,3,320,320,160,160,500x500,100x100,0.01,120,speed,3,0.051879882812499944,21.62541983312658,0.0055460372784675305,22.560172154987587,0.0026544140415463457,25.76031333781944,6.218395325451635,,0.1518529028905407,7.099641113246071,,0.12542981709425122,5.428587804516353,,0.11115428932242755,10.47313481892249,,0.12602484194292507,674,1147,120,120,92,80
GAN_MRHR,4,0,0,160,160,500x500,100x100,0.01,120,speed,3,0.6378402662050789,18.881805607722278,0.00473937680585356,23.24278761097661,0.0017689340075465367,27.52288368480142,3.8003298386154603,,0.18083004477683684,3.2284095403343236,,0.12445481215725401,6.394282676132781,,0.14398359523375515,5.600041981573911,,0.09198845162223615,672,935,120,120,69,57
GAN_MRHR,4,0,160,160,160,500x500,100x100,0.01,120,speed,3,5.392623928805384,23.767814299637045,0.0037005884157496234,24.31729214897971,0.0015190024829576305,28.184415159540603,4.713393792686733,0.49459982820360077,0.12761133740327046,3.9678090752511186,,0.06782301393489565,7.080415077271779,0.7520762372872932,0.18932173544742992,6.104894010914642,,0.15319521915174855,687,1030,120,120,59,47
GAN_MRHR,4,0,320,160,160,500x500,100x100,0.01,120,speed,3,13.635673611840115,22.629479065013992,0.003971957273366123,24.009954317795838,0.001607063369329194,27.93966997635124,4.782348303549438,,0.08043147884697144,4.871837537015926,,0.0660964724831048,7.417193719470561,,0.09719800856372551,7.718474745338641,,0.10366498525492651,527,810,120,120,59,47
GAN_MRHR,4,160,0,160,160,500x500,100x100,0.01,120,speed,3,0.045776367187500056,17.493209829437212,0.010276809897819959,19.88141677009017,0.005419583198728138,22.66034112173515,4.851220995648469,,0.08930787971950804,5.961987862977173,0.5745198651283361,0.07597893888255941,12.063865577339618,,0.20808673920636256,11.231916298393283,1.0568967577914303,0.14885273638266733,827,1310,120,120,106,95
GAN_MRHR,4,160,160,160,160,500x500,100x100,0.01,120,speed,3,0.21057892274149972,17.56645185325969,0.004736480794277983,23.245442192627724,0.0017845677388057086,27.484669621574863,4.16869464031086,,0.10690783619923672,2.868183220081548,,0.07684132089288934,7.258431353329722,,0.12422568085219554,6.834032851442795,,0.12036231350325705,714,1063,120,120,75,69
GAN_MRHR,4,160,320,160,160,500x500,100x100,0.01,120,speed,3,3.399765000917329,19.97436559096981,0.0024715507611626723,26.070304653161955,0.0009862072944528447,30.060317891064482,4.160513839895264,,0.19900371294925734,3.944856787275959,,0.058460752189018486,5.059100374352715,,0.21068962180568818,5.125862454335467,,0.1014419436092246,576,870,120,120,41,34
GAN_MRHR,4,320,0,160,160,500x500,100x100,0.01,120,speed,3,0.18921661361571904,11.526840069688982,0.004480397917765714,23.486834131782214,0.0020028238127175386,26.983572534501626,5.893271184254583,,0.14574284436576207,4.949711140716642,,0.17189176887629176,8.424733339014725,,0.1994057148507642,7.7970534365863395,,0.19830564850466376,959,1284,120,120,59,53
GAN_MRHR,4,320,160,160,160,500x500,100x100,0.01,120,speed,3,0.2258377073906607,14.88082899758187,0.00903242063971985,20.441958454752864,0.004104620651136736,23.86726974061353,4.961445675780163,,0.12079643683850869,3.460189274851122,,0.07600525761983351,9.599448564233544,,0.189797952127566,10.722416560523365,,0.12099975137597052,735,1097,120,120,95,83
GAN_MRHR,4,320,320,160,160,500x500,100x100,0.01,120,speed,3,0.1861648608033742,20.142219711158404,0.0032364301314806872,24.899337640224203,0.0009577973971037182,30.18726347070747,3.099579473632464,,0.057008125364433115,3.7311046428078374,0.3399675655666751,0.04424073764550007,3.941984325566575,,0.09045735225763929,4.30821418819394,0.4402682868690398,0.08242047375591538,476,867,120,120,50,37
CNN_MRHR,0,0,0,160,160,500x500,100x100,0.01,120,speed,3,0.03356933593749994,9.976501321268959,0.004175590295097711,23.792821203680873,0.0017544952162578643,27.558478113307917,6.175049985924849,0.6204029608664937,0.10405144575879433,8.07129628894544,0.85209153814279,0.1665411211285217,5.652438182926103,0.5703592880809623,0.09935160248171493,8.121151177569143,0.8361294432713889,0.1546182113665474,475,911,48,57,52,61
CNN_MRHR,0,0,160,160,160,500x500,100x100,0.01,120,speed,3,0.13733673074511543,11.078216595398843,0.004066689714187267,23.907589626145175,0.002137390561210438,26.70116112597384,4.901657046477773,,0.11626719372045202,8.151770871584093,,0.086685970560052,6.335376251689563,,0.08483421558073723,9.463098842404227,,0.12071860303126847,713,1192,120,120,82,70
CNN_MRHR,0,0,320,160,160,500x500,100x100,0.01,120,speed,3,0.08239746093749996,11.880859214460381,0.00466966423696419,23.3071434531005,0.002658584373373679,25.753495521098444,5.2457872828726195,0.524988097403133,0.1554388551142587,10.33055123542433,,0.1391775844665788,5.826512353519639,0.5820304330399678,0.1623940076183054,10.131082927361078,,0.1474030812395592,569,952,100,120,66,114
CNN_MRHR,0,160,0,160,160,500x500,100x100,0.01,120,speed,3,0.3784332272314381,14.590896360121159,0.005352320938914023,22.714578529654347,0.0019795407275218706,27.03435558326862,5.244420876494051,0.5311964753596417,0.13600388947070363,4.98566658999084,,0.09967666486463189,6.8956172231279504,0.7377429113249339,0.22613506515041498,6.319166820014447,,0.10120750282765173,570,878,120,120,66,53
CNN_MRHR,0,160,160,160,160,500x500,100x100,0.01,120,speed,3,2.05694583609728,15.433212117212761,0.006119484978308145,22.13285126883266,0.0031320233704017304,25.041750058628377,6.807386138844929,0.6771136078462779,0.09814095453115379,7.523988167325362,0.7115159350874114,0.11281581105586469,8.419021221392597,0.8552262852902037,0.16931897373100413,9.08185942281435,0.8590107409240879,0.13495332410810984,616,959,120,120,74,69
CNN_MRHR,0,160,320,160,160,500x500,100x100,0.01,120,speed,3,0.048828125000000035,15.301978907045966,0.004403489228035388,23.562030616067233,0.002651365082538552,25.76530467344394,4.683480347127567,,0.15288433835458004,7.697421896750117,,0.07792788948737928,8.070618021212196,,0.2303270738137853,9.975722137623483,,0.10918684761306807,712,1187,120,120,85,84
CNN_MRHR,0,320,0,160,160,500x500,100x100,0.01,120,speed,3,2.48725886877459,14.661094531824485,0.004127925484834842,23.842681508631195,0.0016684686174713848,27.77681957395691,4.061708805857548,,0.16311636208309976,3.3976344001727674,,0.04846050846938102,7.366882013705671,,0.25119090267255606,6.252965640977966,,0.07038328872825078,629,1167,120,120,93,71
CNN_MRHR,0,320,160,160,160,500x500,100x100,0.01,120,speed,3,0.5401764017306985,17.017120715941854,0.0034084028624820502,24.674490785042696,0.0016442505348429573,27.84032007936943,4.430402922966024,,0.09421129284014496,4.772492021882706,0.4496669789933645,0.06794892261101967,7.248723543292102,,0.17323284241033965,6.5783394546725,0.6316352059920376,0.11832095125716577,653,1030,120,120,85,76
CNN_MRHR,0,320,320,160,160,500x500,100x100,0.01,120,speed,3,0.10070800781250001,17.773979215645635,0.005066470019578132,22.952945228213018,0.0028380135999860816,25.469855275469556,6.555577244535345,,0.1454848724864285,7.859733012619614,0.7164344352567225,0.09799487610486618,8.534352939275776,,0.18900020447804822,8.290618341745516,0.7867426593657805,0.10739045368979785,672,1025,120,120,95,79
CNN_MRHR,1,0,0,160,160,500x500,100x100,0.01,120,speed,3,0.9460754468361718,8.740501261637544,0.002559626537266031,25.918233957045604,0.0011383513553868956,29.437236706399624,5.482583496791112,,0.31143313170982545,5.611684932885163,0.5379374810202285,0.13637437884526615,6.165834308841377,,0.2453507843160332,6.092972806281062,0.5936297208419219,0.14956918148175952,598,832,120,110,66,61
CNN_MRHR,1,0,160,160,160,500x500,100x100,0.01,120,speed,3,0.04882812500000002,5.221717767271613,0.0036658152215164825,24.35829429680378,0.0023769808696045324,26.239743133598814,9.947914720267029,0.911522262914018,0.08738023963726105,8.407672015304582,,0.07669600479083435,10.398357917550001,0.9605195848550826,0.10825918694705827,8.914520360332787,,0.08090036465971617,1057,1493,114,98,93,85
CNN_MRHR,1,0,320,160,160,500x500,100x100,0.01,120,speed,3,0.0701904296875,14.01409910607467,0.0006411994236493948,31.93006876011756,0.0002737069027944463,35.62714248106798,2.1032063167711206,,0.031558084410369114,3.0835126567287645,,0.10746333215023593,2.1383130472306777,,0.030660721458599716,3.2291768263098053,,0.10645896458833384,631,965,32,35,15,11
CNN_MRHR,1,160,0,160,160,500x500,100x100,0.01,120,speed,3,0.25330353139384,11.352882429283103,0.0029018243710060183,25.37328876039149,0.0009581439138850327,30.185692542343094,4.027995405117874,,0.14242488610346804,3.8638868624567513,,0.08839675903489064,3.7124110810542152,,0.12874896062376318,3.6988599354565634,,0.09540816791037593,449,718,67,57,45,37
CNN_MRHR,1,160,160,160,160,500x500,100x100,0.01,120,speed,3,0.0488281250000001,4.626609728313487,0.009807825198069886,20.08427283012842,0.004742591017888683,23.239843254636995,10.03858621699371,,0.11283377135074057,11.136033130187284,1.00645811524858,0.10864038576020521,11.720384763299936,,0.15706638163611808,11.513270702113962,1.07273354571009,0.132395509232957,697,1076,120,120,103,106
CNN_MRHR,1,160,320,160,160,500x500,100x100,0.01,120,speed,3,0.04577636718749993,17.82280746179772,0.00289985831949784,25.37623220076587,0.0015797434020498186,28.01413449557925,3.963180005082163,,0.167811192385955,3.5045401523169577,0.3333354526296078,0.05616571845004403,5.0124470729791355,,0.19269580567441835,5.430020712504438,0.5539107229812368,0.12369107719999672,735,1226,120,120,52,62
CNN_MRHR,1,320,0,160,160,500x500,100x100,0.01,120,speed,3,1.9531860342026053,11.481063510665619,0.00234522588359088,26.29815321090964,0.0009080033077342258,30.419125689212073,3.950742331600194,0.40427510521682697,0.10833374852543948,5.420286437646125,,0.1580717506663898,4.663772996703592,0.4764653505488342,0.11687525695584738,5.647653712131421,,0.15252760417957456,476,816,83,78,58,45
CNN_MRHR,1,320,160,160,160,500x500,100x100,0.01,120,speed,3,0.006103515625000039,9.158607361720032,0.003071729251512667,25.126170664144905,0.0013630831072314717,28.65477664087569,5.613042770743227,,0.11126322062286298,4.566633171488563,,0.06784976721706809,6.970833982981154,,0.131245859578216,6.381811716411867,,0.0764505795762318,603,905,120,120,69,60
CNN_MRHR,1,320,320,160,160,500x500,100x100,0.01,120,speed,3,0.057983398437500014,17.371131960408846,0.003533003693858111,24.51855908374481,0.002509854865368746,26.003513910916904,5.19706879898824,,0.11671638575181398,5.162004107377596,0.5400551005171661,0.12385207378152621,7.025064322693509,,0.19535918148046205,6.9761567473670505,0.7351607068603921,0.14924071968979752,710,1176,120,120,68,89
CNN_MRHR,2,0,0,160,160,500x500,100x100,0.01,120,speed,3,0.0518798828125,21.842094391388933,0.0015038247792540003,28.228027630807432,0.0006324178148632822,31.989959040432304,2.990385030112299,,0.11076227766694502,2.9292254490229803,0.30495638660358887,0.07675379641187985,3.762551964789632,,0.15612416265340384,3.5486737874186542,0.3919564362766983,0.09677223430061765,482,722,84,77,41,51
CNN_MRHR,2,0,160,160,160,500x500,100x100,0.01,120,speed,3,4.541152971713241,19.049652272652757,0.002847103931930098,25.455966787349723,0.0011557663509790838,29.371299533741574,5.069889349269679,0.4880072980166508,0.10091783471607207,4.683279441120198,,0.12042490509784945,5.684472089907627,0.5734734759093701,0.12095075679865303,5.060236202771582,,0.12042490509784945,589,797,76,78,51,42
CNN_MRHR,2,0,320,160,160,500x500,100x100,0.01,120,speed,3,0.6103668210983322,16.672263973028024,0.0012585999358506244,29.00112294378956,0.0006509777160705729,31.864338770522636,4.168301834726629,,0.09072288648981708,4.419766885388907,,0.07091945390753288,4.726329531285022,,0.08844776762502093,4.60080149113336,,0.06023184552351163,771,1156,81,74,45,52
CNN_MRHR,2,160,0,160,160,500x500,100x100,0.01,120,speed,3,0.015258789062499986,13.046661557947196,0.002141858963471605,26.69209129661163,0.0008508255529771893,30.701594748287558,3.506261818270591,,0.1244339097354793,3.7589678927633363,,0.05973516986516261,4.496724756210046,,0.1292571838983505,4.115514604688087,,0.07560484293175573,513,888,111,99,59,62
CNN_MRHR,2,160,160,160,160,500x500,100x100,0.01,120,speed,3,0.1434402463791326,16.141243257157075,0.0005547618268677844,32.558934295683265,0.00024545649091211637,36.10025477052298,2.513395674423084,,0.05947833058284857,2.6191618809940485,0.26362911971768505,0.06480242183213814,2.7549982241413975,,0.05846406147183336,2.74498315383671,0.2890325080661867,0.07964513147124264,657,816,57,52,36,28
CNN_MRHR,2,160,320,160,160,500x500,100x100,0.01,120,speed,3,1.2207412591699787,16.60816964111714,0.001616831533232306,27.913352290514318,0.0004694585222788501,33.28402771676528,2.9344577167948107,,0.06740786211997962,2.7699201330925365,0.28248716080771874,0.05593022925762417,3.3215376631913442,,0.08196409861239828,3.4891490219881596,0.3649412800510871,0.11649096775522305,561,902,117,106,57,34
CNN_MRHR,2,320,0,160,160,500x500,100x100,0.01,120,speed,3,0.07019042968749997,12.878814428509497,0.002649253108224991,25.768765472941215,0.001076916085575482,29.678181356593218,3.391598082045826,0.3470233539077298,0.0687395316191291,3.6235932840689844,0.3626242414276512,0.08478462377936494,4.239129318118533,0.4238181480168767,0.0929534122824901,4.3898470003121295,0.4532296753795794,0.13328295424029096,429,655,111,96,46,37
CNN_MRHR,2,320,160,160,160,500x500,100x100,0.01,120,speed,3,1.2817764131232623,10.846275189475872,0.0014663407680021799,28.33765090472901,0.0006443263489789155,31.908941076472253,2.936493747284768,,0.07392270401699802,2.7788059734428243,0.27982104594247637,0.05997110873034581,3.5937132318172567,,0.10522039951109602,3.561596454097322,0.36865488388003176,0.07115490970058813,551,755,104,99,52,41
