run,sample,top,left,patch,stride,gt_shape,mr_shape,min_pers,max_pts,fields,w2_audit_every,speed_gt_min,speed_gt_max,speed_mse_sr,speed_psnr_sr,speed_mse_bic,speed_psnr_bic,speed_w1_pd0_sr,speed_w2_pd0_sr,speed_bn_pd0_sr,speed_w1_pd1_sr,speed_w2_pd1_sr,speed_bn_pd1_sr,speed_w1_pd0_bic,speed_w2_pd0_bic,speed_bn_pd0_bic,speed_w1_pd1_bic,speed_w2_pd1_bic,speed_bn_pd1_bic,speed_n_pd0_gt,speed_n_pd1_gt,speed_n_pd0_sr_pruned,speed_n_pd1_sr_pruned,speed_n_pd0_bic_pruned,speed_n_pd1_bic_pruned
GAN_MRHR,0,0,0,160,160,500x500,100x100,0.01,120,speed,3,0.03356933593749994,9.976501321268959,0.0069036119397739935,21.609236287524496,0.0017544952162578643,27.558478113307917,5.1951758214068455,0.5094722233146094,0.12393859622037201,5.328434869174129,0.5360842824941299,0.1087419463019591,5.652438182926103,0.5703592880809623,0.09935160248171493,8.121151177569143,0.8361294432713889,0.1546182113665474,475,911,120,120,52,61
GAN_MRHR,0,0,160,160,160,500x500,100x100,0.01,120,speed,3,0.13733673074511543,11.078216595398843,0.007788324273796074,21.08555974483452,0.002137390561210438,26.70116112597384,4.90191316701043,,0.12006535474318836,4.7779474580414485,,0.06633863631953399,6.335376251689563,,0.08483421558073723,9.463098842404227,,0.12071860303126847,713,1192,120,120,82,70
GAN_MRHR,0,0,320,160,160,500x500,100x100,0.01,120,speed,3,0.08239746093749996,11.880859214460381,0.007445572288605504,21.281019154181024,0.002658584373373679,25.753495521098444,6.7548594549818075,,0.1588207331638296,3.9427712109647595,,0.0558984316680769,5.826512353519639,,0.1623940076183054,10.131082927361078,,0.1474030812395592,569,952,120,120,66,114
GAN_MRHR,0,160,0,160,160,500x500,100x100,0.01,120,speed,3,0.3784332272314381,14.590896360121159,0.009101377263363727,20.40892883167432,0.0019795407275218706,27.03435558326862,6.834404509478865,,0.13582384585900942,4.3077907927773005,,0.15609723361379363,6.8956172231279504,,0.22613506515041498,6.319166820014447,,0.10120750282765173,570,878,120,120,66,53
GAN_MRHR,0,160,160,160,160,500x500,100x100,0.01,120,speed,3,2.05694583609728,15.433212117212761,0.01072861251627615,19.694564397351893,0.0031320233704017304,25.041750058628377,7.101193155227031,,0.17435172804575982,3.919592915399539,,0.06972452048062144,8.419021221392597,,0.16931897373100413,9.08185942281435,,0.13495332410810984,616,959,120,120,74,69
GAN_MRHR,0,160,320,160,160,500x500,100x100,0.01,120,speed,3,0.048828125000000035,15.301978907045966,0.007142736534098214,21.461353688399335,0.002651365082538552,25.76530467344394,5.284456049796808,,0.0968186043650589,6.988541412744901,,0.08128976884544759,8.070618021212196,,0.2303270738137853,9.975722137623483,,0.10918684761306807,712,1187,120,120,85,84
GAN_MRHR,0,320,0,160,160,500x500,100x100,0.01,120,speed,3,2.48725886877459,14.661094531824485,0.006872120749184153,21.629092181119212,0.0016684686174713848,27.77681957395691,3.9124145053587043,,0.14546996102442933,3.457402634967192,,0.08648769681049273,7.366882013705671,,0.25119090267255606,6.252965640977966,,0.07038328872825078,629,1167,120,120,93,71
GAN_MRHR,0,320,160,160,160,500x500,100x100,0.01,120,speed,3,0.5401764017306985,17.017120715941854,0.005995613893725829,22.22166342599796,0.0016442505348429573,27.84032007936943,5.376521845733315,0.5652537554713497,0.15323413726882779,2.90010154998066,,0.05084280782518724,7.248723543292102,0.7335534865467865,0.17323284241033965,6.5783394546725,,0.11832095125716577,653,1030,120,120,85,76
GAN_MRHR,0,320,320,160,160,500x500,100x100,0.01,120,speed,3,0.10070800781250001,17.773979215645635,0.007431015513129418,21.289518319936846,0.0028380135999860816,25.469855275469556,5.210192787689363,,0.12145637396665088,4.2725906263999,0.44017376809370656,0.09339813837529856,8.534352939275776,,0.18900020447804822,8.290618341745516,0.7867426593657805,0.10739045368979785,672,1025,120,120,95,79
GAN_MRHR,1,0,0,160,160,500x500,100x100,0.01,120,speed,3,0.9460754468361718,8.740501261637544,0.006659443861995901,21.765620376940944,0.0011383513553868956,29.437236706399624,3.230215522232388,0.4032514761938775,0.2354586206913406,3.7579552836919836,,0.13742020004914324,6.165834308841377,0.6202873669345501,0.2453507843160332,6.092972806281062,,0.14956918148175952,598,832,120,120,66,61
GAN_MRHR,1,0,160,160,160,500x500,100x100,0.01,120,speed,3,0.04882812500000002,5.221717767271613,0.009037752063997496,20.43939576954851,0.0023769808696045324,26.239743133598814,5.2855787794551805,,0.06278120133678933,5.720113521001822,0.5488648951903039,0.11768763100334961,10.398357917550001,,0.10825918694705827,8.914520360332787,0.8191144235702965,0.08090036465971617,1057,1493,120,120,93,85
GAN_MRHR,1,0,320,160,160,500x500,100x100,0.01,120,speed,3,0.0701904296875,14.01409910607467,0.002388379517497254,26.21896661758288,0.0002737069027944463,35.62714248106798,3.8952697848916435,,0.10188388046075547,3.50197018111738,0.2908892746045649,0.07476119978750712,2.1383130472306777,,0.030660721458599716,3.2291768263098053,0.32646456575610644,0.10645896458833384,631,965,120,120,15,11
GAN_MRHR,1,160,0,160,160,500x500,100x100,0.01,120,speed,3,0.25330353139384,11.352882429283103,0.004317369246871688,23.64780806230147,0.0009581439138850327,30.185692542343094,4.8488757674570495,0.4841264728518276,0.10115763201715477,4.955331859070218,,0.10202145128346557,3.7124110810542152,0.4208395875806106,0.12874896062376318,3.6988599354565634,,0.09540816791037593,449,718,120,120,45,37
