sample,poster_score,d_B_CNN,d_B_Ablation,d_B_Topology-inspired,gain_dB_vs_Ablation_pct,W2_CNN,W2_Ablation,W2_Topology-inspired,gain_W2_vs_Ablation_pct,PSNR_CNN,PSNR_Ablation,PSNR_Topology-inspired,PSNR_drop_vs_Ablation,SSIM_CNN,SSIM_Ablation,SSIM_Topology-inspired,SSIM_drop_vs_Ablation
99,32.24429572689466,3.0301685333251958,3.8481693267822266,2.3352861404418945,39.31436113819293,21.50959080532278,25.474689050597224,17.109677853155013,32.83655859676177,28.658204393550893,30.82408506415136,30.43357700839287,0.3905080557584917,0.6745476355921793,0.7611758709350508,0.7614773936336384,-0.0003015226985876307
78,32.23868937223909,4.149635314941406,3.625802993774414,2.389035224914551,34.11017562132917,23.70125488985608,24.152427305074166,17.00877787012716,29.577356117106294,28.640865894640942,30.498217228538724,30.221816428284498,0.2764008002542262,0.6983651072431112,0.7740076522638489,0.7743873944902849,-0.0003797422264359973
122,32.18237390477127,2.603878736495972,2.9480621814727783,1.7478880882263184,40.710609863964365,21.008747349484253,23.28619316381157,16.429841154872502,29.443850957975975,29.475967731375373,32.185791737344694,31.81306986747921,0.37272186986548306,0.7120179698317358,0.800635860368732,0.7993595077891261,0.0012763525796058994
125,31.470916149410293,3.141632080078125,2.577461242675781,1.7335205078125,32.743100881204604,20.82772005782396,20.983809096989805,15.001782216195965,28.50782168835105,30.051277592730706,32.71991737502506,32.34059866982636,0.37931870519869904,0.74668300846648,0.8246650352464061,0.8236856325233999,0.0009794027230062285
93,30.98281178976439,1.449249267578125,2.420116901397705,1.3476300239562988,44.315498843134655,13.325693093808354,17.421922089221432,11.559459435648124,33.64991889844512,30.295336526922462,32.725700392720825,32.40030905745312,0.32539133526770314,0.6865691940225759,0.7734000302741962,0.7721437552476071,0.0012562750265890932
107,30.91962003270828,3.279749870300293,3.060352325439453,2.215109527111053,27.619133630538013,19.60179169106144,21.398319435732915,13.8607725256429,35.224948074675034,28.940019095289955,31.11696713459835,30.759988140508636,0.35697899408971523,0.7228803372288837,0.7960332733107934,0.7959164919631643,0.00011678134762915793
84,30.859988173211875,4.119682788848877,3.452414035797119,2.203035354614258,36.18855294377794,21.52318850055857,22.004536007462903,16.230514293466126,26.240142996146343,28.890062292366217,30.776594009864105,30.498228829067013,0.27836518079709194,0.7057705010413972,0.780272884640282,0.7804728689592747,-0.00019998431899270752
72,30.25724636262313,2.593282699584961,3.709348678588867,2.2056331634521484,40.53853237945728,17.985689439367157,20.30741367482196,14.203995452576372,30.055123315938935,29.74213458071725,31.73509968501751,31.417502219247922,0.3175974657695875,0.730185850840602,0.797693898505474,0.7983662449778,-0.0006723464723259465
120,30.168984468565437,2.221748352050781,2.156850814819336,1.5233204364776611,29.37293455758743,19.96277344161265,21.968357227958663,14.849038987784375,32.4071489110423,29.872554228604738,32.6086127801838,32.243550513216974,0.36506226696682376,0.7163986499137758,0.8005531502277042,0.799673709911225,0.0008794403164792408
83,29.96324604461567,4.274615287780762,3.312027931213379,2.0496368408203125,38.11535157949537,20.271387388291146,21.71936968472987,16.240519083005534,25.225642738501403,28.708711875208273,30.63352486060749,30.365645866462412,0.26787899414507876,0.7018070558704542,0.7763852215227449,0.7769386663933304,-0.0005534448705855066
