row,index,identity,transpose,flip_ud,flip_lr,swap_channels,swap_channels_transpose,swap_channels_flip_ud,swap_channels_flip_lr,identity_rmse,best_transform,best_rmse
0,0,0.0,5.584608740173471,4.294029458578969,6.974112169142955,10.105247151446939,10.092962865377524,10.056683877928805,8.888599832597494,0.0,identity,0.0
84,84,0.0,4.148390517311802,4.4191347531102085,3.991515833626087,4.4209703387149295,4.904798286313172,4.40394171266773,3.6861708168226754,0.0,identity,0.0
167,167,0.0,3.925467766859431,4.210208947965679,4.498015591965703,9.881482021318423,10.161028734702223,9.707155804431908,9.649985411221873,0.0,identity,0.0
