method,pd_n,pd_mean,pd_median,pd_stdev,pd_min,pd_max,mt_n,mt_mean,mt_median,mt_stdev,mt_min,mt_max
candidateE2_fixed_lowlambda_expanded2688,168,26.493392105680268,26.215390414593532,4.072125247117689,18.765096983006977,38.51315002650988,168,5.69888250600724,5.544132947921753,0.7905143489755385,4.424017906188965,10.487486839294434
