method,key,sample_idx,psnr,pd_distance,mt_distance
gan,gan_s119_speed_p160_x0_y0,119,10.507350784183831,51.04889294667888,22.794519424438477
gan,gan_s120_speed_p160_x0_y0,120,9.960195043418185,52.96464569197264,23.133533477783203
gan,gan_s121_speed_p160_x0_y0,121,9.202359987406734,56.00330953735708,17.00333595275879
gan,gan_s122_speed_p160_x0_y0,122,9.27979102898587,55.44475625357292,19.023876190185547
gan,gan_s123_speed_p160_x0_y0,123,9.51876384038373,57.425775403547476,17.73328971862793
gan,gan_s124_speed_p160_x0_y0,124,9.905171514248647,56.30406194054453,16.069547653198242
gan,gan_s125_speed_p160_x0_y0,125,9.51692843353884,55.641712072546795,22.919063568115234
gan,gan_s126_speed_p160_x0_y0,126,9.996105807565506,55.17227329939686,23.49710464477539
gan,gan_s127_speed_p160_x0_y0,127,10.050334458151685,55.68830479099336,22.916614532470703
gan,gan_s128_speed_p160_x0_y0,128,10.392360787132155,53.831668494494,14.582504272460938
gan,gan_s129_speed_p160_x0_y0,129,11.07224103365333,50.80231558116441,12.972807884216309
gan,gan_s130_speed_p160_x0_y0,130,11.58693041001261,48.28042352998889,11.860077857971191
gan,gan_s131_speed_p160_x0_y0,131,11.978006877869035,49.273101920957906,12.96844482421875
gan,gan_s132_speed_p160_x0_y0,132,12.263181730868187,49.17343429409419,11.651865005493164
gan,gan_s133_speed_p160_x0_y0,133,12.160190626374089,49.008053688582066,13.08337116241455
gan,gan_s134_speed_p160_x0_y0,134,12.103200520919287,44.17327033699762,10.262408256530762
gan,gan_s135_speed_p160_x0_y0,135,11.965330582691912,38.34527890481694,7.911960601806641
gan,gan_s136_speed_p160_x0_y0,136,11.239061665570297,37.14128000821346,11.5948486328125
gan,gan_s137_speed_p160_x0_y0,137,10.912354069541099,36.432009647981914,15.833357810974121
gan,gan_s138_speed_p160_x0_y0,138,10.381292951960397,38.45249941000494,10.978084564208984
gan,gan_s139_speed_p160_x0_y0,139,10.34435766077387,36.84949207528189,10.506048202514648
gan,gan_s140_speed_p160_x0_y0,140,10.839310205948866,37.363726948364864,10.835103034973145
gan,gan_s141_speed_p160_x0_y0,141,11.077078220215704,41.68614974079844,10.602864265441895
gan,gan_s142_speed_p160_x0_y0,142,11.38316084797109,45.15030890006861,14.40521240234375
gan,gan_s143_speed_p160_x0_y0,143,11.722630070169831,38.989559391965955,14.70413589477539
gan,gan_s144_speed_p160_x0_y0,144,11.904499482029792,32.364465724411815,10.54987621307373
gan,gan_s145_speed_p160_x0_y0,145,11.927444976846829,28.38088706462505,6.635426044464111
gan,gan_s146_speed_p160_x0_y0,146,12.408008721708168,32.54080764064974,6.808055400848389
gan,gan_s147_speed_p160_x0_y0,147,12.99357274998652,35.24566854312165,7.207036018371582
gan,gan_s148_speed_p160_x0_y0,148,13.61118995356,32.61066214871119,7.178394317626953
gan,gan_s149_speed_p160_x0_y0,149,13.843772196760966,29.25411420622577,6.971123218536377
gan,gan_s150_speed_p160_x0_y0,150,13.76895888927831,27.40760963077116,6.215047836303711
gan,gan_s151_speed_p160_x0_y0,151,14.123024616222292,26.851760063483958,7.3913445472717285
gan,gan_s152_speed_p160_x0_y0,152,14.290489791912567,23.951979406768373,8.895024299621582
gan,gan_s153_speed_p160_x0_y0,153,14.867805220242257,23.758364185693697,11.470466613769531
gan,gan_s154_speed_p160_x0_y0,154,14.835414685801963,23.601380159979183,16.77909278869629
gan,gan_s155_speed_p160_x0_y0,155,15.180479824563324,24.899895958950275,11.81227970123291
gan,gan_s156_speed_p160_x0_y0,156,15.4973792763785,28.61377067972815,10.591784477233887
gan,gan_s157_speed_p160_x0_y0,157,15.485536024122812,32.045693902953886,8.590669631958008
gan,gan_s158_speed_p160_x0_y0,158,16.420226204924994,32.052759316640916,8.610394477844238
gan,gan_s159_speed_p160_x0_y0,159,18.156467356825054,28.267058290785766,8.123339653015137
gan,gan_s160_speed_p160_x0_y0,160,19.031780607824587,27.96860078092126,8.307012557983398
gan,gan_s161_speed_p160_x0_y0,161,18.777083997408916,26.24749650150785,9.049348831176758
gan,gan_s162_speed_p160_x0_y0,162,18.92525615675187,25.78459220670323,9.449442863464355
gan,gan_s163_speed_p160_x0_y0,163,18.860583337822135,27.943387993180643,8.11703872680664
gan,gan_s164_speed_p160_x0_y0,164,19.02962405850952,29.553162727620826,16.521671295166016
gan,gan_s165_speed_p160_x0_y0,165,18.796558773266824,31.387598684096837,17.23923683166504
gan,gan_s166_speed_p160_x0_y0,166,17.45886491905646,28.603206832860916,19.505754470825195
gan,gan_s167_speed_p160_x0_y0,167,17.076595136713557,30.0561922065563,17.770305633544922
