method,key,sample_idx,ssim,pd_distance,mt_distance
cnn,cnn_s44_speed_p160_x0_y0,44,0.37991534581011044,19.499466823573528,7.275845050811768
cnn,cnn_s45_speed_p160_x0_y0,45,0.34495395441040333,19.842641581366905,6.825260639190674
cnn,cnn_s46_speed_p160_x0_y0,46,0.3477418892805571,18.84869894621008,8.139575958251953
cnn,cnn_s47_speed_p160_x0_y0,47,0.3734733833784381,19.63857637402147,7.016042709350586
cnn,cnn_s48_speed_p160_x0_y0,48,0.39509439130551144,20.924828975061967,6.571497440338135
cnn,cnn_s49_speed_p160_x0_y0,49,0.41614744040485124,18.828974914472,7.868887901306152
cnn,cnn_s50_speed_p160_x0_y0,50,0.44239424964260965,19.175634858902992,7.5023345947265625
cnn,cnn_s51_speed_p160_x0_y0,51,0.4728385057365329,20.236220984168014,6.9200005531311035
cnn,cnn_s52_speed_p160_x0_y0,52,0.48872306764789397,21.368237612991702,8.31716537475586
cnn,cnn_s53_speed_p160_x0_y0,53,0.4843579767214696,23.099559861567577,9.798555374145508
cnn,cnn_s54_speed_p160_x0_y0,54,0.4750346114565536,24.723834581876766,12.332879066467285
cnn,cnn_s55_speed_p160_x0_y0,55,0.4856396554112315,26.104762546354156,10.63972282409668
cnn,cnn_s56_speed_p160_x0_y0,56,0.5005250433993073,26.93757205188577,10.931795120239258
cnn,cnn_s57_speed_p160_x0_y0,57,0.4994008417926895,27.753798558094505,8.932136535644531
cnn,cnn_s58_speed_p160_x0_y0,58,0.49254642667919196,29.08839274073097,10.08234691619873
cnn,cnn_s59_speed_p160_x0_y0,59,0.48941690577428215,30.318263722444744,9.88312816619873
cnn,cnn_s60_speed_p160_x0_y0,60,0.48015856442086075,30.977505188378355,10.235136985778809
cnn,cnn_s61_speed_p160_x0_y0,61,0.4816457390738959,31.58589352685474,10.10775089263916
cnn,cnn_s62_speed_p160_x0_y0,62,0.48248362024133873,32.89065887520717,8.933357238769531
cnn,cnn_s63_speed_p160_x0_y0,63,0.4727897703454381,30.803141941023416,7.498580455780029
cnn,cnn_s64_speed_p160_x0_y0,64,0.5182467295013681,26.602280148754833,7.603146076202393
cnn,cnn_s65_speed_p160_x0_y0,65,0.504884006071405,24.905253958212505,7.4953508377075195
cnn,cnn_s66_speed_p160_x0_y0,66,0.5197886130878251,24.407374379184542,6.743908405303955
cnn,cnn_s67_speed_p160_x0_y0,67,0.5236620403605148,23.455656114807084,6.241796493530273
cnn,cnn_s68_speed_p160_x0_y0,68,0.524189913969508,24.83628846171297,7.5182013511657715
