method,pd_n,pd_mean,pd_median,pd_stdev,pd_min,pd_max,mt_n,mt_mean,mt_median,mt_stdev,mt_min,mt_max
gan,168,38.464880524501666,38.90925720336604,8.745893714539577,19.758182944083792,57.425775403547476,168,15.886733656837826,14.904684066772461,6.146399919207658,6.215047836303711,36.82601547241211
