sample_idx,psnr_winner,ssim_winner,pd_winner,mt_winner,direct_error_group_winner,distributional_group_winner,tail_group_winner,configured_physics_group_winner,cnn_gan_cnn_metric_wins,cnn_gan_gan_metric_wins,cnn_gan_ties,baseline_bicubic_metric_wins,baseline_cnn_metric_wins,baseline_gan_metric_wins,baseline_metric_ties,crop_mae_bicubic,crop_mae_cnn,crop_mae_gan,crop_rmse_bicubic,crop_rmse_cnn,crop_rmse_gan,question,groups,crop_panel,full_panel,forced_reason,gt_branch_count,cnn_branch_count,gan_branch_count,bicubic_branch_count,cnn_branch_ratio,gan_branch_ratio,bicubic_branch_ratio,case_group,curated_group
34,CNN,CNN,GAN,CNN,CNN,CNN,CNN,CNN,13,2,0,2,10,3,0,1.6176738584268606,1.7170361607830271,2.034068627168085,2.440873967867734,2.598593537751009,3.091061494874007,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_cnn;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_034_crop.png,panels_full/sample_034_full.png,,3417.0,1508.0,4647.0,702.0,0.4413227977758267,1.359964881474978,0.2054433713784021,MT-CNN,
35,CNN,CNN,GAN,CNN,CNN,CNN,CNN,CNN,13,2,0,3,9,3,0,1.609917415084783,1.7440834817008,1.9501578722294652,2.4243537006797404,2.591799922530525,2.9236601785580945,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_cnn;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_035_crop.png,panels_full/sample_035_full.png,,3357.0,1601.0,5121.0,683.0,0.4769139112302651,1.5254691689008042,0.20345546619005064,MT-CNN,
36,CNN,CNN,GAN,CNN,CNN,CNN,CNN,CNN,12,3,0,3,8,4,0,1.565984557557822,1.6676535926970972,1.8927789368525552,2.3613144458561592,2.513949004762459,2.7571460018389136,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_cnn;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_036_crop.png,panels_full/sample_036_full.png,,3303.0,1614.0,5825.0,667.0,0.48864668483197093,1.7635482894338481,0.20193763245534363,MT-CNN,
37,CNN,CNN,GAN,CNN,CNN,CNN,CNN,CNN,13,2,0,2,10,3,0,1.5417354156440706,1.6607381915848964,1.8161253031998057,2.3046847672632604,2.4884811094945776,2.683525854946756,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_cnn;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_037_crop.png,panels_full/sample_037_full.png,,3190.0,1629.0,5757.0,643.0,0.5106583072100314,1.8047021943573667,0.20156739811912225,MT-CNN,
38,CNN,CNN,GAN,CNN,CNN,CNN,CNN,CNN,13,2,0,4,8,3,0,1.3703176357688245,1.501570874632962,1.6708424691708934,2.095954004071422,2.2718095750307814,2.4688947226328315,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_cnn;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_038_crop.png,panels_full/sample_038_full.png,,3097.0,1544.0,5561.0,598.0,0.4985469809493058,1.7956086535356797,0.19309008718114304,MT-CNN,
39,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,12,3,0,3,9,3,0,1.102249325628618,1.216397901166165,1.4208720351815285,1.77468655453469,1.9006731193798696,2.1749221990860805,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_039_crop.png,panels_full/sample_039_full.png,,2766.0,1420.0,5785.0,529.0,0.5133767172812725,2.091467823571945,0.19125090383224874,MT-CNN,
40,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,12,3,0,4,8,3,0,0.8787615746867232,0.9576321708296384,1.1470520793822834,1.4631946064752372,1.4976461415308864,1.738816336129421,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_040_crop.png,panels_full/sample_040_full.png,,2726.0,1329.0,5315.0,479.0,0.487527512839325,1.949743213499633,0.17571533382245047,MT-CNN,
41,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,12,3,0,4,8,3,0,0.6953612066463393,0.795914202825079,0.962388451016377,1.1721195489373826,1.2337706748474773,1.4291833842269708,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_041_crop.png,panels_full/sample_041_full.png,,2796.0,1273.0,5902.0,485.0,0.4552932761087268,2.1108726752503575,0.1734620886981402,MT-CNN,
42,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,12,3,0,2,10,3,0,0.563796412894626,0.6479595563692055,0.8123098077038958,0.9238557804387484,0.9888361061041482,1.1973659421497955,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_042_crop.png,panels_full/sample_042_full.png,,2840.0,1265.0,5397.0,448.0,0.4454225352112676,1.9003521126760563,0.15774647887323945,MT-CNN,
43,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,11,4,0,1,10,4,0,0.4601572317655155,0.5744874656283355,0.718032125643731,0.7356625815808643,0.8590438544236313,1.0152262414941768,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_043_crop.png,panels_full/sample_043_full.png,,2923.0,1169.0,5589.0,439.0,0.399931577146767,1.912076633595621,0.1501881628463907,MT-CNN,
44,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,12,3,0,2,10,3,0,0.4016050468227149,0.4889796661735454,0.6409449674007192,0.6228539208302998,0.712802704993177,0.890454192208357,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_044_crop.png,panels_full/sample_044_full.png,,2913.0,1178.0,4782.0,442.0,0.4043940954342602,1.6416065911431514,0.15173360796429797,MT-CNN,
45,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,11,4,0,2,9,4,0,0.4225374189282593,0.512999492556246,0.669166669010774,0.6426850099185494,0.7361997814923843,0.9336401415416528,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_045_crop.png,panels_full/sample_045_full.png,,3139.0,1284.0,4963.0,518.0,0.4090474673462886,1.581076776043326,0.16502070723160242,MT-CNN,
46,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,12,3,0,2,11,2,0,0.4431844649527374,0.5635063579833149,0.7175894098698337,0.6576785075902672,0.7945685558412006,0.9655651960089452,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_046_crop.png,panels_full/sample_046_full.png,,3056.0,1420.0,5469.0,562.0,0.46465968586387435,1.7895942408376964,0.18390052356020942,MT-CNN,
47,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,11,4,0,2,10,3,0,0.4259220983806517,0.5508319661433052,0.684432053444143,0.6492454752078546,0.7824262634219896,0.9111116201476775,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_047_crop.png,panels_full/sample_047_full.png,,2859.0,1389.0,4915.0,585.0,0.4858342077649528,1.7191325638335082,0.20461699895068206,MT-CNN,
48,CNN,CNN,GAN,GAN,CNN,GAN,CNN,CNN,11,4,0,2,10,3,0,0.4219282415612906,0.5194248316155426,0.6540574511161321,0.644847415734154,0.756014216777816,0.8895627656277386,"MT favors GAN: is GAN structurally closer to GT, or sharper but misaligned?",cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_gan_all;mt_gan_diagnostic;pd_gan_all;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn;topology_consensus_gan;topology_consensus_gan_all,panels_crop/sample_048_crop.png,panels_full/sample_048_full.png,,2881.0,1355.0,4943.0,562.0,0.47032280458174247,1.7157237070461646,0.19507115584866366,MT-GAN,
49,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,12,3,0,2,11,2,0,0.4295564244232446,0.5331058535174088,0.6697615073128691,0.6580866914320814,0.7682917552384255,0.9247571572598442,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_049_crop.png,panels_full/sample_049_full.png,,2851.0,1368.0,5074.0,570.0,0.4798316380217468,1.7797264117853384,0.19992984917572781,MT-CNN,
50,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,11,4,0,3,9,3,0,0.4578006166591513,0.5534672502536705,0.6956280877188601,0.7148268537417244,0.822957612199189,0.9853148597367491,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_050_crop.png,panels_full/sample_050_full.png,,2876.0,1489.0,5272.0,553.0,0.5177329624478443,1.8331015299026425,0.19228094575799723,MT-CNN,
51,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,11,4,0,2,10,3,0,0.5003778800934015,0.5860704371891916,0.7319280879359575,0.7898298221294977,0.885524384148831,1.0522951339046491,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_051_crop.png,panels_full/sample_051_full.png,,2985.0,1483.0,5304.0,562.0,0.4968174204355109,1.7768844221105529,0.1882747068676717,MT-CNN,
52,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,12,3,0,4,9,2,0,0.5497022063249096,0.6328229271065356,0.8011631378008315,0.8740249018849537,0.959024789154555,1.1522354444722949,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_052_crop.png,panels_full/sample_052_full.png,,2926.0,1524.0,5567.0,562.0,0.5208475734791524,1.9025974025974026,0.19207108680792892,MT-CNN,
53,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,11,4,0,5,7,3,0,0.6020865239476916,0.6704870405340421,0.9039129751113067,0.953105308682602,1.0149425673256312,1.277404655308331,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_053_crop.png,panels_full/sample_053_full.png,,3049.0,1602.0,5488.0,567.0,0.5254181698917678,1.79993440472286,0.18596261069203018,MT-CNN,
54,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,11,4,0,3,9,3,0,0.6575284393400489,0.7193085329208406,0.9478957705003268,1.0292092997158155,1.0702080507064815,1.362539155740902,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_054_crop.png,panels_full/sample_054_full.png,,3101.0,1522.0,5130.0,537.0,0.490809416317317,1.654305062882941,0.17316994517897452,MT-CNN,
55,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,11,4,0,2,10,3,0,0.7012087617325596,0.7685798869519931,1.0008083707362676,1.0856684897073858,1.1357275032708505,1.415624511537598,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_055_crop.png,panels_full/sample_055_full.png,,3307.0,1555.0,5349.0,533.0,0.47021469609918354,1.6174780768067736,0.16117326882370728,MT-CNN,
56,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,11,4,0,3,9,3,0,0.745987892704652,0.8049945020680752,1.0307367218120635,1.133217243261666,1.1843497958318296,1.4641859625946734,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_056_crop.png,panels_full/sample_056_full.png,,3379.0,1523.0,5173.0,588.0,0.45072506658774786,1.530926309559041,0.17401598105948504,MT-CNN,
57,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,11,4,0,2,10,3,0,0.7778865615507675,0.8184108132173787,1.080871406976803,1.1771688012135586,1.2121986656256665,1.516394798374953,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_057_crop.png,panels_full/sample_057_full.png,,3530.0,1505.0,5216.0,565.0,0.4263456090651558,1.4776203966005665,0.16005665722379603,MT-CNN,
58,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,11,4,0,2,10,3,0,0.8068618851455176,0.837060915578113,1.0839806275856971,1.2149719383941433,1.2333688144783936,1.550834329014577,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_058_crop.png,panels_full/sample_058_full.png,,3543.0,1632.0,5274.0,590.0,0.46062658763759523,1.4885690093141406,0.16652554332486594,MT-CNN,
59,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,10,5,0,2,9,4,0,0.8206021277899345,0.8436941840722284,1.0830775079403976,1.233442009944505,1.2391849728677673,1.5630865493900614,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_059_crop.png,panels_full/sample_059_full.png,,3521.0,1615.0,5160.0,592.0,0.4586765123544448,1.4654927577392787,0.16813405282590174,MT-CNN,
60,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,10,5,0,3,9,3,0,0.8415050537773641,0.8709267644614738,1.0929190315345476,1.2543145448716626,1.26917072999586,1.5830132857695427,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_060_crop.png,panels_full/sample_060_full.png,,3725.0,1551.0,5279.0,614.0,0.4163758389261745,1.4171812080536912,0.16483221476510068,MT-CNN,
61,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,10,5,0,2,9,4,0,0.8585553337626698,0.887016719008534,1.125254999712415,1.2771381105772577,1.289520117590274,1.6165164019065723,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_061_crop.png,panels_full/sample_061_full.png,,3863.0,1666.0,5613.0,640.0,0.4312710328760031,1.4530157908361376,0.16567434636293035,MT-CNN,
62,CNN,CNN,GAN,GAN,CNN,GAN,GAN,CNN,9,6,0,2,8,5,0,0.8579927399342705,0.8639436721042147,1.1130948366734084,1.2617478718967607,1.2483570839936946,1.567459852760506,"MT favors GAN: is GAN structurally closer to GT, or sharper but misaligned?",cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_gan_all;mt_gan_diagnostic;pd_gan_all;physics_cnn;psnr_cnn;ssim_cnn;tail_gan;topology_consensus_gan;topology_consensus_gan_all,panels_crop/sample_062_crop.png,panels_full/sample_062_full.png,,4251.0,1600.0,5533.0,670.0,0.37638202775817453,1.3015760997412373,0.1576099741237356,MT-GAN,
63,CNN,CNN,GAN,GAN,CNN,GAN,GAN,CNN,9,6,0,2,8,5,0,0.8379293877125746,0.8095209560947842,1.075144790802442,1.2413615054039964,1.1773643928175372,1.5161740104730832,"MT favors GAN: is GAN structurally closer to GT, or sharper but misaligned?",cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_gan_all;mt_gan_diagnostic;pd_gan_all;physics_cnn;psnr_cnn;ssim_cnn;tail_gan;topology_consensus_gan;topology_consensus_gan_all,panels_crop/sample_063_crop.png,panels_full/sample_063_full.png,,4714.0,1660.0,5386.0,685.0,0.35214255409418754,1.1425540941875265,0.1453118370810352,MT-GAN,
64,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,8,7,0,2,6,7,0,0.663125944401836,0.6559970314030943,0.8888797921978039,1.0502040395801853,1.0121963030848151,1.2891589654624234,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;gan_three_method_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_064_crop.png,panels_full/sample_064_full.png,,4146.0,1380.0,5467.0,603.0,0.33285094066570187,1.3186203569705741,0.14544138929088277,MT-CNN,
65,CNN,CNN,GAN,GAN,CNN,GAN,GAN,CNN,8,7,0,5,3,7,0,0.5475077629397856,0.5793850496423693,0.7944832430488168,0.8728027460696043,0.8963141231680752,1.1460308103754997,"MT favors GAN: is GAN structurally closer to GT, or sharper but misaligned?",direct_cnn;distributional_gan;gan_distributional_cases;gan_three_method_metric_majority;mt_gan_all;mt_gan_diagnostic;pd_gan_all;physics_cnn;psnr_cnn;ssim_cnn;tail_gan;topology_consensus_gan;topology_consensus_gan_all,panels_crop/sample_065_crop.png,panels_full/sample_065_full.png,,3967.0,1499.0,6031.0,588.0,0.3778674061003277,1.5202924124023192,0.14822283841693976,MT-GAN,
66,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,9,6,0,5,5,5,0,0.4790277425431122,0.5194496363787039,0.7364974407617411,0.7693370682470908,0.7967017668204508,1.081448319921417,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_066_crop.png,panels_full/sample_066_full.png,,3973.0,1607.0,6184.0,600.0,0.4044802416310093,1.556506418323685,0.15101938082053865,MT-CNN,
67,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,8,7,0,6,3,6,0,0.4493115532872616,0.4935635953124438,0.6993371928535271,0.7266570779477924,0.761917406374704,1.030836369470559,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_067_crop.png,panels_full/sample_067_full.png,,3801.0,1711.0,6099.0,639.0,0.4501446987634833,1.6045777426992898,0.1681136543014996,MT-CNN,
68,CNN,CNN,GAN,GAN,CNN,GAN,GAN,CNN,8,7,0,9,2,4,0,0.4904402300536458,0.5157453262064519,0.7181786364624714,0.8075272953521727,0.8135358841392227,1.0647944139345398,"MT favors GAN: is GAN structurally closer to GT, or sharper but misaligned?",bicubic_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_gan_all;mt_gan_diagnostic;pd_gan_all;physics_cnn;psnr_cnn;ssim_cnn;tail_gan;topology_consensus_gan;topology_consensus_gan_all,panels_crop/sample_068_crop.png,panels_full/sample_068_full.png,,3914.0,1731.0,6066.0,677.0,0.4422585590189065,1.5498211548288197,0.17296882984159428,MT-GAN,
69,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,8,7,0,7,2,6,0,0.6240451322552326,0.6362517824867973,0.8559250364814943,0.971411094760297,0.96719511406204,1.2418547219342342,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,bicubic_metric_majority;candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_069_crop.png,panels_full/sample_069_full.png,,4008.0,2000.0,6240.0,732.0,0.499001996007984,1.5568862275449102,0.18263473053892215,MT-CNN,
70,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,10,5,0,4,6,5,0,0.7714480441535124,0.7850868931258447,1.0829316608437511,1.1719194008206812,1.1648295834445044,1.534348790648302,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_070_crop.png,panels_full/sample_070_full.png,,3815.0,2011.0,5851.0,724.0,0.527129750982962,1.5336828309305373,0.18977719528178244,MT-CNN,
