sample_idx,psnr_winner,ssim_winner,pd_winner,mt_winner,direct_error_group_winner,distributional_group_winner,tail_group_winner,configured_physics_group_winner,cnn_gan_cnn_metric_wins,cnn_gan_gan_metric_wins,cnn_gan_ties,baseline_bicubic_metric_wins,baseline_cnn_metric_wins,baseline_gan_metric_wins,baseline_metric_ties,crop_mae_bicubic,crop_mae_cnn,crop_mae_gan,crop_rmse_bicubic,crop_rmse_cnn,crop_rmse_gan,question,groups,crop_panel,full_panel,forced_reason,gt_branch_count,cnn_branch_count,gan_branch_count,bicubic_branch_count,cnn_branch_ratio,gan_branch_ratio,bicubic_branch_ratio,case_group,curated_group
71,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,8,7,0,4,4,7,0,0.857931078322581,0.8966886712435371,1.1514754187464131,1.3123601478848317,1.3449293429626823,1.663085023205619,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;gan_three_method_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_071_crop.png,panels_full/sample_071_full.png,,3719.0,2031.0,6045.0,734.0,0.5461145469212154,1.6254369454154343,0.1973648830330734,MT-CNN,
72,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,10,5,0,3,7,5,0,0.9139059269143036,0.9523108564108044,1.2101527721679304,1.3997474432013188,1.421742008261497,1.7318308203879953,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_072_crop.png,panels_full/sample_072_full.png,,3641.0,2008.0,6113.0,703.0,0.551496841527053,1.6789343586926668,0.19307882449876407,MT-CNN,
73,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,9,6,0,6,4,5,0,0.977392106462212,1.0109250024729408,1.2725984398100627,1.495392561754761,1.5132695174257182,1.828469834229588,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,bicubic_metric_majority;candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_073_crop.png,panels_full/sample_073_full.png,,3651.0,2118.0,5844.0,716.0,0.580115036976171,1.6006573541495481,0.19611065461517393,MT-CNN,
74,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,7,8,0,5,2,8,0,1.0289041550369438,1.0558645840777898,1.3194513944187884,1.5553832832130712,1.5585742377718712,1.8920292131119,GAN wins many domain metrics but MT favors CNN: is GAN distributionally plausible but hierarchically misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;gan_majority_mt_rejects_gan;gan_metric_majority;gan_three_method_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_074_crop.png,panels_full/sample_074_full.png,,3659.0,1962.0,5640.0,726.0,0.5362120798032249,1.5414047553976495,0.198414867450123,MT-CNN,
75,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,8,7,0,8,3,4,0,1.06991407591413,1.088487872077967,1.3215553220758738,1.5996352065638222,1.5853385101533224,1.8922880124419057,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,bicubic_metric_majority;candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_075_crop.png,panels_full/sample_075_full.png,,3757.0,2098.0,5976.0,717.0,0.5584242746872504,1.5906308224647325,0.19084375831780676,MT-CNN,
76,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,8,7,0,5,5,5,0,1.1136115813659853,1.1287949493117049,1.3923898437487878,1.6506076542709789,1.6452327890030884,1.98693153666377,Neighbor controls around sample 77: is the MT-GAN selection locally stable or sample-specific?,adjacent_cluster_76_78;candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;forced_qualitative_set;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_076_crop.png,panels_full/sample_076_full.png,adjacent control before sample 77,3733.0,2133.0,6263.0,730.0,0.5713903027055988,1.677739083846772,0.1955531743905706,MT-CNN,cluster_76_78
77,CNN,CNN,GAN,GAN,CNN,GAN,GAN,CNN,7,8,0,4,4,7,0,1.11004140464167,1.123817759442536,1.3803319463350636,1.6607150283221168,1.6414273468063652,1.9831831763436576,Neighbor controls around sample 77: is the MT-GAN selection locally stable or sample-specific?,adjacent_cluster_76_78;direct_cnn;distributional_gan;forced_qualitative_set;gan_distributional_cases;gan_metric_majority;gan_three_method_metric_majority;mt_gan_all;mt_gan_diagnostic;pd_gan_all;physics_cnn;psnr_cnn;ssim_cnn;tail_gan;topology_consensus_gan;topology_consensus_gan_all,panels_crop/sample_077_crop.png,panels_full/sample_077_full.png,strong MT-GAN anchor,3767.0,2207.0,6451.0,748.0,0.585877355986196,1.7125033182904168,0.19856649853995223,MT-GAN,cluster_76_78
78,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,9,6,0,2,7,6,0,1.1059942098430475,1.1165921878533118,1.3979704144963765,1.649606854888643,1.6204373541715835,1.982027116631888,Neighbor controls around sample 77: is the MT-GAN selection locally stable or sample-specific?,adjacent_cluster_76_78;candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;forced_qualitative_set;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_078_crop.png,panels_full/sample_078_full.png,adjacent control after sample 77,3887.0,2198.0,5996.0,761.0,0.565474659120144,1.5425778235142784,0.1957808078209416,MT-CNN,cluster_76_78
79,CNN,CNN,GAN,GAN,CNN,GAN,CNN,CNN,9,6,0,1,8,6,0,1.1097156123246532,1.1005542192314168,1.3998434249704588,1.635047247033198,1.5804525377196723,1.977852464675546,"MT favors GAN: is GAN structurally closer to GT, or sharper but misaligned?",cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_gan_all;mt_gan_diagnostic;pd_gan_all;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn;topology_consensus_gan;topology_consensus_gan_all,panels_crop/sample_079_crop.png,panels_full/sample_079_full.png,,3874.0,2156.0,6170.0,726.0,0.5565307176045431,1.5926690758905524,0.1874032008260196,MT-GAN,
80,CNN,CNN,GAN,GAN,CNN,GAN,CNN,CNN,10,5,0,1,10,4,0,1.1371280050567294,1.1170997316874856,1.4304518916935194,1.65484159763639,1.5916276140389003,2.011817474083458,"MT favors GAN: is GAN structurally closer to GT, or sharper but misaligned?",cnn_three_method_metric_majority;direct_cnn;distributional_gan;forced_qualitative_set;gan_distributional_cases;mt_gan_all;mt_gan_diagnostic;pd_gan_all;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn;topology_consensus_gan;topology_consensus_gan_all,panels_crop/sample_080_crop.png,panels_full/sample_080_full.png,lower-confidence MT-GAN limitation case,3871.0,2102.0,6326.0,794.0,0.5430121415654869,1.6342030483079308,0.2051149573753552,MT-GAN,limitation_cases
81,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,11,4,0,2,9,4,0,1.1591122790792725,1.1418581861395796,1.4738194343388022,1.6820102022021877,1.620336941778378,2.0928894927884616,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_081_crop.png,panels_full/sample_081_full.png,,3861.0,2019.0,6059.0,729.0,0.5229215229215229,1.5692825692825694,0.1888111888111888,MT-CNN,
82,CNN,CNN,GAN,GAN,CNN,GAN,CNN,CNN,11,4,0,1,10,4,0,1.1492641850576184,1.1211105365950789,1.421006710404181,1.6838422298199105,1.5970375021511118,2.038374287065603,"MT favors GAN: is GAN structurally closer to GT, or sharper but misaligned?",cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_gan_all;mt_gan_diagnostic;pd_gan_all;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn;topology_consensus_gan;topology_consensus_gan_all,panels_crop/sample_082_crop.png,panels_full/sample_082_full.png,,3805.0,2081.0,6062.0,737.0,0.5469119579500658,1.5931668856767411,0.19369250985545336,MT-GAN,
83,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,10,5,0,2,8,5,0,1.130011343631486,1.1228371002513449,1.4494022300938376,1.6539125070270106,1.6021848916823735,2.07588720206861,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_083_crop.png,panels_full/sample_083_full.png,,3818.0,2042.0,6006.0,748.0,0.534834992142483,1.5730749083289681,0.1959140911471975,MT-CNN,
84,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,10,5,0,1,9,5,0,1.1306292613496771,1.109253352454398,1.384647744211252,1.65900184094632,1.568784270429913,1.9846873090005073,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_084_crop.png,panels_full/sample_084_full.png,,3784.0,2111.0,5907.0,762.0,0.5578752642706131,1.561046511627907,0.20137420718816068,MT-CNN,
85,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,9,6,0,3,7,5,0,1.1262532223400197,1.1059564461931586,1.3813605889171594,1.6510190205271331,1.5669960937447889,1.967492790398401,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_085_crop.png,panels_full/sample_085_full.png,,3820.0,2058.0,5989.0,761.0,0.5387434554973822,1.567801047120419,0.19921465968586388,MT-CNN,
86,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,8,7,0,4,5,6,0,1.0804596584777757,1.039259026057989,1.3167972988504335,1.573957999028819,1.4758192946806723,1.8757500708962735,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;gan_three_method_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_086_crop.png,panels_full/sample_086_full.png,,4133.0,2015.0,6314.0,782.0,0.4875393176869102,1.5277038470844424,0.1892088071618679,MT-CNN,
87,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,7,8,0,6,2,7,0,1.0207037500424485,0.9670641840743336,1.286740099964336,1.4670490072049276,1.365114941504308,1.804863618399919,GAN wins many domain metrics but MT favors CNN: is GAN distributionally plausible but hierarchically misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;gan_majority_mt_rejects_gan;gan_metric_majority;gan_three_method_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_087_crop.png,panels_full/sample_087_full.png,,4287.0,1954.0,6294.0,761.0,0.45579659435502684,1.4681595521343598,0.1775134126428738,MT-CNN,
88,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,9,6,0,5,4,6,0,0.8300132141360518,0.8086780612570874,1.104120797168216,1.2345603359641908,1.1821674029988882,1.557057097197592,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;gan_three_method_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_088_crop.png,panels_full/sample_088_full.png,,3997.0,1871.0,6063.0,729.0,0.4681010758068551,1.516887665749312,0.18238679009256942,MT-CNN,
89,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,7,8,0,6,4,5,0,0.6736328726241482,0.6945306523393083,0.971465038052338,1.01321356180803,1.0091293160636252,1.3458042762710267,GAN wins many domain metrics but MT favors CNN: is GAN distributionally plausible but hierarchically misaligned?,bicubic_metric_majority;candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;gan_majority_mt_rejects_gan;gan_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_089_crop.png,panels_full/sample_089_full.png,,3927.0,1863.0,6431.0,709.0,0.4744079449961803,1.6376368729309905,0.1805449452508276,MT-CNN,
90,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,4,11,0,3,2,10,0,0.5889077955392713,0.6311748697572329,0.8990475606746622,0.8753125776388534,0.9016560497882744,1.227494735662976,Adjacent transition cluster: why does MT accept GAN in sample 92 but reject nearby GAN-majority samples?,adjacent_cluster_90_93;candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;forced_qualitative_set;gan_distributional_cases;gan_majority_mt_rejects_gan;gan_metric_majority;gan_three_method_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_090_crop.png,panels_full/sample_090_full.png,GAN-majority / MT-CNN adjacent control near sample 92,3987.0,1944.0,6485.0,680.0,0.48758465011286684,1.6265362427890644,0.17055430147980938,MT-CNN,cluster_90_93
91,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,4,11,0,4,2,9,0,0.5585642493824707,0.6061362904390262,0.8522428020017105,0.8218841613073782,0.8611845187792828,1.153640418065561,Adjacent transition cluster: why does MT accept GAN in sample 92 but reject nearby GAN-majority samples?,adjacent_cluster_90_93;candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;forced_qualitative_set;gan_distributional_cases;gan_majority_mt_rejects_gan;gan_metric_majority;gan_three_method_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_091_crop.png,panels_full/sample_091_full.png,GAN-majority / MT-CNN adjacent control near sample 92,4051.0,1962.0,7056.0,646.0,0.48432485805973835,1.7417921500863984,0.15946679832140212,MT-CNN,cluster_90_93
92,CNN,CNN,GAN,GAN,CNN,GAN,GAN,CNN,4,11,0,3,2,10,0,0.6041476419610262,0.6734430187096586,0.9025223283188823,0.8934284175402082,0.9592630902676402,1.2362757457834943,Adjacent transition cluster: why does MT accept GAN in sample 92 but reject nearby GAN-majority samples?,adjacent_cluster_90_93;direct_cnn;distributional_gan;forced_qualitative_set;gan_distributional_cases;gan_metric_majority;gan_three_method_metric_majority;mt_gan_all;mt_gan_diagnostic;pd_gan_all;physics_cnn;psnr_cnn;ssim_cnn;tail_gan;topology_consensus_gan;topology_consensus_gan_all,panels_crop/sample_092_crop.png,panels_full/sample_092_full.png,strong MT-GAN anchor,4001.0,2091.0,7184.0,702.0,0.5226193451637091,1.7955511122219445,0.1754561359660085,MT-GAN,cluster_90_93
93,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,3,12,0,4,1,10,0,0.7627947196987225,0.8344680420254008,1.1000783438564394,1.1104531038334684,1.1797523613337395,1.5011730832984491,Adjacent transition cluster: why does MT accept GAN in sample 92 but reject nearby GAN-majority samples?,adjacent_cluster_90_93;candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;forced_qualitative_set;gan_distributional_cases;gan_majority_mt_rejects_gan;gan_metric_majority;gan_three_method_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_093_crop.png,panels_full/sample_093_full.png,GAN-majority / MT-CNN adjacent control near sample 92,4098.0,2244.0,7085.0,779.0,0.5475841874084919,1.7288921425085408,0.19009272816007808,MT-CNN,cluster_90_93
94,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,4,11,0,2,1,12,0,0.9418229512765538,1.0195168772508625,1.232214676871372,1.3484755340818488,1.439451743307314,1.689620287018628,GAN wins many domain metrics but MT favors CNN: is GAN distributionally plausible but hierarchically misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;gan_majority_mt_rejects_gan;gan_metric_majority;gan_three_method_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_094_crop.png,panels_full/sample_094_full.png,,3962.0,2322.0,7255.0,808.0,0.5860676426047451,1.831145885916204,0.2039374053508329,MT-CNN,
95,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,5,10,0,2,2,11,0,1.0460872411419404,1.0997019353680662,1.361243574473774,1.5199992477161697,1.55137245863244,1.865535289798031,GAN wins many domain metrics but MT favors CNN: is GAN distributionally plausible but hierarchically misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;gan_majority_mt_rejects_gan;gan_metric_majority;gan_three_method_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_095_crop.png,panels_full/sample_095_full.png,,3967.0,2269.0,7179.0,828.0,0.5719687421225107,1.809679858835392,0.20872195613813965,MT-CNN,
96,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,5,10,0,2,2,11,0,1.114894208064652,1.1759051812899997,1.4266889411857846,1.638184656817434,1.6777701080693583,1.990812847109584,GAN wins many domain metrics but MT favors CNN: is GAN distributionally plausible but hierarchically misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;gan_majority_mt_rejects_gan;gan_metric_majority;gan_three_method_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_096_crop.png,panels_full/sample_096_full.png,,4029.0,2423.0,7370.0,819.0,0.6013899230578307,1.8292380243236535,0.20327624720774387,MT-CNN,
97,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,6,9,0,3,2,10,0,1.1314554654812674,1.158820990798704,1.4671277463636945,1.6831310064099942,1.675030421319081,2.074611333248602,GAN wins many domain metrics but MT favors CNN: is GAN distributionally plausible but hierarchically misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;gan_majority_mt_rejects_gan;gan_metric_majority;gan_three_method_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_097_crop.png,panels_full/sample_097_full.png,,4137.0,2352.0,7395.0,821.0,0.5685279187817259,1.7875271936185642,0.1984529852550157,MT-CNN,
98,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,7,8,0,3,3,9,0,1.1587962673818402,1.1701502452306158,1.4796376253647032,1.7074504471232583,1.6748471394883142,2.1113819125685556,GAN wins many domain metrics but MT favors CNN: is GAN distributionally plausible but hierarchically misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;gan_majority_mt_rejects_gan;gan_metric_majority;gan_three_method_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_098_crop.png,panels_full/sample_098_full.png,,4144.0,2231.0,7253.0,839.0,0.5383687258687259,1.7502413127413128,0.20246138996138996,MT-CNN,
99,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,6,9,0,4,2,9,0,1.179282947992324,1.1975056592475448,1.4493203663779424,1.729465658816135,1.7060043591107343,2.0429056920657263,GAN wins many domain metrics but MT favors CNN: is GAN distributionally plausible but hierarchically misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;gan_majority_mt_rejects_gan;gan_metric_majority;gan_three_method_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_099_crop.png,panels_full/sample_099_full.png,,4002.0,2320.0,7326.0,836.0,0.5797101449275363,1.830584707646177,0.20889555222388806,MT-CNN,
100,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,5,10,0,4,1,10,0,1.1521799129579449,1.1441906431976532,1.386689223399153,1.688919058227374,1.648377588758707,1.9651909027385015,GAN wins many domain metrics but MT favors CNN: is GAN distributionally plausible but hierarchically misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;gan_majority_mt_rejects_gan;gan_metric_majority;gan_three_method_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_100_crop.png,panels_full/sample_100_full.png,,4010.0,2251.0,7198.0,843.0,0.5613466334164589,1.79501246882793,0.21022443890274314,MT-CNN,
101,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,6,9,0,3,3,9,0,1.111726118324441,1.0983489565133642,1.3717412145454728,1.6137287885207252,1.5654208278425934,1.9482871546212224,GAN wins many domain metrics but MT favors CNN: is GAN distributionally plausible but hierarchically misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;gan_majority_mt_rejects_gan;gan_metric_majority;gan_three_method_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_101_crop.png,panels_full/sample_101_full.png,,4044.0,2369.0,7425.0,856.0,0.5858061325420376,1.836053412462908,0.21167161226508407,MT-CNN,
102,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,6,9,0,4,2,9,0,1.048481310046045,1.0737835807036753,1.376036978114571,1.5134297264408538,1.5205574102368191,1.9314133376500309,GAN wins many domain metrics but MT favors CNN: is GAN distributionally plausible but hierarchically misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;gan_majority_mt_rejects_gan;gan_metric_majority;gan_three_method_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_102_crop.png,panels_full/sample_102_full.png,,4039.0,2243.0,7279.0,834.0,0.55533547907898,1.8021787571180985,0.2064867541470661,MT-CNN,
103,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,6,9,0,4,2,9,0,1.0263002771051832,1.0592478109616783,1.3253715977535832,1.4842248526615782,1.515534935382264,1.8555108424165927,GAN wins many domain metrics but MT favors CNN: is GAN distributionally plausible but hierarchically misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;gan_majority_mt_rejects_gan;gan_metric_majority;gan_three_method_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_103_crop.png,panels_full/sample_103_full.png,,4034.0,2215.0,7671.0,814.0,0.5490827962320277,1.9015865146256816,0.2017848289538919,MT-CNN,
104,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,6,9,0,4,2,9,0,1.011460917411896,1.036663272503356,1.277005766221264,1.4691153893880022,1.4842607020561005,1.7977160059733217,GAN wins many domain metrics but MT favors CNN: is GAN distributionally plausible but hierarchically misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;gan_majority_mt_rejects_gan;gan_metric_majority;gan_three_method_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_104_crop.png,panels_full/sample_104_full.png,,3995.0,2081.0,7544.0,776.0,0.52090112640801,1.888360450563204,0.19424280350438047,MT-CNN,
