figure_id,sample_idx,method_id,source_vtu_path,persistence_threshold,arc_sampling,arc_line_size,camera_or_view_id,scalar_range,image_width,image_height,paraview_version,ttk_version,renderer_type,notes
2,34,bicubic,ttk_runs_fixed/unified_candidate_analysis/phase2db/manual_topology_sources/figure_02/bicubic/arcs_display.vtu,11,10,3,figure_02_view_v1,"[0.0015429837994549844,49.691489816041923]",1200,1200,6.1.0,Spark-TTK-1.3.0-VTK-9.1.0,pvpython_precomputed_spark_ttk_geometry,Persistence simplification and Join Tree extraction were computed on Spark with TTK. Geometry was validated and stripped of non-rendered attribute arrays before transfer. macOS ParaView rendered only the original scalar VTI plus solid-black precomputed node/arc geometry.
