sample_idx,pos_idx,pd_distance_cnn,pd_distance_gan,pd_distance_candidateB_factorial_grad_levelset_expanded2688,mt_distance_cnn,mt_distance_gan,mt_distance_candidateB_factorial_grad_levelset_expanded2688,pd_winner_before,pd_winner_after_candidateB_factorial_grad_levelset_expanded2688,mt_winner_before,mt_winner_after_candidateB_factorial_grad_levelset_expanded2688,was_mt_gan_win_before
48,48,22.832495463547907,13.107025960847848,16.236601684531482,7.081502437591553,6.682991981506348,6.95115327835083,gan,gan,gan,gan,1
49,49,22.105793975200847,13.662675111493924,16.331081344565415,6.3195295333862305,7.889017105102539,6.455963134765625,gan,gan,cnn,cnn,0
50,50,21.30877833114525,14.865452226211227,15.867944492094857,6.3856120109558105,6.713321685791016,6.4404449462890625,gan,gan,cnn,cnn,0
51,51,21.75849079768097,16.03686368056312,16.059684792736054,5.902731418609619,7.996896266937256,5.991276264190674,gan,gan,cnn,cnn,0
52,52,21.81632996072092,16.98731478928289,16.366102847135625,5.69123649597168,7.0050048828125,6.178934574127197,gan,candidateB_factorial_grad_levelset_expanded2688,cnn,cnn,0
53,53,21.92458068590406,18.078201501754,16.858891264759556,5.261850833892822,7.919146537780762,5.841076374053955,gan,candidateB_factorial_grad_levelset_expanded2688,cnn,cnn,0
54,54,22.97915159360149,18.305326668249773,17.460193291507764,5.500187397003174,9.581897735595703,6.266629219055176,gan,candidateB_factorial_grad_levelset_expanded2688,cnn,cnn,0
55,55,23.57536347476084,17.428151978200873,18.32436765720675,5.2683796882629395,7.846588134765625,6.679429531097412,gan,gan,cnn,cnn,0
56,56,24.24948793523431,17.584091876726443,18.66527528351289,5.488292217254639,7.826909065246582,6.290558815002441,gan,gan,cnn,cnn,0
57,57,24.937493176964292,18.354637384973643,18.589928241702957,5.463809013366699,6.805661201477051,6.347087860107422,gan,gan,cnn,cnn,0
58,58,25.56121844001433,18.762904108038654,19.215033049339194,6.08959436416626,8.349846839904785,6.5932464599609375,gan,gan,cnn,cnn,0
59,59,25.864386079507888,18.65101850934172,19.79331557815286,5.546851634979248,7.89148473739624,6.137856960296631,gan,gan,cnn,cnn,0
60,60,25.964725332360167,18.604905025455473,20.093281322097397,5.321651458740234,8.357301712036133,5.750117778778076,gan,gan,cnn,cnn,0
61,61,25.73100039673249,19.516031588862035,20.583182519320868,5.346891403198242,8.12722110748291,5.967264652252197,gan,gan,cnn,cnn,0
62,62,27.46350343812835,17.993686869301147,21.081137452670443,6.720277786254883,6.650205135345459,7.049925327301025,gan,gan,gan,gan,1
63,63,28.524583670890912,18.199751597271156,21.94251354713909,7.660599708557129,7.5776286125183105,7.139679908752441,gan,gan,gan,candidateB_factorial_grad_levelset_expanded2688,1
64,64,24.7100597287657,16.701032359601633,19.319193106716572,5.944510459899902,7.137726306915283,5.932183265686035,gan,gan,cnn,candidateB_factorial_grad_levelset_expanded2688,0
65,65,22.148883751156426,16.23947552161985,17.193900848077185,5.820770263671875,5.576780319213867,5.913327693939209,gan,gan,gan,gan,1
