method,pd_n,pd_mean,pd_median,pd_stdev,pd_min,pd_max,mt_n,mt_mean,mt_median,mt_stdev,mt_min,mt_max
candidateUV_expanded2688,168,29.662107388936555,30.130408597916563,4.912920508291802,19.713074497664024,42.62372472229959,168,5.423032642829986,5.433167219161987,0.6112579820561345,3.729309320449829,6.932121276855469
