sample_idx,pos_idx,pd_distance_candidateE2_tf_lowlambda_expanded2688,mt_distance_candidateE2_tf_lowlambda_expanded2688
0,0,23.429263497256304,5.047391891479492
1,1,22.765231175098496,5.4965128898620605
2,2,23.752693420620172,5.159364700317383
3,3,23.736075738498933,4.64536190032959
4,4,23.41747092278872,5.091242790222168
5,5,24.73048356072962,5.507656097412109
6,6,26.043414208071557,5.502525806427002
7,7,26.447290047217802,5.932281970977783
8,8,26.60246423499183,5.9761810302734375
9,9,25.497483823665583,5.089967727661133
10,10,25.733571378179022,5.694908142089844
11,11,24.602616862540337,6.225632667541504
12,12,25.94714899239226,6.1600446701049805
13,13,25.879452548821497,6.463814735412598
14,14,24.67509217257692,5.52125358581543
15,15,22.869885706461957,5.237496852874756
16,16,20.72213987443465,4.531741619110107
17,17,18.70972381193442,4.150252819061279
18,18,18.083484148877275,4.822113037109375
19,19,17.716884339887297,4.915174961090088
20,20,19.27120800646695,5.307161331176758
21,21,23.34281319127231,7.500369071960449
22,22,28.924158069623225,6.2480950355529785
23,23,30.588817945285133,6.362009048461914
24,24,31.531908800646946,5.875275135040283
25,25,32.31919444357942,7.102560997009277
26,26,30.902893172387046,7.542874336242676
27,27,32.57350210882947,6.423555374145508
28,28,33.49053397942675,7.67952823638916
29,29,35.15076897048553,8.392487525939941
30,30,35.553536821981695,7.523702621459961
31,31,35.6905668873503,6.95128870010376
32,32,34.28605835537424,6.980026721954346
33,33,34.093665545301356,6.748823165893555
34,34,33.127291042512596,6.2546067237854
35,35,32.45544491247022,6.521895408630371
36,36,33.046427787126646,6.08600378036499
37,37,31.127734236958815,6.684184551239014
38,38,26.260862037337674,6.512729644775391
39,39,22.668798591034733,6.409156799316406
40,40,21.44014212593871,5.166939735412598
41,41,20.119505850206696,6.084412097930908
42,42,18.500724696699216,5.717343807220459
43,43,17.05874334834115,5.915548324584961
44,44,16.049736735075697,6.605436325073242
45,45,16.801525751641197,5.97556209564209
46,46,16.638295995679226,5.4616804122924805
47,47,17.526043734008955,6.90322732925415
48,48,17.65281671439192,6.2410054206848145
49,49,17.766940298694518,6.312215805053711
50,50,17.40885656597181,6.243093967437744
51,51,18.06298364164404,6.344870090484619
52,52,18.624213954324244,6.034511089324951
53,53,18.6829442464522,5.719025611877441
54,54,19.3053081893131,5.815982341766357
55,55,20.129522519847036,5.753617286682129
56,56,21.06054480788561,6.08966064453125
57,57,21.27749350697637,5.306560039520264
58,58,21.913991983846323,5.858288288116455
59,59,22.136134911250778,6.353670120239258
60,60,22.482293955169265,5.684255599975586
61,61,22.893473310488222,5.1657304763793945
62,62,24.159043187134976,6.292698860168457
63,63,24.423962933736586,5.96987771987915
64,64,21.031246668781353,4.961666584014893
65,65,19.317236352828573,5.157808303833008
66,66,18.069398314521546,5.52601432800293
67,67,17.435272175293143,5.3584136962890625
68,68,17.893613677698493,5.4808878898620605
69,69,20.7292591958506,5.266395092010498
70,70,21.375945841964832,4.692851543426514
71,71,21.820721213151092,4.666592121124268
72,72,22.767752708229263,5.27656364440918
73,73,24.076369891049453,4.608476638793945
74,74,25.050394794469646,4.893125057220459
75,75,25.478784563327896,5.193321704864502
76,76,26.31859887050421,5.586667060852051
77,77,26.092643896138217,4.758280277252197
78,78,26.226415444002598,5.993409156799316
79,79,26.45204646588909,5.598978519439697
80,80,26.229856742647282,4.933230400085449
81,81,25.884009473559903,5.102026462554932
82,82,25.666920659123324,5.62615442276001
83,83,25.484160943627185,5.179192543029785
84,84,25.7006657660828,5.324461936950684
85,85,25.615004940060288,5.572508335113525
86,86,25.81315195101746,5.875936985015869
87,87,25.96664045756736,6.129448890686035
88,88,22.755906696075154,5.333987236022949
89,89,21.426630043728267,5.031299591064453
90,90,19.652162414624183,4.823365211486816
91,91,19.31668856779522,5.063693046569824
92,92,19.536621072862147,5.070490837097168
93,93,21.84859733580387,6.023197174072266
94,94,23.589835874501986,5.2603759765625
95,95,24.42685774922871,5.429013729095459
96,96,26.177608200252852,5.451853275299072
97,97,27.283730424943478,5.015932559967041
98,98,27.77926039446226,5.271209239959717
99,99,27.731592696695333,5.6970391273498535
100,100,27.711109968713235,4.813135147094727
101,101,26.859259519777286,5.130790710449219
102,102,25.720605896867596,5.220203876495361
103,103,26.25853611175609,5.0521979331970215
104,104,26.485408908414534,4.924877166748047
105,105,26.176041004442585,5.041832447052002
106,106,26.720983810002576,5.462662696838379
107,107,26.08262477438946,6.9829206466674805
108,108,26.195425515806384,5.704504489898682
109,109,25.602927171100944,5.169353485107422
110,110,26.087193373976987,6.210536479949951
111,111,25.024959530219455,5.560202598571777
112,112,24.792242872788858,5.220231056213379
113,113,23.7387892415141,6.250324249267578
114,114,22.02706082488524,5.097026348114014
115,115,22.437137857696527,4.920636177062988
116,116,23.699902665001783,6.185879707336426
117,117,24.456121194453036,6.4600443840026855
118,118,25.40397967998356,5.988432884216309
119,119,25.406020480899738,4.894162654876709
120,120,25.00748488387023,5.19426155090332
121,121,25.95366430100408,4.751183032989502
122,122,25.333892233872035,5.164291858673096
123,123,25.080280241670902,5.166624546051025
124,124,25.266293208673677,5.300479412078857
125,125,24.582861400817283,4.943499565124512
126,126,25.061756237410233,5.026400089263916
127,127,26.567728663975007,4.987479209899902
128,128,25.609839365303813,5.011881351470947
129,129,26.22153818640008,5.301194667816162
130,130,26.326290435720338,6.3068060874938965
131,131,28.92869903361115,5.980436325073242
132,132,30.081099827842447,5.602100849151611
133,133,30.171378930817355,5.918185710906982
134,134,27.829496674043924,6.967985153198242
