sample_idx,pos_idx,pd_distance_cnn,pd_distance_gan,pd_distance_candidateE2_tf_lowlambda_expanded2688,mt_distance_cnn,mt_distance_gan,mt_distance_candidateE2_tf_lowlambda_expanded2688,pd_winner_before,pd_winner_after_candidateE2_tf_lowlambda_expanded2688,mt_winner_before,mt_winner_after_candidateE2_tf_lowlambda_expanded2688,was_mt_gan_win_before
67,67,20.679919922717943,14.773695042869097,17.435272175293143,5.030301094055176,6.6433844566345215,5.3584136962890625,gan,gan,cnn,cnn,0
68,68,21.77134223692748,15.500930745161975,17.893613677698493,6.074338436126709,5.670867919921875,5.4808878898620605,gan,gan,gan,candidateE2_tf_lowlambda_expanded2688,1
69,69,24.168055816700438,16.112222498232782,20.7292591958506,5.17050838470459,6.406604290008545,5.266395092010498,gan,gan,cnn,cnn,0
70,70,24.673819113934496,19.882401938586153,21.375945841964832,5.396136283874512,5.861793041229248,4.692851543426514,gan,gan,cnn,candidateE2_tf_lowlambda_expanded2688,0
71,71,25.505047306429027,18.465741214218955,21.820721213151092,5.1588335037231445,7.186563014984131,4.666592121124268,gan,gan,cnn,candidateE2_tf_lowlambda_expanded2688,0
72,72,26.514111621573456,19.679320844931677,22.767752708229263,4.796044826507568,5.719583988189697,5.27656364440918,gan,gan,cnn,cnn,0
73,73,27.001473804134946,19.399004976672177,24.076369891049453,4.9851861000061035,5.75114631652832,4.608476638793945,gan,gan,cnn,candidateE2_tf_lowlambda_expanded2688,0
74,74,28.28963162272453,20.10959212403172,25.050394794469646,4.782100200653076,5.644299030303955,4.893125057220459,gan,gan,cnn,cnn,0
75,75,29.367383683723347,19.74885298310355,25.478784563327896,5.201173305511475,5.680557727813721,5.193321704864502,gan,gan,cnn,candidateE2_tf_lowlambda_expanded2688,0
76,76,30.056769521251926,20.225713244111034,26.31859887050421,5.207019329071045,6.450347900390625,5.586667060852051,gan,gan,cnn,cnn,0
77,77,29.944664675564518,20.353338072506904,26.092643896138217,6.132026672363281,6.000014781951904,4.758280277252197,gan,gan,gan,candidateE2_tf_lowlambda_expanded2688,1
78,78,30.300511724579902,19.95492094933438,26.226415444002598,5.8028388023376465,7.092807292938232,5.993409156799316,gan,gan,cnn,cnn,0
79,79,30.148051358309164,20.321240211337894,26.45204646588909,6.856454849243164,6.467032432556152,5.598978519439697,gan,gan,gan,candidateE2_tf_lowlambda_expanded2688,1
