sample_idx,pos_idx,pd_distance_cnn,pd_distance_gan,pd_distance_candidateD,mt_distance_cnn,mt_distance_gan,mt_distance_candidateD,pd_winner_before,pd_winner_after_candidateD,mt_winner_before,mt_winner_after_candidateD,was_mt_gan_win_before
44,44,19.781150575177055,13.855413188888303,20.1778209420181,6.20600700378418,7.041088581085205,6.259528636932373,gan,gan,cnn,cnn,0
45,45,20.528037851461004,13.609391097429418,20.886143218772414,6.566225528717041,6.773196697235107,6.63770866394043,gan,gan,cnn,cnn,0
46,46,20.678325640697178,16.27228595124608,20.92952646154847,6.243154048919678,6.650214672088623,6.354715824127197,gan,gan,cnn,cnn,0
47,47,22.201753073772625,13.108895112859523,22.264081823831223,6.789880752563477,7.498397350311279,6.7205119132995605,gan,gan,cnn,candidateD,0
48,48,22.832495463547907,13.107025960847848,23.023896833129324,7.081502437591553,6.682991981506348,6.867316246032715,gan,gan,gan,gan,1
49,49,22.105793975200847,13.662675111493924,22.2313671896807,6.3195295333862305,7.889017105102539,6.401855945587158,gan,gan,cnn,cnn,0
50,50,21.30877833114525,14.865452226211227,21.376209885298543,6.3856120109558105,6.713321685791016,6.229093074798584,gan,gan,cnn,candidateD,0
51,51,21.75849079768097,16.03686368056312,21.878813538697017,5.902731418609619,7.996896266937256,5.926638126373291,gan,gan,cnn,cnn,0
52,52,21.81632996072092,16.98731478928289,21.985877501299314,5.69123649597168,7.0050048828125,6.003242015838623,gan,gan,cnn,cnn,0
53,53,21.92458068590406,18.078201501754,22.075242463537744,5.261850833892822,7.919146537780762,5.408286094665527,gan,gan,cnn,cnn,0
54,54,22.97915159360149,18.305326668249773,23.07085917475216,5.500187397003174,9.581897735595703,5.410667896270752,gan,gan,cnn,candidateD,0
55,55,23.57536347476084,17.428151978200873,23.66741810432513,5.2683796882629395,7.846588134765625,5.299576282501221,gan,gan,cnn,cnn,0
56,56,24.24948793523431,17.584091876726443,24.35818973390092,5.488292217254639,7.826909065246582,5.478139877319336,gan,gan,cnn,candidateD,0
57,57,24.937493176964292,18.354637384973643,25.099936859376182,5.463809013366699,6.805661201477051,5.600074291229248,gan,gan,cnn,cnn,0
58,58,25.56121844001433,18.762904108038654,25.700090167127655,6.08959436416626,8.349846839904785,6.102797985076904,gan,gan,cnn,cnn,0
59,59,25.864386079507888,18.65101850934172,25.973667063784593,5.546851634979248,7.89148473739624,5.574570655822754,gan,gan,cnn,cnn,0
60,60,25.964725332360167,18.604905025455473,26.09936489513099,5.321651458740234,8.357301712036133,5.7505364418029785,gan,gan,cnn,cnn,0
61,61,25.73100039673249,19.516031588862035,25.943515544157137,5.346891403198242,8.12722110748291,5.5679030418396,gan,gan,cnn,cnn,0
62,62,27.46350343812835,17.993686869301147,27.783816024237822,6.720277786254883,6.650205135345459,7.207589149475098,gan,gan,gan,gan,1
63,63,28.524583670890912,18.199751597271156,28.74116924528474,7.660599708557129,7.5776286125183105,7.917211532592773,gan,gan,gan,gan,1
64,64,24.7100597287657,16.701032359601633,24.897492320722808,5.944510459899902,7.137726306915283,6.3195672035217285,gan,gan,cnn,cnn,0
65,65,22.148883751156426,16.23947552161985,22.31861482502216,5.820770263671875,5.576780319213867,6.001008987426758,gan,gan,gan,gan,1
66,66,20.981857591368968,15.979342195015368,21.145305306970084,5.701828956604004,6.4086198806762695,6.030040264129639,gan,gan,cnn,cnn,0
67,67,20.679919922717943,14.773695042869097,20.850432938509055,5.030301094055176,6.6433844566345215,5.216370582580566,gan,gan,cnn,cnn,0
68,68,21.77134223692748,15.500930745161975,21.87574408829209,6.074338436126709,5.670867919921875,6.29573917388916,gan,gan,gan,gan,1
69,69,24.168055816700438,16.112222498232782,24.364962913774,5.17050838470459,6.406604290008545,5.315564155578613,gan,gan,cnn,cnn,0
70,70,24.673819113934496,19.882401938586153,24.825053543428385,5.396136283874512,5.861793041229248,5.4847211837768555,gan,gan,cnn,cnn,0
71,71,25.505047306429027,18.465741214218955,25.686927827726468,5.1588335037231445,7.186563014984131,5.100529193878174,gan,gan,cnn,candidateD,0
72,72,26.514111621573456,19.679320844931677,26.683792839948396,4.796044826507568,5.719583988189697,4.79793119430542,gan,gan,cnn,cnn,0
73,73,27.001473804134946,19.399004976672177,27.256452095489852,4.9851861000061035,5.75114631652832,5.158023357391357,gan,gan,cnn,cnn,0
74,74,28.28963162272453,20.10959212403172,28.534208909446978,4.782100200653076,5.644299030303955,4.760918617248535,gan,gan,cnn,candidateD,0
75,75,29.367383683723347,19.74885298310355,29.617540775795643,5.201173305511475,5.680557727813721,5.349309921264648,gan,gan,cnn,cnn,0
76,76,30.056769521251926,20.225713244111034,30.26557998896734,5.207019329071045,6.450347900390625,5.128310680389404,gan,gan,cnn,candidateD,0
77,77,29.944664675564518,20.353338072506904,30.104775163417578,6.132026672363281,6.000014781951904,6.2968244552612305,gan,gan,gan,gan,1
78,78,30.300511724579902,19.95492094933438,30.51692982320402,5.8028388023376465,7.092807292938232,6.185905933380127,gan,gan,cnn,cnn,0
79,79,30.148051358309164,20.321240211337894,30.467377652541575,6.856454849243164,6.467032432556152,7.180534839630127,gan,gan,gan,gan,1
80,80,30.086252753371088,20.744918439924255,30.34637302570851,6.982686519622803,6.176682472229004,6.804316997528076,gan,gan,gan,gan,1
81,81,29.68907403762892,20.982889067881906,30.067551852894734,6.426537990570068,7.567525863647461,6.612782955169678,gan,gan,cnn,cnn,0
82,82,28.90089773637945,20.81634708740007,29.35525766516915,7.1840739250183105,6.303605079650879,7.470659255981445,gan,gan,gan,gan,1
83,83,28.194313716720707,21.794751727168247,28.605550459552628,6.560110569000244,6.599743366241455,6.569584846496582,gan,gan,cnn,cnn,0
84,84,29.14514380262554,21.106373639070085,29.38266509009162,5.271510124206543,8.559276580810547,5.966691493988037,gan,gan,cnn,cnn,0
85,85,28.72250736297703,20.7490839418831,29.070393192810574,5.609640121459961,7.718591690063477,5.652921199798584,gan,gan,cnn,cnn,0
86,86,29.195361276159034,18.84606490909817,29.456815347936203,5.25334358215332,9.43416690826416,5.405740737915039,gan,gan,cnn,cnn,0
87,87,29.611902358359767,19.024115372275585,29.934729390631052,6.509652614593506,7.174471855163574,6.527225017547607,gan,gan,cnn,cnn,0
88,88,26.37509421416108,18.396084436387564,26.632802366589686,6.411813259124756,6.487721920013428,6.431753635406494,gan,gan,cnn,cnn,0
89,89,24.29846982632471,17.197907308437554,24.469791010283846,6.017302513122559,6.256072521209717,5.891345977783203,gan,gan,cnn,candidateD,0
90,90,22.206834090995343,17.32676746960286,22.372955304857392,5.257880687713623,5.663510322570801,5.365381240844727,gan,gan,cnn,cnn,0
91,91,22.30942508877806,16.266054339767617,22.492391248669193,5.508337497711182,5.519831657409668,5.499297618865967,gan,gan,cnn,candidateD,0
92,92,22.07932597419188,16.807703363287136,22.236227198503776,5.735818386077881,5.677903175354004,5.705080032348633,gan,gan,gan,gan,1
93,93,24.402894658345392,18.13548367922437,24.63742053413656,6.506997585296631,6.816009521484375,6.546806335449219,gan,gan,cnn,cnn,0
94,94,24.570031527820365,20.006869187749356,24.820733424554636,5.102908611297607,6.517361164093018,5.085129737854004,gan,gan,cnn,candidateD,0
95,95,26.879696075655563,20.637912890931716,27.068025478264715,5.015480041503906,6.677723407745361,5.005398273468018,gan,gan,cnn,candidateD,0
96,96,28.904715116511554,22.25070627382419,29.18252357081537,5.121858596801758,7.258078575134277,5.165383338928223,gan,gan,cnn,cnn,0
97,97,30.15308546680866,22.202351461270364,30.451393814651475,5.011539936065674,7.223494529724121,4.97208833694458,gan,gan,cnn,candidateD,0
98,98,31.264551411001506,23.055714774434993,31.532428678196847,4.942448139190674,8.764951705932617,4.9733147621154785,gan,gan,cnn,cnn,0
99,99,30.940933752807226,20.998202000997363,31.142603558258635,5.342334747314453,7.760592460632324,5.44252872467041,gan,gan,cnn,cnn,0
100,100,31.181555022619012,20.891681214618057,31.388199852379863,5.912055015563965,7.617006778717041,5.829706192016602,gan,gan,cnn,candidateD,0
101,101,30.40796712150836,20.937383941054357,30.624288989654467,5.357294082641602,7.0666680335998535,5.4021315574646,gan,gan,cnn,cnn,0
102,102,29.254680859214627,20.257793175726828,29.461217508148987,5.164434909820557,8.231893539428711,5.250206470489502,gan,gan,cnn,cnn,0
103,103,29.507549938987374,20.69051451494371,29.77834363494502,5.102769374847412,6.314839839935303,5.222558975219727,gan,gan,cnn,cnn,0
104,104,29.173745320955113,20.12992358587829,29.40886784406181,4.829194068908691,7.393864154815674,4.97959041595459,gan,gan,cnn,cnn,0
105,105,29.338582011466166,19.283104237304943,29.58547305093652,5.33697509765625,6.823482513427734,5.304689884185791,gan,gan,cnn,candidateD,0
106,106,30.092821360744658,20.00547041151677,30.250234638587145,5.767349720001221,6.75129508972168,5.87253475189209,gan,gan,cnn,cnn,0
107,107,29.64376642955138,20.682183399063746,29.7817944925173,5.574344635009766,7.6041154861450195,5.6337761878967285,gan,gan,cnn,cnn,0
108,108,28.940126674621943,21.1993064034262,29.127502658225698,5.6898322105407715,7.595790386199951,5.772404193878174,gan,gan,cnn,cnn,0
109,109,28.97319829057234,20.853111383838083,29.102238176616535,5.088190078735352,7.198193550109863,5.133578777313232,gan,gan,cnn,cnn,0
110,110,29.504241915198808,19.600364202728887,29.626208356245282,5.806641101837158,6.568319320678711,5.855480670928955,gan,gan,cnn,cnn,0
111,111,28.17742348677506,18.815230764049467,28.302984026496482,5.513612270355225,8.167459487915039,5.561340808868408,gan,gan,cnn,cnn,0
112,112,27.49742127818127,19.372446559915602,27.702485233834498,5.637857913970947,6.682409286499023,5.669870853424072,gan,gan,cnn,cnn,0
113,113,26.010710160777133,18.415536047943895,26.22320476083456,5.502909183502197,6.949485778808594,5.491698265075684,gan,gan,cnn,candidateD,0
114,114,24.541486090961616,16.84887862793787,24.756100413311902,5.123978614807129,5.899235248565674,4.992011547088623,gan,gan,cnn,candidateD,0
115,115,25.270960377659716,17.25298248796687,25.482488206747124,4.689971923828125,7.232174873352051,4.662165641784668,gan,gan,cnn,candidateD,0
116,116,25.095451409249726,17.129081493158413,25.34002999372419,5.35050630569458,7.636551856994629,5.2964887619018555,gan,gan,cnn,candidateD,0
117,117,27.14897424086504,18.592743212240446,27.3961422319389,5.260716915130615,8.683184623718262,5.356403827667236,gan,gan,cnn,cnn,0
118,118,27.925806328570985,19.893975298384717,28.287528153366956,6.84329080581665,9.465571403503418,6.324983596801758,gan,gan,cnn,candidateD,0
119,119,27.187847892928154,20.557132674744736,27.493727287927513,5.218785285949707,6.129123687744141,5.211075305938721,gan,gan,cnn,candidateD,0
120,120,28.146732976702577,21.528863701574615,28.38366964413251,4.889072418212891,7.93386173248291,4.913846969604492,gan,gan,cnn,cnn,0
121,121,29.135888828595842,21.37188887795256,29.33316583946583,5.373913288116455,7.535200595855713,5.412436485290527,gan,gan,cnn,cnn,0
122,122,28.017758663142306,22.491589595860475,28.205828282390396,5.264456272125244,7.450175762176514,5.51861572265625,gan,gan,cnn,cnn,0
123,123,29.152924001075785,22.17220391892049,29.356296664259194,6.196282386779785,8.431406021118164,6.227258205413818,gan,gan,cnn,cnn,0
124,124,28.184626374879375,22.119830159019614,28.554149912386013,6.166434288024902,6.818744659423828,6.097352027893066,gan,gan,cnn,candidateD,0
125,125,28.43981263564626,21.313574573250694,28.88561766864233,5.748098373413086,10.086677551269531,5.831838607788086,gan,gan,cnn,cnn,0
126,126,28.023492407781937,22.88972837862729,28.49348550064688,4.992148399353027,8.052214622497559,5.118622779846191,gan,gan,cnn,cnn,0
127,127,30.000730217921266,24.85609607980766,30.528324249738446,5.114649772644043,13.074076652526855,5.359185695648193,gan,gan,cnn,cnn,0
128,128,28.391923421353447,23.315252316365218,29.203626115390442,5.476268768310547,7.28298807144165,5.795632362365723,gan,gan,cnn,cnn,0
129,129,29.465245102227872,24.209883048645104,30.571620255134047,5.373117923736572,9.33877944946289,5.665956020355225,gan,gan,cnn,cnn,0
130,130,30.27324308013254,23.783031491875988,31.168854641061355,5.609683513641357,11.313863754272461,6.481670379638672,gan,gan,cnn,cnn,0
131,131,33.0539968727652,25.23355611194131,33.93648499484935,6.2030792236328125,12.011610984802246,7.060608386993408,gan,gan,cnn,cnn,0
132,132,33.926806040190684,25.90821112354989,35.037342165795934,6.331444263458252,12.388164520263672,7.726917743682861,gan,gan,cnn,cnn,0
133,133,34.52507377701583,25.596877045000497,35.50707705098488,6.299666404724121,7.647167682647705,8.077369689941406,gan,gan,cnn,cnn,0
134,134,32.518921837890055,23.04058254540847,33.43201174243943,7.141453742980957,13.276667594909668,7.449225425720215,gan,gan,cnn,cnn,0
135,135,29.944179549584543,20.502693507156053,31.04845450512067,6.298990726470947,11.993122100830078,7.415248870849609,gan,gan,cnn,cnn,0
136,136,27.83279512215704,19.71188765946126,28.789865149450364,6.232182025909424,6.450465202331543,7.090490341186523,gan,gan,cnn,cnn,0
137,137,26.69652879915387,18.35521341147029,27.737875375497296,5.208233833312988,9.66958236694336,5.431000709533691,gan,gan,cnn,cnn,0
138,138,26.265900126493325,18.5898403985513,27.051359372858492,5.562473773956299,8.217479705810547,5.899920463562012,gan,gan,cnn,cnn,0
139,139,25.72843674372112,17.55339321269266,26.36047089329485,5.6482439041137695,9.790724754333496,6.126804351806641,gan,gan,cnn,cnn,0
140,140,26.928885115678263,17.632487734588345,27.8818182858136,5.719569206237793,11.421890258789062,6.085495948791504,gan,gan,cnn,cnn,0
141,141,30.122683212798776,22.35126448334632,31.130429021564556,6.186624050140381,8.889102935791016,6.736563205718994,gan,gan,cnn,cnn,0
142,142,31.864668972443802,25.40867751345393,32.992328958327576,7.186554908752441,8.55953311920166,7.80361795425415,gan,gan,cnn,cnn,0
143,143,31.729557469133276,25.608920781987035,32.596004786907464,5.864097595214844,9.649337768554688,6.780709266662598,gan,gan,cnn,cnn,0
144,144,31.838603860361527,24.790495069985838,33.16717651558405,5.560759544372559,9.771649360656738,5.780819416046143,gan,gan,cnn,cnn,0
145,145,30.39245353837724,25.26410594488553,31.735252866881204,5.902344226837158,8.558032035827637,5.677913188934326,gan,gan,cnn,candidateD,0
146,146,29.28670842660694,23.86618294113101,30.69585214493906,5.959416389465332,7.056334018707275,6.4972333908081055,gan,gan,cnn,cnn,0
147,147,26.585106339400784,22.003227031713678,28.278052100411355,5.6108717918396,6.8347039222717285,5.973606586456299,gan,gan,cnn,cnn,0
148,148,26.258461074996504,21.1331690923618,27.704577483283792,5.0148024559021,8.882506370544434,5.519075393676758,gan,gan,cnn,cnn,0
149,149,25.194205211404583,21.36081867901896,26.532998452651093,5.752551078796387,8.038224220275879,6.371006965637207,gan,gan,cnn,cnn,0
150,150,24.128591365700505,20.19277068635915,25.27305855735559,5.291886329650879,7.924254417419434,5.734366416931152,gan,gan,cnn,cnn,0
151,151,24.240085612250784,19.596870056685123,25.152184264245495,5.580901145935059,7.460690975189209,6.293393135070801,gan,gan,cnn,cnn,0
152,152,24.594151699851988,17.338820427078797,25.367746052698113,5.931854248046875,8.478921890258789,5.865227699279785,gan,gan,cnn,candidateD,0
153,153,25.168802860244767,16.23765159094386,25.673673313707884,6.290019989013672,6.548172950744629,6.496457099914551,gan,gan,cnn,cnn,0
154,154,25.31020070022765,16.834477000311573,25.539388767117153,5.889771461486816,5.736759185791016,5.971219539642334,gan,gan,gan,gan,1
155,155,26.088776073112513,17.444078563809867,26.248831428274258,6.413660526275635,6.612644195556641,6.170210838317871,gan,gan,cnn,candidateD,0
156,156,25.16401321091786,17.879759557761357,25.29659753528589,5.162914276123047,9.264598846435547,5.939535140991211,gan,gan,cnn,cnn,0
157,157,25.57399551509901,18.686237526393793,25.892498480391875,4.567626476287842,8.282842636108398,4.610558032989502,gan,gan,cnn,cnn,0
158,158,27.076784963721764,22.72289165286213,27.4553785564508,5.708489894866943,8.312358856201172,5.864597320556641,gan,gan,cnn,cnn,0
159,159,24.310343375521082,19.84507792462866,24.64474085474954,5.012121677398682,10.700226783752441,4.95396614074707,gan,gan,cnn,candidateD,0
160,160,21.188537318324133,20.14027527603938,21.59640904925632,5.1832075119018555,13.9108247756958,5.435678482055664,gan,gan,cnn,cnn,0
161,161,19.540402210515502,19.232825594053608,19.948195591147787,5.7158894538879395,11.7100830078125,5.2103776931762695,gan,gan,cnn,candidateD,0
162,162,18.27105324592802,19.457879947992573,18.274990380390033,4.5405659675598145,9.695740699768066,4.400572776794434,cnn,cnn,cnn,candidateD,0
163,163,19.37037318892002,20.44637029980189,19.26415052356629,5.698920726776123,6.788956165313721,5.37227201461792,cnn,candidateD,cnn,candidateD,0
164,164,21.46365087746109,18.82963529736202,21.863973909522105,5.2430009841918945,10.968896865844727,5.558727741241455,gan,gan,cnn,cnn,0
165,165,22.937888715207535,20.548745956267595,23.28420006349813,5.059387683868408,11.26945972442627,5.207399845123291,gan,gan,cnn,cnn,0
166,166,23.890736675966988,20.79692555045691,24.331340857390746,6.106489181518555,10.583955764770508,5.074124813079834,gan,gan,cnn,candidateD,0
167,167,23.479887971191566,21.661112948338108,24.011005434332045,5.800627708435059,7.244186878204346,5.296782970428467,gan,gan,cnn,candidateD,0
