sample_idx,psnr_winner,ssim_winner,pd_winner,mt_winner,direct_error_group_winner,direct_error_cnn_votes,direct_error_gan_votes,direct_error_ties,distributional_group_winner,distributional_cnn_votes,distributional_gan_votes,distributional_ties,tail_group_winner,tail_cnn_votes,tail_gan_votes,tail_ties,configured_physics_group_winner,configured_physics_cnn_votes,configured_physics_gan_votes,configured_physics_ties,delta_ssim_cnn_positive,delta_psnr_cnn_positive,delta_pd_cnn_positive,delta_mt_cnn_positive,pd_gan_strength,mt_cnn_strength,mt_gan_strength,ssim_near_tie_0p05,ssim_near_tie_0p075,group_cnn_consensus_core,group_gan_distributional_cases,group_pd_mt_disagreement,group_candidate_structural_hallucination_signature,group_mt_gan_diagnostic,group_topology_consensus_gan,group_topology_consensus_cnn,group_neartie_topology_validator_disagreement,pd_gan_strength_percentile,mt_cnn_strength_percentile,mt_gan_strength_percentile,distributional_gan_vote_fraction,tail_gan_vote_fraction,candidate_hallucination_score,mt_gan_visual_score
61,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,1,4,0,CNN,2,1,0,CNN,3,1,0,0.09660811455706331,2.4739225466764694,-6.214968807870456,2.780329704284668,6.214968807870456,2.780329704284668,0.0,False,False,True,True,True,True,False,False,False,False,0.38922155688622756,0.688622754491018,0.30538922155688625,0.8,0.3333333333333333,0.5911377245508982,0.4593612774451098
62,CNN,CNN,GAN,GAN,CNN,5,0,0,GAN,0,5,0,GAN,1,2,0,CNN,3,1,0,0.12212383402419819,2.3471441996583273,-9.469816568827202,-0.07007265090942383,9.469816568827202,0.0,0.07007265090942383,False,False,False,True,False,False,True,True,False,False,0.9041916167664671,0.059880239520958084,0.8922155688622755,1.0,0.6666666666666666,0.5856287425149701,0.879441117764471
63,CNN,CNN,GAN,GAN,CNN,5,0,0,GAN,0,5,0,GAN,1,2,0,CNN,3,1,0,0.1326115049754243,2.4593260393948313,-10.324832073619756,-0.08297109603881836,10.324832073619756,0.0,0.08297109603881836,False,False,False,True,False,False,True,True,False,False,0.9820359281437125,0.0658682634730539,0.8982035928143712,1.0,0.6666666666666666,0.6191616766467065,0.8824351297405189
64,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,0,5,0,GAN,1,2,0,CNN,3,1,0,0.15095592854441908,2.579374470563298,-8.009027369164066,1.1932158470153809,8.009027369164066,1.1932158470153809,0.0,False,False,True,True,True,True,False,False,False,False,0.7065868263473054,0.33532934131736525,0.31137724550898205,1.0,0.6666666666666666,0.6167664670658684,0.5890219560878244
65,CNN,CNN,GAN,GAN,CNN,5,0,0,GAN,0,5,0,GAN,1,2,0,CNN,3,1,0,0.16039993041722866,2.6838240149412975,-5.909408229536577,-0.2439899444580078,5.909408229536577,0.0,0.2439899444580078,False,False,False,True,False,False,True,True,False,False,0.33532934131736525,0.0718562874251497,0.9281437125748503,1.0,0.6666666666666666,0.36287425149700603,0.8974051896207584
66,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,0,5,0,GAN,1,2,0,CNN,3,1,0,0.17420505893100946,2.8245313225385154,-5.0025153963535995,0.7067909240722656,5.0025153963535995,0.7067909240722656,0.0,False,False,True,True,True,True,False,False,False,False,0.2275449101796407,0.23353293413173654,0.31736526946107785,1.0,0.6666666666666666,0.38443113772455095,0.5920159680638722
67,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,0,5,0,GAN,1,2,0,CNN,3,1,0,0.17505702999513362,2.7861289206532405,-5.906224879848846,1.6130833625793457,5.906224879848846,1.6130833625793457,0.0,False,False,True,True,True,True,False,False,False,False,0.32934131736526945,0.4550898203592814,0.32335329341317365,1.0,0.6666666666666666,0.5137724550898204,0.5950099800399201
68,CNN,CNN,GAN,GAN,CNN,5,0,0,GAN,1,4,0,GAN,1,2,0,CNN,3,1,0,0.16480046476809662,2.437167049909192,-6.270411491765506,-0.403470516204834,6.270411491765506,0.0,0.403470516204834,False,False,False,True,False,False,True,True,False,False,0.40718562874251496,0.07784431137724551,0.9461077844311377,0.8,0.6666666666666666,0.35401197604790424,0.8463872255489022
69,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,1,4,0,CNN,2,1,0,CNN,3,1,0,0.1624073898716215,2.3878816462052797,-8.055833318467656,1.236095905303955,8.055833318467656,1.236095905303955,0.0,False,False,True,True,True,True,False,False,False,False,0.7425149700598802,0.3532934131736527,0.32934131736526945,0.8,0.3333333333333333,0.5983233532934132,0.4713373253493014
70,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,2,3,0,CNN,2,1,0,CNN,3,1,0,0.17377647867438145,2.322315902915726,-4.791417175348343,0.46565675735473633,4.791417175348343,0.46565675735473633,0.0,False,False,True,True,True,True,False,False,False,False,0.19760479041916168,0.20359281437125748,0.33532934131736525,0.6,0.3333333333333333,0.2804790419161677,0.41433133732534927
71,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,1,4,0,GAN,1,2,0,CNN,3,1,0,0.13934670371891633,2.2129153590574333,-7.039306092210072,2.0277295112609863,7.039306092210072,2.0277295112609863,0.0,False,False,True,True,True,True,False,False,False,False,0.5449101796407185,0.5089820359281437,0.3413173652694611,0.8,0.6666666666666666,0.581556886227545,0.5439920159680639
72,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,1,4,0,CNN,2,1,0,CNN,3,1,0,0.12132626772463762,2.07262898918421,-6.834790776641778,0.9235391616821289,6.834790776641778,0.9235391616821289,0.0,False,False,True,True,True,True,False,False,False,False,0.5089820359281437,0.2994011976047904,0.3473053892215569,0.8,0.3333333333333333,0.4833532934131737,0.4803193612774451
73,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,0,5,0,GAN,1,2,0,CNN,3,1,0,0.11858050924477215,2.0179131531436205,-7.6024688274627685,0.7659602165222168,7.6024688274627685,0.7659602165222168,0.0,False,False,True,True,True,True,False,False,False,False,0.6227544910179641,0.25149700598802394,0.3532934131736527,1.0,0.6666666666666666,0.5497005988023953,0.6099800399201597
74,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,0,5,0,GAN,1,2,0,CNN,3,1,0,0.10888073319056513,1.9666121516878938,-8.18003949869281,0.8621988296508789,8.18003949869281,0.8621988296508789,0.0,False,False,True,True,True,True,False,False,False,False,0.7784431137724551,0.2874251497005988,0.3592814371257485,1.0,0.6666666666666666,0.6263473053892216,0.6129740518962076
75,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,0,5,0,GAN,1,2,0,CNN,3,1,0,0.09668993521993868,1.976390834276252,-9.618530700619797,0.4793844223022461,9.618530700619797,0.4793844223022461,0.0,False,False,True,True,True,True,False,False,False,False,0.9281437125748503,0.20958083832335328,0.3652694610778443,1.0,0.6666666666666666,0.6550898203592814,0.6159680638722554
76,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,0,5,0,GAN,1,2,0,CNN,3,1,0,0.0891477711238231,2.0704609517459858,-9.831056277140892,1.24332857131958,9.831056277140892,1.24332857131958,0.0,False,False,True,True,True,True,False,False,False,False,0.9461077844311377,0.3592814371257485,0.3712574850299401,1.0,0.6666666666666666,0.7221556886227545,0.6189620758483033
77,CNN,CNN,GAN,GAN,CNN,5,0,0,GAN,0,5,0,GAN,1,2,0,CNN,3,1,0,0.09052617957345221,2.0063691492519027,-9.591326603057613,-0.13201189041137695,9.591326603057613,0.0,0.13201189041137695,False,False,False,True,False,False,True,True,False,False,0.9221556886227545,0.08383233532934131,0.9041916167664671,1.0,0.6666666666666666,0.6023952095808384,0.8854291417165668
78,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,1,4,0,CNN,2,1,0,CNN,3,1,0,0.09229960404807958,2.1758962215226703,-10.345590775245523,1.289968490600586,10.345590775245523,1.289968490600586,0.0,False,False,True,True,True,True,False,False,False,False,0.9880239520958084,0.3712574850299401,0.3772455089820359,0.8,0.3333333333333333,0.7037125748502995,0.4952894211576846
79,CNN,CNN,GAN,GAN,CNN,5,0,0,GAN,1,4,0,CNN,2,1,0,CNN,3,1,0,0.09747658480385751,2.170332353803019,-9.82681114697127,-0.3894224166870117,9.82681114697127,0.0,0.3894224166870117,False,False,False,True,False,False,True,True,False,False,0.9401197604790419,0.08982035928143713,0.9341317365269461,0.8,0.3333333333333333,0.5719760479041917,0.7737325349301397
80,CNN,CNN,GAN,GAN,CNN,5,0,0,GAN,1,4,0,CNN,2,1,0,CNN,3,1,0,0.10496821765972753,2.2505724455305334,-9.341334313446833,-0.8060040473937988,9.341334313446833,0.0,0.8060040473937988,False,False,False,True,False,False,True,True,False,False,0.8862275449101796,0.09580838323353294,0.9760479041916168,0.8,0.3333333333333333,0.5528143712574851,0.794690618762475
81,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,2,3,0,CNN,3,0,0,CNN,3,1,0,0.09269092717377009,2.2083008576788288,-8.706184969747014,1.1409878730773926,8.706184969747014,1.1409878730773926,0.0,False,False,True,True,True,True,False,False,False,False,0.8263473053892215,0.32934131736526945,0.38323353293413176,0.6,0.0,0.5822754491017964,0.3716167664670659
82,CNN,CNN,GAN,GAN,CNN,5,0,0,GAN,1,4,0,CNN,2,1,0,CNN,3,1,0,0.09044679747048123,2.2217469986906337,-8.084550648979377,-0.8804688453674316,8.084550648979377,0.0,0.8804688453674316,False,False,False,True,False,False,True,True,False,False,0.7485029940119761,0.10179640718562874,0.9880239520958084,0.8,0.3333333333333333,0.5001197604790419,0.8006786427145709
83,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,1,4,0,CNN,2,1,0,CNN,3,1,0,0.08431397062801949,2.254383468761567,-6.39956198955246,0.03963279724121094,6.39956198955246,0.03963279724121094,0.0,False,False,True,True,True,True,False,False,False,False,0.4251497005988024,0.12574850299401197,0.38922155688622756,0.8,0.3333333333333333,0.38035928143712583,0.5012774451097805
84,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,1,4,0,GAN,1,2,0,CNN,3,1,0,0.07474020099048528,2.3014634723691074,-8.038770163555455,3.287766456604004,8.038770163555455,3.287766456604004,0.0,False,True,True,True,True,True,False,False,False,False,0.7365269461077845,0.7365269461077845,0.39520958083832336,0.8,0.6666666666666666,0.7492215568862276,0.570938123752495
85,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,1,4,0,GAN,1,2,0,CNN,3,1,0,0.0847318331965719,2.330718600123909,-7.97342342109393,2.1089515686035156,7.97342342109393,2.1089515686035156,0.0,False,False,True,True,True,True,False,False,False,False,0.688622754491018,0.5269461077844312,0.40119760479041916,0.8,0.6666666666666666,0.6462275449101798,0.5739321357285428
86,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,0,5,0,GAN,1,2,0,CNN,3,1,0,0.0915392681730045,2.3286949813678035,-10.349296367060862,4.18082332611084,10.349296367060862,4.18082332611084,0.0,False,False,True,True,True,True,False,False,False,False,0.9940119760479041,0.8143712574850299,0.40718562874251496,1.0,0.6666666666666666,0.9233532934131736,0.6369261477045908
87,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,0,5,0,GAN,1,2,0,CNN,3,1,0,0.10951288803519982,2.5662545418035947,-10.587786986084183,0.6648192405700684,10.587786986084183,0.6648192405700684,0.0,False,False,True,True,True,True,False,False,False,False,1.0,0.2275449101796407,0.41317365269461076,1.0,0.6666666666666666,0.6910179640718563,0.6399201596806386
88,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,0,5,0,GAN,1,2,0,CNN,3,1,0,0.1388619562220102,2.68631912361662,-7.979009777773516,0.07590866088867188,7.979009777773516,0.07590866088867188,0.0,False,False,True,True,True,True,False,False,False,False,0.6946107784431138,0.1317365269461078,0.41916167664670656,1.0,0.6666666666666666,0.5305389221556887,0.6429141716566866
89,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,0,5,0,GAN,1,2,0,CNN,3,1,0,0.17344593228362432,2.8262995058749922,-7.100562517887155,0.2387700080871582,7.100562517887155,0.2387700080871582,0.0,False,False,True,True,True,True,False,False,False,False,0.562874251497006,0.15568862275449102,0.4251497005988024,1.0,0.6666666666666666,0.48742514970059886,0.6459081836327345
90,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,0,5,0,GAN,0,3,0,CNN,3,1,0,0.19022585067361003,2.6916427783355594,-4.8800666213924835,0.40562963485717773,4.8800666213924835,0.40562963485717773,0.0,False,False,True,True,True,True,False,False,False,False,0.20958083832335328,0.18562874251497005,0.4311377245508982,1.0,1.0,0.35808383233532937,0.715568862275449
91,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,0,5,0,GAN,0,3,0,CNN,3,1,0,0.18383620188430772,2.6263466495143604,-6.0433707490104425,0.011494159698486328,6.0433707490104425,0.011494159698486328,0.0,False,False,True,True,True,True,False,False,False,False,0.3592814371257485,0.11976047904191617,0.437125748502994,1.0,1.0,0.3916167664670659,0.7185628742514969
92,CNN,CNN,GAN,GAN,CNN,5,0,0,GAN,0,5,0,GAN,0,3,0,CNN,3,1,0,0.16108176180585054,2.5607986487207164,-5.271622610904746,-0.05791521072387695,5.271622610904746,0.0,0.05791521072387695,False,False,False,True,False,False,True,True,False,False,0.2754491017964072,0.10778443113772455,0.8862275449101796,1.0,1.0,0.3532934131736527,0.9431137724550898
93,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,0,5,0,GAN,0,3,0,CNN,3,1,0,0.14504533882454057,2.3514193963164303,-6.267410979121021,0.30901193618774414,6.267410979121021,0.30901193618774414,0.0,False,False,True,True,True,True,False,False,False,False,0.40119760479041916,0.17365269461077845,0.4431137724550898,1.0,1.0,0.4299401197604791,0.721556886227545
94,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,1,4,0,GAN,0,3,0,CNN,3,1,0,0.10544605943053675,2.0167180697394542,-4.56316234007101,1.4144525527954102,4.56316234007101,1.4144525527954102,0.0,False,False,True,True,True,True,False,False,False,False,0.17365269461077845,0.41317365269461076,0.4491017964071856,0.8,1.0,0.3947305389221557,0.6645508982035928
95,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,1,4,0,GAN,0,3,0,CNN,3,1,0,0.1189122403722293,2.030297510727628,-6.241783184723847,1.662243366241455,6.241783184723847,1.662243366241455,0.0,False,False,True,True,True,True,False,False,False,False,0.39520958083832336,0.46706586826347307,0.4550898203592814,0.8,1.0,0.5049101796407186,0.6675449101796407
96,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,1,4,0,GAN,0,3,0,CNN,3,1,0,0.10973591347474321,1.861522200575127,-6.6540088426873645,2.1362199783325195,6.6540088426873645,2.1362199783325195,0.0,False,False,True,True,True,True,False,False,False,False,0.48502994011976047,0.5389221556886228,0.46107784431137727,0.8,1.0,0.5695808383233534,0.6705389221556886
97,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,1,4,0,GAN,0,3,0,CNN,3,1,0,0.11858557510186146,1.9282389170604013,-7.950734005538294,2.2119545936584473,7.950734005538294,2.2119545936584473,0.0,False,False,True,True,True,True,False,False,False,False,0.6766467065868264,0.5568862275449101,0.46706586826347307,0.8,1.0,0.6534131736526947,0.6735329341317365
98,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,2,3,0,GAN,1,2,0,CNN,3,1,0,0.10071449990093678,1.903673699522006,-8.208836636566513,3.8225035667419434,8.208836636566513,3.8225035667419434,0.0,False,False,True,True,True,True,False,False,False,False,0.7844311377245509,0.7784431137724551,0.47305389221556887,0.6,0.6666666666666666,0.7451497005988025,0.5498602794411177
99,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,2,3,0,GAN,1,2,0,CNN,3,1,0,0.1059237721793197,1.874605488606651,-9.942731751809863,2.418257713317871,9.942731751809863,2.418257713317871,0.0,False,False,True,True,True,True,False,False,False,False,0.9580838323353293,0.5988023952095808,0.47904191616766467,0.6,0.6666666666666666,0.7427544910179641,0.5528542914171657
100,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,1,4,0,GAN,0,3,0,CNN,3,1,0,0.0951468040128034,1.8892113508257893,-10.289873808000955,1.7049517631530762,10.289873808000955,1.7049517631530762,0.0,False,False,True,True,True,True,False,False,False,False,0.9760479041916168,0.47305389221556887,0.48502994011976047,0.8,1.0,0.7396407185628743,0.6825149700598803
101,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,1,4,0,GAN,0,3,0,CNN,3,1,0,0.10522638200762746,1.9308868341499235,-9.470583180454003,1.709373950958252,9.470583180454003,1.709373950958252,0.0,False,False,True,True,True,True,False,False,False,False,0.9101796407185628,0.47904191616766467,0.49101796407185627,0.8,1.0,0.7156886227544911,0.6855089820359281
102,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,1,4,0,GAN,0,3,0,CNN,3,1,0,0.12761680555675597,1.9692920300787762,-8.996887683487799,3.0674586296081543,8.996887683487799,3.0674586296081543,0.0,False,False,True,True,True,True,False,False,False,False,0.8562874251497006,0.7125748502994012,0.49700598802395207,0.8,1.0,0.7875449101796407,0.688502994011976
103,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,1,4,0,GAN,0,3,0,CNN,3,1,0,0.12877897504430402,2.0365658306232284,-8.817035424043663,1.2120704650878906,8.817035424043663,1.2120704650878906,0.0,False,False,True,True,True,True,False,False,False,False,0.8323353293413174,0.3413173652694611,0.5029940119760479,0.8,1.0,0.6294610778443115,0.6914970059880239
104,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,1,4,0,GAN,0,3,0,CNN,3,1,0,0.11590094126065908,2.003920540320994,-9.043821735076822,2.5646700859069824,9.043821735076822,2.5646700859069824,0.0,False,False,True,True,True,True,False,False,False,False,0.8622754491017964,0.6167664670658682,0.5089820359281437,0.8,1.0,0.7516167664670659,0.6944910179640719
105,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,1,4,0,GAN,0,3,0,CNN,3,1,0,0.12193464581447988,2.072450913027879,-10.055477774161222,1.4865074157714844,10.055477774161222,1.4865074157714844,0.0,False,False,True,True,True,True,False,False,False,False,0.9640718562874252,0.437125748502994,0.5149700598802395,0.8,1.0,0.7204790419161677,0.6974850299401197
106,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,1,4,0,GAN,0,3,0,CNN,3,1,0,0.1302536865229666,1.9166808748080477,-10.087350949227886,0.983945369720459,10.087350949227886,0.983945369720459,0.0,False,False,True,True,True,True,False,False,False,False,0.9700598802395209,0.30538922155688625,0.5209580838323353,0.8,1.0,0.670179640718563,0.7004790419161677
107,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,1,4,0,GAN,0,3,0,CNN,3,1,0,0.12955304680587088,1.9208396719967098,-8.961583030487635,2.029770851135254,8.961583030487635,2.029770851135254,0.0,False,False,True,True,True,True,False,False,False,False,0.8502994011976048,0.5149700598802395,0.5269461077844312,0.8,1.0,0.7061077844311378,0.7034730538922156
108,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,1,4,0,GAN,0,3,0,CNN,3,1,0,0.12092295602969705,2.0552604592036374,-7.740820271195744,1.9059581756591797,7.740820271195744,1.9059581756591797,0.0,False,False,True,True,True,True,False,False,False,False,0.6407185628742516,0.49700598802395207,0.5329341317365269,0.8,1.0,0.6150898203592815,0.7064670658682635
109,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,1,4,0,GAN,0,3,0,CNN,3,1,0,0.1308718044707951,2.0993184979928614,-8.120086906734258,2.1100034713745117,8.120086906734258,2.1100034713745117,0.0,False,False,True,True,True,True,False,False,False,False,0.7544910179640718,0.5329341317365269,0.5389221556886228,0.8,1.0,0.6749700598802395,0.7094610778443113
110,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,1,4,0,GAN,0,3,0,CNN,3,1,0,0.13897542900036758,2.1398785390547808,-9.90387771246992,0.7616782188415527,9.90387771246992,0.7616782188415527,0.0,False,False,True,True,True,True,False,False,False,False,0.9520958083832335,0.24550898203592814,0.5449101796407185,0.8,1.0,0.6390419161676647,0.7124550898203592
111,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,1,4,0,GAN,0,3,0,CNN,3,1,0,0.11572643176652397,2.1273321807737027,-9.362192722725592,2.6538472175598145,9.362192722725592,2.6538472175598145,0.0,False,False,True,True,True,True,False,False,False,False,0.8922155688622755,0.6467065868263473,0.5508982035928144,0.8,1.0,0.7755688622754492,0.7154491017964071
112,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,2,3,0,GAN,0,3,0,CNN,4,0,0,0.14355939460849954,2.174958536353433,-8.124974718265669,1.0445513725280762,8.124974718265669,1.0445513725280762,0.0,False,False,True,True,True,True,False,False,False,False,0.7664670658682635,0.31137724550898205,0.5568862275449101,0.6,1.0,0.5511377245508983,0.6584431137724551
113,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,2,3,0,GAN,0,3,0,CNN,4,0,0,0.1384873678524578,2.195212569951156,-7.595174112833238,1.4465765953063965,7.595174112833238,1.4465765953063965,0.0,False,False,True,True,True,True,False,False,False,False,0.6167664670658682,0.4311377245508982,0.562874251497006,0.6,1.0,0.5391616766467066,0.661437125748503
114,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,2,3,0,GAN,1,2,0,CNN,3,1,0,0.1347290641059784,2.111264849783769,-7.692607463023744,0.7752566337585449,7.692607463023744,0.7752566337585449,0.0,False,False,True,True,True,True,False,False,False,False,0.6347305389221557,0.2634730538922156,0.5688622754491018,0.6,0.6666666666666666,0.4792814371257485,0.5977644710578842
115,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,2,3,0,GAN,0,3,0,CNN,4,0,0,0.12250739640195163,2.0656047850637336,-8.017977889692844,2.542202949523926,8.017977889692844,2.542202949523926,0.0,False,False,True,True,True,True,False,False,False,False,0.718562874251497,0.6047904191616766,0.5748502994011976,0.6,1.0,0.6493413173652695,0.6674251497005987
116,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,2,3,0,GAN,0,3,0,CNN,4,0,0,0.1287467284128092,2.022247716075089,-7.966369916091313,2.286045551300049,7.966369916091313,2.286045551300049,0.0,False,False,True,True,True,True,False,False,False,False,0.6826347305389222,0.5808383233532934,0.5808383233532934,0.6,1.0,0.6253892215568863,0.6704191616766467
117,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,2,3,0,GAN,0,3,0,CNN,4,0,0,0.09728037613462914,1.9971830510621622,-8.556231028624595,3.4224677085876465,8.556231028624595,3.4224677085876465,0.0,False,False,True,True,True,True,False,False,False,False,0.8143712574850299,0.7485029940119761,0.5868263473053892,0.6,1.0,0.7451497005988025,0.6734131736526946
118,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,2,3,0,GAN,0,3,0,CNN,4,0,0,0.10530998405681491,1.705842701338792,-8.031831030186268,2.6222805976867676,8.031831030186268,2.6222805976867676,0.0,False,False,True,True,True,True,False,False,False,False,0.7305389221556886,0.6347305389221557,0.592814371257485,0.6,1.0,0.6661077844311377,0.6764071856287426
119,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,2,3,0,GAN,0,3,0,CNN,4,0,0,0.0875361585806399,1.7817701013205607,-6.630715218183418,0.9103384017944336,6.630715218183418,0.9103384017944336,0.0,False,False,True,True,True,True,False,False,False,False,0.47904191616766467,0.2934131736526946,0.5988023952095808,0.6,1.0,0.4289820359281437,0.6794011976047905
120,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,2,3,0,GAN,0,3,0,CNN,4,0,0,0.11790593943149036,1.816148601735783,-6.617869275127962,3.0447893142700195,6.617869275127962,3.0447893142700195,0.0,False,False,True,True,True,True,False,False,False,False,0.46706586826347307,0.7005988023952096,0.6047904191616766,0.6,1.0,0.5870658682634731,0.6823952095808383
121,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,2,3,0,GAN,0,3,0,CNN,4,0,0,0.12185016036191137,1.8058004488939652,-7.7639999506432815,2.161287307739258,7.7639999506432815,2.161287307739258,0.0,False,False,True,True,True,True,False,False,False,False,0.6467065868263473,0.5449101796407185,0.6107784431137725,0.6,1.0,0.5966467065868264,0.6853892215568862
122,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,2,3,0,GAN,0,3,0,CNN,4,0,0,0.12428723038408929,1.8897152351163093,-5.526169067281831,2.1857194900512695,5.526169067281831,2.1857194900512695,0.0,False,False,True,True,True,True,False,False,False,False,0.2994011976047904,0.5508982035928144,0.6167664670658682,0.6,1.0,0.4601197604790419,0.6883832335329341
123,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,1,4,0,GAN,0,3,0,CNN,4,0,0,0.10982769172854978,2.090327401248633,-6.980720082155294,2.235123634338379,6.980720082155294,2.235123634338379,0.0,False,False,True,True,True,True,False,False,False,False,0.5269461077844312,0.562874251497006,0.6227544910179641,0.8,1.0,0.595928143712575,0.751377245508982
124,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,1,4,0,GAN,0,3,0,CNN,4,0,0,0.13336664565330741,2.0131977435239357,-6.0647962158597615,0.6523103713989258,6.0647962158597615,0.6523103713989258,0.0,False,False,True,True,True,True,False,False,False,False,0.3652694610778443,0.2215568862275449,0.6287425149700598,0.8,1.0,0.3947305389221557,0.7543712574850299
125,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,2,3,0,GAN,0,3,0,CNN,4,0,0,0.12673437742183102,2.1808581607315247,-7.126238062395565,4.338579177856445,7.126238062395565,4.338579177856445,0.0,False,False,True,True,True,True,False,False,False,False,0.5688622754491018,0.8323353293413174,0.6347305389221557,0.6,1.0,0.6804790419161677,0.6973652694610779
126,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,2,3,0,GAN,0,3,0,CNN,4,0,0,0.12270167815662053,2.197299240874205,-5.133764029154648,3.0600662231445312,5.133764029154648,3.0600662231445312,0.0,False,False,True,True,True,True,False,False,False,False,0.25149700598802394,0.7065868263473054,0.6407185628742516,0.6,1.0,0.5032335329341318,0.7003592814371258
127,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,2,3,0,GAN,0,3,0,CNN,4,0,0,0.10755880410722646,2.0750441520013965,-5.144634138113606,7.9594268798828125,5.144634138113606,7.9594268798828125,0.0,False,False,True,True,True,True,False,False,False,False,0.25748502994011974,0.9580838323353293,0.6467065868263473,0.6,1.0,0.6062275449101797,0.7033532934131737
128,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,1,4,0,GAN,0,3,0,CNN,3,1,0,0.08438760041227283,2.048905170822824,-5.076671104988229,1.8067193031311035,5.076671104988229,1.8067193031311035,0.0,False,False,True,True,True,True,False,False,False,False,0.23353293413173654,0.48502994011976047,0.6526946107784432,0.8,1.0,0.4474251497005989,0.7663473053892216
129,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,1,4,0,GAN,1,2,0,CNN,3,1,0,0.10476845752024672,2.009662420169054,-5.255362053582768,3.9656615257263184,5.255362053582768,3.9656615257263184,0.0,False,False,True,True,True,True,False,False,False,False,0.2694610778443114,0.7904191616766467,0.6586826347305389,0.8,0.6666666666666666,0.5839520958083833,0.7026746506986028
130,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,1,4,0,GAN,1,2,0,CNN,3,1,0,0.07613100796354655,2.04625084785998,-6.490211588256553,5.7041802406311035,6.490211588256553,5.7041802406311035,0.0,False,False,True,True,True,True,False,False,False,False,0.4550898203592814,0.8922155688622755,0.6646706586826348,0.8,0.6666666666666666,0.6989221556886228,0.7056686626746507
131,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,2,3,0,GAN,1,2,0,CNN,3,1,0,0.06985853975907819,1.9041624010562366,-7.820440760823885,5.808531761169434,7.820440760823885,5.808531761169434,0.0,False,True,True,True,True,True,False,False,False,False,0.6646706586826348,0.9041916167664671,0.6706586826347305,0.6,0.6666666666666666,0.7475449101796408,0.6486626746506985
