sample_idx,psnr_winner,ssim_winner,pd_winner,mt_winner,direct_error_group_winner,direct_error_cnn_votes,direct_error_gan_votes,direct_error_ties,distributional_group_winner,distributional_cnn_votes,distributional_gan_votes,distributional_ties,tail_group_winner,tail_cnn_votes,tail_gan_votes,tail_ties,configured_physics_group_winner,configured_physics_cnn_votes,configured_physics_gan_votes,configured_physics_ties,delta_ssim_cnn_positive,delta_psnr_cnn_positive,delta_pd_cnn_positive,delta_mt_cnn_positive,pd_gan_strength,mt_cnn_strength,mt_gan_strength,ssim_near_tie_0p05,ssim_near_tie_0p075,group_cnn_consensus_core,group_gan_distributional_cases,group_pd_mt_disagreement,group_candidate_structural_hallucination_signature,group_mt_gan_diagnostic,group_topology_consensus_gan,group_topology_consensus_cnn,group_neartie_topology_validator_disagreement,pd_gan_strength_percentile,mt_cnn_strength_percentile,mt_gan_strength_percentile,distributional_gan_vote_fraction,tail_gan_vote_fraction,candidate_hallucination_score,mt_gan_visual_score
132,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,1,4,0,GAN,0,3,0,CNN,3,1,0,0.07923297597374701,1.898048295421983,-8.018594916640794,6.05672025680542,8.018594916640794,6.05672025680542,0.0,False,False,True,True,True,True,False,False,False,False,0.7245508982035929,0.9221556886227545,0.6766467065868264,0.8,1.0,0.818682634730539,0.7783233532934131
133,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,1,4,0,GAN,0,3,0,CNN,3,1,0,0.08981819590595297,1.741105425299601,-8.92819673201533,1.347501277923584,8.92819673201533,1.347501277923584,0.0,False,False,True,True,True,True,False,False,False,False,0.8383233532934131,0.39520958083832336,0.6826347305389222,0.8,1.0,0.6534131736526947,0.7813173652694612
134,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,2,3,0,CNN,2,1,0,CNN,3,1,0,0.08387814784783032,2.096018304414809,-9.478339292481586,6.135213851928711,9.478339292481586,6.135213851928711,0.0,False,False,True,True,True,True,False,False,False,False,0.9161676646706587,0.9281437125748503,0.688622754491018,0.6,0.3333333333333333,0.8577245508982037,0.5909780439121757
135,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,1,4,0,GAN,1,2,0,CNN,3,1,0,0.09205202282596825,2.251684837638834,-9.44148604242849,5.694131374359131,9.44148604242849,5.694131374359131,0.0,False,False,True,True,True,True,False,False,False,False,0.8982035928143712,0.8802395209580839,0.6946107784431138,0.8,0.6666666666666666,0.8713772455089821,0.7206387225548903
136,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,1,4,0,GAN,1,2,0,CNN,3,1,0,0.10006432577421787,2.2543534414827384,-8.12090746269578,0.21828317642211914,8.12090746269578,0.21828317642211914,0.0,False,False,True,True,True,True,False,False,False,False,0.7604790419161677,0.1497005988023952,0.7005988023952096,0.8,0.6666666666666666,0.5240718562874253,0.7236327345309381
137,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,1,4,0,GAN,1,2,0,CNN,3,1,0,0.12311020188442612,2.094749829701364,-8.34131538768358,4.461348533630371,8.34131538768358,4.461348533630371,0.0,False,False,True,True,True,True,False,False,False,False,0.7904191616766467,0.8383233532934131,0.7065868263473054,0.8,0.6666666666666666,0.811497005988024,0.726626746506986
138,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,1,4,0,GAN,1,2,0,CNN,3,1,0,0.0980449202538215,2.2165355760404886,-7.676059727942025,2.655005931854248,7.676059727942025,2.655005931854248,0.0,False,False,True,True,True,True,False,False,False,False,0.6287425149700598,0.6526946107784432,0.7125748502994012,0.8,0.6666666666666666,0.6725748502994012,0.7296207584830339
139,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,1,4,0,CNN,2,1,0,CNN,3,1,0,0.12307582166058095,2.393229825574842,-8.175043531028457,4.142480850219727,8.175043531028457,4.142480850219727,0.0,False,False,True,True,True,True,False,False,False,False,0.7724550898203593,0.8083832335329342,0.718562874251497,0.8,0.3333333333333333,0.7923353293413175,0.6659481037924151
140,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,1,4,0,CNN,2,1,0,CNN,3,1,0,0.10331821313228151,2.2800949818658225,-9.296397381089918,5.7023210525512695,9.296397381089918,5.7023210525512695,0.0,False,False,True,True,True,True,False,False,False,False,0.8802395209580839,0.8862275449101796,0.7245508982035929,0.8,0.3333333333333333,0.8665868263473054,0.6689421157684631
141,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,2,3,0,CNN,3,0,0,CNN,3,1,0,0.08465068958390826,2.1585167101309573,-7.771418729452456,2.7024788856506348,7.771418729452456,2.7024788856506348,0.0,False,False,True,True,True,True,False,False,False,False,0.6526946107784432,0.6826347305389222,0.7305389221556886,0.6,0.0,0.6541317365269462,0.5452694610778444
142,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,2,3,0,CNN,3,0,0,CNN,3,1,0,0.0691084535250368,1.947052354416055,-6.455991458989871,1.3729782104492188,6.455991458989871,1.3729782104492188,0.0,False,True,True,True,True,True,False,False,False,False,0.4431137724550898,0.40718562874251496,0.7365269461077845,0.6,0.0,0.4601197604790419,0.5482634730538922
143,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,2,3,0,CNN,3,0,0,CNN,3,1,0,0.07791359872818804,1.9990306355937335,-6.120636687146241,3.7852401733398438,6.120636687146241,3.7852401733398438,0.0,False,False,True,True,True,True,False,False,False,False,0.3772455089820359,0.7724550898203593,0.7425149700598802,0.6,0.0,0.5798802395209581,0.5512574850299401
144,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,2,3,0,CNN,3,0,0,CNN,3,1,0,0.09306487839824762,2.019738957230633,-7.048108790375689,4.21088981628418,7.048108790375689,4.21088981628418,0.0,False,False,True,True,True,True,False,False,False,False,0.5508982035928144,0.8203592814371258,0.7485029940119761,0.6,0.0,0.6685029940119761,0.554251497005988
145,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,2,3,0,CNN,3,0,0,CNN,3,1,0,0.08493426525393083,2.0492667893653973,-5.128347593491711,2.6556878089904785,5.128347593491711,2.6556878089904785,0.0,False,False,True,True,True,True,False,False,False,False,0.24550898203592814,0.6586826347305389,0.7544910179640718,0.6,0.0,0.48167664670658683,0.5572455089820358
146,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,2,3,0,CNN,3,0,0,CNN,3,1,0,0.0570153789847162,2.1549228666019893,-5.4205254854759275,1.0969176292419434,5.4205254854759275,1.0969176292419434,0.0,False,True,True,True,True,True,False,False,False,False,0.2934131736526946,0.32335329341317365,0.7604790419161677,0.6,0.0,0.36670658682634727,0.5602395209580838
147,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,2,3,0,CNN,3,0,0,CNN,3,1,0,0.08994853828299282,1.9559436041730045,-4.581879307687107,1.223832130432129,4.581879307687107,1.223832130432129,0.0,False,False,True,True,True,True,False,False,False,False,0.17964071856287425,0.3473053892215569,0.7664670658682635,0.6,0.0,0.33077844311377247,0.5632335329341318
148,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,2,3,0,CNN,3,0,0,CNN,3,1,0,0.08568355831993513,1.9579144852403338,-5.125291982634703,3.867703914642334,5.125291982634703,3.867703914642334,0.0,False,False,True,True,True,True,False,False,False,False,0.23952095808383234,0.7844311377245509,0.7724550898203593,0.6,0.0,0.5295808383233533,0.5662275449101797
149,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,2,3,0,CNN,3,0,0,CNN,3,1,0,0.06517806155058314,2.0023693777548885,-3.8333865323856244,2.285673141479492,3.8333865323856244,2.285673141479492,0.0,False,True,True,True,True,True,False,False,False,False,0.10778443113772455,0.5748502994011976,0.7784431137724551,0.6,0.0,0.39305389221556886,0.5692215568862276
150,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,2,3,0,CNN,3,0,0,CNN,3,1,0,0.08315123320703433,2.089796531659001,-3.9358206793413544,2.6323680877685547,3.9358206793413544,2.6323680877685547,0.0,False,False,True,True,True,True,False,False,False,False,0.1317365269461078,0.6407185628742516,0.7844311377245509,0.6,0.0,0.42898203592814377,0.5722155688622754
151,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,2,3,0,CNN,3,0,0,CNN,3,1,0,0.12196292003067422,2.216248999590281,-4.643215555565661,1.8797898292541504,4.643215555565661,1.8797898292541504,0.0,False,False,True,True,True,True,False,False,False,False,0.18562874251497005,0.49101796407185627,0.7904191616766467,0.6,0.0,0.3906586826347305,0.5752095808383233
152,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,2,3,0,CNN,3,0,0,CNN,3,1,0,0.09669302971226035,2.0945243041664945,-7.255331272773191,2.547067642211914,7.255331272773191,2.547067642211914,0.0,False,False,True,True,True,True,False,False,False,False,0.592814371257485,0.6107784431137725,0.7964071856287425,0.6,0.0,0.601437125748503,0.5782035928143712
153,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,2,3,0,CNN,3,0,0,CNN,3,1,0,0.10634944070246027,2.2870798675624116,-8.931151269300909,0.25815296173095703,8.931151269300909,0.25815296173095703,0.0,False,False,True,True,True,True,False,False,False,False,0.844311377245509,0.16167664670658682,0.8023952095808383,0.6,0.0,0.5223952095808384,0.5811976047904192
154,CNN,CNN,GAN,GAN,CNN,5,0,0,GAN,2,3,0,CNN,3,0,0,CNN,3,1,0,0.10406053040229418,2.3385954973982557,-8.475723699916077,-0.15301227569580078,8.475723699916077,0.0,0.15301227569580078,False,False,False,True,False,False,True,True,False,False,0.8083832335329342,0.11377245508982035,0.9161676646706587,0.6,0.0,0.4888622754491018,0.6380838323353293
155,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,2,3,0,CNN,3,0,0,CNN,3,1,0,0.1122531880361895,2.360010178482195,-8.644697509302645,0.19898366928100586,8.644697509302645,0.19898366928100586,0.0,False,False,True,True,True,True,False,False,False,False,0.8203592814371258,0.1377245508982036,0.8083832335329342,0.6,0.0,0.5032335329341318,0.5841916167664671
156,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,2,3,0,CNN,3,0,0,CNN,3,1,0,0.06570201672905684,2.318093565215449,-7.2842536531565045,4.1016845703125,7.2842536531565045,4.1016845703125,0.0,False,True,True,True,True,True,False,False,False,False,0.5988023952095808,0.8023952095808383,0.8143712574850299,0.6,0.0,0.6804790419161677,0.587185628742515
157,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,2,3,0,CNN,3,0,0,CNN,3,1,0,0.06866024424592382,2.163860878660767,-6.887757988705218,3.7152161598205566,6.887757988705218,3.7152161598205566,0.0,False,True,True,True,True,True,False,False,False,False,0.5149700598802395,0.7664670658682635,0.8203592814371258,0.6,0.0,0.6325748502994012,0.5901796407185629
158,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,2,3,0,CNN,3,0,0,CNN,3,1,0,0.08196426798123763,2.4028312062193287,-4.3538933108596325,2.6038689613342285,4.3538933108596325,2.6038689613342285,0.0,False,False,True,True,True,True,False,False,False,False,0.1497005988023952,0.6287425149700598,0.8263473053892215,0.6,0.0,0.43137724550898204,0.5931736526946108
159,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,2,3,0,CNN,2,1,0,CNN,3,1,0,0.07371145661964895,2.942179221598174,-4.465265450892421,5.68810510635376,4.465265450892421,5.68810510635376,0.0,False,True,True,True,True,True,False,False,False,False,0.16167664670658682,0.874251497005988,0.8323353293413174,0.6,0.3333333333333333,0.5343712574850299,0.6628343313373253
160,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,2,3,0,CNN,3,0,0,CNN,3,1,0,0.08200285474069036,3.133251837748105,-1.0482620422847546,8.727617263793945,1.0482620422847546,8.727617263793945,0.0,False,False,True,True,True,True,False,False,False,False,0.017964071856287425,0.9700598802395209,0.8383233532934131,0.6,0.0,0.5152095808383235,0.5991616766467065
161,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,1,4,0,CNN,2,1,0,CNN,3,1,0,0.08724827062064222,2.904065111486112,-0.30757661646189405,5.9941935539245605,0.30757661646189405,5.9941935539245605,0.0,False,False,True,True,True,True,False,False,False,False,0.011976047904191617,0.9161676646706587,0.844311377245509,0.8,0.3333333333333333,0.5312574850299402,0.7288223552894211
162,CNN,CNN,CNN,CNN,CNN,5,0,0,GAN,1,4,0,GAN,1,2,0,CNN,3,1,0,0.07850452004250241,2.501682545767615,1.186826702064554,5.155174732208252,0.0,5.155174732208252,0.0,False,False,True,True,False,False,False,False,True,False,0.0,0.8682634730538922,0.8502994011976048,0.8,0.6666666666666666,0.5073053892215569,0.7984830339321357
163,CNN,CNN,CNN,CNN,CNN,5,0,0,CNN,3,2,0,CNN,2,1,0,CNN,3,1,0,0.10538493313289166,2.495858813291271,1.0759971108818718,1.0900354385375977,0.0,1.0900354385375977,0.0,False,False,True,False,False,False,False,False,True,False,0.005988023952095809,0.31736526946107785,0.8562874251497006,0.4,0.3333333333333333,0.20934131736526948,0.6148103792415169
164,CNN,CNN,GAN,CNN,CNN,5,0,0,CNN,3,2,0,CNN,3,0,0,CNN,3,1,0,0.08565454744763146,2.1464307489886707,-2.6340155800990708,5.725895881652832,2.6340155800990708,5.725895881652832,0.0,False,False,True,False,True,True,False,False,False,False,0.07784431137724551,0.8982035928143712,0.8622754491017964,0.4,0.0,0.4704191616766467,0.5511377245508982
165,CNN,CNN,GAN,CNN,CNN,5,0,0,CNN,3,2,0,CNN,2,1,0,CNN,3,1,0,0.08414413842906565,1.7378899777949357,-2.38914275893994,6.210072040557861,2.38914275893994,6.210072040557861,0.0,False,False,True,False,True,True,False,False,False,False,0.0718562874251497,0.9341317365269461,0.8682634730538922,0.4,0.3333333333333333,0.48239520958083837,0.6207984031936127
166,CNN,CNN,GAN,CNN,CNN,5,0,0,CNN,3,2,0,CNN,3,0,0,CNN,3,1,0,0.07815784739821674,1.1834867226549335,-3.0938111255100793,4.477466583251953,3.0938111255100793,4.477466583251953,0.0,False,False,True,False,True,True,False,False,False,False,0.08383233532934131,0.844311377245509,0.874251497005988,0.4,0.0,0.4512574850299402,0.557125748502994
167,CNN,CNN,GAN,CNN,CNN,4,1,0,CNN,3,2,0,CNN,2,1,0,CNN,3,1,0,0.06198257426533227,0.9819433088816645,-1.8187750228534583,1.443559169769287,1.8187750228534583,1.443559169769287,0.0,False,True,True,False,True,True,False,False,False,False,0.03592814371257485,0.4251497005988024,0.8802395209580839,0.4,0.3333333333333333,0.26443113772455096,0.6267864271457086
