method,pd_n,pd_mean,pd_median,pd_stdev,pd_min,pd_max,mt_n,mt_mean,mt_median,mt_stdev,mt_min,mt_max
candidateUV_plus_E2_tf_lowlambda_expanded2688,168,25.072073820293586,25.379752562834465,4.152891729173255,17.448123679729136,36.26434825278327,168,5.593966117927006,5.501539707183838,0.7237945318411572,4.119677543640137,8.812207221984863
