sample_idx,archetype_id,method_id,raw__psnruv,oriented_improvement_vs_cnn__psnruv,raw__ssim_speed,oriented_improvement_vs_cnn__ssim_speed,raw__speed_mae,oriented_improvement_vs_cnn__speed_mae,raw__speed_rmse,oriented_improvement_vs_cnn__speed_rmse,raw__wpd_mae,oriented_improvement_vs_cnn__wpd_mae,raw__wpd_w1,oriented_improvement_vs_cnn__wpd_w1,raw__wpd_bias_abs,oriented_improvement_vs_cnn__wpd_bias_abs,raw__grad_mae,oriented_improvement_vs_cnn__grad_mae,raw__grad_w1,oriented_improvement_vs_cnn__grad_w1,raw__grad_kurtosis_abs_delta,oriented_improvement_vs_cnn__grad_kurtosis_abs_delta,raw__psd_log_l2,oriented_improvement_vs_cnn__psd_log_l2,raw__psd_slope_abs_delta,oriented_improvement_vs_cnn__psd_slope_abs_delta,raw__exceed_abs_t5,oriented_improvement_vs_cnn__exceed_abs_t5,raw__exceed_abs_t10,oriented_improvement_vs_cnn__exceed_abs_t10,raw__exceed_abs_t15,oriented_improvement_vs_cnn__exceed_abs_t15,raw__exceed_abs_p90,oriented_improvement_vs_cnn__exceed_abs_p90,raw__comp_curve_l1,oriented_improvement_vs_cnn__comp_curve_l1,raw__comp_abs_t5,oriented_improvement_vs_cnn__comp_abs_t5,raw__comp_abs_t10,oriented_improvement_vs_cnn__comp_abs_t10,raw__comp_abs_t15,oriented_improvement_vs_cnn__comp_abs_t15,raw__pd_distance,oriented_improvement_vs_cnn__pd_distance,raw__mt_distance,oriented_improvement_vs_cnn__mt_distance,method_level_pd_rank,method_level_mt_rank,on_topology_only_deterministic_front,topology_only_bootstrap_rate_iid,topology_only_bootstrap_rate_block6,topology_only_bootstrap_rate_block12,topology_only_bootstrap_rate_block24
30,candidate_c_continuity,gan,31.234617475323553,-1.81973192479024,,,1.1904316900537542,-0.24607348875678714,1.9154929946359056,-0.3812050527210147,609.2346044293662,-170.51532824108142,253.74761688415558,-206.21283823000732,253.74754957774903,-230.98971002018527,0.5036384560690615,-0.036903336774838424,0.05427370486243503,0.2514156074585474,2.7567339901446424,-1.063416704873056,0.3893695848995649,0.5453189106906655,0.42553742681490525,0.17714565001180071,0.00548000000000004,-0.0034720000000000306,0.05421599999999993,-0.04583599999999999,0.031,-0.03042399999999998,0.019807999999999992,-0.01150799999999999,150.0,-45.66666666666667,5.0,2.0,33.0,180.0,242.0,-60.0,30.82310921065586,9.11769536279277,14.847400665283203,-6.719937324523926,1.0,18.0,True,1.0,1.0,1.0,1.0
30,candidate_c_continuity,candidate_c,35.493672533864526,2.439323133750733,,,0.6847348188724437,0.2596233824245233,1.1890498754342027,0.3452380664806882,306.35853553066175,132.360740657623,34.18226137034565,13.35251728380262,13.249732599897348,9.508106957666412,0.4147441084957308,0.05199101079849233,0.25845312025907474,0.04723619206190771,2.2204645190796164,-0.5271472338080301,1.0674990749342204,-0.13281057934399,0.9328668489908472,-0.3301837721641412,0.005788000000000015,-0.0037800000000000056,0.00559199999999993,0.0027880000000000127,0.0011880000000000224,-0.0006120000000000014,0.0020960000000000006,0.006204000000000001,101.16666666666667,3.166666666666657,7.0,0.0,186.0,27.0,186.0,-4.0,33.01752214907643,6.9232824243722035,7.606713771820068,0.520749568939209,3.0,14.0,False,0.0002,0.0006,0.0007,0.0003
30,candidate_c_continuity,f3_grad_crit,35.37582311387061,2.3214737137568164,,,0.702433472849583,0.241924728447384,1.2117355485659225,0.32255239334896846,315.27086836131326,123.4484078269715,27.019413049359752,20.515365604788517,2.716660948344994,20.041178609218765,0.4131148227460601,0.05362029654816303,0.23467364111978872,0.07101567120119373,0.3866881792183001,1.3066291060532862,0.9912224589855239,-0.056533963395293485,1.5398463714185342,-0.9371632945918282,0.005388000000000059,-0.0033800000000000496,0.007715999999999945,0.0006639999999999979,7.199999999998874e-05,0.0005040000000000322,0.0008160000000000112,0.007483999999999991,72.5,31.83333333333333,5.0,2.0,127.0,86.0,127.0,55.0,31.121675049918974,8.819129523529657,7.461552143096924,0.6659111976623535,2.0,9.0,True,1.0,0.9997,0.9967,0.9861
30,candidate_c_continuity,f2_grad_levelset_e2,34.539500892338125,1.4851514922243325,,,0.7703354872901901,0.17402271400677694,1.3265554463266753,0.2077324955882156,350.81218976618624,87.90708642209853,52.7343456916869,-5.199567037538628,45.76795781465451,-23.01011825709075,0.419295225964658,0.04743989332956511,0.20942643760718824,0.09626287471379422,0.2586254265045618,1.4346918587670245,0.9760868828870077,-0.04139838729677736,0.911967878090118,-0.30928480126341207,0.0009400000000000519,0.0010679999999999579,0.0007399999999999629,0.00763999999999998,0.0032999999999999974,-0.0027239999999999764,0.006276000000000004,0.002023999999999998,73.66666666666667,30.666666666666657,5.0,2.0,160.0,53.0,117.0,65.0,34.99560999047232,4.945194582976313,7.499512672424316,0.6279506683349609,8.0,4.0,True,1.0,0.9995,0.9967,0.9915
30,candidate_c_continuity,uv_e2,34.49620856245296,1.4418591623391706,,,0.7728877341142641,0.17147046718270287,1.3305765980505826,0.20371134386430834,354.41508924575055,84.30418694253422,57.477120130058346,-9.942341475910077,48.428595952352794,-25.670756394789034,0.428986208206183,0.03774891108804013,0.2408071249435299,0.06488218737745255,3.257754641217833,-1.5644373559462466,1.002000620366039,-0.06731212477580861,0.7918878276518106,-0.18920475082510468,0.0013360000000000039,0.0006720000000000059,0.0006559999999999899,0.007723999999999953,0.0033360000000000056,-0.0027599999999999847,0.007452,0.0008480000000000015,91.0,13.333333333333329,3.0,4.0,193.0,20.0,157.0,25.0,36.219899946871266,3.720904626577365,7.603498935699463,0.5239644050598145,12.0,1.0,True,0.9862,0.9691,0.9607,0.9662
19,global_descriptor_agreement,bicubic,34.243215179991594,1.6838341492146327,,,0.4823679756330234,0.11286244909782189,0.7541447768407636,0.12355027478430636,191.196391204328,59.71493048069203,26.55279083530941,30.783678659888437,15.686179426851911,35.06049419941144,0.2919584003922786,-0.00017932623641853107,0.2457819846373144,-0.026187318395924086,5.8452666475727,0.2347940500297696,1.007897488301971,-0.3339560269607844,1.365034183735194,-0.5009951918937773,0.0010399999999999299,0.0009200000000000319,0.01383599999999996,0.0015560000000000018,0.0013920000000000043,-0.00044800000000000395,0.003380000000000008,0.009347999999999995,102.16666666666667,-21.66666666666667,84.0,-20.0,261.0,-63.0,76.0,-18.0,,,,,,,,,,,
19,global_descriptor_agreement,cnn,32.55938103077696,,,,0.5952304247308453,,0.87769505162507,,250.91132168502003,,57.336469495197846,,50.74667362626335,,0.2917790741558601,,0.21959466624139032,,6.08006069760247,,0.6739414613411865,,0.8640389918414167,,0.0019599999999999618,,0.015391999999999961,,0.0009440000000000004,,0.012728000000000003,,80.5,,64.0,,198.0,,58.0,,21.064082150885508,,6.927988529205322,,13.0,7.0,False,0.0,0.0,0.0,0.0
19,global_descriptor_agreement,gan,30.477536378126278,-2.081844652650684,,,0.8068422269710688,-0.21161180224022347,1.158228912655003,-0.28053386102993294,344.88140187886154,-93.97008019384151,81.06580393566179,-23.729334440463944,10.956527435489063,39.79014619077429,0.3293183744741423,-0.03753930031828223,0.05174440757187935,0.16785025866951098,2.1013035478891986,3.978757149713271,0.6605636616364581,0.01337779970472841,0.8202909409800563,0.043748050861360466,0.007824000000000053,-0.005864000000000091,0.020480000000000054,-0.0050880000000000924,0.0007440000000000224,0.00019999999999997797,0.010048000000000001,0.002680000000000002,158.83333333333334,-78.33333333333334,24.0,40.0,98.0,100.0,122.0,-64.0,19.086676411603058,1.9774057392824496,5.44291353225708,1.4850749969482422,1.0,18.0,True,1.0,1.0,1.0,1.0
19,global_descriptor_agreement,candidate_c,35.755615645771,3.19623461499404,,,0.4208730909773489,0.17435733375349644,0.6404747098552439,0.2372203417698261,170.2141902929422,80.69713139207784,28.81777008086955,28.518699414328296,25.51903508926532,25.227638536998032,0.24774499134288575,0.04403408281297433,0.14043478934298873,0.0791598768984016,2.0535223142293546,4.026538383373115,0.683775555494076,-0.009834094152889494,1.0334350853739263,-0.1693960935325095,0.0010759999999999659,0.0008839999999999959,0.0035439999999999916,0.01184799999999997,0.0024080000000000212,-0.0014640000000000208,0.0012080000000000007,0.011520000000000002,57.833333333333336,22.666666666666664,64.0,0.0,159.0,39.0,54.0,4.0,16.016108124696995,5.047974026188513,5.499355316162109,1.428633213043213,3.0,14.0,False,0.0002,0.0006,0.0007,0.0003
19,global_descriptor_agreement,f3_grad_crit,35.53862965342263,2.9792486226456703,,,0.4420112850516867,0.15321913967915862,0.6619697759208657,0.2157252757042043,184.3647459792742,66.54657570574582,63.72271717838761,-6.386247683189765,63.63593384727836,-12.889260221015007,0.24727880203204253,0.04450027212381755,0.1267861703894391,0.09280849585195122,0.13984789747193105,5.9402128001305385,0.6763891732449611,-0.0024477119037745743,1.407893615443521,-0.5438546236021043,0.0024720000000000297,-0.000512000000000068,0.0007400000000000739,0.014651999999999887,0.005080000000000029,-0.0041360000000000285,0.006543999999999994,0.006184000000000009,52.5,28.0,64.0,0.0,140.0,58.0,46.0,12.0,15.602691113736803,5.461391037148704,5.240671634674072,1.68731689453125,2.0,9.0,True,1.0,0.9997,0.9967,0.9861
19,global_descriptor_agreement,f2_grad_levelset_e2,34.90540365723695,2.346022626459991,,,0.4685883412372864,0.12664208349355893,0.706196317614651,0.17149873401041904,191.45281727453556,59.458504410484466,23.353284132309994,33.98318536288785,20.17202277586297,30.57465085040038,0.25452403653732486,0.037255037618535214,0.12546500195754343,0.09412966428384689,6.949703608338169,-0.8696429107356991,0.5963044587061324,0.07763700263505413,0.958447182365384,-0.0944081905239672,0.00016799999999994597,0.0017920000000000158,0.004323999999999939,0.011068000000000022,0.00021999999999999797,0.0007240000000000024,0.005656000000000008,0.007071999999999995,45.0,35.5,56.0,8.0,152.0,46.0,33.0,25.0,17.514434581248214,3.549647569637294,5.312305450439453,1.6156830787658691,8.0,4.0,True,1.0,0.9995,0.9967,0.9915
19,global_descriptor_agreement,uv_e2,34.84731074332271,2.287929712545747,,,0.4719832896103252,0.1232471351205201,0.7092913349762687,0.16840371664880127,195.77597593601004,55.135345749009986,23.15240370251239,34.18406579268546,13.968045141063754,36.7786284851996,0.2591779296513802,0.03260114450447987,0.1487310634321286,0.07086360280926171,6.399648572077975,-0.31958787447550563,0.601898704427889,0.07204275691329753,1.0025420092471655,-0.13850301740574877,0.0006120000000000569,0.0013479999999999048,0.005859999999999976,0.009531999999999985,0.00039200000000000346,0.0005519999999999969,0.004296000000000008,0.008431999999999995,55.333333333333336,25.166666666666664,64.0,0.0,171.0,27.0,41.0,17.0,19.061113364976354,2.002968785909154,4.987339973449707,1.9406485557556152,12.0,1.0,True,0.9862,0.9691,0.9607,0.9662
