archetype_id,priority,rank,sample_idx,score,eligibility_count,c1_name,c1_raw,c1_z,c1_z_method,c2_name,c2_raw,c2_z,c2_z_method,c3_name,c3_raw,c3_z,c3_z_method,c4_name,c4_raw,c4_z,c4_z_method,score_formula
candidate_c_continuity,5,8,154,0.9434578638353165,168,candidate_c_pd_improvement_vs_cnn,5.990461075138008,0.8133578429163391,mad,candidate_c_mt_improvement_vs_cnn,0.4806036949157715,1.2947431979648727,mad,candidate_c_psnruv_improvement_vs_cnn,2.9399966307885244,0.9437599377963466,mad,candidate_c_speed_mae_improvement_vs_cnn,0.21327233609269708,0.9084420807648029,mad,0.50*robust_z(pd_improvement) + 0.20*robust_z(mt_improvement) + 0.15*robust_z(psnr_improvement) + 0.15*robust_z(speed_mae_improvement)
candidate_c_continuity,5,9,133,0.846551780001455,168,candidate_c_pd_improvement_vs_cnn,5.6129703525595716,0.4704799211472113,mad,candidate_c_mt_improvement_vs_cnn,0.43717527389526367,1.219995566870292,mad,candidate_c_psnruv_improvement_vs_cnn,2.7313312468923137,0.617733581973623,mad,candidate_c_speed_mae_improvement_vs_cnn,0.253558819103341,1.8310177917183172,mad,0.50*robust_z(pd_improvement) + 0.20*robust_z(mt_improvement) + 0.15*robust_z(psnr_improvement) + 0.15*robust_z(speed_mae_improvement)
candidate_c_continuity,5,10,8,0.8460206709621673,168,candidate_c_pd_improvement_vs_cnn,5.515424075880656,0.38187783737803116,mad,candidate_c_mt_improvement_vs_cnn,1.239992618560791,2.6017795070935006,mad,candidate_c_psnruv_improvement_vs_cnn,2.485774876852087,0.23406741282554946,mad,candidate_c_speed_mae_improvement_vs_cnn,0.2026027677210085,0.6641049262041274,mad,0.50*robust_z(pd_improvement) + 0.20*robust_z(mt_improvement) + 0.15*robust_z(psnr_improvement) + 0.15*robust_z(speed_mae_improvement)
global_descriptor_agreement,6,1,19,2.7107027575029683,168,agreement_rate,0.7647058823529411,2.37320822778802,mad,oriented_pd_mt_spearman,0.7440660474716202,2.301203767626031,mad,oriented_pd_mt_pearson,0.5855462563591763,3.457696277094853,mad,,,,,"mean(robust_z(agreement_rate), robust_z(oriented_spearman), robust_z(oriented_pearson))"
global_descriptor_agreement,6,2,20,2.4124421338471183,168,agreement_rate,0.6666666666666666,1.6237740505918032,mad,oriented_pd_mt_spearman,0.5500515995872033,1.8039321488746587,mad,oriented_pd_mt_pearson,0.671844248986195,3.8096202020748926,mad,,,,,"mean(robust_z(agreement_rate), robust_z(oriented_spearman), robust_z(oriented_pearson))"
global_descriptor_agreement,6,3,45,2.2208348441752115,168,agreement_rate,0.6993464052287581,1.873585442990542,mad,oriented_pd_mt_spearman,0.48606811145510836,1.6399383171587807,mad,oriented_pd_mt_pearson,0.5098437352772178,3.1489807723763112,mad,,,,,"mean(robust_z(agreement_rate), robust_z(oriented_spearman), robust_z(oriented_pearson))"
global_descriptor_agreement,6,4,79,2.1532380552454957,168,agreement_rate,0.6666666666666666,1.6237740505918032,mad,oriented_pd_mt_spearman,0.500515995872033,1.6769691823849466,mad,oriented_pd_mt_pearson,0.5122934999164378,3.158970932759737,mad,,,,,"mean(robust_z(agreement_rate), robust_z(oriented_spearman), robust_z(oriented_pearson))"
global_descriptor_agreement,6,5,16,1.927633066137768,168,agreement_rate,0.6535947712418301,1.523849493632308,mad,oriented_pd_mt_spearman,0.40144478844169246,1.4230432494055227,mad,oriented_pd_mt_pearson,0.4330968778348988,2.836006455375474,mad,,,,,"mean(robust_z(agreement_rate), robust_z(oriented_spearman), robust_z(oriented_pearson))"
global_descriptor_agreement,6,6,18,1.815335679862707,168,agreement_rate,0.6470588235294118,1.4738872151525604,mad,oriented_pd_mt_spearman,0.3973168214654283,1.4124630021980467,mad,oriented_pd_mt_pearson,0.3653310429193796,2.5596568222375145,mad,,,,,"mean(robust_z(agreement_rate), robust_z(oriented_spearman), robust_z(oriented_pearson))"
global_descriptor_agreement,6,7,8,1.7890145360044751,168,agreement_rate,0.6013071895424836,1.1241512657943253,mad,oriented_pd_mt_spearman,0.35190918472652216,1.2960802829158105,mad,oriented_pd_mt_pearson,0.4602683785827873,2.94681205930329,mad,,,,,"mean(robust_z(agreement_rate), robust_z(oriented_spearman), robust_z(oriented_pearson))"
global_descriptor_agreement,6,8,22,1.7739351226034223,168,agreement_rate,0.6601307189542484,1.5738117721120555,mad,oriented_pd_mt_spearman,0.4117647058823529,1.4494938674242124,mad,oriented_pd_mt_pearson,0.3012906882585382,2.2984997282739994,mad,,,,,"mean(robust_z(agreement_rate), robust_z(oriented_spearman), robust_z(oriented_pearson))"
global_descriptor_agreement,6,9,12,1.7630855097660152,168,agreement_rate,0.6209150326797386,1.274038101233569,mad,oriented_pd_mt_spearman,0.3415892672858617,1.2696296648971204,mad,oriented_pd_mt_pearson,0.410924854901332,2.7455887631673552,mad,,,,,"mean(robust_z(agreement_rate), robust_z(oriented_spearman), robust_z(oriented_pearson))"
global_descriptor_agreement,6,10,150,1.7435810082530363,168,agreement_rate,0.6601307189542484,1.5738117721120555,mad,oriented_pd_mt_spearman,0.37254901960784315,1.3489815189531904,mad,oriented_pd_mt_pearson,0.3036079973135988,2.3079497336938632,mad,,,,,"mean(robust_z(agreement_rate), robust_z(oriented_spearman), robust_z(oriented_pearson))"
