sample_idx,pos_idx,pd_distance_cnn,pd_distance_gan,pd_distance_candidateB_factorial_levelset_expanded2688,mt_distance_cnn,mt_distance_gan,mt_distance_candidateB_factorial_levelset_expanded2688,pd_winner_before,pd_winner_after_candidateB_factorial_levelset_expanded2688,mt_winner_before,mt_winner_after_candidateB_factorial_levelset_expanded2688,was_mt_gan_win_before
29,29,38.84347398326436,31.752977463202388,42.5728673349102,6.963974952697754,12.864243507385254,6.573764801025391,gan,gan,cnn,candidateB_factorial_levelset_expanded2688,0
30,30,39.94080457344863,30.82310921065586,42.153342338921675,8.127463340759277,14.847400665283203,6.966699600219727,gan,gan,cnn,candidateB_factorial_levelset_expanded2688,0
31,31,39.104318483733294,31.3053599336416,42.318828818786976,6.818642616271973,16.23410415649414,7.266213893890381,gan,gan,cnn,cnn,0
32,32,38.55925876668554,30.547158977309156,41.11352777508939,7.461033821105957,19.229158401489258,7.162572860717773,gan,gan,cnn,candidateB_factorial_levelset_expanded2688,0
33,33,38.39305861348763,30.400139282712473,40.447560401431495,6.76971960067749,20.00556755065918,7.289603233337402,gan,gan,cnn,cnn,0
34,34,37.356416104450325,28.907547601520903,39.94803346664142,6.323113918304443,19.445999145507812,7.314294815063477,gan,gan,cnn,cnn,0
35,35,35.95264003005777,28.746843597068697,39.39972422707965,6.2719197273254395,14.435929298400879,7.0534892082214355,gan,gan,cnn,cnn,0
36,36,35.61901723291445,27.743736665197815,38.94337467636812,6.097905158996582,9.26945686340332,6.6734113693237305,gan,gan,cnn,cnn,0
37,37,33.456602216246914,27.16364872656993,37.01169689475595,6.489102840423584,9.59257698059082,6.366199970245361,gan,gan,cnn,candidateB_factorial_levelset_expanded2688,0
38,38,29.159912858159764,23.780350003542182,33.568330067351134,6.054014682769775,7.416414260864258,7.224221706390381,gan,gan,cnn,cnn,0
39,39,25.24426875811477,21.358097631209198,28.60494874267433,5.873856067657471,8.546488761901855,6.135211944580078,gan,gan,cnn,cnn,0
40,40,24.281572165890662,20.447367624488226,26.306478388994094,5.6310811042785645,8.988521575927734,7.403200149536133,gan,gan,cnn,cnn,0
41,41,23.457166445963043,17.452695580897316,24.69216640247305,5.389686584472656,8.901470184326172,5.626088619232178,gan,gan,cnn,cnn,0
42,42,21.63035540369367,14.632793364821667,22.506541666916185,5.757840156555176,7.383090972900391,6.156897068023682,gan,gan,cnn,cnn,0
43,43,20.76816702008209,13.784137402758168,20.94291198094211,5.7682366371154785,7.053122520446777,6.373549461364746,gan,gan,cnn,cnn,0
44,44,19.781150575177055,13.855413188888303,19.754963986997232,6.20600700378418,7.041088581085205,6.77686882019043,gan,gan,cnn,cnn,0
45,45,20.528037851461004,13.609391097429418,20.52497939351589,6.566225528717041,6.773196697235107,6.457805156707764,gan,gan,cnn,candidateB_factorial_levelset_expanded2688,0
46,46,20.678325640697178,16.27228595124608,19.803814697313065,6.243154048919678,6.650214672088623,5.814042568206787,gan,gan,cnn,candidateB_factorial_levelset_expanded2688,0
47,47,22.201753073772625,13.108895112859523,20.81312502973896,6.789880752563477,7.498397350311279,6.841406345367432,gan,gan,cnn,cnn,0
48,48,22.832495463547907,13.107025960847848,21.869121345727518,7.081502437591553,6.682991981506348,6.934776306152344,gan,gan,gan,gan,1
49,49,22.105793975200847,13.662675111493924,21.855434993958294,6.3195295333862305,7.889017105102539,6.755949020385742,gan,gan,cnn,cnn,0
50,50,21.30877833114525,14.865452226211227,21.37719360129694,6.3856120109558105,6.713321685791016,6.300141334533691,gan,gan,cnn,candidateB_factorial_levelset_expanded2688,0
51,51,21.75849079768097,16.03686368056312,21.7573491960327,5.902731418609619,7.996896266937256,6.162675380706787,gan,gan,cnn,cnn,0
52,52,21.81632996072092,16.98731478928289,22.65007000025968,5.69123649597168,7.0050048828125,5.7928924560546875,gan,gan,cnn,cnn,0
53,53,21.92458068590406,18.078201501754,23.090554612355646,5.261850833892822,7.919146537780762,5.449917793273926,gan,gan,cnn,cnn,0
54,54,22.97915159360149,18.305326668249773,24.16297398199418,5.500187397003174,9.581897735595703,5.469233512878418,gan,gan,cnn,candidateB_factorial_levelset_expanded2688,0
55,55,23.57536347476084,17.428151978200873,25.017349700333313,5.2683796882629395,7.846588134765625,5.554673671722412,gan,gan,cnn,cnn,0
56,56,24.24948793523431,17.584091876726443,25.732919675942796,5.488292217254639,7.826909065246582,5.693389415740967,gan,gan,cnn,cnn,0
57,57,24.937493176964292,18.354637384973643,25.887022266071217,5.463809013366699,6.805661201477051,6.029544353485107,gan,gan,cnn,cnn,0
58,58,25.56121844001433,18.762904108038654,26.724323398265422,6.08959436416626,8.349846839904785,6.205535888671875,gan,gan,cnn,cnn,0
59,59,25.864386079507888,18.65101850934172,27.073544824941532,5.546851634979248,7.89148473739624,5.769568920135498,gan,gan,cnn,cnn,0
60,60,25.964725332360167,18.604905025455473,27.511486232265433,5.321651458740234,8.357301712036133,6.334661960601807,gan,gan,cnn,cnn,0
61,61,25.73100039673249,19.516031588862035,27.56568480958159,5.346891403198242,8.12722110748291,6.098180294036865,gan,gan,cnn,cnn,0
62,62,27.46350343812835,17.993686869301147,29.062845763943137,6.720277786254883,6.650205135345459,7.212418556213379,gan,gan,gan,gan,1
63,63,28.524583670890912,18.199751597271156,29.86586719352763,7.660599708557129,7.5776286125183105,7.539831638336182,gan,gan,gan,candidateB_factorial_levelset_expanded2688,1
64,64,24.7100597287657,16.701032359601633,25.278969632208003,5.944510459899902,7.137726306915283,6.194582939147949,gan,gan,cnn,cnn,0
65,65,22.148883751156426,16.23947552161985,23.233714777658236,5.820770263671875,5.576780319213867,5.796908855438232,gan,gan,gan,gan,1
66,66,20.981857591368968,15.979342195015368,21.905665241685668,5.701828956604004,6.4086198806762695,5.417863368988037,gan,gan,cnn,candidateB_factorial_levelset_expanded2688,0
67,67,20.679919922717943,14.773695042869097,21.35776937129282,5.030301094055176,6.6433844566345215,5.097934246063232,gan,gan,cnn,cnn,0
68,68,21.77134223692748,15.500930745161975,22.23856325437504,6.074338436126709,5.670867919921875,5.591442108154297,gan,gan,gan,candidateB_factorial_levelset_expanded2688,1
69,69,24.168055816700438,16.112222498232782,25.494939639475344,5.17050838470459,6.406604290008545,5.471314430236816,gan,gan,cnn,cnn,0
70,70,24.673819113934496,19.882401938586153,26.278964619142684,5.396136283874512,5.861793041229248,5.586308002471924,gan,gan,cnn,cnn,0
71,71,25.505047306429027,18.465741214218955,27.192170668024538,5.1588335037231445,7.186563014984131,5.9979681968688965,gan,gan,cnn,cnn,0
72,72,26.514111621573456,19.679320844931677,28.561658161011373,4.796044826507568,5.719583988189697,6.033245086669922,gan,gan,cnn,cnn,0
73,73,27.001473804134946,19.399004976672177,29.839434672834976,4.9851861000061035,5.75114631652832,5.8773579597473145,gan,gan,cnn,cnn,0
74,74,28.28963162272453,20.10959212403172,30.861432161258765,4.782100200653076,5.644299030303955,6.533560752868652,gan,gan,cnn,cnn,0
75,75,29.367383683723347,19.74885298310355,31.454454090475767,5.201173305511475,5.680557727813721,6.222550392150879,gan,gan,cnn,cnn,0
76,76,30.056769521251926,20.225713244111034,32.08312112202002,5.207019329071045,6.450347900390625,6.020083904266357,gan,gan,cnn,cnn,0
77,77,29.944664675564518,20.353338072506904,31.90481619653678,6.132026672363281,6.000014781951904,5.980539798736572,gan,gan,gan,candidateB_factorial_levelset_expanded2688,1
78,78,30.300511724579902,19.95492094933438,31.605668896724996,5.8028388023376465,7.092807292938232,6.29051399230957,gan,gan,cnn,cnn,0
79,79,30.148051358309164,20.321240211337894,31.558205069141955,6.856454849243164,6.467032432556152,6.6807050704956055,gan,gan,gan,gan,1
80,80,30.086252753371088,20.744918439924255,31.52553736218835,6.982686519622803,6.176682472229004,6.5561957359313965,gan,gan,gan,gan,1
81,81,29.68907403762892,20.982889067881906,31.576491931484792,6.426537990570068,7.567525863647461,5.939527988433838,gan,gan,cnn,candidateB_factorial_levelset_expanded2688,0
82,82,28.90089773637945,20.81634708740007,31.2110413337135,7.1840739250183105,6.303605079650879,6.274606704711914,gan,gan,gan,candidateB_factorial_levelset_expanded2688,1
83,83,28.194313716720707,21.794751727168247,30.758822801787723,6.560110569000244,6.599743366241455,5.654945373535156,gan,gan,cnn,candidateB_factorial_levelset_expanded2688,0
84,84,29.14514380262554,21.106373639070085,31.10704685036283,5.271510124206543,8.559276580810547,5.993279933929443,gan,gan,cnn,cnn,0
85,85,28.72250736297703,20.7490839418831,30.74171952535103,5.609640121459961,7.718591690063477,5.880330562591553,gan,gan,cnn,cnn,0
86,86,29.195361276159034,18.84606490909817,31.07490484680309,5.25334358215332,9.43416690826416,5.68798303604126,gan,gan,cnn,cnn,0
87,87,29.611902358359767,19.024115372275585,31.73185948011468,6.509652614593506,7.174471855163574,6.633154392242432,gan,gan,cnn,cnn,0
88,88,26.37509421416108,18.396084436387564,28.152719237259184,6.411813259124756,6.487721920013428,5.886613368988037,gan,gan,cnn,candidateB_factorial_levelset_expanded2688,0
89,89,24.29846982632471,17.197907308437554,25.648939148975714,6.017302513122559,6.256072521209717,5.980191707611084,gan,gan,cnn,candidateB_factorial_levelset_expanded2688,0
90,90,22.206834090995343,17.32676746960286,24.132862945149867,5.257880687713623,5.663510322570801,5.480734825134277,gan,gan,cnn,cnn,0
91,91,22.30942508877806,16.266054339767617,24.459520291410666,5.508337497711182,5.519831657409668,5.777145862579346,gan,gan,cnn,cnn,0
92,92,22.07932597419188,16.807703363287136,25.113395644657583,5.735818386077881,5.677903175354004,5.3820414543151855,gan,gan,gan,candidateB_factorial_levelset_expanded2688,1
93,93,24.402894658345392,18.13548367922437,28.64270485411544,6.506997585296631,6.816009521484375,6.076131820678711,gan,gan,cnn,candidateB_factorial_levelset_expanded2688,0
94,94,24.570031527820365,20.006869187749356,30.196469774914945,5.102908611297607,6.517361164093018,5.802415370941162,gan,gan,cnn,cnn,0
95,95,26.879696075655563,20.637912890931716,31.646609235293074,5.015480041503906,6.677723407745361,6.185759544372559,gan,gan,cnn,cnn,0
96,96,28.904715116511554,22.25070627382419,33.312362713227614,5.121858596801758,7.258078575134277,5.745713233947754,gan,gan,cnn,cnn,0
97,97,30.15308546680866,22.202351461270364,33.86323021686441,5.011539936065674,7.223494529724121,5.379242420196533,gan,gan,cnn,cnn,0
98,98,31.264551411001506,23.055714774434993,34.26995993315724,4.942448139190674,8.764951705932617,5.503920078277588,gan,gan,cnn,cnn,0
99,99,30.940933752807226,20.998202000997363,34.354611306355714,5.342334747314453,7.760592460632324,6.252090930938721,gan,gan,cnn,cnn,0
100,100,31.181555022619012,20.891681214618057,33.82446595940571,5.912055015563965,7.617006778717041,5.9399027824401855,gan,gan,cnn,cnn,0
101,101,30.40796712150836,20.937383941054357,33.086271091956924,5.357294082641602,7.0666680335998535,6.492466449737549,gan,gan,cnn,cnn,0
102,102,29.254680859214627,20.257793175726828,32.02810081674146,5.164434909820557,8.231893539428711,6.5347442626953125,gan,gan,cnn,cnn,0
103,103,29.507549938987374,20.69051451494371,32.62598281688639,5.102769374847412,6.314839839935303,5.9045867919921875,gan,gan,cnn,cnn,0
104,104,29.173745320955113,20.12992358587829,31.929587574702175,4.829194068908691,7.393864154815674,5.282066345214844,gan,gan,cnn,cnn,0
105,105,29.338582011466166,19.283104237304943,31.905245221198587,5.33697509765625,6.823482513427734,6.077259063720703,gan,gan,cnn,cnn,0
106,106,30.092821360744658,20.00547041151677,31.843277083756444,5.767349720001221,6.75129508972168,6.499023914337158,gan,gan,cnn,cnn,0
107,107,29.64376642955138,20.682183399063746,31.509454899808972,5.574344635009766,7.6041154861450195,5.883902549743652,gan,gan,cnn,cnn,0
108,108,28.940126674621943,21.1993064034262,31.498598059675786,5.6898322105407715,7.595790386199951,6.321033954620361,gan,gan,cnn,cnn,0
109,109,28.97319829057234,20.853111383838083,31.330565272234946,5.088190078735352,7.198193550109863,5.867907524108887,gan,gan,cnn,cnn,0
110,110,29.504241915198808,19.600364202728887,31.819221441502176,5.806641101837158,6.568319320678711,6.243412494659424,gan,gan,cnn,cnn,0
111,111,28.17742348677506,18.815230764049467,30.55558541538004,5.513612270355225,8.167459487915039,6.161003112792969,gan,gan,cnn,cnn,0
112,112,27.49742127818127,19.372446559915602,30.02030965888811,5.637857913970947,6.682409286499023,6.3080058097839355,gan,gan,cnn,cnn,0
113,113,26.010710160777133,18.415536047943895,28.69385101955351,5.502909183502197,6.949485778808594,6.035949230194092,gan,gan,cnn,cnn,0
114,114,24.541486090961616,16.84887862793787,27.530306953203056,5.123978614807129,5.899235248565674,5.713350772857666,gan,gan,cnn,cnn,0
115,115,25.270960377659716,17.25298248796687,27.873514384816552,4.689971923828125,7.232174873352051,5.540945529937744,gan,gan,cnn,cnn,0
116,116,25.095451409249726,17.129081493158413,28.91424837522724,5.35050630569458,7.636551856994629,5.5820183753967285,gan,gan,cnn,cnn,0
117,117,27.14897424086504,18.592743212240446,30.288659739035904,5.260716915130615,8.683184623718262,5.848360538482666,gan,gan,cnn,cnn,0
118,118,27.925806328570985,19.893975298384717,32.023413072292435,6.84329080581665,9.465571403503418,6.620452404022217,gan,gan,cnn,candidateB_factorial_levelset_expanded2688,0
119,119,27.187847892928154,20.557132674744736,31.888371167031387,5.218785285949707,6.129123687744141,5.939402103424072,gan,gan,cnn,cnn,0
120,120,28.146732976702577,21.528863701574615,31.3020060809515,4.889072418212891,7.93386173248291,5.225539684295654,gan,gan,cnn,cnn,0
121,121,29.135888828595842,21.37188887795256,31.95497850153143,5.373913288116455,7.535200595855713,5.588972568511963,gan,gan,cnn,cnn,0
122,122,28.017758663142306,22.491589595860475,31.35064412178396,5.264456272125244,7.450175762176514,5.784968852996826,gan,gan,cnn,cnn,0
123,123,29.152924001075785,22.17220391892049,31.057932101464683,6.196282386779785,8.431406021118164,5.689051151275635,gan,gan,cnn,candidateB_factorial_levelset_expanded2688,0
124,124,28.184626374879375,22.119830159019614,30.901541026995282,6.166434288024902,6.818744659423828,5.745230197906494,gan,gan,cnn,candidateB_factorial_levelset_expanded2688,0
125,125,28.43981263564626,21.313574573250694,30.325607642340675,5.748098373413086,10.086677551269531,5.343515872955322,gan,gan,cnn,candidateB_factorial_levelset_expanded2688,0
126,126,28.023492407781937,22.88972837862729,29.829802165940123,4.992148399353027,8.052214622497559,5.068729877471924,gan,gan,cnn,cnn,0
127,127,30.000730217921266,24.85609607980766,31.56705983979746,5.114649772644043,13.074076652526855,5.467094421386719,gan,gan,cnn,cnn,0
128,128,28.391923421353447,23.315252316365218,30.72392102565496,5.476268768310547,7.28298807144165,5.222374439239502,gan,gan,cnn,candidateB_factorial_levelset_expanded2688,0
129,129,29.465245102227872,24.209883048645104,31.680074804447447,5.373117923736572,9.33877944946289,6.01741361618042,gan,gan,cnn,cnn,0
130,130,30.27324308013254,23.783031491875988,31.769888632489206,5.609683513641357,11.313863754272461,5.141744136810303,gan,gan,cnn,candidateB_factorial_levelset_expanded2688,0
131,131,33.0539968727652,25.23355611194131,33.99325680408951,6.2030792236328125,12.011610984802246,7.037116050720215,gan,gan,cnn,cnn,0
132,132,33.926806040190684,25.90821112354989,35.677040766287156,6.331444263458252,12.388164520263672,6.817027568817139,gan,gan,cnn,cnn,0
133,133,34.52507377701583,25.596877045000497,35.9448622188405,6.299666404724121,7.647167682647705,6.131783485412598,gan,gan,cnn,candidateB_factorial_levelset_expanded2688,0
134,134,32.518921837890055,23.04058254540847,33.13890366930947,7.141453742980957,13.276667594909668,5.7441020011901855,gan,gan,cnn,candidateB_factorial_levelset_expanded2688,0
135,135,29.944179549584543,20.502693507156053,30.676883160232318,6.298990726470947,11.993122100830078,5.589317798614502,gan,gan,cnn,candidateB_factorial_levelset_expanded2688,0
136,136,27.83279512215704,19.71188765946126,28.64941008808095,6.232182025909424,6.450465202331543,5.9607415199279785,gan,gan,cnn,candidateB_factorial_levelset_expanded2688,0
137,137,26.69652879915387,18.35521341147029,27.53812908662033,5.208233833312988,9.66958236694336,4.756855487823486,gan,gan,cnn,candidateB_factorial_levelset_expanded2688,0
138,138,26.265900126493325,18.5898403985513,26.579604761965847,5.562473773956299,8.217479705810547,4.64019775390625,gan,gan,cnn,candidateB_factorial_levelset_expanded2688,0
139,139,25.72843674372112,17.55339321269266,25.711538241470915,5.6482439041137695,9.790724754333496,4.823592662811279,gan,gan,cnn,candidateB_factorial_levelset_expanded2688,0
140,140,26.928885115678263,17.632487734588345,27.447217262984072,5.719569206237793,11.421890258789062,5.2134809494018555,gan,gan,cnn,candidateB_factorial_levelset_expanded2688,0
141,141,30.122683212798776,22.35126448334632,31.777938913836564,6.186624050140381,8.889102935791016,6.548429489135742,gan,gan,cnn,cnn,0
142,142,31.864668972443802,25.40867751345393,35.54978103030346,7.186554908752441,8.55953311920166,6.246004104614258,gan,gan,cnn,candidateB_factorial_levelset_expanded2688,0
143,143,31.729557469133276,25.608920781987035,33.962747628629714,5.864097595214844,9.649337768554688,5.6334757804870605,gan,gan,cnn,candidateB_factorial_levelset_expanded2688,0
144,144,31.838603860361527,24.790495069985838,33.82229698659932,5.560759544372559,9.771649360656738,5.684876441955566,gan,gan,cnn,cnn,0
145,145,30.39245353837724,25.26410594488553,33.2592278629592,5.902344226837158,8.558032035827637,5.691728591918945,gan,gan,cnn,candidateB_factorial_levelset_expanded2688,0
146,146,29.28670842660694,23.86618294113101,32.46035257915526,5.959416389465332,7.056334018707275,6.678574085235596,gan,gan,cnn,cnn,0
147,147,26.585106339400784,22.003227031713678,30.523291901669573,5.6108717918396,6.8347039222717285,6.694103717803955,gan,gan,cnn,cnn,0
148,148,26.258461074996504,21.1331690923618,29.39688505172778,5.0148024559021,8.882506370544434,5.515734672546387,gan,gan,cnn,cnn,0
149,149,25.194205211404583,21.36081867901896,28.517372221760606,5.752551078796387,8.038224220275879,6.246971607208252,gan,gan,cnn,cnn,0
150,150,24.128591365700505,20.19277068635915,26.98014358153752,5.291886329650879,7.924254417419434,6.387879848480225,gan,gan,cnn,cnn,0
151,151,24.240085612250784,19.596870056685123,26.12699975426323,5.580901145935059,7.460690975189209,6.19771671295166,gan,gan,cnn,cnn,0
152,152,24.594151699851988,17.338820427078797,25.93862075489516,5.931854248046875,8.478921890258789,6.223615646362305,gan,gan,cnn,cnn,0
153,153,25.168802860244767,16.23765159094386,25.34760779569593,6.290019989013672,6.548172950744629,6.533936500549316,gan,gan,cnn,cnn,0
154,154,25.31020070022765,16.834477000311573,24.663018794443186,5.889771461486816,5.736759185791016,6.390933513641357,gan,gan,gan,gan,1
155,155,26.088776073112513,17.444078563809867,25.094602290789727,6.413660526275635,6.612644195556641,6.434845447540283,gan,gan,cnn,cnn,0
156,156,25.16401321091786,17.879759557761357,26.1685715555286,5.162914276123047,9.264598846435547,5.476315975189209,gan,gan,cnn,cnn,0
157,157,25.57399551509901,18.686237526393793,27.430215127699565,4.567626476287842,8.282842636108398,5.485899925231934,gan,gan,cnn,cnn,0
158,158,27.076784963721764,22.72289165286213,29.77762927475053,5.708489894866943,8.312358856201172,5.934726238250732,gan,gan,cnn,cnn,0
159,159,24.310343375521082,19.84507792462866,26.85472399940054,5.012121677398682,10.700226783752441,5.5392231941223145,gan,gan,cnn,cnn,0
160,160,21.188537318324133,20.14027527603938,24.648154217461727,5.1832075119018555,13.9108247756958,5.027988433837891,gan,gan,cnn,candidateB_factorial_levelset_expanded2688,0
161,161,19.540402210515502,19.232825594053608,23.49106126899185,5.7158894538879395,11.7100830078125,4.71148681640625,gan,gan,cnn,candidateB_factorial_levelset_expanded2688,0
162,162,18.27105324592802,19.457879947992573,23.3081992890425,4.5405659675598145,9.695740699768066,4.531731128692627,cnn,cnn,cnn,candidateB_factorial_levelset_expanded2688,0
163,163,19.37037318892002,20.44637029980189,24.454785217113404,5.698920726776123,6.788956165313721,5.133460521697998,cnn,cnn,cnn,candidateB_factorial_levelset_expanded2688,0
164,164,21.46365087746109,18.82963529736202,26.1826535258841,5.2430009841918945,10.968896865844727,5.091033458709717,gan,gan,cnn,candidateB_factorial_levelset_expanded2688,0
165,165,22.937888715207535,20.548745956267595,27.78587164585548,5.059387683868408,11.26945972442627,5.176191806793213,gan,gan,cnn,cnn,0
166,166,23.890736675966988,20.79692555045691,29.0311692176642,6.106489181518555,10.583955764770508,5.4651594161987305,gan,gan,cnn,candidateB_factorial_levelset_expanded2688,0
167,167,23.479887971191566,21.661112948338108,28.923516641031224,5.800627708435059,7.244186878204346,5.3252105712890625,gan,gan,cnn,candidateB_factorial_levelset_expanded2688,0
