sample_idx,pos_idx,pd_distance_candidateUV_expanded2688,mt_distance_candidateUV_expanded2688
0,0,28.605871522132013,4.8496832847595215
1,1,29.135293120572076,4.843921184539795
2,2,29.961517561992117,5.173593044281006
3,3,29.976092068590685,5.01625394821167
4,4,30.408719326671225,5.493655681610107
5,5,31.030052149773176,5.325961112976074
6,6,31.532042083951143,6.12349271774292
7,7,31.32838987344039,5.7831902503967285
8,8,31.22991148272067,6.575445175170898
9,9,30.363307097652395,5.671511650085449
10,10,30.82815722069021,5.8183674812316895
11,11,30.785993431138824,6.047443866729736
12,12,31.096791176401393,6.436175346374512
13,13,30.1384956978792,6.590187072753906
14,14,29.328656213329214,5.357327461242676
15,15,27.301431708330217,5.248688697814941
16,16,24.625589536569567,6.167606353759766
17,17,22.310695592658163,5.373041152954102
18,18,21.82120926012161,5.542795181274414
19,19,21.540275070710393,5.7450079917907715
20,20,22.953094550113335,6.2874016761779785
21,21,28.17647920009247,8.02481460571289
22,22,35.51592447874041,7.488123893737793
23,23,36.95165229015224,6.928783416748047
24,24,37.75875184686733,7.089651584625244
25,25,38.81846541134428,7.010876178741455
26,26,39.23845567398967,6.588998317718506
27,27,40.609574338506825,6.112987518310547
28,28,41.84884350024598,7.222402572631836
29,29,42.50218699382108,6.700382709503174
30,30,42.303892690014706,7.023979187011719
31,31,42.24442351108638,7.416270732879639
32,32,41.21408637759421,7.258625507354736
33,33,40.49341807699977,7.383487701416016
34,34,39.879789819574825,7.077236175537109
35,35,39.403369214558225,6.8706769943237305
36,36,38.929761728495535,6.732899188995361
37,37,37.058145437139075,6.4659223556518555
38,38,33.51049022059903,7.289787769317627
39,39,28.650531000883085,6.36204195022583
40,40,26.285706705351323,7.259775638580322
41,41,24.703637021562347,5.737178802490234
42,42,22.540313762914607,6.0532355308532715
43,43,21.004074051192877,6.518232345581055
44,44,19.769824990674408,7.1261162757873535
45,45,20.507678415517674,6.5354204177856445
46,46,19.871260171393118,5.8468451499938965
47,47,20.847214610307418,6.488148212432861
48,48,21.87074218959251,7.112225532531738
49,49,21.87694982922981,6.7298736572265625
50,50,21.345367296652697,6.307365894317627
51,51,21.750879566767995,5.766280651092529
52,52,22.644648882028733,5.66525936126709
53,53,23.12238905010747,5.632317543029785
54,54,24.17485309919985,5.8946685791015625
55,55,25.050758710862375,5.520095348358154
56,56,25.775259613184947,5.655523777008057
57,57,25.930248450257693,6.043688774108887
58,58,26.76281415086477,6.414705276489258
59,59,27.0522219994693,5.743753433227539
60,60,27.538870831299004,6.150018692016602
61,61,27.595755500863632,6.072845935821533
62,62,29.099657239254874,7.186594009399414
63,63,29.80264483492646,7.497879981994629
64,64,25.265629768718043,6.203301429748535
65,65,23.250547586503682,5.8541669845581055
66,66,21.9084887602075,5.500645637512207
67,67,21.400585710075273,5.172873020172119
68,68,22.263538952799582,5.509732723236084
69,69,25.482241852575285,5.388279914855957
70,70,26.228902461778226,5.705570697784424
71,71,27.242147400282096,6.025395393371582
72,72,28.560071759164373,6.021625995635986
73,73,29.88851868438093,6.116578102111816
74,74,30.943249457436668,6.3625311851501465
75,75,31.457747852948966,6.337109088897705
76,76,32.20042852712014,6.165976047515869
77,77,31.95011338158006,6.06123685836792
78,78,31.68339917421107,6.273426055908203
79,79,31.610735475354943,6.679145336151123
80,80,31.536104993220707,6.61635684967041
81,81,31.59373412538901,5.963679313659668
82,82,31.283604458410238,6.320897102355957
83,83,30.74162768694095,5.697900772094727
84,84,31.126487965124856,5.926912784576416
85,85,30.75319776003252,5.880040168762207
86,86,30.99938723408924,5.769565105438232
87,87,31.691609585264747,6.7466278076171875
88,88,28.152566971414043,5.905210018157959
89,89,25.777152153587416,6.010974884033203
90,90,24.183299699463987,5.526731967926025
91,91,24.440364385223607,5.840218544006348
92,92,25.124995097761705,5.635796070098877
93,93,28.58790653807809,6.011898040771484
94,94,30.093083421380598,5.807224273681641
95,95,31.59863828460545,6.2178826332092285
96,96,33.26442404420487,5.688232898712158
97,97,33.92258712721707,5.404809951782227
98,98,34.329119836836284,5.543159484863281
99,99,34.390808103523796,6.102060794830322
100,100,33.903941869089856,6.0189595222473145
101,101,33.09391922956121,6.45574426651001
102,102,32.000242279594254,6.527769088745117
103,103,32.72655569163169,5.839171886444092
104,104,31.917408346638805,5.303654193878174
105,105,31.913916273819154,6.125770568847656
106,106,31.85616123938521,6.536849021911621
107,107,31.512941740994147,5.87354850769043
108,108,31.564529209316813,6.35133695602417
109,109,31.349283580788303,5.891806125640869
110,110,31.800666803939926,6.368530750274658
111,111,30.569089026826923,6.309345245361328
112,112,30.029246170285894,6.346978187561035
113,113,28.675340524875892,5.984975337982178
114,114,27.557992037288795,5.746827125549316
115,115,27.791209167691058,5.499209880828857
116,116,28.878617180287577,5.493505001068115
117,117,30.278211089323545,5.822768688201904
118,118,32.050928392540655,6.560670852661133
119,119,31.890406643474986,5.97987174987793
120,120,31.269148089516325,5.232301712036133
121,121,31.957245495847584,5.5408244132995605
122,122,31.356890028934796,5.774214267730713
123,123,31.074744471605122,5.6735758781433105
124,124,30.877929640226863,5.871585369110107
125,125,30.314576614514937,5.332789897918701
126,126,29.83623507327015,5.06464147567749
127,127,31.520233819393837,5.47939920425415
128,128,30.717115340736665,5.0624284744262695
129,129,31.732300892460696,5.92523193359375
130,130,31.70504671640266,5.190176963806152
131,131,34.12542593426458,7.034946441650391
132,132,35.683494026331054,6.760186195373535
133,133,36.04384632988289,6.229255676269531
134,134,33.32249770656592,5.6694440841674805
135,135,30.757528370230332,5.533787727355957
136,136,28.71769771298771,6.0223517417907715
137,137,27.457697430254505,4.711380958557129
138,138,26.61665703505377,4.643051624298096
139,139,25.77589348880076,4.844005584716797
140,140,27.556483136664408,5.137699604034424
141,141,31.810214543719876,6.394747257232666
142,142,35.589133607832004,6.201271057128906
143,143,34.036534940187586,5.692663192749023
144,144,33.82227976821294,5.728662014007568
145,145,33.371496380211966,5.587229251861572
146,146,32.52601354390242,6.755067825317383
147,147,30.588932093035194,6.680473327636719
148,148,29.33678129918594,5.485689163208008
149,149,28.560302634434617,6.106928825378418
150,150,26.976913182030746,6.474957466125488
151,151,26.226814873985248,5.944413185119629
152,152,25.955615923805137,6.2047834396362305
153,153,25.45822311508966,6.49000883102417
154,154,24.6978044535695,6.002748966217041
155,155,25.168250555288115,6.4263916015625
156,156,26.160891282443487,5.890261173248291
157,157,27.446472494693758,5.109400272369385
158,158,29.81355492696068,5.858250617980957
159,159,26.85465839709093,4.997055530548096
160,160,24.571060609280174,5.11315393447876
161,161,23.458222492839077,4.766965389251709
162,162,23.3272532494378,4.456484317779541
163,163,24.34220501206964,5.028634548187256
164,164,26.079425902183846,5.096179962158203
165,165,27.750703571498235,5.111185073852539
166,166,29.004382343849596,5.784094333648682
167,167,28.86209861871798,5.3646440505981445
