method,pd_n,pd_mean,pd_median,pd_stdev,pd_min,pd_max,mt_n,mt_mean,mt_median,mt_stdev,mt_min,mt_max
candidateUV_plus_E2_tf_lowlambda_expanded2688,168,25.192277688443163,25.3789759844162,4.189914745201943,17.22108878947178,36.49280210615793,168,4.952202385380154,4.8872902393341064,0.6498330073719739,3.7946617603302,8.01718807220459
