row,index,identity,transpose,flip_ud,flip_lr,swap_channels,swap_channels_transpose,swap_channels_flip_ud,swap_channels_flip_lr,identity_rmse,best_transform,best_rmse
0,0,5.5884563388379425,7.884832175892086,6.977850949325919,7.533941318533851,5.5884563388379425,7.884832175892086,6.977850949325919,7.533941318533851,5.5884563388379425,identity,5.5884563388379425
50,50,5.940147379835889,11.187488334259347,9.59133365903727,8.423261195101444,5.940147379835889,11.187488334259347,9.59133365903727,8.423261195101444,5.940147379835889,identity,5.940147379835889
167,167,5.3036386196450565,7.010042639402982,6.514570505198149,6.621122138468135,5.3036386196450565,7.010042639402982,6.514570505198149,6.621122138468135,5.3036386196450565,identity,5.3036386196450565
