sample_idx,group_name,threshold_label,threshold_name,threshold_type,threshold_value,gt_count,bicubic_count,cnn_count,gan_count,bicubic_abs_error,cnn_abs_error,gan_abs_error,winner
109,gan_majority_but_mt_not_gan,t5,5,fixed,5.0,24,5,13,23,19,11,1,gan
110,gan_majority_but_mt_not_gan,p90,90th pct,percentile,14.938812,398,79,173,827,319,225,429,cnn
110,gan_majority_but_mt_not_gan,p95,95th pct,percentile,15.610214,323,66,134,569,257,189,246,cnn
110,gan_majority_but_mt_not_gan,p99,99th pct,percentile,17.084259,125,22,43,243,103,82,118,cnn
110,gan_majority_but_mt_not_gan,t10,10,fixed,10.0,334,49,139,361,285,195,27,gan
110,gan_majority_but_mt_not_gan,t15,15,fixed,15.0,384,79,162,830,305,222,446,cnn
110,gan_majority_but_mt_not_gan,t5,5,fixed,5.0,27,2,6,23,25,21,4,gan
111,gan_majority_but_mt_not_gan,p90,90th pct,percentile,15.289772,340,70,125,711,270,215,371,cnn
111,gan_majority_but_mt_not_gan,p95,95th pct,percentile,16.049683,220,39,91,497,181,129,277,cnn
111,gan_majority_but_mt_not_gan,p99,99th pct,percentile,17.481003,95,15,42,189,80,53,94,cnn
111,gan_majority_but_mt_not_gan,t10,10,fixed,10.0,330,60,140,375,270,190,45,gan
111,gan_majority_but_mt_not_gan,t15,15,fixed,15.0,376,66,124,767,310,252,391,cnn
111,gan_majority_but_mt_not_gan,t5,5,fixed,5.0,28,1,7,26,27,21,2,gan
112,gan_majority_but_mt_not_gan,p90,90th pct,percentile,15.622421,239,40,88,599,199,151,360,cnn
112,gan_majority_but_mt_not_gan,p95,95th pct,percentile,16.522873,149,27,51,330,122,98,181,cnn
112,gan_majority_but_mt_not_gan,p99,99th pct,percentile,17.880798,89,13,36,214,76,53,125,cnn
112,gan_majority_but_mt_not_gan,t10,10,fixed,10.0,355,67,166,408,288,189,53,gan
112,gan_majority_but_mt_not_gan,t15,15,fixed,15.0,326,49,84,778,277,242,452,cnn
112,gan_majority_but_mt_not_gan,t5,5,fixed,5.0,37,3,16,32,34,21,5,gan
113,gan_majority_but_mt_not_gan,p90,90th pct,percentile,15.863518,197,36,75,563,161,122,366,cnn
113,gan_majority_but_mt_not_gan,p95,95th pct,percentile,16.983551,115,12,31,265,103,84,150,cnn
113,gan_majority_but_mt_not_gan,p99,99th pct,percentile,18.350777,59,15,34,247,44,25,188,cnn
113,gan_majority_but_mt_not_gan,t10,10,fixed,10.0,406,78,161,480,328,245,74,gan
113,gan_majority_but_mt_not_gan,t15,15,fixed,15.0,271,37,81,704,234,190,433,cnn
113,gan_majority_but_mt_not_gan,t5,5,fixed,5.0,43,4,16,42,39,27,1,gan
114,gan_majority_but_mt_not_gan,p90,90th pct,percentile,16.049683,189,27,46,567,162,143,378,cnn
114,gan_majority_but_mt_not_gan,p95,95th pct,percentile,17.343666,68,5,22,164,63,46,96,cnn
114,gan_majority_but_mt_not_gan,p99,99th pct,percentile,18.720055,47,18,37,265,29,10,218,cnn
114,gan_majority_but_mt_not_gan,t10,10,fixed,10.0,403,74,191,470,329,212,67,gan
114,gan_majority_but_mt_not_gan,t15,15,fixed,15.0,197,24,54,497,173,143,300,cnn
114,gan_majority_but_mt_not_gan,t5,5,fixed,5.0,53,4,19,58,49,34,5,gan
115,gan_majority_but_mt_not_gan,p90,90th pct,percentile,16.199226,183,31,48,525,152,135,342,cnn
115,gan_majority_but_mt_not_gan,p95,95th pct,percentile,17.520676,55,11,15,180,44,40,125,cnn
115,gan_majority_but_mt_not_gan,p99,99th pct,percentile,18.784142,42,19,36,310,23,6,268,cnn
115,gan_majority_but_mt_not_gan,t10,10,fixed,10.0,461,80,190,507,381,271,46,gan
115,gan_majority_but_mt_not_gan,t15,15,fixed,15.0,160,19,36,384,141,124,224,cnn
115,gan_majority_but_mt_not_gan,t5,5,fixed,5.0,63,6,17,65,57,46,2,gan
116,gan_majority_but_mt_not_gan,p90,90th pct,percentile,16.364021,190,28,38,491,162,152,301,cnn
116,gan_majority_but_mt_not_gan,p95,95th pct,percentile,17.435226,76,15,38,240,61,38,164,cnn
116,gan_majority_but_mt_not_gan,p99,99th pct,percentile,18.939789,31,6,16,236,25,15,205,cnn
116,gan_majority_but_mt_not_gan,t10,10,fixed,10.0,444,85,240,510,359,204,66,gan
116,gan_majority_but_mt_not_gan,t15,15,fixed,15.0,133,18,69,391,115,64,258,cnn
116,gan_majority_but_mt_not_gan,t5,5,fixed,5.0,49,8,21,53,41,28,4,gan
117,gan_majority_but_mt_not_gan,p90,90th pct,percentile,16.461685,144,38,48,487,106,96,343,cnn
117,gan_majority_but_mt_not_gan,p95,95th pct,percentile,17.38945,101,22,67,324,79,34,223,cnn
117,gan_majority_but_mt_not_gan,p99,99th pct,percentile,18.945923,38,9,27,211,29,11,173,cnn
117,gan_majority_but_mt_not_gan,t10,10,fixed,10.0,547,104,274,557,443,273,10,gan
117,gan_majority_but_mt_not_gan,t15,15,fixed,15.0,121,16,40,415,105,81,294,cnn
117,gan_majority_but_mt_not_gan,t5,5,fixed,5.0,38,16,21,64,22,17,26,cnn
118,gan_majority_but_mt_not_gan,p90,90th pct,percentile,16.455582,111,25,71,403,86,40,292,cnn
118,gan_majority_but_mt_not_gan,p95,95th pct,percentile,17.404709,121,24,49,350,97,72,229,cnn
118,gan_majority_but_mt_not_gan,p99,99th pct,percentile,18.820763,68,19,25,206,49,43,138,cnn
118,gan_majority_but_mt_not_gan,t10,10,fixed,10.0,642,130,278,720,512,364,78,gan
118,gan_majority_but_mt_not_gan,t15,15,fixed,15.0,160,29,57,449,131,103,289,cnn
118,gan_majority_but_mt_not_gan,t5,5,fixed,5.0,43,17,17,71,26,26,28,tie
119,gan_majority_but_mt_not_gan,p90,90th pct,percentile,16.467789,128,18,56,368,110,72,240,cnn
119,gan_majority_but_mt_not_gan,p95,95th pct,percentile,17.365028,142,24,51,378,118,91,236,cnn
119,gan_majority_but_mt_not_gan,p99,99th pct,percentile,18.662073,77,12,36,184,65,41,107,cnn
119,gan_majority_but_mt_not_gan,t10,10,fixed,10.0,628,111,277,838,517,351,210,gan
119,gan_majority_but_mt_not_gan,t15,15,fixed,15.0,134,29,67,388,105,67,254,cnn
119,gan_majority_but_mt_not_gan,t5,5,fixed,5.0,15,6,10,65,9,5,50,cnn
120,gan_majority_but_mt_not_gan,p90,90th pct,percentile,16.360971,141,27,68,448,114,73,307,cnn
120,gan_majority_but_mt_not_gan,p95,95th pct,percentile,17.325356,133,16,57,339,117,76,206,cnn
120,gan_majority_but_mt_not_gan,p99,99th pct,percentile,18.524734,79,17,34,293,62,45,214,cnn
120,gan_majority_but_mt_not_gan,t10,10,fixed,10.0,525,90,202,636,435,323,111,gan
120,gan_majority_but_mt_not_gan,t15,15,fixed,15.0,150,24,74,417,126,76,267,cnn
120,gan_majority_but_mt_not_gan,t5,5,fixed,5.0,12,2,3,42,10,9,30,cnn
121,gan_majority_but_mt_not_gan,p90,90th pct,percentile,16.471147,123,19,50,337,104,73,214,cnn
121,gan_majority_but_mt_not_gan,p95,95th pct,percentile,17.34977,127,19,60,363,108,67,236,cnn
121,gan_majority_but_mt_not_gan,p99,99th pct,percentile,18.662071,45,10,36,157,35,9,112,cnn
121,gan_majority_but_mt_not_gan,t10,10,fixed,10.0,502,107,221,598,395,281,96,gan
121,gan_majority_but_mt_not_gan,t15,15,fixed,15.0,179,40,91,543,139,88,364,cnn
121,gan_majority_but_mt_not_gan,t5,5,fixed,5.0,6,1,3,17,5,3,11,cnn
122,gan_majority_but_mt_not_gan,p90,90th pct,percentile,16.510513,126,13,47,386,113,79,260,cnn
122,gan_majority_but_mt_not_gan,p95,95th pct,percentile,17.383345,107,28,56,403,79,51,296,cnn
122,gan_majority_but_mt_not_gan,p99,99th pct,percentile,18.5522,77,13,19,215,64,58,138,cnn
122,gan_majority_but_mt_not_gan,t10,10,fixed,10.0,426,83,200,513,343,226,87,gan
122,gan_majority_but_mt_not_gan,t15,15,fixed,15.0,198,34,89,582,164,109,384,cnn
122,gan_majority_but_mt_not_gan,t5,5,fixed,5.0,9,1,6,14,8,3,5,cnn
123,gan_majority_but_mt_not_gan,p90,90th pct,percentile,16.534927,124,24,55,452,100,69,328,cnn
123,gan_majority_but_mt_not_gan,p95,95th pct,percentile,17.426069,96,18,58,464,78,38,368,cnn
123,gan_majority_but_mt_not_gan,p99,99th pct,percentile,18.451492,85,16,32,253,69,53,168,cnn
123,gan_majority_but_mt_not_gan,t10,10,fixed,10.0,390,76,176,328,314,214,62,gan
123,gan_majority_but_mt_not_gan,t15,15,fixed,15.0,185,26,76,525,159,109,340,cnn
123,gan_majority_but_mt_not_gan,t5,5,fixed,5.0,19,6,15,29,13,4,10,cnn
124,gan_majority_but_mt_not_gan,p90,90th pct,percentile,16.794334,115,31,63,558,84,52,443,cnn
124,gan_majority_but_mt_not_gan,p95,95th pct,percentile,17.398603,116,31,72,480,85,44,364,cnn
124,gan_majority_but_mt_not_gan,p99,99th pct,percentile,18.424028,83,22,34,258,61,49,175,cnn
124,gan_majority_but_mt_not_gan,t10,10,fixed,10.0,324,72,143,296,252,181,28,gan
124,gan_majority_but_mt_not_gan,t15,15,fixed,15.0,200,24,74,519,176,126,319,cnn
124,gan_majority_but_mt_not_gan,t5,5,fixed,5.0,31,6,16,38,25,15,7,gan
126,gan_majority_but_mt_not_gan,p90,90th pct,percentile,17.267372,148,36,77,700,112,71,552,cnn
126,gan_majority_but_mt_not_gan,p95,95th pct,percentile,17.789238,155,52,136,896,103,19,741,cnn
126,gan_majority_but_mt_not_gan,p99,99th pct,percentile,18.625448,89,19,64,261,70,25,172,cnn
126,gan_majority_but_mt_not_gan,t10,10,fixed,10.0,279,63,141,323,216,138,44,gan
126,gan_majority_but_mt_not_gan,t15,15,fixed,15.0,240,33,112,533,207,128,293,cnn
126,gan_majority_but_mt_not_gan,t5,5,fixed,5.0,42,8,10,49,34,32,7,gan
162,gan_majority_but_mt_not_gan,p90,90th pct,percentile,7.733391,107,24,37,260,83,70,153,cnn
162,gan_majority_but_mt_not_gan,p95,95th pct,percentile,8.484146,77,19,41,143,58,36,66,cnn
162,gan_majority_but_mt_not_gan,p99,99th pct,percentile,12.51564,53,10,54,68,43,1,15,cnn
162,gan_majority_but_mt_not_gan,t10,10,fixed,10.0,55,20,44,79,35,11,24,cnn
162,gan_majority_but_mt_not_gan,t15,15,fixed,15.0,44,7,33,48,37,11,4,gan
162,gan_majority_but_mt_not_gan,t5,5,fixed,5.0,240,33,87,358,207,153,118,gan
25,limitation_cases,p90,90th pct,percentile,19.733575,181,31,68,414,150,113,233,cnn
25,limitation_cases,p95,95th pct,percentile,20.865501,200,26,73,492,174,127,292,cnn
25,limitation_cases,p99,99th pct,percentile,22.452469,120,17,29,142,103,91,22,gan
25,limitation_cases,t10,10,fixed,10.0,312,48,101,233,264,211,79,gan
25,limitation_cases,t15,15,fixed,15.0,326,44,132,465,282,194,139,gan
25,limitation_cases,t5,5,fixed,5.0,29,2,6,24,27,23,5,gan
80,limitation_cases,p90,90th pct,percentile,12.848289,562,111,283,733,451,279,171,gan
80,limitation_cases,p95,95th pct,percentile,13.50444,453,83,206,736,370,247,283,cnn
80,limitation_cases,p99,99th pct,percentile,15.066986,241,16,81,318,225,160,77,gan
80,limitation_cases,t10,10,fixed,10.0,424,105,193,560,319,231,136,gan
80,limitation_cases,t15,15,fixed,15.0,247,18,88,328,229,159,81,gan
80,limitation_cases,t5,5,fixed,5.0,131,11,38,156,120,93,25,gan
154,limitation_cases,p90,90th pct,percentile,12.024292,159,39,93,299,120,66,140,cnn
154,limitation_cases,p95,95th pct,percentile,13.577682,100,25,61,200,75,39,100,cnn
154,limitation_cases,p99,99th pct,percentile,15.765862,45,12,24,137,33,21,92,cnn
154,limitation_cases,t10,10,fixed,10.0,250,51,160,477,199,90,227,cnn
154,limitation_cases,t15,15,fixed,15.0,57,13,31,148,44,26,91,cnn
154,limitation_cases,t5,5,fixed,5.0,143,26,42,135,117,101,8,gan
16,ridge_motif_16_20,p90,90th pct,percentile,17.957092,145,17,16,406,128,129,261,bicubic
16,ridge_motif_16_20,p95,95th pct,percentile,19.452499,27,4,9,207,23,18,180,cnn
16,ridge_motif_16_20,p99,99th pct,percentile,21.546066,9,3,2,115,6,7,106,bicubic
16,ridge_motif_16_20,t10,10,fixed,10.0,294,59,138,351,235,156,57,gan
16,ridge_motif_16_20,t15,15,fixed,15.0,139,17,39,373,122,100,234,cnn
16,ridge_motif_16_20,t5,5,fixed,5.0,119,16,38,145,103,81,26,gan
17,ridge_motif_16_20,p90,90th pct,percentile,18.488113,105,12,9,266,93,96,161,bicubic
17,ridge_motif_16_20,p95,95th pct,percentile,19.977417,24,6,8,221,18,16,197,cnn
17,ridge_motif_16_20,p99,99th pct,percentile,21.744438,20,5,10,198,15,10,178,cnn
17,ridge_motif_16_20,t10,10,fixed,10.0,292,57,131,384,235,161,92,gan
17,ridge_motif_16_20,t15,15,fixed,15.0,121,15,21,267,106,100,146,cnn
17,ridge_motif_16_20,t5,5,fixed,5.0,114,21,42,113,93,72,1,gan
18,ridge_motif_16_20,p90,90th pct,percentile,18.842125,108,15,11,420,93,97,312,bicubic
18,ridge_motif_16_20,p95,95th pct,percentile,20.255135,23,6,11,257,17,12,234,cnn
18,ridge_motif_16_20,p99,99th pct,percentile,21.848198,37,13,28,165,24,9,128,cnn
18,ridge_motif_16_20,t10,10,fixed,10.0,337,67,131,423,270,206,86,gan
18,ridge_motif_16_20,t15,15,fixed,15.0,83,9,12,227,74,71,144,cnn
18,ridge_motif_16_20,t5,5,fixed,5.0,99,13,22,136,86,77,37,gan
19,ridge_motif_16_20,p90,90th pct,percentile,19.083221,142,27,24,516,115,118,374,bicubic
19,ridge_motif_16_20,p95,95th pct,percentile,20.099487,70,16,28,320,54,42,250,cnn
19,ridge_motif_16_20,p99,99th pct,percentile,21.99469,31,9,29,117,22,2,86,cnn
19,ridge_motif_16_20,t10,10,fixed,10.0,337,76,139,435,261,198,98,gan
19,ridge_motif_16_20,t15,15,fixed,15.0,88,12,30,210,76,58,122,cnn
19,ridge_motif_16_20,t5,5,fixed,5.0,100,16,36,124,84,64,24,gan
20,ridge_motif_16_20,p90,90th pct,percentile,19.211403,176,23,52,595,153,124,419,cnn
20,ridge_motif_16_20,p95,95th pct,percentile,20.084229,127,17,24,364,110,103,237,cnn
20,ridge_motif_16_20,p99,99th pct,percentile,21.958069,35,9,17,98,26,18,63,cnn
20,ridge_motif_16_20,t10,10,fixed,10.0,354,56,148,520,298,206,166,gan
20,ridge_motif_16_20,t15,15,fixed,15.0,83,15,29,203,68,54,120,cnn
20,ridge_motif_16_20,t5,5,fixed,5.0,74,12,37,141,62,37,67,cnn
