sample_idx,psnr_cnn,psnr_gan,ssim_cnn,ssim_gan,abs_delta_psnr,abs_delta_ssim,mt_cnn,mt_gan,pd_cnn,pd_gan,delta_mt_cnn_minus_gan,delta_pd_cnn_minus_gan,winner_mt,winner_pd,cnn_lr_mae,gan_lr_mae,cnn_lr_mse,gan_lr_mse,cnn_lr_psnr,gan_lr_psnr,winner_lr_mae,winner_lr_mse,winner_lr_psnr,winner_lr_group,cnn_err_abs_max,gan_err_abs_max,winner_extreme_abs_max,cnn_exceed_err_q90,gan_exceed_err_q90,winner_exceed_q90,cnn_exceed_err_q95,gan_exceed_err_q95,winner_exceed_q95,cnn_tail_mae,gan_tail_mae,winner_tail_mae,winner_extreme_group,cnn_wpd_rmse,gan_wpd_rmse,winner_wpd_rmse,cnn_wpd_mae,gan_wpd_mae,winner_wpd_mae,cnn_psd_log_l2,gan_psd_log_l2,winner_psd_log_l2,cnn_grad_mae,gan_grad_mae,winner_grad_mae,winner_physics_group,agree_mt_winner_lr_mae,agree_mt_winner_lr_mse,agree_mt_winner_lr_psnr,agree_mt_winner_lr_group,agree_mt_winner_extreme_abs_max,agree_mt_winner_extreme_group,agree_mt_winner_tail_mae,agree_mt_winner_physics_group,topology_gap_abs,agreement_score,metric,threshold
34,16.106398374809483,16.051426659502837,0.24351085891612434,0.2112257282970493,0.05497171530664602,0.032285130619075036,16.532649993896484,11.321325302124023,47.387047031321764,47.36937415634987,5.211324691772461,0.017672874971893293,gan,gan,0.41392504474127734,0.5518428151056228,0.3591147454079073,0.5684580314047742,30.09047804627781,28.095826356897344,cnn,cnn,cnn,cnn,9.730024692667435,3.341126581803973,gan,0.0975,0.094904,gan,0.048452,0.046740000000000004,gan,12.879716233489427,12.501117624775642,gan,gan,2221.2759291647267,2210.886919856745,gan,1638.056337820119,1630.872912647068,gan,1.2493771456994767,0.6338283692625407,gan,0.5182240349981209,0.4991204217610439,gan,gan,0,0,0,0,1,1,1,1,5.211324691772461,0.6666666666666666,psnr,0.2
27,15.500323611328408,15.327538454079225,0.19224542034644065,0.17904261200500282,0.17278515724918364,0.013202808341437833,14.89694595336914,9.983192443847656,48.311627543490935,48.33644684742574,4.913753509521484,-0.024819303934805248,gan,cnn,0.6970144789388425,0.829184545618566,0.998336998160955,1.2217248110679597,33.488261770730205,32.61129949628637,cnn,cnn,cnn,cnn,12.271431625425627,20.32263847142122,cnn,0.20036,0.20603200000000002,cnn,0.23708800000000002,0.244064,cnn,14.75936030984878,15.392691300788867,cnn,cnn,15356.212080585912,16406.71125830188,cnn,8184.00704523252,8761.197268193917,cnn,1.0012532686474633,1.0285600324802404,cnn,0.5769992380138473,0.5902453783523663,cnn,cnn,0,0,0,0,0,0,0,0,4.913753509521484,0.0,ssim,0.03
32,16.29860669669558,16.19601579520662,0.20593635602015598,0.1775671553271752,0.10259090148895922,0.028369200692980767,17.52699851989746,13.050602912902832,48.17088295842235,47.607752525051076,4.476395606994629,0.5631304333712706,gan,gan,0.48407435725065934,0.6283498611762232,0.5149938201655151,0.7804343450378952,35.9113397074719,34.10599614964584,cnn,cnn,cnn,cnn,16.247638873471615,29.66388650449661,cnn,0.070316,0.06115600000000001,gan,0.024776000000000003,0.018044000000000004,gan,14.143166292155655,14.062841597078952,gan,gan,5455.856516696656,5968.736008549573,cnn,2142.7755007202645,2204.1265481387873,cnn,1.1920758562527276,1.109534289176213,gan,0.5302115956186593,0.5486702324735337,cnn,cnn,0,0,0,0,0,1,1,0,4.476395606994629,0.3333333333333333,ssim,0.03
33,16.178003196110865,16.10161754887457,0.21672228730040807,0.1901750492247034,0.07638564723629315,0.026547238075704666,16.21259307861328,11.835304260253906,47.69797552755851,45.93531237875061,4.377288818359375,1.7626631488079028,gan,gan,0.43490340610131123,0.5829624024600804,0.41324944927136475,0.6338175543971207,35.92445120511724,34.066931406123324,cnn,cnn,cnn,cnn,10.87331308278759,17.392881376868814,cnn,0.093672,0.0888,gan,0.045156,0.042104,gan,13.320494172910978,13.101765492181816,gan,gan,2919.7683266526606,3185.5944533007414,cnn,1674.0629975362547,1689.3244293742234,cnn,1.0392051951781398,0.794129972680634,gan,0.5113526512511307,0.5049294319879952,gan,na,0,0,0,0,0,1,1,na,4.377288818359375,0.5,ssim,0.03
28,15.524886198855533,15.34773011245894,0.1828279439401837,0.1655852532145298,0.17715608639659308,0.017242690725653903,15.381921768188477,11.040020942687988,50.04964806409335,50.632201123289626,4.341900825500488,-0.5825530591962789,gan,cnn,0.666533326806394,0.7796414266676198,0.9441758579272531,1.1176186455110513,34.67173862704578,33.93933115653782,cnn,cnn,cnn,cnn,13.497265856931307,20.433739337190232,cnn,0.151668,0.157896,cnn,0.18319200000000002,0.190764,cnn,15.91134910920167,16.602732123210473,cnn,cnn,14320.439900539657,15425.200540283635,cnn,6844.364203804865,7358.899369681954,cnn,1.0664114738424773,1.0628535606546923,gan,0.5655448410823923,0.5784069669431346,cnn,cnn,0,0,0,0,0,0,0,0,4.341900825500488,0.0,ssim,0.03
162,18.95367952643998,18.92525615675187,0.45052963486543,0.40709862453488466,0.028423369688109545,0.04343101033054536,5.3899617195129395,9.449442863464355,26.716682661824084,25.78459220670323,-4.059481143951416,0.9320904551208535,cnn,gan,0.3247813290420694,0.4578641379312876,0.2198644799597885,0.38913575680816276,32.03024776976239,29.550787109074886,cnn,cnn,cnn,cnn,2.569560384956606,7.3981308521074425,cnn,0.21647199999999997,0.21790400000000001,cnn,0.22442,0.22526400000000002,cnn,6.335155903515237,6.010177362046702,gan,cnn,848.2548611890279,847.8198902930966,gan,495.954883549286,496.3495754291773,cnn,0.9771586816196739,0.6151277304088661,gan,0.18033908279462302,0.2309124008721004,cnn,na,1,1,1,1,1,1,0,na,4.059481143951416,1.0,psnr,0.2
35,15.704492939855058,15.642556661584472,0.2467761016958067,0.2207040736023138,0.06193627827058634,0.026072028093492877,14.310142517089844,10.822689056396484,47.042266473445466,47.8109572328202,3.4874534606933594,-0.768690759374735,gan,cnn,0.40150782662950807,0.5345378780242508,0.3588882795139645,0.5448112126532161,30.69256872733431,28.879701110881683,cnn,cnn,cnn,cnn,7.623755103643521,3.689740536635071,gan,0.097052,0.09582,gan,0.047804,0.046676,gan,12.33291474492073,11.957908333600713,gan,gan,2282.0484058986685,2268.695617347873,gan,1716.7064819792272,1703.0662936337903,gan,1.151116129780694,0.6144663800295644,gan,0.5185281093135845,0.49368321826268063,gan,gan,0,0,0,0,1,1,1,1,3.4874534606933594,0.6666666666666666,ssim,0.03
36,15.387126693018953,15.323129380389211,0.2587116401499863,0.22651271749737528,0.06399731262974129,0.03219892265261104,11.788187026977539,9.105673789978027,47.265916896827854,48.53188644179104,2.6825132369995117,-1.265969544963184,gan,cnn,0.39884748346561844,0.5369741871574888,0.3712248916415846,0.5762509088750246,30.76865321630183,28.858907874063938,cnn,cnn,cnn,cnn,9.095697802260421,2.895541403268531,gan,0.097836,0.09686800000000001,gan,0.048472,0.047728,gan,11.535918097242,11.147691853164467,gan,gan,2340.2690553675025,2324.880721337696,gan,1782.4924530949793,1766.4152011007156,gan,1.1422520231460687,0.5654675943498759,gan,0.5260727021643876,0.5046885547313698,gan,gan,0,0,0,0,1,1,1,1,2.6825132369995117,0.6666666666666666,psnr,0.2
152,14.42539216097384,14.290489791912567,0.2889534672242142,0.24503115409778678,0.1349023690612725,0.04392231312642744,7.303607940673828,8.895024299621582,28.55705310545637,23.951979406768373,-1.591416358947754,4.605073698687995,cnn,gan,0.45977916765939697,0.6001066750417107,0.41415872499926215,0.6399809171653862,31.079987835579804,29.189985740814752,cnn,cnn,cnn,cnn,1.8917576497044948,11.245469884413552,cnn,0.013527999999999998,0.01804399999999999,cnn,0.009451999999999995,0.017231999999999997,cnn,4.95854378605972,4.865681390051939,gan,cnn,1213.1714478953668,1330.7022517639018,cnn,829.0314224779601,866.4307305749686,cnn,0.6612130825627022,0.40221549282680125,gan,0.36239322814228375,0.4045622964874301,cnn,cnn,1,1,1,1,1,1,0,1,1.591416358947754,1.0,psnr,0.2
157,15.602557379924036,15.485536024122812,0.34530391181556996,0.305588791366496,0.1170213558012243,0.03971512044907394,7.096986293792725,8.590669631958008,30.330327532167043,32.045693902953886,-1.4936833381652832,-1.7153663707868425,cnn,cnn,0.4434421284987686,0.5314912854396427,0.40840011469017584,0.5248912273647706,31.28263758707136,30.192802997249725,cnn,cnn,cnn,cnn,2.5921828526299393,16.270313945956026,cnn,0.21691200000000002,0.221656,cnn,0.21688000000000002,0.21992,cnn,8.299946585689417,8.173835835577517,gan,cnn,1934.8034739626844,1972.483594803917,cnn,1204.4115369721276,1217.030389884213,cnn,1.1521223941688232,0.38619189963514783,gan,0.26973722607473927,0.317526989522857,cnn,cnn,1,1,1,1,1,1,0,1,1.4936833381652832,1.0,psnr,0.2
148,13.793153517999315,13.61118995356,0.20647958995477014,0.16741050756716164,0.1819635644393145,0.039069082387608506,5.778331279754639,7.178394317626953,33.483799630764125,32.61066214871119,-1.4000630378723145,0.8731374820529325,cnn,gan,0.5067404317423552,0.6259934050117887,0.49222599562778524,0.7184918855054445,32.802205037256485,31.159631821561835,cnn,cnn,cnn,cnn,6.441256631590171,8.442145954981818,cnn,0.119088,0.135268,cnn,0.109196,0.12953599999999998,cnn,5.098557043496231,5.294182950279305,cnn,cnn,2687.821486718039,2977.3340790498646,cnn,1516.5907670926474,1651.9077020464206,cnn,1.0536409092825487,1.0313241055392588,gan,0.44235248097946794,0.473519761109664,cnn,cnn,1,1,1,1,1,1,1,1,1.4000630378723145,1.0,psnr,0.2
25,14.472765262970498,14.28981145602613,0.23047014371510444,0.20480249471031725,0.18295380694436858,0.025667649004787185,14.690879821777344,13.322566032409668,43.6753145221982,41.294392199777576,1.3683137893676758,2.3809223224206235,gan,gan,0.7096690976408947,0.8579698164687823,0.961223543473586,1.2614711477913823,32.97365535937299,31.7931261363729,cnn,cnn,cnn,cnn,8.184944624745611,9.30626976381204,cnn,0.295412,0.30524799999999996,cnn,0.325492,0.338444,cnn,11.373216664598026,11.87102563795609,cnn,cnn,14919.44249958989,15917.559244547338,cnn,9113.43517249626,9787.666005981906,cnn,0.8975906382988386,0.993311068611271,cnn,0.5041367659632104,0.5467587285593024,cnn,cnn,0,0,0,0,0,0,0,0,1.3683137893676758,0.0,ssim,0.03
24,14.042028973994523,13.847336163290262,0.281359134413511,0.24592114360836353,0.19469281070426092,0.03543799080514748,9.798386573791504,8.685693740844727,40.02659990203833,35.39916734128288,1.1126928329467773,4.6274325607554445,gan,gan,0.7154009991634727,0.8738071178168286,0.9414023881402367,1.2730348616328122,33.15711062895878,31.84646061756527,cnn,cnn,cnn,cnn,12.988030491845258,13.089082598327494,cnn,0.33641600000000005,0.34718000000000004,cnn,0.369056,0.380316,cnn,10.812331703260364,11.347299285123688,cnn,cnn,14659.249626715473,15658.964515837526,cnn,9274.572205825878,10019.766905753737,cnn,0.7809899711851059,0.9672722118823146,cnn,0.4705737337011559,0.5245757446003473,cnn,cnn,0,0,0,0,0,0,0,0,1.1126928329467773,0.0,psnr,0.2
147,13.204071879272387,12.99357274998652,0.2227905677691942,0.18813184116172993,0.21049912928586778,0.034658726607464274,6.244802951812744,7.207036018371582,34.62247541443747,35.24566854312165,-0.9622330665588379,-0.6231931286841856,cnn,cnn,0.5281617359618292,0.6404622562415446,0.5399278127408568,0.7389326067376878,32.77565720992191,31.412965893893347,cnn,cnn,cnn,cnn,7.194849572931005,7.980450949365068,cnn,0.201132,0.22029600000000002,cnn,0.193564,0.21201600000000004,cnn,5.736004951950358,6.031061629788262,cnn,cnn,4103.472616120764,4503.438855361823,cnn,2255.7731650977667,2490.6338574500573,cnn,1.1025501921950391,1.1259188699553295,cnn,0.44193418299927434,0.4819625038707714,cnn,cnn,1,1,1,1,1,1,1,1,,,,
39,14.816664831432139,14.767767388946705,0.41277400075387366,0.3677751556990169,0.04889744248543337,0.04499884505485674,7.849330902099609,8.733672142028809,33.179727789530716,34.56305424195426,-0.8843412399291992,-1.383326452423546,cnn,cnn,0.34292928090460667,0.47336559997962996,0.2826452981125904,0.4368209186673965,31.125317021779598,29.234700395431503,cnn,cnn,cnn,cnn,5.398434719958775,2.499240751213879,gan,0.09714,0.09670000000000001,gan,0.048728,0.048384,gan,10.33852636127132,10.188398743509678,gan,gan,2338.5444306837517,2331.9174503506024,gan,1669.7001602561252,1664.7505840405772,gan,1.3358182490862407,0.8212624508630879,gan,0.3684013845447292,0.3756733303115424,cnn,gan,1,1,1,1,0,0,0,0,0.8843412399291992,0.3333333333333333,psnr,0.2
161,18.815777174377235,18.777083997408916,0.45882926937714036,0.4197630851388346,0.03869317696831942,0.03906618423830577,9.79428482055664,9.049348831176758,27.0836083489381,26.24749650150785,0.7449359893798828,0.8361118474302494,gan,gan,0.31682161946894954,0.43999975504903177,0.2158093186015934,0.3557628047230811,30.445861442958563,28.27495797496511,cnn,cnn,cnn,cnn,5.6058810257441625,5.672392207970443,cnn,0.239916,0.243252,cnn,0.216428,0.21976800000000002,cnn,6.88082845281743,6.574963616795393,gan,cnn,1001.7693609508219,990.6548436314052,gan,595.9983105131317,593.7712238906017,gan,1.11608320104939,0.504832297067348,gan,0.18107857507766079,0.2309292887124226,cnn,gan,0,0,0,0,0,0,1,1,0.7449359893798828,0.3333333333333333,psnr,0.2
37,15.078225014811732,15.01253952943804,0.29464889899372854,0.25250070648804274,0.06568548537369168,0.0421481925056858,9.65693187713623,10.1189546585083,45.16197612276775,47.808597283825826,-0.4620227813720703,-2.6466211610580785,cnn,cnn,0.40254844459735334,0.5314602348772098,0.3852030470156493,0.5479720561374614,30.508666317368775,28.977979333593375,cnn,cnn,cnn,cnn,6.416979271137528,3.047635231361056,gan,0.09693600000000001,0.096404,gan,0.047964,0.047556,gan,10.658915350130224,10.249173235621729,gan,gan,2409.8291047122407,2394.6735915145505,gan,1834.1524400773424,1820.0995063465502,gan,1.1612666635161664,0.614068217673967,gan,0.51560571086231,0.49724333907212614,gan,gan,1,1,1,1,0,0,0,0,0.4620227813720703,0.3333333333333333,psnr,0.2
38,15.13880710557141,15.083557971845075,0.3656440176067613,0.34282840076700644,0.055249133726334776,0.02281561683975486,8.446245193481445,8.098371505737305,39.64403780910529,40.35832142875293,0.3478736877441406,-0.7142836196476381,gan,cnn,0.3688843660682105,0.4817860333355062,0.32723583529086364,0.44364877523474827,31.851503135076996,30.52971883379151,cnn,cnn,cnn,cnn,4.958904438020497,0.9693856349991243,gan,0.09686800000000001,0.09656400000000001,gan,0.047612,0.047172000000000006,gan,9.909836991957643,9.66066697940231,gan,gan,2416.0326071474074,2405.2111333737407,gan,1782.6836982812893,1776.0207613437406,gan,1.19038101024568,0.7766078491700972,gan,0.4578330542586747,0.44315164721716305,gan,gan,0,0,0,0,1,1,1,1,0.3478736877441406,0.6666666666666666,ssim,0.03
160,19.139918901643085,19.031780607824587,0.44267259245997853,0.39551583089471415,0.10813829381849871,0.04715676156526438,8.535894393920898,8.307012557983398,28.548307407906815,27.96860078092126,0.2288818359375,0.5797066269855549,gan,gan,0.3198568743101542,0.4592125285415565,0.21730931362242623,0.38406411906110977,31.046944310162054,28.573690357052897,cnn,cnn,cnn,cnn,6.099572728891092,3.458342140154027,gan,0.23001599999999997,0.236824,cnn,0.22089999999999999,0.22294000000000003,cnn,7.896072582481627,7.544899312636264,gan,tie,1103.8738703652268,1097.89706035035,gan,670.2940732134023,671.5816523849874,cnn,1.361323055292455,0.43043139891332405,gan,0.19279049518545532,0.24192213403699273,cnn,na,0,0,0,0,1,na,1,na,0.2288818359375,0.0,psnr,0.2
