method_id,metric,field,phase1_value,phase2a_recomputed_value,absolute_difference,status
candidate_c,exceed_abs_p90,mean_raw_delta,-0.007954833333333336,-0.007954833333333336,0.0,PASS
candidate_c,exceed_abs_p90,mean_improvement_delta,0.007954833333333336,0.007954833333333336,0.0,PASS
candidate_c,exceed_abs_p90,median_improvement_delta,0.006448000000000002,0.006448000000000002,0.0,PASS
candidate_c,exceed_abs_p90,n_improved,156,156,0.0,PASS
candidate_c,exceed_abs_p90,n_worsened,12,12,0.0,PASS
candidate_c,exceed_abs_p90,n_tied,0,0,0.0,PASS
candidate_c,exceed_abs_p90,n_valid,168,168,0.0,PASS
candidate_c,comp_curve_l1,cnn_mean,115.52777777777779,115.52777777777774,4.263256414560601e-14,PASS
candidate_c,comp_curve_l1,candidate_mean,112.70138888888889,112.70138888888881,7.105427357601002e-14,PASS
candidate_c,comp_curve_l1,mean_raw_delta,-2.8263888888888884,-2.8263888888888906,2.220446049250313e-15,PASS
candidate_c,comp_curve_l1,mean_improvement_delta,2.8263888888888884,2.8263888888888906,2.220446049250313e-15,PASS
candidate_c,comp_curve_l1,median_improvement_delta,4.250000000000014,4.250000000000014,0.0,PASS
candidate_c,comp_curve_l1,n_improved,109,109,0.0,PASS
candidate_c,comp_curve_l1,n_worsened,58,58,0.0,PASS
candidate_c,comp_curve_l1,n_tied,1,1,0.0,PASS
candidate_c,comp_curve_l1,n_valid,168,168,0.0,PASS
candidate_c,comp_abs_t5,cnn_mean,64.38095238095238,64.38095238095238,0.0,PASS
candidate_c,comp_abs_t5,candidate_mean,61.904761904761905,61.904761904761905,0.0,PASS
candidate_c,comp_abs_t5,mean_raw_delta,-2.4761904761904763,-2.4761904761904763,0.0,PASS
candidate_c,comp_abs_t5,mean_improvement_delta,2.4761904761904763,2.4761904761904763,0.0,PASS
candidate_c,comp_abs_t5,median_improvement_delta,1.0,1.0,0.0,PASS
candidate_c,comp_abs_t5,n_improved,91,91,0.0,PASS
candidate_c,comp_abs_t5,n_worsened,63,63,0.0,PASS
candidate_c,comp_abs_t5,n_tied,14,14,0.0,PASS
candidate_c,comp_abs_t5,n_valid,168,168,0.0,PASS
candidate_c,comp_abs_t10,cnn_mean,187.16666666666666,187.16666666666666,0.0,PASS
candidate_c,comp_abs_t10,candidate_mean,200.0,200.0,0.0,PASS
candidate_c,comp_abs_t10,mean_raw_delta,12.833333333333334,12.833333333333334,0.0,PASS
candidate_c,comp_abs_t10,mean_improvement_delta,-12.833333333333334,-12.833333333333334,0.0,PASS
candidate_c,comp_abs_t10,median_improvement_delta,-11.0,-11.0,0.0,PASS
candidate_c,comp_abs_t10,n_improved,46,46,0.0,PASS
candidate_c,comp_abs_t10,n_worsened,118,118,0.0,PASS
candidate_c,comp_abs_t10,n_tied,4,4,0.0,PASS
candidate_c,comp_abs_t10,n_valid,168,168,0.0,PASS
candidate_c,comp_abs_t15,cnn_mean,116.80952380952381,116.80952380952381,0.0,PASS
candidate_c,comp_abs_t15,candidate_mean,105.80952380952381,105.80952380952381,0.0,PASS
candidate_c,comp_abs_t15,mean_raw_delta,-11.0,-11.0,0.0,PASS
candidate_c,comp_abs_t15,mean_improvement_delta,11.0,11.0,0.0,PASS
candidate_c,comp_abs_t15,median_improvement_delta,10.0,10.0,0.0,PASS
candidate_c,comp_abs_t15,n_improved,122,122,0.0,PASS
candidate_c,comp_abs_t15,n_worsened,45,45,0.0,PASS
candidate_c,comp_abs_t15,n_tied,1,1,0.0,PASS
candidate_c,comp_abs_t15,n_valid,168,168,0.0,PASS
candidate_c,pd_distance,cnn_mean,27.406283078086062,27.406283078086055,7.105427357601002e-15,PASS
candidate_c,pd_distance,candidate_mean,22.494387345643272,22.494387345643283,1.0658141036401503e-14,PASS
candidate_c,pd_distance,mean_raw_delta,-4.91189573244279,-4.911895732442791,8.881784197001252e-16,PASS
candidate_c,pd_distance,mean_improvement_delta,4.91189573244279,4.911895732442791,8.881784197001252e-16,PASS
candidate_c,pd_distance,median_improvement_delta,5.094996478720905,5.094996478720905,0.0,PASS
candidate_c,pd_distance,n_improved,168,168,0.0,PASS
candidate_c,pd_distance,n_worsened,0,0,0.0,PASS
candidate_c,pd_distance,n_tied,0,0,0.0,PASS
candidate_c,pd_distance,n_valid,168,168,0.0,PASS
candidate_c,mt_distance,cnn_mean,5.867795200574966,5.867795200574966,0.0,PASS
candidate_c,mt_distance,candidate_mean,6.080286664622171,6.080286664622171,0.0,PASS
candidate_c,mt_distance,mean_raw_delta,0.21249146404720487,0.21249146404720487,0.0,PASS
candidate_c,mt_distance,mean_improvement_delta,-0.21249146404720487,-0.21249146404720487,0.0,PASS
candidate_c,mt_distance,median_improvement_delta,-0.27164292335510254,-0.27164292335510254,0.0,PASS
candidate_c,mt_distance,n_improved,52,52,0.0,PASS
candidate_c,mt_distance,n_worsened,116,116,0.0,PASS
candidate_c,mt_distance,n_tied,0,0,0.0,PASS
candidate_c,mt_distance,n_valid,168,168,0.0,PASS
f1_grad_e2,psnruv,cnn_mean,31.192500433861134,31.192500433861134,0.0,PASS
f1_grad_e2,psnruv,candidate_mean,32.49494049551153,32.494940495511536,7.105427357601002e-15,PASS
f1_grad_e2,psnruv,mean_raw_delta,1.302440061650394,1.3024400616503942,2.220446049250313e-16,PASS
f1_grad_e2,psnruv,mean_improvement_delta,1.302440061650394,1.3024400616503942,2.220446049250313e-16,PASS
f1_grad_e2,psnruv,median_improvement_delta,1.3744318260755701,1.3744318260755701,0.0,PASS
f1_grad_e2,psnruv,n_improved,168,168,0.0,PASS
f1_grad_e2,psnruv,n_worsened,0,0,0.0,PASS
f1_grad_e2,psnruv,n_tied,0,0,0.0,PASS
f1_grad_e2,psnruv,n_valid,168,168,0.0,PASS
f1_grad_e2,ssim_speed,cnn_mean,,,,PASS
f1_grad_e2,ssim_speed,candidate_mean,,,,PASS
f1_grad_e2,ssim_speed,mean_raw_delta,,,,PASS
f1_grad_e2,ssim_speed,mean_improvement_delta,,,,PASS
f1_grad_e2,ssim_speed,median_improvement_delta,,,,PASS
f1_grad_e2,ssim_speed,n_improved,,,,PASS
f1_grad_e2,ssim_speed,n_worsened,,,,PASS
f1_grad_e2,ssim_speed,n_tied,,,,PASS
f1_grad_e2,ssim_speed,n_valid,0,0,0.0,PASS
f1_grad_e2,speed_mae,cnn_mean,0.6940701629397319,0.6940701629397316,3.3306690738754696e-16,PASS
f1_grad_e2,speed_mae,candidate_mean,0.5899138082189178,0.5899138082189177,1.1102230246251565e-16,PASS
f1_grad_e2,speed_mae,mean_raw_delta,-0.104156354720814,-0.10415635472081404,4.163336342344337e-17,PASS
f1_grad_e2,speed_mae,mean_improvement_delta,0.104156354720814,0.10415635472081404,4.163336342344337e-17,PASS
f1_grad_e2,speed_mae,median_improvement_delta,0.09964674000827639,0.09964674000827639,0.0,PASS
f1_grad_e2,speed_mae,n_improved,168,168,0.0,PASS
f1_grad_e2,speed_mae,n_worsened,0,0,0.0,PASS
f1_grad_e2,speed_mae,n_tied,0,0,0.0,PASS
f1_grad_e2,speed_mae,n_valid,168,168,0.0,PASS
f1_grad_e2,speed_rmse,cnn_mean,1.1077586003651096,1.1077586003651088,8.881784197001252e-16,PASS
f1_grad_e2,speed_rmse,candidate_mean,0.989075208141753,0.9890752081417526,3.3306690738754696e-16,PASS
f1_grad_e2,speed_rmse,mean_raw_delta,-0.11868339222335673,-0.11868339222335669,4.163336342344337e-17,PASS
f1_grad_e2,speed_rmse,mean_improvement_delta,0.11868339222335673,0.11868339222335669,4.163336342344337e-17,PASS
f1_grad_e2,speed_rmse,median_improvement_delta,0.10859014318553134,0.10859014318553134,0.0,PASS
f1_grad_e2,speed_rmse,n_improved,168,168,0.0,PASS
f1_grad_e2,speed_rmse,n_worsened,0,0,0.0,PASS
f1_grad_e2,speed_rmse,n_tied,0,0,0.0,PASS
f1_grad_e2,speed_rmse,n_valid,168,168,0.0,PASS
f1_grad_e2,wpd_mae,cnn_mean,231.67091095165674,231.67091095165674,0.0,PASS
f1_grad_e2,wpd_mae,candidate_mean,190.68965408431572,190.68965408431572,0.0,PASS
f1_grad_e2,wpd_mae,mean_raw_delta,-40.98125686734102,-40.981256867341,1.4210854715202004e-14,PASS
f1_grad_e2,wpd_mae,mean_improvement_delta,40.98125686734102,40.981256867341,1.4210854715202004e-14,PASS
f1_grad_e2,wpd_mae,median_improvement_delta,35.608793178971865,35.608793178971865,0.0,PASS
f1_grad_e2,wpd_mae,n_improved,168,168,0.0,PASS
f1_grad_e2,wpd_mae,n_worsened,0,0,0.0,PASS
f1_grad_e2,wpd_mae,n_tied,0,0,0.0,PASS
f1_grad_e2,wpd_mae,n_valid,168,168,0.0,PASS
f1_grad_e2,wpd_w1,cnn_mean,45.27127092112853,45.271270921128526,7.105427357601002e-15,PASS
f1_grad_e2,wpd_w1,candidate_mean,24.732185186891716,24.732185186891712,3.552713678800501e-15,PASS
f1_grad_e2,wpd_w1,mean_raw_delta,-20.539085734236817,-20.539085734236824,7.105427357601002e-15,PASS
f1_grad_e2,wpd_w1,mean_improvement_delta,20.539085734236817,20.539085734236824,7.105427357601002e-15,PASS
f1_grad_e2,wpd_w1,median_improvement_delta,21.849402252382237,21.849402252382237,0.0,PASS
f1_grad_e2,wpd_w1,n_improved,156,156,0.0,PASS
f1_grad_e2,wpd_w1,n_worsened,12,12,0.0,PASS
f1_grad_e2,wpd_w1,n_tied,0,0,0.0,PASS
f1_grad_e2,wpd_w1,n_valid,168,168,0.0,PASS
f1_grad_e2,wpd_bias_abs,cnn_mean,35.343902938857745,35.343902938857745,0.0,PASS
f1_grad_e2,wpd_bias_abs,candidate_mean,22.637720081699943,22.637720081699936,7.105427357601002e-15,PASS
f1_grad_e2,wpd_bias_abs,mean_raw_delta,-12.706182857157804,-12.70618285715781,5.329070518200751e-15,PASS
f1_grad_e2,wpd_bias_abs,mean_improvement_delta,12.706182857157804,12.70618285715781,5.329070518200751e-15,PASS
f1_grad_e2,wpd_bias_abs,median_improvement_delta,14.140159549785494,14.140159549785494,0.0,PASS
f1_grad_e2,wpd_bias_abs,n_improved,141,141,0.0,PASS
f1_grad_e2,wpd_bias_abs,n_worsened,27,27,0.0,PASS
f1_grad_e2,wpd_bias_abs,n_tied,0,0,0.0,PASS
f1_grad_e2,wpd_bias_abs,n_valid,168,168,0.0,PASS
f1_grad_e2,grad_mae,cnn_mean,0.3490557204526641,0.3490557204526642,1.1102230246251565e-16,PASS
f1_grad_e2,grad_mae,candidate_mean,0.31253494510834556,0.31253494510834545,1.1102230246251565e-16,PASS
f1_grad_e2,grad_mae,mean_raw_delta,-0.03652077534431856,-0.03652077534431855,6.938893903907228e-18,PASS
f1_grad_e2,grad_mae,mean_improvement_delta,0.03652077534431856,0.03652077534431855,6.938893903907228e-18,PASS
f1_grad_e2,grad_mae,median_improvement_delta,0.03713989384611069,0.03713989384611069,0.0,PASS
f1_grad_e2,grad_mae,n_improved,168,168,0.0,PASS
f1_grad_e2,grad_mae,n_worsened,0,0,0.0,PASS
f1_grad_e2,grad_mae,n_tied,0,0,0.0,PASS
f1_grad_e2,grad_mae,n_valid,168,168,0.0,PASS
f1_grad_e2,grad_w1,cnn_mean,0.23294292018237558,0.23294292018237575,1.6653345369377348e-16,PASS
f1_grad_e2,grad_w1,candidate_mean,0.13811306553305527,0.13811306553305533,5.551115123125783e-17,PASS
f1_grad_e2,grad_w1,mean_raw_delta,-0.09482985464932035,-0.09482985464932037,1.3877787807814457e-17,PASS
f1_grad_e2,grad_w1,mean_improvement_delta,0.09482985464932035,0.09482985464932037,1.3877787807814457e-17,PASS
f1_grad_e2,grad_w1,median_improvement_delta,0.10095104581633603,0.10095104581633603,0.0,PASS
f1_grad_e2,grad_w1,n_improved,167,167,0.0,PASS
f1_grad_e2,grad_w1,n_worsened,1,1,0.0,PASS
f1_grad_e2,grad_w1,n_tied,0,0,0.0,PASS
f1_grad_e2,grad_w1,n_valid,168,168,0.0,PASS
f1_grad_e2,grad_kurtosis_abs_delta,cnn_mean,3.7003760441443694,3.70037604414437,4.440892098500626e-16,PASS
f1_grad_e2,grad_kurtosis_abs_delta,candidate_mean,3.2600759938201143,3.2600759938201143,0.0,PASS
f1_grad_e2,grad_kurtosis_abs_delta,mean_raw_delta,-0.44030005032425545,-0.4403000503242557,2.220446049250313e-16,PASS
f1_grad_e2,grad_kurtosis_abs_delta,mean_improvement_delta,0.44030005032425545,0.4403000503242557,2.220446049250313e-16,PASS
f1_grad_e2,grad_kurtosis_abs_delta,median_improvement_delta,-0.7028876428006914,-0.7028876428006914,0.0,PASS
f1_grad_e2,grad_kurtosis_abs_delta,n_improved,68,68,0.0,PASS
f1_grad_e2,grad_kurtosis_abs_delta,n_worsened,100,100,0.0,PASS
f1_grad_e2,grad_kurtosis_abs_delta,n_tied,0,0,0.0,PASS
f1_grad_e2,grad_kurtosis_abs_delta,n_valid,168,168,0.0,PASS
f1_grad_e2,psd_log_l2,cnn_mean,0.8335247431666106,0.833524743166611,3.3306690738754696e-16,PASS
f1_grad_e2,psd_log_l2,candidate_mean,0.8146748449514062,0.8146748449514062,0.0,PASS
f1_grad_e2,psd_log_l2,mean_raw_delta,-0.018849898215204466,-0.01884989821520446,6.938893903907228e-18,PASS
f1_grad_e2,psd_log_l2,mean_improvement_delta,0.018849898215204466,0.01884989821520446,6.938893903907228e-18,PASS
f1_grad_e2,psd_log_l2,median_improvement_delta,0.035360093814533367,0.035360093814533367,0.0,PASS
f1_grad_e2,psd_log_l2,n_improved,119,119,0.0,PASS
f1_grad_e2,psd_log_l2,n_worsened,49,49,0.0,PASS
f1_grad_e2,psd_log_l2,n_tied,0,0,0.0,PASS
f1_grad_e2,psd_log_l2,n_valid,168,168,0.0,PASS
f1_grad_e2,psd_slope_abs_delta,cnn_mean,0.9150108562505738,0.9150108562505733,4.440892098500626e-16,PASS
f1_grad_e2,psd_slope_abs_delta,candidate_mean,1.1385358943732429,1.1385358943732424,4.440892098500626e-16,PASS
f1_grad_e2,psd_slope_abs_delta,mean_raw_delta,0.22352503812266894,0.22352503812266886,8.326672684688674e-17,PASS
f1_grad_e2,psd_slope_abs_delta,mean_improvement_delta,-0.22352503812266894,-0.22352503812266886,8.326672684688674e-17,PASS
f1_grad_e2,psd_slope_abs_delta,median_improvement_delta,-0.18624748183833728,-0.18624748183833728,0.0,PASS
f1_grad_e2,psd_slope_abs_delta,n_improved,3,3,0.0,PASS
f1_grad_e2,psd_slope_abs_delta,n_worsened,165,165,0.0,PASS
f1_grad_e2,psd_slope_abs_delta,n_tied,0,0,0.0,PASS
f1_grad_e2,psd_slope_abs_delta,n_valid,168,168,0.0,PASS
f1_grad_e2,exceed_abs_t5,cnn_mean,0.004242333333333336,0.004242333333333336,0.0,PASS
f1_grad_e2,exceed_abs_t5,candidate_mean,0.002536261904761906,0.002536261904761906,0.0,PASS
f1_grad_e2,exceed_abs_t5,mean_raw_delta,-0.0017060714285714298,-0.0017060714285714298,0.0,PASS
f1_grad_e2,exceed_abs_t5,mean_improvement_delta,0.0017060714285714298,0.0017060714285714298,0.0,PASS
f1_grad_e2,exceed_abs_t5,median_improvement_delta,0.0016259999999999608,0.0016259999999999608,0.0,PASS
f1_grad_e2,exceed_abs_t5,n_improved,123,123,0.0,PASS
f1_grad_e2,exceed_abs_t5,n_worsened,45,45,0.0,PASS
f1_grad_e2,exceed_abs_t5,n_tied,0,0,0.0,PASS
f1_grad_e2,exceed_abs_t5,n_valid,168,168,0.0,PASS
f1_grad_e2,exceed_abs_t10,cnn_mean,0.006580809523809519,0.006580809523809515,4.336808689942018e-18,PASS
f1_grad_e2,exceed_abs_t10,candidate_mean,0.005151904761904762,0.005151904761904761,8.673617379884035e-19,PASS
f1_grad_e2,exceed_abs_t10,mean_raw_delta,-0.0014289047619047569,-0.0014289047619047565,4.336808689942018e-19,PASS
f1_grad_e2,exceed_abs_t10,mean_improvement_delta,0.0014289047619047569,0.0014289047619047565,4.336808689942018e-19,PASS
f1_grad_e2,exceed_abs_t10,median_improvement_delta,0.0018299999999999775,0.0018299999999999775,0.0,PASS
f1_grad_e2,exceed_abs_t10,n_improved,117,117,0.0,PASS
f1_grad_e2,exceed_abs_t10,n_worsened,51,51,0.0,PASS
f1_grad_e2,exceed_abs_t10,n_tied,0,0,0.0,PASS
f1_grad_e2,exceed_abs_t10,n_valid,168,168,0.0,PASS
f1_grad_e2,exceed_abs_t15,cnn_mean,0.0062105,0.0062104999999999955,4.336808689942018e-18,PASS
f1_grad_e2,exceed_abs_t15,candidate_mean,0.002673071428571429,0.0026730714285714296,4.336808689942018e-19,PASS
f1_grad_e2,exceed_abs_t15,mean_raw_delta,-0.0035374285714285703,-0.0035374285714285703,0.0,PASS
f1_grad_e2,exceed_abs_t15,mean_improvement_delta,0.0035374285714285703,0.0035374285714285703,0.0,PASS
f1_grad_e2,exceed_abs_t15,median_improvement_delta,0.002568000000000001,0.002568000000000001,0.0,PASS
f1_grad_e2,exceed_abs_t15,n_improved,143,143,0.0,PASS
f1_grad_e2,exceed_abs_t15,n_worsened,25,25,0.0,PASS
f1_grad_e2,exceed_abs_t15,n_tied,0,0,0.0,PASS
f1_grad_e2,exceed_abs_t15,n_valid,168,168,0.0,PASS
f1_grad_e2,exceed_abs_p90,cnn_mean,0.010253619047619053,0.010253619047619051,1.734723475976807e-18,PASS
f1_grad_e2,exceed_abs_p90,candidate_mean,0.004664357142857148,0.004664357142857146,1.734723475976807e-18,PASS
f1_grad_e2,exceed_abs_p90,mean_raw_delta,-0.005589261904761904,-0.005589261904761904,0.0,PASS
f1_grad_e2,exceed_abs_p90,mean_improvement_delta,0.005589261904761904,0.005589261904761904,0.0,PASS
f1_grad_e2,exceed_abs_p90,median_improvement_delta,0.0045600000000000016,0.0045600000000000016,0.0,PASS
f1_grad_e2,exceed_abs_p90,n_improved,141,141,0.0,PASS
f1_grad_e2,exceed_abs_p90,n_worsened,27,27,0.0,PASS
f1_grad_e2,exceed_abs_p90,n_tied,0,0,0.0,PASS
f1_grad_e2,exceed_abs_p90,n_valid,168,168,0.0,PASS
f1_grad_e2,comp_curve_l1,cnn_mean,115.52777777777779,115.52777777777774,4.263256414560601e-14,PASS
f1_grad_e2,comp_curve_l1,candidate_mean,81.18154761904762,81.18154761904763,1.4210854715202004e-14,PASS
f1_grad_e2,comp_curve_l1,mean_raw_delta,-34.34623015873016,-34.34623015873016,0.0,PASS
f1_grad_e2,comp_curve_l1,mean_improvement_delta,34.34623015873016,34.34623015873016,0.0,PASS
f1_grad_e2,comp_curve_l1,median_improvement_delta,32.833333333333336,32.833333333333336,0.0,PASS
f1_grad_e2,comp_curve_l1,n_improved,166,166,0.0,PASS
f1_grad_e2,comp_curve_l1,n_worsened,2,2,0.0,PASS
f1_grad_e2,comp_curve_l1,n_tied,0,0,0.0,PASS
f1_grad_e2,comp_curve_l1,n_valid,168,168,0.0,PASS
f1_grad_e2,comp_abs_t5,cnn_mean,64.38095238095238,64.38095238095238,0.0,PASS
f1_grad_e2,comp_abs_t5,candidate_mean,50.726190476190474,50.726190476190474,0.0,PASS
f1_grad_e2,comp_abs_t5,mean_raw_delta,-13.654761904761905,-13.654761904761905,0.0,PASS
f1_grad_e2,comp_abs_t5,mean_improvement_delta,13.654761904761905,13.654761904761905,0.0,PASS
f1_grad_e2,comp_abs_t5,median_improvement_delta,8.5,8.5,0.0,PASS
f1_grad_e2,comp_abs_t5,n_improved,142,142,0.0,PASS
f1_grad_e2,comp_abs_t5,n_worsened,17,17,0.0,PASS
f1_grad_e2,comp_abs_t5,n_tied,9,9,0.0,PASS
f1_grad_e2,comp_abs_t5,n_valid,168,168,0.0,PASS
f1_grad_e2,comp_abs_t10,cnn_mean,187.16666666666666,187.16666666666666,0.0,PASS
f1_grad_e2,comp_abs_t10,candidate_mean,150.74404761904762,150.74404761904762,0.0,PASS
f1_grad_e2,comp_abs_t10,mean_raw_delta,-36.42261904761905,-36.42261904761905,0.0,PASS
f1_grad_e2,comp_abs_t10,mean_improvement_delta,36.42261904761905,36.42261904761905,0.0,PASS
f1_grad_e2,comp_abs_t10,median_improvement_delta,32.0,32.0,0.0,PASS
f1_grad_e2,comp_abs_t10,n_improved,154,154,0.0,PASS
f1_grad_e2,comp_abs_t10,n_worsened,13,13,0.0,PASS
f1_grad_e2,comp_abs_t10,n_tied,1,1,0.0,PASS
f1_grad_e2,comp_abs_t10,n_valid,168,168,0.0,PASS
f1_grad_e2,comp_abs_t15,cnn_mean,116.80952380952381,116.80952380952381,0.0,PASS
f1_grad_e2,comp_abs_t15,candidate_mean,71.92857142857143,71.92857142857143,0.0,PASS
f1_grad_e2,comp_abs_t15,mean_raw_delta,-44.88095238095238,-44.88095238095238,0.0,PASS
f1_grad_e2,comp_abs_t15,mean_improvement_delta,44.88095238095238,44.88095238095238,0.0,PASS
f1_grad_e2,comp_abs_t15,median_improvement_delta,43.0,43.0,0.0,PASS
f1_grad_e2,comp_abs_t15,n_improved,156,156,0.0,PASS
f1_grad_e2,comp_abs_t15,n_worsened,12,12,0.0,PASS
f1_grad_e2,comp_abs_t15,n_tied,0,0,0.0,PASS
f1_grad_e2,comp_abs_t15,n_valid,168,168,0.0,PASS
f1_grad_e2,pd_distance,cnn_mean,27.406283078086062,27.406283078086055,7.105427357601002e-15,PASS
f1_grad_e2,pd_distance,candidate_mean,23.838249287609397,23.838249287609386,1.0658141036401503e-14,PASS
f1_grad_e2,pd_distance,mean_raw_delta,-3.568033790476664,-3.568033790476664,0.0,PASS
f1_grad_e2,pd_distance,mean_improvement_delta,3.568033790476664,3.568033790476664,0.0,PASS
f1_grad_e2,pd_distance,median_improvement_delta,3.770550204008366,3.770550204008366,0.0,PASS
f1_grad_e2,pd_distance,n_improved,166,166,0.0,PASS
f1_grad_e2,pd_distance,n_worsened,2,2,0.0,PASS
f1_grad_e2,pd_distance,n_tied,0,0,0.0,PASS
f1_grad_e2,pd_distance,n_valid,168,168,0.0,PASS
f1_grad_e2,mt_distance,cnn_mean,5.867795200574966,5.867795200574966,0.0,PASS
f1_grad_e2,mt_distance,candidate_mean,5.656570005984533,5.656570005984533,0.0,PASS
f1_grad_e2,mt_distance,mean_raw_delta,-0.2112251945904323,-0.2112251945904323,0.0,PASS
f1_grad_e2,mt_distance,mean_improvement_delta,0.2112251945904323,0.2112251945904323,0.0,PASS
f1_grad_e2,mt_distance,median_improvement_delta,0.10047245025634766,0.10047245025634766,0.0,PASS
f1_grad_e2,mt_distance,n_improved,98,98,0.0,PASS
f1_grad_e2,mt_distance,n_worsened,70,70,0.0,PASS
f1_grad_e2,mt_distance,n_tied,0,0,0.0,PASS
f1_grad_e2,mt_distance,n_valid,168,168,0.0,PASS
f2_grad_levelset_e2,psnruv,cnn_mean,31.192500433861134,31.192500433861134,0.0,PASS
f2_grad_levelset_e2,psnruv,candidate_mean,32.57624426913368,32.576244269133674,7.105427357601002e-15,PASS
f2_grad_levelset_e2,psnruv,mean_raw_delta,1.3837438352725429,1.3837438352725424,4.440892098500626e-16,PASS
f2_grad_levelset_e2,psnruv,mean_improvement_delta,1.3837438352725429,1.3837438352725424,4.440892098500626e-16,PASS
f2_grad_levelset_e2,psnruv,median_improvement_delta,1.4646527942668524,1.4646527942668524,0.0,PASS
f2_grad_levelset_e2,psnruv,n_improved,168,168,0.0,PASS
f2_grad_levelset_e2,psnruv,n_worsened,0,0,0.0,PASS
f2_grad_levelset_e2,psnruv,n_tied,0,0,0.0,PASS
f2_grad_levelset_e2,psnruv,n_valid,168,168,0.0,PASS
f2_grad_levelset_e2,ssim_speed,cnn_mean,,,,PASS
f2_grad_levelset_e2,ssim_speed,candidate_mean,,,,PASS
f2_grad_levelset_e2,ssim_speed,mean_raw_delta,,,,PASS
f2_grad_levelset_e2,ssim_speed,mean_improvement_delta,,,,PASS
f2_grad_levelset_e2,ssim_speed,median_improvement_delta,,,,PASS
f2_grad_levelset_e2,ssim_speed,n_improved,,,,PASS
f2_grad_levelset_e2,ssim_speed,n_worsened,,,,PASS
f2_grad_levelset_e2,ssim_speed,n_tied,,,,PASS
f2_grad_levelset_e2,ssim_speed,n_valid,0,0,0.0,PASS
f2_grad_levelset_e2,speed_mae,cnn_mean,0.6940701629397319,0.6940701629397316,3.3306690738754696e-16,PASS
f2_grad_levelset_e2,speed_mae,candidate_mean,0.5788023360297931,0.5788023360297933,1.1102230246251565e-16,PASS
f2_grad_levelset_e2,speed_mae,mean_raw_delta,-0.11526782690993868,-0.11526782690993877,8.326672684688674e-17,PASS
f2_grad_levelset_e2,speed_mae,mean_improvement_delta,0.11526782690993868,0.11526782690993877,8.326672684688674e-17,PASS
f2_grad_levelset_e2,speed_mae,median_improvement_delta,0.1116343051951432,0.1116343051951432,0.0,PASS
f2_grad_levelset_e2,speed_mae,n_improved,168,168,0.0,PASS
f2_grad_levelset_e2,speed_mae,n_worsened,0,0,0.0,PASS
f2_grad_levelset_e2,speed_mae,n_tied,0,0,0.0,PASS
f2_grad_levelset_e2,speed_mae,n_valid,168,168,0.0,PASS
f2_grad_levelset_e2,speed_rmse,cnn_mean,1.1077586003651096,1.1077586003651088,8.881784197001252e-16,PASS
f2_grad_levelset_e2,speed_rmse,candidate_mean,0.9776430659760245,0.9776430659760248,3.3306690738754696e-16,PASS
f2_grad_levelset_e2,speed_rmse,mean_raw_delta,-0.13011553438908527,-0.1301155343890853,2.7755575615628914e-17,PASS
f2_grad_levelset_e2,speed_rmse,mean_improvement_delta,0.13011553438908527,0.1301155343890853,2.7755575615628914e-17,PASS
f2_grad_levelset_e2,speed_rmse,median_improvement_delta,0.11882408178684051,0.11882408178684051,0.0,PASS
f2_grad_levelset_e2,speed_rmse,n_improved,168,168,0.0,PASS
f2_grad_levelset_e2,speed_rmse,n_worsened,0,0,0.0,PASS
f2_grad_levelset_e2,speed_rmse,n_tied,0,0,0.0,PASS
f2_grad_levelset_e2,speed_rmse,n_valid,168,168,0.0,PASS
f2_grad_levelset_e2,wpd_mae,cnn_mean,231.67091095165674,231.67091095165674,0.0,PASS
f2_grad_levelset_e2,wpd_mae,candidate_mean,186.82297844900262,186.82297844900262,0.0,PASS
f2_grad_levelset_e2,wpd_mae,mean_raw_delta,-44.84793250265411,-44.84793250265413,2.1316282072803006e-14,PASS
f2_grad_levelset_e2,wpd_mae,mean_improvement_delta,44.84793250265411,44.84793250265413,2.1316282072803006e-14,PASS
f2_grad_levelset_e2,wpd_mae,median_improvement_delta,39.619152975026225,39.619152975026225,0.0,PASS
f2_grad_levelset_e2,wpd_mae,n_improved,168,168,0.0,PASS
f2_grad_levelset_e2,wpd_mae,n_worsened,0,0,0.0,PASS
f2_grad_levelset_e2,wpd_mae,n_tied,0,0,0.0,PASS
f2_grad_levelset_e2,wpd_mae,n_valid,168,168,0.0,PASS
f2_grad_levelset_e2,wpd_w1,cnn_mean,45.27127092112853,45.271270921128526,7.105427357601002e-15,PASS
f2_grad_levelset_e2,wpd_w1,candidate_mean,20.152909762121467,20.15290976212146,7.105427357601002e-15,PASS
f2_grad_levelset_e2,wpd_w1,mean_raw_delta,-25.11836115900707,-25.118361159007062,7.105427357601002e-15,PASS
f2_grad_levelset_e2,wpd_w1,mean_improvement_delta,25.11836115900707,25.118361159007062,7.105427357601002e-15,PASS
f2_grad_levelset_e2,wpd_w1,median_improvement_delta,26.05968149286399,26.05968149286399,0.0,PASS
f2_grad_levelset_e2,wpd_w1,n_improved,158,158,0.0,PASS
f2_grad_levelset_e2,wpd_w1,n_worsened,10,10,0.0,PASS
f2_grad_levelset_e2,wpd_w1,n_tied,0,0,0.0,PASS
f2_grad_levelset_e2,wpd_w1,n_valid,168,168,0.0,PASS
f2_grad_levelset_e2,wpd_bias_abs,cnn_mean,35.343902938857745,35.343902938857745,0.0,PASS
