method_id,display_name,metric,metric_family,direction,n_total,n_finite,n_missing,coverage_status,missing_reason
grad_only,B-factorial: gradient only,wpd_w1,wind_power_distribution,lower_is_better,168,168,0,complete,
grad_only,B-factorial: gradient only,wpd_bias_abs,wind_power_distribution,lower_is_better,168,168,0,complete,
grad_only,B-factorial: gradient only,grad_mae,gradient_distribution,lower_is_better,168,168,0,complete,
grad_only,B-factorial: gradient only,grad_w1,gradient_distribution,lower_is_better,168,168,0,complete,
grad_only,B-factorial: gradient only,grad_kurtosis_abs_delta,gradient_distribution,lower_is_better,168,168,0,complete,
grad_only,B-factorial: gradient only,psd_log_l2,frequency_domain,lower_is_better,168,168,0,complete,
grad_only,B-factorial: gradient only,psd_slope_abs_delta,frequency_domain,lower_is_better,168,168,0,complete,
grad_only,B-factorial: gradient only,exceed_abs_t5,threshold_geometry,lower_is_better,168,168,0,complete,
grad_only,B-factorial: gradient only,exceed_abs_t10,threshold_geometry,lower_is_better,168,168,0,complete,
grad_only,B-factorial: gradient only,exceed_abs_t15,threshold_geometry,lower_is_better,168,168,0,complete,
grad_only,B-factorial: gradient only,exceed_abs_p90,threshold_geometry,lower_is_better,168,168,0,complete,
grad_only,B-factorial: gradient only,comp_curve_l1,threshold_geometry,lower_is_better,168,168,0,complete,
grad_only,B-factorial: gradient only,comp_abs_t5,threshold_geometry,lower_is_better,168,168,0,complete,
grad_only,B-factorial: gradient only,comp_abs_t10,threshold_geometry,lower_is_better,168,168,0,complete,
grad_only,B-factorial: gradient only,comp_abs_t15,threshold_geometry,lower_is_better,168,168,0,complete,
grad_only,B-factorial: gradient only,pd_distance,topology_pd,lower_is_better,168,168,0,complete,
grad_only,B-factorial: gradient only,mt_distance,topology_mt,lower_is_better,168,168,0,complete,
levelset_only,B-factorial: level-set only,psnruv,vector_uv,higher_is_better,168,168,0,complete,
levelset_only,B-factorial: level-set only,ssim_speed,scalar_speed,higher_is_better,168,0,168,globally_unavailable_optional,unavailable_global_dependency
levelset_only,B-factorial: level-set only,speed_mae,scalar_speed,lower_is_better,168,168,0,complete,
levelset_only,B-factorial: level-set only,speed_rmse,scalar_speed,lower_is_better,168,168,0,complete,
levelset_only,B-factorial: level-set only,wpd_mae,wind_power_distribution,lower_is_better,168,168,0,complete,
levelset_only,B-factorial: level-set only,wpd_w1,wind_power_distribution,lower_is_better,168,168,0,complete,
levelset_only,B-factorial: level-set only,wpd_bias_abs,wind_power_distribution,lower_is_better,168,168,0,complete,
levelset_only,B-factorial: level-set only,grad_mae,gradient_distribution,lower_is_better,168,168,0,complete,
levelset_only,B-factorial: level-set only,grad_w1,gradient_distribution,lower_is_better,168,168,0,complete,
levelset_only,B-factorial: level-set only,grad_kurtosis_abs_delta,gradient_distribution,lower_is_better,168,168,0,complete,
levelset_only,B-factorial: level-set only,psd_log_l2,frequency_domain,lower_is_better,168,168,0,complete,
levelset_only,B-factorial: level-set only,psd_slope_abs_delta,frequency_domain,lower_is_better,168,168,0,complete,
levelset_only,B-factorial: level-set only,exceed_abs_t5,threshold_geometry,lower_is_better,168,168,0,complete,
levelset_only,B-factorial: level-set only,exceed_abs_t10,threshold_geometry,lower_is_better,168,168,0,complete,
levelset_only,B-factorial: level-set only,exceed_abs_t15,threshold_geometry,lower_is_better,168,168,0,complete,
levelset_only,B-factorial: level-set only,exceed_abs_p90,threshold_geometry,lower_is_better,168,168,0,complete,
levelset_only,B-factorial: level-set only,comp_curve_l1,threshold_geometry,lower_is_better,168,168,0,complete,
levelset_only,B-factorial: level-set only,comp_abs_t5,threshold_geometry,lower_is_better,168,168,0,complete,
levelset_only,B-factorial: level-set only,comp_abs_t10,threshold_geometry,lower_is_better,168,168,0,complete,
levelset_only,B-factorial: level-set only,comp_abs_t15,threshold_geometry,lower_is_better,168,168,0,complete,
levelset_only,B-factorial: level-set only,pd_distance,topology_pd,lower_is_better,168,168,0,complete,
levelset_only,B-factorial: level-set only,mt_distance,topology_mt,lower_is_better,168,168,0,complete,
speed_grad,B-factorial: speed + gradient,psnruv,vector_uv,higher_is_better,168,168,0,complete,
speed_grad,B-factorial: speed + gradient,ssim_speed,scalar_speed,higher_is_better,168,0,168,globally_unavailable_optional,unavailable_global_dependency
speed_grad,B-factorial: speed + gradient,speed_mae,scalar_speed,lower_is_better,168,168,0,complete,
speed_grad,B-factorial: speed + gradient,speed_rmse,scalar_speed,lower_is_better,168,168,0,complete,
speed_grad,B-factorial: speed + gradient,wpd_mae,wind_power_distribution,lower_is_better,168,168,0,complete,
speed_grad,B-factorial: speed + gradient,wpd_w1,wind_power_distribution,lower_is_better,168,168,0,complete,
speed_grad,B-factorial: speed + gradient,wpd_bias_abs,wind_power_distribution,lower_is_better,168,168,0,complete,
speed_grad,B-factorial: speed + gradient,grad_mae,gradient_distribution,lower_is_better,168,168,0,complete,
speed_grad,B-factorial: speed + gradient,grad_w1,gradient_distribution,lower_is_better,168,168,0,complete,
speed_grad,B-factorial: speed + gradient,grad_kurtosis_abs_delta,gradient_distribution,lower_is_better,168,168,0,complete,
speed_grad,B-factorial: speed + gradient,psd_log_l2,frequency_domain,lower_is_better,168,168,0,complete,
speed_grad,B-factorial: speed + gradient,psd_slope_abs_delta,frequency_domain,lower_is_better,168,168,0,complete,
speed_grad,B-factorial: speed + gradient,exceed_abs_t5,threshold_geometry,lower_is_better,168,168,0,complete,
speed_grad,B-factorial: speed + gradient,exceed_abs_t10,threshold_geometry,lower_is_better,168,168,0,complete,
speed_grad,B-factorial: speed + gradient,exceed_abs_t15,threshold_geometry,lower_is_better,168,168,0,complete,
speed_grad,B-factorial: speed + gradient,exceed_abs_p90,threshold_geometry,lower_is_better,168,168,0,complete,
speed_grad,B-factorial: speed + gradient,comp_curve_l1,threshold_geometry,lower_is_better,168,168,0,complete,
speed_grad,B-factorial: speed + gradient,comp_abs_t5,threshold_geometry,lower_is_better,168,168,0,complete,
speed_grad,B-factorial: speed + gradient,comp_abs_t10,threshold_geometry,lower_is_better,168,168,0,complete,
speed_grad,B-factorial: speed + gradient,comp_abs_t15,threshold_geometry,lower_is_better,168,168,0,complete,
speed_grad,B-factorial: speed + gradient,pd_distance,topology_pd,lower_is_better,168,168,0,complete,
speed_grad,B-factorial: speed + gradient,mt_distance,topology_mt,lower_is_better,168,168,0,complete,
speed_levelset,B-factorial: speed + level-set,psnruv,vector_uv,higher_is_better,168,168,0,complete,
speed_levelset,B-factorial: speed + level-set,ssim_speed,scalar_speed,higher_is_better,168,0,168,globally_unavailable_optional,unavailable_global_dependency
speed_levelset,B-factorial: speed + level-set,speed_mae,scalar_speed,lower_is_better,168,168,0,complete,
speed_levelset,B-factorial: speed + level-set,speed_rmse,scalar_speed,lower_is_better,168,168,0,complete,
speed_levelset,B-factorial: speed + level-set,wpd_mae,wind_power_distribution,lower_is_better,168,168,0,complete,
speed_levelset,B-factorial: speed + level-set,wpd_w1,wind_power_distribution,lower_is_better,168,168,0,complete,
speed_levelset,B-factorial: speed + level-set,wpd_bias_abs,wind_power_distribution,lower_is_better,168,168,0,complete,
speed_levelset,B-factorial: speed + level-set,grad_mae,gradient_distribution,lower_is_better,168,168,0,complete,
speed_levelset,B-factorial: speed + level-set,grad_w1,gradient_distribution,lower_is_better,168,168,0,complete,
speed_levelset,B-factorial: speed + level-set,grad_kurtosis_abs_delta,gradient_distribution,lower_is_better,168,168,0,complete,
speed_levelset,B-factorial: speed + level-set,psd_log_l2,frequency_domain,lower_is_better,168,168,0,complete,
speed_levelset,B-factorial: speed + level-set,psd_slope_abs_delta,frequency_domain,lower_is_better,168,168,0,complete,
speed_levelset,B-factorial: speed + level-set,exceed_abs_t5,threshold_geometry,lower_is_better,168,168,0,complete,
speed_levelset,B-factorial: speed + level-set,exceed_abs_t10,threshold_geometry,lower_is_better,168,168,0,complete,
speed_levelset,B-factorial: speed + level-set,exceed_abs_t15,threshold_geometry,lower_is_better,168,168,0,complete,
speed_levelset,B-factorial: speed + level-set,exceed_abs_p90,threshold_geometry,lower_is_better,168,168,0,complete,
speed_levelset,B-factorial: speed + level-set,comp_curve_l1,threshold_geometry,lower_is_better,168,168,0,complete,
speed_levelset,B-factorial: speed + level-set,comp_abs_t5,threshold_geometry,lower_is_better,168,168,0,complete,
speed_levelset,B-factorial: speed + level-set,comp_abs_t10,threshold_geometry,lower_is_better,168,168,0,complete,
speed_levelset,B-factorial: speed + level-set,comp_abs_t15,threshold_geometry,lower_is_better,168,168,0,complete,
speed_levelset,B-factorial: speed + level-set,pd_distance,topology_pd,lower_is_better,168,168,0,complete,
speed_levelset,B-factorial: speed + level-set,mt_distance,topology_mt,lower_is_better,168,168,0,complete,
speed_only,B-factorial: speed only,psnruv,vector_uv,higher_is_better,168,168,0,complete,
speed_only,B-factorial: speed only,ssim_speed,scalar_speed,higher_is_better,168,0,168,globally_unavailable_optional,unavailable_global_dependency
speed_only,B-factorial: speed only,speed_mae,scalar_speed,lower_is_better,168,168,0,complete,
speed_only,B-factorial: speed only,speed_rmse,scalar_speed,lower_is_better,168,168,0,complete,
speed_only,B-factorial: speed only,wpd_mae,wind_power_distribution,lower_is_better,168,168,0,complete,
speed_only,B-factorial: speed only,wpd_w1,wind_power_distribution,lower_is_better,168,168,0,complete,
speed_only,B-factorial: speed only,wpd_bias_abs,wind_power_distribution,lower_is_better,168,168,0,complete,
speed_only,B-factorial: speed only,grad_mae,gradient_distribution,lower_is_better,168,168,0,complete,
speed_only,B-factorial: speed only,grad_w1,gradient_distribution,lower_is_better,168,168,0,complete,
speed_only,B-factorial: speed only,grad_kurtosis_abs_delta,gradient_distribution,lower_is_better,168,168,0,complete,
speed_only,B-factorial: speed only,psd_log_l2,frequency_domain,lower_is_better,168,168,0,complete,
speed_only,B-factorial: speed only,psd_slope_abs_delta,frequency_domain,lower_is_better,168,168,0,complete,
speed_only,B-factorial: speed only,exceed_abs_t5,threshold_geometry,lower_is_better,168,168,0,complete,
speed_only,B-factorial: speed only,exceed_abs_t10,threshold_geometry,lower_is_better,168,168,0,complete,
speed_only,B-factorial: speed only,exceed_abs_t15,threshold_geometry,lower_is_better,168,168,0,complete,
speed_only,B-factorial: speed only,exceed_abs_p90,threshold_geometry,lower_is_better,168,168,0,complete,
speed_only,B-factorial: speed only,comp_curve_l1,threshold_geometry,lower_is_better,168,168,0,complete,
speed_only,B-factorial: speed only,comp_abs_t5,threshold_geometry,lower_is_better,168,168,0,complete,
speed_only,B-factorial: speed only,comp_abs_t10,threshold_geometry,lower_is_better,168,168,0,complete,
speed_only,B-factorial: speed only,comp_abs_t15,threshold_geometry,lower_is_better,168,168,0,complete,
speed_only,B-factorial: speed only,pd_distance,topology_pd,lower_is_better,168,168,0,complete,
speed_only,B-factorial: speed only,mt_distance,topology_mt,lower_is_better,168,168,0,complete,
uv,Candidate UV (vector-only control),psnruv,vector_uv,higher_is_better,168,168,0,complete,
uv,Candidate UV (vector-only control),ssim_speed,scalar_speed,higher_is_better,168,0,168,globally_unavailable_optional,unavailable_global_dependency
uv,Candidate UV (vector-only control),speed_mae,scalar_speed,lower_is_better,168,168,0,complete,
uv,Candidate UV (vector-only control),speed_rmse,scalar_speed,lower_is_better,168,168,0,complete,
uv,Candidate UV (vector-only control),wpd_mae,wind_power_distribution,lower_is_better,168,168,0,complete,
uv,Candidate UV (vector-only control),wpd_w1,wind_power_distribution,lower_is_better,168,168,0,complete,
uv,Candidate UV (vector-only control),wpd_bias_abs,wind_power_distribution,lower_is_better,168,168,0,complete,
uv,Candidate UV (vector-only control),grad_mae,gradient_distribution,lower_is_better,168,168,0,complete,
uv,Candidate UV (vector-only control),grad_w1,gradient_distribution,lower_is_better,168,168,0,complete,
uv,Candidate UV (vector-only control),grad_kurtosis_abs_delta,gradient_distribution,lower_is_better,168,168,0,complete,
uv,Candidate UV (vector-only control),psd_log_l2,frequency_domain,lower_is_better,168,168,0,complete,
uv,Candidate UV (vector-only control),psd_slope_abs_delta,frequency_domain,lower_is_better,168,168,0,complete,
uv,Candidate UV (vector-only control),exceed_abs_t5,threshold_geometry,lower_is_better,168,168,0,complete,
uv,Candidate UV (vector-only control),exceed_abs_t10,threshold_geometry,lower_is_better,168,168,0,complete,
uv,Candidate UV (vector-only control),exceed_abs_t15,threshold_geometry,lower_is_better,168,168,0,complete,
uv,Candidate UV (vector-only control),exceed_abs_p90,threshold_geometry,lower_is_better,168,168,0,complete,
uv,Candidate UV (vector-only control),comp_curve_l1,threshold_geometry,lower_is_better,168,168,0,complete,
uv,Candidate UV (vector-only control),comp_abs_t5,threshold_geometry,lower_is_better,168,168,0,complete,
uv,Candidate UV (vector-only control),comp_abs_t10,threshold_geometry,lower_is_better,168,168,0,complete,
uv,Candidate UV (vector-only control),comp_abs_t15,threshold_geometry,lower_is_better,168,168,0,complete,
uv,Candidate UV (vector-only control),pd_distance,topology_pd,lower_is_better,168,168,0,complete,
uv,Candidate UV (vector-only control),mt_distance,topology_mt,lower_is_better,168,168,0,complete,
uv_crit,UV + critical-maxima proxy,psnruv,vector_uv,higher_is_better,168,168,0,complete,
uv_crit,UV + critical-maxima proxy,ssim_speed,scalar_speed,higher_is_better,168,0,168,globally_unavailable_optional,unavailable_global_dependency
uv_crit,UV + critical-maxima proxy,speed_mae,scalar_speed,lower_is_better,168,168,0,complete,
uv_crit,UV + critical-maxima proxy,speed_rmse,scalar_speed,lower_is_better,168,168,0,complete,
uv_crit,UV + critical-maxima proxy,wpd_mae,wind_power_distribution,lower_is_better,168,168,0,complete,
uv_crit,UV + critical-maxima proxy,wpd_w1,wind_power_distribution,lower_is_better,168,168,0,complete,
uv_crit,UV + critical-maxima proxy,wpd_bias_abs,wind_power_distribution,lower_is_better,168,168,0,complete,
uv_crit,UV + critical-maxima proxy,grad_mae,gradient_distribution,lower_is_better,168,168,0,complete,
uv_crit,UV + critical-maxima proxy,grad_w1,gradient_distribution,lower_is_better,168,168,0,complete,
uv_crit,UV + critical-maxima proxy,grad_kurtosis_abs_delta,gradient_distribution,lower_is_better,168,168,0,complete,
uv_crit,UV + critical-maxima proxy,psd_log_l2,frequency_domain,lower_is_better,168,168,0,complete,
uv_crit,UV + critical-maxima proxy,psd_slope_abs_delta,frequency_domain,lower_is_better,168,168,0,complete,
uv_crit,UV + critical-maxima proxy,exceed_abs_t5,threshold_geometry,lower_is_better,168,168,0,complete,
uv_crit,UV + critical-maxima proxy,exceed_abs_t10,threshold_geometry,lower_is_better,168,168,0,complete,
uv_crit,UV + critical-maxima proxy,exceed_abs_t15,threshold_geometry,lower_is_better,168,168,0,complete,
uv_crit,UV + critical-maxima proxy,exceed_abs_p90,threshold_geometry,lower_is_better,168,168,0,complete,
uv_crit,UV + critical-maxima proxy,comp_curve_l1,threshold_geometry,lower_is_better,168,168,0,complete,
uv_crit,UV + critical-maxima proxy,comp_abs_t5,threshold_geometry,lower_is_better,168,168,0,complete,
uv_crit,UV + critical-maxima proxy,comp_abs_t10,threshold_geometry,lower_is_better,168,168,0,complete,
uv_crit,UV + critical-maxima proxy,comp_abs_t15,threshold_geometry,lower_is_better,168,168,0,complete,
uv_crit,UV + critical-maxima proxy,pd_distance,topology_pd,lower_is_better,168,168,0,complete,
uv_crit,UV + critical-maxima proxy,mt_distance,topology_mt,lower_is_better,168,168,0,complete,
uv_e2,UV + repaired E2,psnruv,vector_uv,higher_is_better,168,168,0,complete,
uv_e2,UV + repaired E2,ssim_speed,scalar_speed,higher_is_better,168,0,168,globally_unavailable_optional,unavailable_global_dependency
uv_e2,UV + repaired E2,speed_mae,scalar_speed,lower_is_better,168,168,0,complete,
uv_e2,UV + repaired E2,speed_rmse,scalar_speed,lower_is_better,168,168,0,complete,
uv_e2,UV + repaired E2,wpd_mae,wind_power_distribution,lower_is_better,168,168,0,complete,
uv_e2,UV + repaired E2,wpd_w1,wind_power_distribution,lower_is_better,168,168,0,complete,
uv_e2,UV + repaired E2,wpd_bias_abs,wind_power_distribution,lower_is_better,168,168,0,complete,
uv_e2,UV + repaired E2,grad_mae,gradient_distribution,lower_is_better,168,168,0,complete,
uv_e2,UV + repaired E2,grad_w1,gradient_distribution,lower_is_better,168,168,0,complete,
uv_e2,UV + repaired E2,grad_kurtosis_abs_delta,gradient_distribution,lower_is_better,168,168,0,complete,
uv_e2,UV + repaired E2,psd_log_l2,frequency_domain,lower_is_better,168,168,0,complete,
uv_e2,UV + repaired E2,psd_slope_abs_delta,frequency_domain,lower_is_better,168,168,0,complete,
uv_e2,UV + repaired E2,exceed_abs_t5,threshold_geometry,lower_is_better,168,168,0,complete,
uv_e2,UV + repaired E2,exceed_abs_t10,threshold_geometry,lower_is_better,168,168,0,complete,
uv_e2,UV + repaired E2,exceed_abs_t15,threshold_geometry,lower_is_better,168,168,0,complete,
uv_e2,UV + repaired E2,exceed_abs_p90,threshold_geometry,lower_is_better,168,168,0,complete,
uv_e2,UV + repaired E2,comp_curve_l1,threshold_geometry,lower_is_better,168,168,0,complete,
uv_e2,UV + repaired E2,comp_abs_t5,threshold_geometry,lower_is_better,168,168,0,complete,
uv_e2,UV + repaired E2,comp_abs_t10,threshold_geometry,lower_is_better,168,168,0,complete,
uv_e2,UV + repaired E2,comp_abs_t15,threshold_geometry,lower_is_better,168,168,0,complete,
uv_e2,UV + repaired E2,pd_distance,topology_pd,lower_is_better,168,168,0,complete,
uv_e2,UV + repaired E2,mt_distance,topology_mt,lower_is_better,168,168,0,complete,
