method_id,display_name,candidate_family,metric,metric_family,direction,n_valid,mean,standard_deviation,standard_error,median,q25,q75,minimum,maximum,bootstrap_ci95_low,bootstrap_ci95_high
b_e2,Candidate B + repaired E2,E2_b,psnruv,vector_uv,higher_is_better,168,32.68894034404412,2.1158349109387213,0.16324020736229455,32.73018539566121,31.09172428276212,34.10866872148417,28.927349677864605,37.97808726743841,32.373183157744954,33.01338702389305
b_e2,Candidate B + repaired E2,E2_b,ssim_speed,scalar_speed,higher_is_better,0,,,,,,,,,,
b_e2,Candidate B + repaired E2,E2_b,speed_mae,scalar_speed,lower_is_better,168,0.5684218234352497,0.11888934215159719,0.009172511884390392,0.586016639554849,0.475526073904458,0.6676203224068736,0.260120993579777,0.8049127002643031,0.550666694939444,0.586298253540624
b_e2,Candidate B + repaired E2,E2_b,speed_rmse,scalar_speed,lower_is_better,168,0.9629228498438168,0.19039977453643236,0.014689661521499258,0.9568272550751831,0.8319286599666414,1.1155119375845015,0.503901980742867,1.3152479133536867,0.9345311764880526,0.9916912152534652
b_e2,Candidate B + repaired E2,E2_b,wpd_mae,wind_power_distribution,lower_is_better,168,183.41701014952937,84.33934509246497,6.506921740688131,190.84042903391716,101.67055454332902,234.9592716956218,32.88649554068522,415.1821837734341,170.90075635064818,196.4206602342123
b_e2,Candidate B + repaired E2,E2_b,wpd_w1,wind_power_distribution,lower_is_better,168,16.08684255251199,10.116198517828389,0.7804816600912347,13.252547868974624,9.01621745900422,20.625737267450422,1.9458035102149613,49.5397448823408,14.588901004547123,17.67000061554701
b_e2,Candidate B + repaired E2,E2_b,wpd_bias_abs,wind_power_distribution,lower_is_better,168,12.68513175597048,9.813852523876195,0.7571551602340137,10.643628406677108,4.908852619223236,17.958242858380892,0.2765264471862309,42.66382522141813,11.237302873016736,14.230376558409917
b_e2,Candidate B + repaired E2,E2_b,grad_mae,gradient_distribution,lower_is_better,168,0.3120032967125003,0.06442143020773894,0.00497022124520161,0.31459476446277024,0.26515067088786315,0.3602443550951123,0.13925101996217742,0.4497060793687033,0.3024852956634885,0.3217330522061622
b_e2,Candidate B + repaired E2,E2_b,grad_w1,gradient_distribution,lower_is_better,168,0.15426182485335077,0.037238298265138865,0.002872997084599241,0.15454269632173648,0.13258739035960115,0.17827141415651654,0.04946708405184147,0.2504073104957352,0.14871767455316576,0.1597993151607557
b_e2,Candidate B + repaired E2,E2_b,grad_kurtosis_abs_delta,gradient_distribution,lower_is_better,168,2.9747054279552594,2.6174208058799215,0.20193839930387508,2.407601553868462,1.28140712672543,3.7260320336830604,0.04378010230104934,16.637435222923802,2.593340607103849,3.388176955249294
b_e2,Candidate B + repaired E2,E2_b,psd_log_l2,frequency_domain,lower_is_better,168,0.8508610050202418,0.2106084801521284,0.01624879700894908,0.8236715028359245,0.7259038972306244,0.9917167447418348,0.43890870093486617,1.375273010255758,0.819373058635188,0.8828253472715245
b_e2,Candidate B + repaired E2,E2_b,psd_slope_abs_delta,frequency_domain,lower_is_better,168,1.202895420433148,0.32260664147529006,0.024889642749828397,1.1457707901139742,0.962825060509477,1.3700911340005533,0.6661901521308411,1.9397563521457606,1.155013022288251,1.2513160397164012
b_e2,Candidate B + repaired E2,E2_b,exceed_abs_t5,threshold_geometry,lower_is_better,168,0.0020346666666666716,0.0018627967469798954,0.0001437178891787426,0.0015259999999999718,0.0007030000000000369,0.0026910000000000267,2.8000000000028002e-05,0.009372000000000047,0.00176811547619048,0.0023174059523809617
b_e2,Candidate B + repaired E2,E2_b,exceed_abs_t10,threshold_geometry,lower_is_better,168,0.0026371190476190496,0.001967434363267744,0.00015179085654137408,0.0023040000000000144,0.0009969999999999979,0.0037960000000000077,1.6000000000002124e-05,0.008812000000000042,0.0023486178571428596,0.0029353601190476196
b_e2,Candidate B + repaired E2,E2_b,exceed_abs_t15,threshold_geometry,lower_is_better,168,0.0018069047619047615,0.0016852266403065037,0.00013001805802232742,0.00118,0.0005880000000000017,0.002700999999999997,4.000000000004e-06,0.008447999999999997,0.0015607130952380952,0.0020710255952380943
b_e2,Candidate B + repaired E2,E2_b,exceed_abs_p90,threshold_geometry,lower_is_better,168,0.002791642857142861,0.0020570597157302975,0.00015870560260462669,0.002460000000000004,0.0010770000000000016,0.004002000000000002,3.199999999999037e-05,0.008528000000000008,0.0024830857142857177,0.003109880952380956
b_e2,Candidate B + repaired E2,E2_b,comp_curve_l1,threshold_geometry,lower_is_better,168,88.00595238095238,35.07604557253238,2.7061756676323743,85.5,57.833333333333336,107.04166666666667,29.833333333333332,163.5,82.79052579365079,93.2827876984127
b_e2,Candidate B + repaired E2,E2_b,comp_abs_t5,threshold_geometry,lower_is_better,168,56.166666666666664,54.05947785271869,4.170779264938004,38.5,12.0,90.25,0.0,276.0,48.13095238095238,64.3452380952381
b_e2,Candidate B + repaired E2,E2_b,comp_abs_t10,threshold_geometry,lower_is_better,168,167.58928571428572,57.3037217920727,4.421078118906273,167.0,138.75,201.0,10.0,346.0,158.88095238095238,176.08928571428572
b_e2,Candidate B + repaired E2,E2_b,comp_abs_t15,threshold_geometry,lower_is_better,168,77.4702380952381,53.231943675652886,4.106933617073316,65.5,29.75,119.25,1.0,203.0,69.60119047619048,85.58363095238094
b_e2,Candidate B + repaired E2,E2_b,pd_distance,topology_pd,lower_is_better,168,23.98758167822224,4.184125670887521,0.3228123038401649,24.12961379725943,20.974296824998376,25.917037004670465,15.851041500887426,35.40427184442673,23.361967279974735,24.64583892383478
b_e2,Candidate B + repaired E2,E2_b,mt_distance,topology_mt,lower_is_better,168,5.677425131911323,0.7497703972245762,0.05784604199708022,5.593558073043823,5.151135087013245,6.1321781873703,4.135671138763428,8.315351486206055,5.568303379487424,5.791593461306322
bicubic,Bicubic baseline,baseline,psnruv,vector_uv,higher_is_better,168,32.22024489796834,1.947653842187204,0.15026475620801252,32.15895793822354,30.80585712080763,33.595049677395636,28.821749330534615,37.509955920989896,31.93136977011419,32.520896309309286
bicubic,Bicubic baseline,baseline,ssim_speed,scalar_speed,higher_is_better,0,,,,,,,,,,
bicubic,Bicubic baseline,baseline,speed_mae,scalar_speed,lower_is_better,168,0.5962893772228851,0.12703675087018018,0.009801098113784249,0.6102560418228088,0.49774843141769654,0.7036427740105137,0.27035989027523305,0.8596380130097933,0.5774375817137571,0.6156146750345746
bicubic,Bicubic baseline,baseline,speed_rmse,scalar_speed,lower_is_better,168,1.0156229105954462,0.20059324605975754,0.01547610492339539,1.0127336603800572,0.8710737882027612,1.171859034277071,0.5484556887291929,1.421551528690671,0.9862559895878649,1.046267752809104
bicubic,Bicubic baseline,baseline,wpd_mae,wind_power_distribution,lower_is_better,168,193.5402691373531,89.49328943838749,6.904557179735145,197.22868516877588,108.24517613614795,242.34791543787594,34.445401413477335,444.50294124859346,180.16416616963443,207.2365484549865
bicubic,Bicubic baseline,baseline,wpd_w1,wind_power_distribution,lower_is_better,168,55.51034812461865,28.48666284660357,2.197793753235796,52.52452374645301,30.851497041457844,74.00325491278223,10.746682582878098,143.49436827166957,51.31353812096152,59.94260803363489
bicubic,Bicubic baseline,baseline,wpd_bias_abs,wind_power_distribution,lower_is_better,168,41.22437202840623,20.60935118990152,1.5900459645735148,38.05442980404316,27.098983128346138,52.16437284457341,10.63621994897367,112.00134328710557,38.17925711215716,44.47350940276305
bicubic,Bicubic baseline,baseline,grad_mae,gradient_distribution,lower_is_better,168,0.3696363608464772,0.0812525717685406,0.006268772008460555,0.3691834836202811,0.308643425191668,0.4326456272592068,0.15344047847485692,0.5359856729441169,0.3576214788880569,0.38189283219431724
bicubic,Bicubic baseline,baseline,grad_w1,gradient_distribution,lower_is_better,168,0.3281883217175685,0.07547938833852023,0.005823361236861663,0.33112999710865976,0.2749137573557285,0.386167612001204,0.12655083541834974,0.47630157889151753,0.3169646346423918,0.339365612728892
bicubic,Bicubic baseline,baseline,grad_kurtosis_abs_delta,gradient_distribution,lower_is_better,168,6.616287724880248,4.105367724789083,0.31673599638060346,5.526159244179471,4.147465141551003,7.697249152601735,0.20959284279323498,25.041274865613467,6.0189835982315465,7.248095141580313
bicubic,Bicubic baseline,baseline,psd_log_l2,frequency_domain,lower_is_better,168,1.3625464052880067,0.3668882242218641,0.028306041029538372,1.3469807696483223,1.0746934594078803,1.6087888042353362,0.6960787631013768,2.575647642735436,1.3080480291198766,1.4173565405962618
bicubic,Bicubic baseline,baseline,psd_slope_abs_delta,frequency_domain,lower_is_better,168,1.6683939052516952,0.5237592663301074,0.04040890468421153,1.5462226654911349,1.277151210427542,2.0230708768439625,0.8287113103777716,2.7220417905704504,1.590624914773025,1.7465622482708836
bicubic,Bicubic baseline,baseline,exceed_abs_t5,threshold_geometry,lower_is_better,168,0.009455761904761911,0.0046656771196566275,0.0003599648047022508,0.009896000000000071,0.006422999999999984,0.012711000000000056,8.000000000008001e-05,0.02101200000000003,0.00874386488095239,0.010148197619047627
bicubic,Bicubic baseline,baseline,exceed_abs_t10,threshold_geometry,lower_is_better,168,0.008511809523809519,0.005533990044065213,0.0004269566012280635,0.007946000000000009,0.003892000000000004,0.01302200000000001,2.8000000000028002e-05,0.02441199999999999,0.007678941666666666,0.009362563690476186
bicubic,Bicubic baseline,baseline,exceed_abs_t15,threshold_geometry,lower_is_better,168,0.007366833333333333,0.005313369914874684,0.00040993538872647944,0.006396000000000002,0.0026690000000000186,0.012047999999999996,0.00014799999999998148,0.020199999999999996,0.006576020833333332,0.008193472619047619
bicubic,Bicubic baseline,baseline,exceed_abs_p90,threshold_geometry,lower_is_better,168,0.01089626190476191,0.006972535220710545,0.0005379427711421555,0.008796000000000005,0.005421000000000009,0.015053000000000007,0.000792000000000001,0.029572,0.009869472023809531,0.011944545238095244
bicubic,Bicubic baseline,baseline,comp_curve_l1,threshold_geometry,lower_is_better,168,173.18551587301585,62.93164300902037,4.855281667455152,161.08333333333334,123.70833333333333,209.16666666666666,72.5,320.5,163.84221230158727,182.6341517857143
bicubic,Bicubic baseline,baseline,comp_abs_t5,threshold_geometry,lower_is_better,168,79.29166666666667,70.04808905629847,5.4043273999149015,60.5,18.75,123.75,3.0,371.0,68.98794642857143,89.95297619047618
bicubic,Bicubic baseline,baseline,comp_abs_t10,threshold_geometry,lower_is_better,168,271.8154761904762,88.54821345661759,6.83164298475724,270.5,213.75,325.5,35.0,521.0,258.70208333333335,285.0596726190476
bicubic,Bicubic baseline,baseline,comp_abs_t15,threshold_geometry,lower_is_better,168,177.57738095238096,107.29200722633723,8.277758069590403,183.0,70.25,274.0,12.0,387.0,161.5595238095238,193.8875
bicubic,Bicubic baseline,baseline,pd_distance,topology_pd,lower_is_better,0,,,,,,,,,,
bicubic,Bicubic baseline,baseline,mt_distance,topology_mt,lower_is_better,0,,,,,,,,,,
c_e2,Candidate C + repaired E2,E2_c,psnruv,vector_uv,higher_is_better,168,32.73294424889662,2.106948161780564,0.1625545797796063,32.77328183140562,31.148218874060277,34.13945028769997,28.993823381409758,38.000363289484355,32.41925363119051,33.05552798777559
c_e2,Candidate C + repaired E2,E2_c,ssim_speed,scalar_speed,higher_is_better,0,,,,,,,,,,
c_e2,Candidate C + repaired E2,E2_c,speed_mae,scalar_speed,lower_is_better,168,0.5648566418942202,0.11784148542819069,0.00909166798303943,0.5815404556408124,0.47361821197658055,0.6621166969132466,0.2582189766848096,0.8012585828355523,0.547304556825278,0.5826276013685059
c_e2,Candidate C + repaired E2,E2_c,speed_rmse,scalar_speed,lower_is_better,168,0.956648963016771,0.1886196455729703,0.01455232159028589,0.9507292003241531,0.8265854538365573,1.1095823493062784,0.5032891954796748,1.3093720044955104,0.9285537762233999,0.9851413114927021
c_e2,Candidate C + repaired E2,E2_c,wpd_mae,wind_power_distribution,lower_is_better,168,182.91063460560918,84.01897640604484,6.48220475991934,191.0148754335258,101.24472158142329,234.31691981949186,32.87487062074226,414.0327797015111,170.40897386081792,195.86996782809436
c_e2,Candidate C + repaired E2,E2_c,wpd_w1,wind_power_distribution,lower_is_better,168,12.909754732649752,7.828377285150214,0.6039724199329122,10.948294299655121,7.189826278313946,15.849179799187361,2.0477396818204947,38.81107624087109,11.747178626155533,14.124795644761766
c_e2,Candidate C + repaired E2,E2_c,wpd_bias_abs,wind_power_distribution,lower_is_better,168,6.703762910533207,5.4295116946711115,0.4188959215730536,5.4268655925651945,2.6977753863367786,9.902432156057534,0.04152765867468459,31.117727859906367,5.915444087339963,7.533582206033262
c_e2,Candidate C + repaired E2,E2_c,grad_mae,gradient_distribution,lower_is_better,168,0.3115675575842548,0.064464470313391,0.004973541861444029,0.3135356039561336,0.26422915282687087,0.35965955498223623,0.1386990265032056,0.44988361744482014,0.3020396922423959,0.32129532704472186
c_e2,Candidate C + repaired E2,E2_c,grad_w1,gradient_distribution,lower_is_better,168,0.1581902346613526,0.03801435481999154,0.002932871147686145,0.1572637919755714,0.13695277052911067,0.18303923438069516,0.04965505755121388,0.25390012255892536,0.1525469188220353,0.16384335227597704
c_e2,Candidate C + repaired E2,E2_c,grad_kurtosis_abs_delta,gradient_distribution,lower_is_better,168,2.953721006742436,2.715949580162374,0.20954005927359567,2.3031098811193615,1.1892173973719529,3.6516490822566974,0.04826955754191786,17.060706526502262,2.5545369440167707,3.3811767885489643
c_e2,Candidate C + repaired E2,E2_c,psd_log_l2,frequency_domain,lower_is_better,168,0.8588526008965071,0.2139494354344875,0.016506557305019855,0.8309154730527564,0.7284200535208036,1.0006761046996409,0.4348672590504331,1.389662007380585,0.8270861365382605,0.891205124206802
c_e2,Candidate C + repaired E2,E2_c,psd_slope_abs_delta,frequency_domain,lower_is_better,168,1.2508584906370281,0.3571989188425641,0.027558494890122517,1.1671434349671244,0.9800575727425805,1.4358050107025537,0.6058634593786008,2.0757005250660523,1.1972308986372866,1.3044499399375689
c_e2,Candidate C + repaired E2,E2_c,exceed_abs_t5,threshold_geometry,lower_is_better,168,0.002216523809523815,0.0021474713411606568,0.00016568101094433784,0.0016099999999999448,0.0007469999999999699,0.0029349999999999654,8.000000000008e-06,0.010512000000000077,0.0019075160714285744,0.0025515541666666737
c_e2,Candidate C + repaired E2,E2_c,exceed_abs_t10,threshold_geometry,lower_is_better,168,0.002413047619047621,0.0019204138894261529,0.00014816314822609287,0.0021040000000000086,0.0010779999999999956,0.0032350000000000295,1.2000000000012001e-05,0.011207999999999996,0.002134397023809525,0.0027057630952380994
c_e2,Candidate C + repaired E2,E2_c,exceed_abs_t15,threshold_geometry,lower_is_better,168,0.0015110476190476182,0.0013074827476656792,0.0001008744839912274,0.0010319999999999982,0.000527,0.0022970000000000004,2.3999999999996247e-05,0.005720000000000003,0.0013201184523809523,0.0017095755952380946
c_e2,Candidate C + repaired E2,E2_c,exceed_abs_p90,threshold_geometry,lower_is_better,168,0.0016504523809523811,0.0012590522374552242,9.713798900830416e-05,0.0014140000000000055,0.0007169999999999989,0.0021409999999999936,1.1999999999998123e-05,0.006336000000000008,0.0014654946428571422,0.0018401690476190476
c_e2,Candidate C + repaired E2,E2_c,comp_curve_l1,threshold_geometry,lower_is_better,168,91.86904761904762,37.179999232560256,2.868499216586027,89.83333333333333,59.333333333333336,110.41666666666667,31.666666666666668,172.66666666666666,86.33531746031747,97.4390873015873
