sample_idx,method_a,method_b,delta_sample_idx,delta_psnr,delta_wpd_bias,delta_wpd_mae,delta_wpd_rmse,delta_wpd_w1,delta_psd_log_l2,delta_psd_slope_gt,delta_psd_slope_sr,delta_psd_slope_delta,delta_psd_slope_abs_delta,delta_grad_mae,delta_grad_w1,delta_grad_kurtosis_gt,delta_grad_kurtosis_sr,delta_grad_kurtosis_delta,delta_grad_kurtosis_abs_delta,delta_exceed_frac_gt_t5,delta_exceed_frac_sr_t5,delta_exceed_frac_delta_t5,delta_exceed_frac_abs_delta_t5,delta_exceed_frac_gt_t10,delta_exceed_frac_sr_t10,delta_exceed_frac_delta_t10,delta_exceed_frac_abs_delta_t10,delta_exceed_frac_gt_t15,delta_exceed_frac_sr_t15,delta_exceed_frac_delta_t15,delta_exceed_frac_abs_delta_t15,delta_exceed_frac_gt_p90,delta_exceed_frac_sr_p90,delta_exceed_frac_delta_p90,delta_exceed_frac_abs_delta_p90,delta_exceed_frac_gt_p95,delta_exceed_frac_sr_p95,delta_exceed_frac_delta_p95,delta_exceed_frac_abs_delta_p95,delta_exceed_frac_gt_p99,delta_exceed_frac_sr_p99,delta_exceed_frac_delta_p99,delta_exceed_frac_abs_delta_p99,delta_pd_distance,delta_mt_distance
58,cnn,gan,0.0,0.6254900979271305,-332.49669666982345,-332.34795060526017,-752.2210982475808,-332.4320799899365,-0.37554507525598524,0.0,-0.30870104019285965,-0.3087010401928597,0.3087010401928597,-0.17603651234460282,-0.25018319367746744,0.0,5.292524978053379,5.292524978053379,5.292506237149347,0.0,-0.0021320000000000228,-0.0021320000000000228,-0.0021320000000000228,0.0,-0.019279999999999964,-0.019279999999999964,-0.019279999999999964,0.0,-0.02236000000000002,-0.02236000000000002,-0.02236000000000002,0.0,-0.020635999999999988,-0.020635999999999988,-0.020635999999999988,0.0,-0.020516000000000034,-0.020516000000000034,-0.020516000000000034,0.0,-0.021432000000000007,-0.021432000000000007,-0.021432000000000007,-7.488758936969379,-6.505007743835449
59,cnn,gan,0.0,0.6908950552261413,-378.27771374749045,-378.77312368613775,-842.8367802607913,-378.20760683969206,-0.4005711873854396,0.0,-0.25636972125044083,-0.2563697212504409,0.2563697212504409,-0.19249034918516816,-0.2807909067368181,0.0,4.363318648153111,4.363318648153111,4.363318648153111,0.0,-0.0018120000000000358,-0.0018120000000000358,-0.0018120000000000358,0.0,-0.014151999999999998,-0.014152000000000053,-0.014152000000000053,0.0,-0.026732000000000006,-0.026732000000000006,-0.026732000000000006,0.0,-0.016216000000000008,-0.016216000000000008,-0.016216000000000008,0.0,-0.021648,-0.021648,-0.021648,0.0,-0.02541600000000005,-0.02541600000000005,-0.02541600000000005,-7.776884579010872,-6.0908708572387695
60,cnn,gan,0.0,0.7304486790334241,-422.44564145406093,-422.88610731760264,-917.779520934429,-422.3409811180418,-0.428982846114515,0.0,-0.22555577214783534,-0.2255557721478354,0.2255557721478354,-0.19547168676332605,-0.26921551957205875,0.0,4.4104292638664155,4.4104292638664155,4.4104292638664155,0.0,0.0011759999999999549,0.0011759999999999549,0.0011759999999999549,0.0,-0.010180000000000022,-0.010180000000000022,-0.010180000000000022,0.0,-0.029980000000000007,-0.029980000000000007,-0.029980000000000007,0.0,-0.01396799999999998,-0.01396799999999998,-0.01396799999999998,0.0,-0.02062799999999998,-0.02062799999999998,-0.02062799999999998,0.0,-0.027876000000000012,-0.027876000000000012,-0.027876000000000012,-7.898678507991587,-9.853255271911621
61,cnn,gan,0.0,0.7270146875825567,-471.8788799534841,-472.3729625357428,-1057.5970612852498,-471.8437238869956,-0.4191287072103346,0.0,-0.18401929182617754,-0.1840192918261775,0.1840192918261775,-0.19247897235769362,-0.26722496881147195,0.0,5.503407811431938,5.503407811431938,5.503407811431938,0.0,-0.0018880000000000008,-0.0018880000000000008,-0.0018880000000000008,0.0,-0.00939599999999996,-0.00939599999999996,-0.00939599999999996,0.0,-0.027627999999999986,-0.027627999999999986,-0.027627999999999986,0.0,-0.012071999999999972,-0.012071999999999972,-0.012071999999999972,0.0,-0.016520000000000035,-0.016520000000000035,-0.016520000000000035,0.0,-0.021851999999999983,-0.021851999999999983,-0.021851999999999983,-8.337766803132155,-12.736973762512207
62,cnn,gan,0.0,0.7159756448596077,-425.259461537129,-425.8272251984431,-891.1554957728745,-425.23343059755734,-0.3945003373951671,0.0,-0.19534901541624328,-0.19534901541624328,0.19534901541624328,-0.17692708425172005,-0.23104613605391222,0.0,3.076684634973743,3.076684634973743,3.076684634973743,0.0,6.399999999995298e-05,6.399999999995298e-05,6.399999999995298e-05,0.0,-0.01130399999999998,-0.01130399999999998,-0.01130399999999998,0.0,-0.03244400000000003,-0.03244400000000003,-0.03244400000000003,0.0,-0.01571200000000006,-0.01571200000000006,-0.01571200000000006,0.0,-0.01927200000000001,-0.01927200000000001,-0.01927200000000001,0.0,-0.026312000000000002,-0.026312000000000002,-0.026312000000000002,-7.16491620693504,-11.379819869995117
63,cnn,gan,0.0,0.7809461332333285,-394.9281601080188,-395.2079078330603,-840.2584820476809,-394.9183984012366,-0.40550891625984287,0.0,-0.18825312067659722,-0.18825312067659739,0.18825312067659739,-0.18409936734109844,-0.2603455970475762,0.0,1.5201025163309687,1.5201025163309687,1.5201025163309687,0.0,-0.0037119999999999376,-0.0037119999999999376,-0.0037119999999999376,0.0,-0.023260000000000003,-0.02326000000000006,-0.02326000000000006,0.0,-0.02663600000000005,-0.02663600000000005,-0.02663600000000005,0.0,-0.02376800000000001,-0.02376800000000001,-0.02376800000000001,0.0,-0.02338800000000002,-0.02338800000000002,-0.02338800000000002,0.0,-0.026704000000000006,-0.026704000000000006,-0.026704000000000006,-5.537889851070222,-11.583309650421143
64,cnn,gan,0.0,0.6581760747137615,-347.36086364486164,-347.4647405697647,-708.5180219172703,-347.3452218576599,-0.3895005791780156,0.0,-0.15316690695355517,-0.15316690695355506,0.15316690695355506,-0.1759276635150469,-0.253802969644381,0.0,2.6782130661719563,2.6782130661719563,2.6782130661719563,0.0,-0.0044399999999999995,-0.0044399999999999995,-0.0044399999999999995,0.0,-0.01555200000000001,-0.01555200000000001,-0.01555200000000001,0.0,-0.024844000000000033,-0.024844000000000033,-0.024844000000000033,0.0,-0.01751999999999998,-0.01751999999999998,-0.01751999999999998,0.0,-0.021084000000000047,-0.021084000000000047,-0.021084000000000047,0.0,-0.023456000000000032,-0.023456000000000032,-0.023456000000000032,-7.498835305547889,-10.731091976165771
65,cnn,gan,0.0,0.5785066763363247,-340.1680859406797,-340.2672457675212,-580.9907934748508,-340.12176837799734,-0.39198246414997806,0.0,-0.10431264085836517,-0.10431264085836511,0.10431264085836511,-0.1471528216292503,-0.213501800414965,0.0,11.30434244238048,11.30434244238048,11.30434244238048,0.0,-0.0033520000000000216,-0.0033520000000000216,-0.0033520000000000216,0.0,-0.014892000000000016,-0.014892000000000016,-0.014892000000000016,0.0,-0.02416400000000002,-0.02416400000000002,-0.02416400000000002,0.0,-0.014100000000000001,-0.014100000000000001,-0.014100000000000001,0.0,-0.022075999999999985,-0.022075999999999985,-0.022075999999999985,0.0,-0.02193600000000001,-0.02193600000000001,-0.02193600000000001,-7.980996251467715,-7.8482666015625
66,cnn,gan,0.0,0.532388658878471,-372.19061977353476,-372.27328265235474,-592.9862535186248,-372.08352161900893,-0.33667398723637754,0.0,-0.006390861584555707,-0.006390861584555707,0.006390861584555707,-0.12347165663573928,-0.17325724818125537,0.0,5.82112333393864,5.82112333393864,5.82112333393864,0.0,-0.00518799999999997,-0.00518799999999997,-0.00518799999999997,0.0,-0.013191999999999982,-0.013191999999999982,-0.013191999999999982,0.0,-0.025144,-0.025144,-0.025144,0.0,-0.011987999999999999,-0.011987999999999999,-0.011987999999999999,0.0,-0.01744000000000001,-0.017439999999999956,-0.017439999999999956,0.0,-0.019840000000000024,-0.019840000000000024,-0.019840000000000024,-7.4801698459631325,-6.338461399078369
67,cnn,gan,0.0,0.537437921208884,-444.0983868722824,-444.3146101047546,-684.0047487967095,-444.01351130326293,-0.3980899230482977,0.0,-0.004671201818948728,-0.004671201818948756,0.004671201818948756,-0.13823800910700906,-0.1909804839905085,0.0,-0.13073423728615197,-0.13073423728615197,-0.13073423728615197,0.0,-0.0030000000000000027,-0.0030000000000000027,-0.0030000000000000027,0.0,-0.007176000000000071,-0.007176000000000071,-0.007176000000000071,0.0,-0.02570800000000001,-0.02570800000000001,-0.02570800000000001,0.0,-0.011304000000000092,-0.011304000000000092,-0.011304000000000092,0.0,-0.020843999999999974,-0.020843999999999918,-0.020843999999999918,0.0,-0.02184400000000003,-0.02184400000000003,-0.02184400000000003,-7.819645224726159,-6.609570503234863
68,cnn,gan,0.0,0.5672408444353856,-545.9391026773174,-546.1205865926459,-845.8533173072965,-545.8249710335986,-0.39118227344188794,0.0,-0.010647900509233643,-0.010647900509233588,0.010647900509233588,-0.15195324213256017,-0.2163456508571452,0.0,0.5402244290168454,0.5402244290168454,0.5402244290168454,0.0,-0.0040840000000000876,-0.0040840000000000876,-0.0040840000000000876,0.0,-0.009907999999999917,-0.009907999999999917,-0.009907999999999917,0.0,-0.020967999999999987,-0.020967999999999987,-0.020967999999999987,0.0,-0.01636000000000004,-0.01636000000000004,-0.01636000000000004,0.0,-0.016960000000000086,-0.01696000000000003,-0.01696000000000003,0.0,-0.020935999999999955,-0.020935999999999955,-0.020935999999999955,-6.447312420584687,-3.6244988441467285
69,cnn,gan,0.0,0.5446426711251497,-683.1342947840158,-683.0833409500137,-1031.9742381237393,-683.0119365611354,-0.35222724493256763,0.0,-0.00825634682600826,-0.008256346826008287,0.008256346826008287,-0.15100247799008254,-0.21335775659790246,0.0,-0.8510935165427362,-0.8510935165427362,-0.8510935165427362,0.0,-0.0030200000000000227,-0.0030200000000000227,-0.0030200000000000227,0.0,-0.0039959999999999996,-0.0039959999999999996,-0.0039959999999999996,0.0,-0.017768000000000006,-0.017768000000000006,-0.017768000000000006,0.0,-0.010863999999999985,-0.010863999999999985,-0.010863999999999985,0.0,-0.013395999999999963,-0.013395999999999963,-0.013395999999999963,0.0,-0.02038799999999996,-0.02038799999999996,-0.02038799999999996,-6.095630321751454,-6.891592979431152
70,cnn,gan,0.0,0.5386296340240158,-849.54081188485,-849.516318699747,-1294.6012866517685,-849.3852075245886,-0.35814165771865536,0.0,-0.009330484924975624,-0.00933048492497568,0.00933048492497568,-0.15853452604807444,-0.2111748282941669,0.0,0.39200864529120594,0.39200864529120594,0.39200864529120594,0.0,-0.0024800000000000377,-0.0024800000000000377,-0.0024800000000000377,0.0,-0.0015079999999999538,-0.0015079999999999538,-0.0015079999999999538,0.0,-0.01163600000000009,-0.011636000000000202,-0.011636000000000202,0.0,-0.006483999999999934,-0.006483999999999934,-0.006483999999999934,0.0,-0.011307999999999985,-0.011307999999999985,-0.011307999999999985,0.0,-0.013187999999999978,-0.013187999999999978,-0.013187999999999978,-6.159508540662973,-9.534395217895508
