sample_idx,delta_metric,abs_delta_metric,delta_pd,delta_mt,z_delta_pd,z_delta_mt,topology_score,topology_consistent,rank,panel_png,topology_closer,label_mode
2,0.18320201903138056,0.18320201903138056,2.3345987502513204,-11.96224594116211,0.6790758509116517,2.651603403258453,2.651603403258453,False,1,ttk_runs/combined/tie_break_cases/psnr/psnr_tie_case_rank01_s2.png,mixed,tie-break
165,0.03326561051744292,0.03326561051744292,0.3706887417905449,-11.170099258422852,0.10782399876110849,2.4760127282160993,2.4760127282160993,False,2,ttk_runs/combined/tie_break_cases/psnr/psnr_tie_case_rank02_s165.png,mixed,tie-break
166,0.05454676561715743,0.05454676561715743,3.4301435219971985,-10.963193893432617,0.9977421733386023,2.4301491861472395,2.4301491861472395,False,3,ttk_runs/combined/tie_break_cases/psnr/psnr_tie_case_rank03_s166.png,mixed,tie-break
