sample_idx,pos_idx,pd_distance_cnn,pd_distance_gan,pd_distance_candidateB_factorial_grad_expanded2688,mt_distance_cnn,mt_distance_gan,mt_distance_candidateB_factorial_grad_expanded2688,pd_winner_before,pd_winner_after_candidateB_factorial_grad_expanded2688,mt_winner_before,mt_winner_after_candidateB_factorial_grad_expanded2688,was_mt_gan_win_before
89,89,24.29846982632471,17.197907308437554,19.1271018217168,6.017302513122559,6.256072521209717,5.8531365394592285,gan,gan,cnn,candidateB_factorial_grad_expanded2688,0
90,90,22.206834090995343,17.32676746960286,17.696920203156168,5.257880687713623,5.663510322570801,5.123965263366699,gan,gan,cnn,candidateB_factorial_grad_expanded2688,0
91,91,22.30942508877806,16.266054339767617,17.382872809572056,5.508337497711182,5.519831657409668,6.167835235595703,gan,gan,cnn,cnn,0
92,92,22.07932597419188,16.807703363287136,18.125749952975458,5.735818386077881,5.677903175354004,5.787959098815918,gan,gan,gan,gan,1
93,93,24.402894658345392,18.13548367922437,21.99773738678087,6.506997585296631,6.816009521484375,6.4372477531433105,gan,gan,cnn,candidateB_factorial_grad_expanded2688,0
94,94,24.570031527820365,20.006869187749356,24.055229024075096,5.102908611297607,6.517361164093018,6.449422359466553,gan,gan,cnn,cnn,0
95,95,26.879696075655563,20.637912890931716,24.38879924819702,5.015480041503906,6.677723407745361,7.6647629737854,gan,gan,cnn,cnn,0
96,96,28.904715116511554,22.25070627382419,24.858621866363066,5.121858596801758,7.258078575134277,6.087000846862793,gan,gan,cnn,cnn,0
97,97,30.15308546680866,22.202351461270364,25.21056882980347,5.011539936065674,7.223494529724121,5.506087779998779,gan,gan,cnn,cnn,0
98,98,31.264551411001506,23.055714774434993,25.132533918690136,4.942448139190674,8.764951705932617,5.471521854400635,gan,gan,cnn,cnn,0
99,99,30.940933752807226,20.998202000997363,24.909623441410695,5.342334747314453,7.760592460632324,5.705175876617432,gan,gan,cnn,cnn,0
100,100,31.181555022619012,20.891681214618057,24.366565464106955,5.912055015563965,7.617006778717041,5.8939690589904785,gan,gan,cnn,candidateB_factorial_grad_expanded2688,0
101,101,30.40796712150836,20.937383941054357,24.084473488183367,5.357294082641602,7.0666680335998535,5.354520320892334,gan,gan,cnn,candidateB_factorial_grad_expanded2688,0
102,102,29.254680859214627,20.257793175726828,23.11534051031552,5.164434909820557,8.231893539428711,5.276848793029785,gan,gan,cnn,cnn,0
103,103,29.507549938987374,20.69051451494371,23.292929885015223,5.102769374847412,6.314839839935303,5.467442989349365,gan,gan,cnn,cnn,0
104,104,29.173745320955113,20.12992358587829,22.38001142264476,4.829194068908691,7.393864154815674,4.983005046844482,gan,gan,cnn,cnn,0
105,105,29.338582011466166,19.283104237304943,22.09315416322731,5.33697509765625,6.823482513427734,5.3433837890625,gan,gan,cnn,cnn,0
106,106,30.092821360744658,20.00547041151677,21.806781000066824,5.767349720001221,6.75129508972168,5.245047569274902,gan,gan,cnn,candidateB_factorial_grad_expanded2688,0
