sample_idx,psnr_cnn,psnr_gan,ssim_cnn,ssim_gan,abs_delta_psnr,abs_delta_ssim,mt_cnn,mt_gan,pd_cnn,pd_gan,delta_mt_cnn_minus_gan,delta_pd_cnn_minus_gan,winner_mt,winner_pd,cnn_lr_mae,gan_lr_mae,cnn_lr_mse,gan_lr_mse,cnn_lr_psnr,gan_lr_psnr,winner_lr_mae,winner_lr_mse,winner_lr_psnr,winner_lr_group,cnn_err_abs_max,gan_err_abs_max,winner_extreme_abs_max,cnn_exceed_err_q90,gan_exceed_err_q90,winner_exceed_q90,cnn_exceed_err_q95,gan_exceed_err_q95,winner_exceed_q95,cnn_tail_mae,gan_tail_mae,winner_tail_mae,winner_extreme_group,cnn_wpd_rmse,gan_wpd_rmse,winner_wpd_rmse,cnn_wpd_mae,gan_wpd_mae,winner_wpd_mae,cnn_psd_log_l2,gan_psd_log_l2,winner_psd_log_l2,cnn_grad_mae,gan_grad_mae,winner_grad_mae,winner_physics_group,agree_mt_winner_lr_mae,agree_mt_winner_lr_mse,agree_mt_winner_lr_psnr,agree_mt_winner_lr_group,agree_mt_winner_extreme_abs_max,agree_mt_winner_extreme_group,agree_mt_winner_tail_mae,agree_mt_winner_physics_group
26,32.65715000253616,31.11826647666898,0.5191432035272462,0.5013575155303449,1.5388835258671847,0.017785687996901278,7.043282985687256,11.28821849822998,35.02599363200026,30.779316467464,-4.244935512542725,4.246677164536258,cnn,gan,0.5389947893007421,0.7427494684230916,0.5939519858414717,1.1714913292608915,30.292971476173058,27.343094077899604,cnn,cnn,cnn,cnn,3.478766788044368,9.323899741740405,cnn,0.0010320000000000051,0.000783999999999993,gan,0.012812000000000004,0.006220000000000003,gan,1.227151812922522,1.274358942124062,cnn,tie,982.453358459747,1314.0680365164321,cnn,511.00649161371325,653.3945994431069,cnn,1.2057423546362682,0.6114454373128934,gan,0.4935715500222092,0.5138514016048136,cnn,cnn,1,1,1,1,1,na,1,1
