sample_idx,pos_idx,pd_distance_candidateB_plus_E2_tf_lowlambda_expanded1344,mt_distance_candidateB_plus_E2_tf_lowlambda_expanded1344
0,0,23.99008139357519,5.1010966300964355
1,1,23.564680947334935,4.96861457824707
2,2,24.360648860090848,5.033035755157471
3,3,24.19226805006282,4.729818344116211
4,4,23.513701699677235,6.182653427124023
5,5,24.992105797928147,6.015577793121338
6,6,25.807970739038744,5.500513076782227
7,7,26.70121980080791,5.9970293045043945
8,8,26.82819069740564,6.5419535636901855
9,9,25.984954115025733,5.507142066955566
10,10,26.11055375085668,6.107365608215332
11,11,24.757522687616465,6.215112209320068
12,12,26.383825855863066,5.9286675453186035
13,13,26.071796769237327,5.713710308074951
14,14,25.014124025931277,5.452441692352295
15,15,23.149385240568513,5.12420129776001
16,16,21.00214292432056,4.731112480163574
17,17,18.993081252017053,4.034972190856934
18,18,18.4793304194288,4.499912261962891
19,19,18.107100092591498,4.980528354644775
20,20,19.353793560358156,5.554715633392334
21,21,23.86774162429789,7.665674686431885
22,22,28.790841025094128,6.131801128387451
23,23,30.989734381812127,6.509660720825195
24,24,31.868234123963717,5.9589691162109375
25,25,32.41879887920362,6.955988883972168
26,26,31.019596177353286,8.047185897827148
27,27,32.42730067396788,6.536250114440918
28,28,34.266821489355955,8.01276969909668
29,29,35.577748553523676,8.328073501586914
30,30,35.905831335570525,7.246186256408691
31,31,35.65925562220339,6.6446027755737305
32,32,34.44307671025446,6.453357219696045
33,33,34.38823423166978,6.9494757652282715
34,34,33.83556792521279,6.340073108673096
35,35,32.89539943576148,6.484130859375
36,36,33.31251248475314,6.132142066955566
37,37,31.282864011817708,6.35054874420166
38,38,27.135773830455857,6.30912971496582
39,39,23.00860124610622,5.508740425109863
40,40,21.8682896682468,5.047600746154785
41,41,20.726929981991486,5.410506725311279
42,42,18.634335706545162,5.83556604385376
43,43,17.275241493098992,6.49013614654541
44,44,15.817699626172312,5.954934597015381
45,45,16.80707392090223,6.519362926483154
46,46,16.659448525986335,6.134764671325684
47,47,17.44279905099294,7.11246919631958
48,48,18.166052878456806,6.259176731109619
49,49,17.851314652310794,6.925601482391357
50,50,17.331193492916686,6.293344974517822
51,51,17.85502828892993,6.754554748535156
52,52,18.39529523569019,6.354035377502441
53,53,18.55672698797273,5.567093372344971
54,54,19.352335182200502,5.947259426116943
55,55,20.1716958717845,6.038604736328125
56,56,20.859052591798214,5.721939563751221
57,57,21.144743681539904,5.834725379943848
58,58,21.95642444440429,5.7004475593566895
59,59,22.20624700421869,5.608434677124023
60,60,22.38361600828873,6.071096897125244
61,61,22.57433136095935,5.3340888023376465
62,62,24.164382060328876,5.929007053375244
63,63,24.663571005733147,6.38523530960083
64,64,21.164946424399737,5.290914058685303
65,65,19.599237624148483,4.626182556152344
66,66,18.110670805405675,5.334409236907959
67,67,17.69447596622311,4.518479347229004
68,68,18.311693820110417,5.093005180358887
69,69,20.80904236920841,4.52821159362793
70,70,21.4605931029822,4.620166778564453
71,71,21.770972827874715,5.153499126434326
72,72,23.0810167488708,4.7087860107421875
73,73,24.17262650359732,5.267576217651367
74,74,25.40327673074012,5.122119426727295
75,75,25.75410911077686,5.072758674621582
76,76,26.492501993463467,5.263729572296143
77,77,26.00550129660675,4.735600471496582
78,78,26.29587107730869,5.576112747192383
79,79,26.828943296933936,5.791745662689209
80,80,26.483101584230962,4.7696614265441895
81,81,25.980842790283326,5.3223042488098145
82,82,25.336879622059673,5.287542819976807
83,83,25.214987893920345,5.395590782165527
84,84,25.608553508301757,5.036958694458008
85,85,25.15013151481165,5.250060558319092
86,86,25.895687433688266,5.278774738311768
