sample_idx,pos_idx,pd_distance_cnn,pd_distance_gan,pd_distance_candidateB_expanded672,mt_distance_cnn,mt_distance_gan,mt_distance_candidateB_expanded672,pd_winner_before,pd_winner_after_candidateB_expanded672,mt_winner_before,mt_winner_after_candidateB_expanded672,was_mt_gan_win_before
0,0,24.384505325565424,22.540541801445254,22.661748360857267,5.051645278930664,9.748218536376953,5.508497714996338,gan,gan,cnn,cnn,0
1,1,24.612518312283534,22.38874396250744,22.845737482693657,4.678010940551758,11.978342056274414,5.340015888214111,gan,gan,cnn,cnn,0
2,2,25.200926367648954,22.958727889587305,24.296952433670846,4.894824504852295,8.343221664428711,6.405970573425293,gan,gan,cnn,cnn,0
3,3,24.87627415927669,23.395576173496664,24.46596008460113,4.794641017913818,9.753995895385742,5.675081253051758,gan,gan,cnn,cnn,0
4,4,24.810879874900778,22.91065989660919,24.163203454630242,4.892229080200195,8.064751625061035,5.688450813293457,gan,gan,cnn,cnn,0
5,5,27.01852197077857,22.503507148952195,24.358407514275395,5.628478050231934,6.406379699707031,5.451185703277588,gan,gan,cnn,candidateB_expanded672,0
6,6,28.068979766562435,24.045087776300683,23.839977361121726,6.144000053405762,6.0106329917907715,5.968509197235107,gan,candidateB_expanded672,gan,candidateB_expanded672,1
7,7,29.26973016135952,22.553824952557566,24.84267236085644,5.672351837158203,7.113770008087158,6.094361782073975,gan,gan,cnn,cnn,0
8,8,29.63505050414828,23.282081530392528,25.581906309391286,7.50956392288208,6.055016040802002,6.558753490447998,gan,gan,gan,gan,1
9,9,28.65602837253281,23.481609150211327,25.131313837646196,5.768454551696777,6.291722297668457,5.864137649536133,gan,gan,cnn,cnn,0
10,10,29.696969860459554,24.710016041893063,25.848690446619052,6.634506702423096,7.423793315887451,6.4092559814453125,gan,gan,cnn,candidateB_expanded672,0
11,11,28.68732565326105,24.969867761946066,25.471612827573043,5.910721302032471,7.831723690032959,6.65736722946167,gan,gan,cnn,cnn,0
12,12,30.104522332856273,24.220613253945245,26.06098909042962,6.61636209487915,5.913707256317139,6.714700222015381,gan,gan,gan,gan,1
13,13,29.273674668484478,24.323688014436637,25.52905593479011,6.0738348960876465,7.402252674102783,6.877344131469727,gan,gan,cnn,cnn,0
14,14,28.13047371417262,21.511818920550414,24.90022679608159,5.448930263519287,5.877835750579834,5.680914402008057,gan,gan,cnn,cnn,0
15,15,26.322356943691645,19.148010639364745,23.506050155613625,5.097294807434082,5.86716890335083,5.62846040725708,gan,gan,cnn,cnn,0
16,16,23.755960973590362,17.324485324726012,21.698406035288752,5.464188098907471,5.255205154418945,6.190847873687744,gan,gan,gan,gan,1
17,17,20.900376556174706,17.11808749868573,19.073117484860216,5.2896833419799805,4.8487091064453125,5.387299537658691,gan,gan,gan,gan,1
18,18,20.394905033940507,18.610240875886223,18.14930366821052,6.258571624755859,5.554356575012207,5.570155620574951,gan,candidateB_expanded672,gan,gan,1
19,19,21.064082150885508,19.086676411603058,17.90246687353714,6.927988529205322,5.44291353225708,6.348349094390869,gan,candidateB_expanded672,gan,gan,1
20,20,21.97923655969375,18.266315468004898,18.754718117140282,6.254051208496094,5.689126491546631,6.793157577514648,gan,gan,gan,gan,1
21,21,27.30086406645334,21.732522780594586,23.49314244564928,8.127616882324219,10.817054748535156,9.13455581665039,gan,gan,cnn,cnn,0
22,22,32.693467082501115,26.801086541907566,28.98134746122303,8.081520080566406,8.346701622009277,7.842062950134277,gan,gan,cnn,candidateB_expanded672,0
23,23,34.476953302920876,29.144574221491347,30.37450069065537,6.907674789428711,8.497876167297363,8.783428192138672,gan,gan,cnn,cnn,0
24,24,35.75728371567695,29.65320138308241,30.831857501070576,7.21915864944458,12.067601203918457,8.370285034179688,gan,gan,cnn,cnn,0
25,25,36.58411526021696,30.123491475362258,31.73533310608448,11.371563911437988,10.501462936401367,6.810031414031982,gan,gan,gan,candidateB_expanded672,1
26,26,35.02599363200026,30.779316467464,31.85282977502167,7.043282985687256,11.28821849822998,7.226974964141846,gan,gan,cnn,cnn,0
27,27,36.89696946573002,30.945378681968467,32.705383964153874,6.4783101081848145,19.968429565429688,6.515990734100342,gan,gan,cnn,cnn,0
28,28,38.33189346230645,30.74946233279523,33.523058473236894,7.210402011871338,14.947399139404297,8.137086868286133,gan,gan,cnn,cnn,0
29,29,38.84347398326436,31.752977463202388,34.49012583156506,6.963974952697754,12.864243507385254,6.827291011810303,gan,gan,cnn,candidateB_expanded672,0
30,30,39.94080457344863,30.82310921065586,33.89412659541117,8.127463340759277,14.847400665283203,7.91738224029541,gan,gan,cnn,candidateB_expanded672,0
31,31,39.104318483733294,31.3053599336416,34.030999196112816,6.818642616271973,16.23410415649414,7.95642614364624,gan,gan,cnn,cnn,0
32,32,38.55925876668554,30.547158977309156,33.0695843784363,7.461033821105957,19.229158401489258,7.429067134857178,gan,gan,cnn,candidateB_expanded672,0
33,33,38.39305861348763,30.400139282712473,32.709124321584326,6.76971960067749,20.00556755065918,7.751171588897705,gan,gan,cnn,cnn,0
34,34,37.356416104450325,28.907547601520903,32.05647835459234,6.323113918304443,19.445999145507812,7.631950378417969,gan,gan,cnn,cnn,0
35,35,35.95264003005777,28.746843597068697,30.550620881195712,6.2719197273254395,14.435929298400879,7.261690139770508,gan,gan,cnn,cnn,0
36,36,35.61901723291445,27.743736665197815,30.840159941749633,6.097905158996582,9.26945686340332,7.003137588500977,gan,gan,cnn,cnn,0
37,37,33.456602216246914,27.16364872656993,29.428616380149798,6.489102840423584,9.59257698059082,7.2675395011901855,gan,gan,cnn,cnn,0
38,38,29.159912858159764,23.780350003542182,25.89237229589444,6.054014682769775,7.416414260864258,7.777809143066406,gan,gan,cnn,cnn,0
39,39,25.24426875811477,21.358097631209198,23.4220448892691,5.873856067657471,8.546488761901855,7.6822919845581055,gan,gan,cnn,cnn,0
40,40,24.281572165890662,20.447367624488226,22.033294231998436,5.6310811042785645,8.988521575927734,8.507499694824219,gan,gan,cnn,cnn,0
41,41,23.457166445963043,17.452695580897316,19.559863870357006,5.389686584472656,8.901470184326172,6.611878395080566,gan,gan,cnn,cnn,0
42,42,21.63035540369367,14.632793364821667,17.007344204753526,5.757840156555176,7.383090972900391,6.756539344787598,gan,gan,cnn,cnn,0
43,43,20.76816702008209,13.784137402758168,15.523706540429888,5.7682366371154785,7.053122520446777,6.59519100189209,gan,gan,cnn,cnn,0
44,44,19.781150575177055,13.855413188888303,14.868999365947856,6.20600700378418,7.041088581085205,6.685825824737549,gan,gan,cnn,cnn,0
45,45,20.528037851461004,13.609391097429418,16.109227797901724,6.566225528717041,6.773196697235107,5.924270153045654,gan,gan,cnn,candidateB_expanded672,0
46,46,20.678325640697178,16.27228595124608,16.209754303238192,6.243154048919678,6.650214672088623,7.180774211883545,gan,candidateB_expanded672,cnn,cnn,0
47,47,22.201753073772625,13.108895112859523,16.27953542261387,6.789880752563477,7.498397350311279,7.2703142166137695,gan,gan,cnn,cnn,0
48,48,22.832495463547907,13.107025960847848,17.008405311532528,7.081502437591553,6.682991981506348,6.979197978973389,gan,gan,gan,gan,1
49,49,22.105793975200847,13.662675111493924,17.165863000617282,6.3195295333862305,7.889017105102539,6.704432010650635,gan,gan,cnn,cnn,0
50,50,21.30877833114525,14.865452226211227,16.669272179896787,6.3856120109558105,6.713321685791016,6.465353488922119,gan,gan,cnn,cnn,0
51,51,21.75849079768097,16.03686368056312,17.06423634870645,5.902731418609619,7.996896266937256,6.241027355194092,gan,gan,cnn,cnn,0
52,52,21.81632996072092,16.98731478928289,17.581902930840833,5.69123649597168,7.0050048828125,6.540562629699707,gan,gan,cnn,cnn,0
53,53,21.92458068590406,18.078201501754,17.81076430989752,5.261850833892822,7.919146537780762,6.338040351867676,gan,candidateB_expanded672,cnn,cnn,0
54,54,22.97915159360149,18.305326668249773,18.67988751178726,5.500187397003174,9.581897735595703,6.374393939971924,gan,gan,cnn,cnn,0
55,55,23.57536347476084,17.428151978200873,19.53580084125764,5.2683796882629395,7.846588134765625,5.862330436706543,gan,gan,cnn,cnn,0
56,56,24.24948793523431,17.584091876726443,20.235173575125998,5.488292217254639,7.826909065246582,7.111793518066406,gan,gan,cnn,cnn,0
57,57,24.937493176964292,18.354637384973643,20.32919420945137,5.463809013366699,6.805661201477051,6.495468616485596,gan,gan,cnn,cnn,0
58,58,25.56121844001433,18.762904108038654,21.330143202936892,6.08959436416626,8.349846839904785,6.4624762535095215,gan,gan,cnn,cnn,0
59,59,25.864386079507888,18.65101850934172,21.63593871084478,5.546851634979248,7.89148473739624,6.065863132476807,gan,gan,cnn,cnn,0
60,60,25.964725332360167,18.604905025455473,21.984900857811127,5.321651458740234,8.357301712036133,6.146341800689697,gan,gan,cnn,cnn,0
61,61,25.73100039673249,19.516031588862035,22.423016569659673,5.346891403198242,8.12722110748291,6.6754841804504395,gan,gan,cnn,cnn,0
62,62,27.46350343812835,17.993686869301147,23.94040602842057,6.720277786254883,6.650205135345459,6.98972225189209,gan,gan,gan,gan,1
63,63,28.524583670890912,18.199751597271156,24.33514434704592,7.660599708557129,7.5776286125183105,6.772956371307373,gan,gan,gan,candidateB_expanded672,1
64,64,24.7100597287657,16.701032359601633,20.580091327240876,5.944510459899902,7.137726306915283,6.275386810302734,gan,gan,cnn,cnn,0
65,65,22.148883751156426,16.23947552161985,18.972715738723096,5.820770263671875,5.576780319213867,5.870975017547607,gan,gan,gan,gan,1
66,66,20.981857591368968,15.979342195015368,17.287143159666776,5.701828956604004,6.4086198806762695,6.070828914642334,gan,gan,cnn,cnn,0
67,67,20.679919922717943,14.773695042869097,16.5961679712768,5.030301094055176,6.6433844566345215,5.410688877105713,gan,gan,cnn,cnn,0
68,68,21.77134223692748,15.500930745161975,17.152281181470048,6.074338436126709,5.670867919921875,5.260478496551514,gan,gan,gan,candidateB_expanded672,1
69,69,24.168055816700438,16.112222498232782,19.516770309261464,5.17050838470459,6.406604290008545,5.424511909484863,gan,gan,cnn,cnn,0
70,70,24.673819113934496,19.882401938586153,20.18833930242484,5.396136283874512,5.861793041229248,5.292837619781494,gan,gan,cnn,candidateB_expanded672,0
71,71,25.505047306429027,18.465741214218955,20.85398725913473,5.1588335037231445,7.186563014984131,5.657712459564209,gan,gan,cnn,cnn,0
72,72,26.514111621573456,19.679320844931677,22.135708219547062,4.796044826507568,5.719583988189697,5.828807830810547,gan,gan,cnn,cnn,0
73,73,27.001473804134946,19.399004976672177,23.674596373318114,4.9851861000061035,5.75114631652832,6.427412986755371,gan,gan,cnn,cnn,0
74,74,28.28963162272453,20.10959212403172,24.49281705933061,4.782100200653076,5.644299030303955,5.824279308319092,gan,gan,cnn,cnn,0
75,75,29.367383683723347,19.74885298310355,24.508244842445727,5.201173305511475,5.680557727813721,5.2704644203186035,gan,gan,cnn,cnn,0
76,76,30.056769521251926,20.225713244111034,25.373940049026988,5.207019329071045,6.450347900390625,6.165472030639648,gan,gan,cnn,cnn,0
77,77,29.944664675564518,20.353338072506904,25.832088778167712,6.132026672363281,6.000014781951904,6.626802444458008,gan,gan,gan,gan,1
78,78,30.300511724579902,19.95492094933438,25.972893326712946,5.8028388023376465,7.092807292938232,7.627531051635742,gan,gan,cnn,cnn,0
79,79,30.148051358309164,20.321240211337894,26.885217093638826,6.856454849243164,6.467032432556152,6.882067680358887,gan,gan,gan,gan,1
80,80,30.086252753371088,20.744918439924255,26.37713528032617,6.982686519622803,6.176682472229004,5.776423931121826,gan,gan,gan,candidateB_expanded672,1
81,81,29.68907403762892,20.982889067881906,26.32438592599961,6.426537990570068,7.567525863647461,5.552976131439209,gan,gan,cnn,candidateB_expanded672,0
82,82,28.90089773637945,20.81634708740007,25.911348519662276,7.1840739250183105,6.303605079650879,6.365869522094727,gan,gan,gan,gan,1
83,83,28.194313716720707,21.794751727168247,25.619581928596666,6.560110569000244,6.599743366241455,6.011536121368408,gan,gan,cnn,candidateB_expanded672,0
84,84,29.14514380262554,21.106373639070085,26.062213756448763,5.271510124206543,8.559276580810547,6.165653705596924,gan,gan,cnn,cnn,0
85,85,28.72250736297703,20.7490839418831,25.57929830701906,5.609640121459961,7.718591690063477,5.80568790435791,gan,gan,cnn,cnn,0
86,86,29.195361276159034,18.84606490909817,25.920212811663664,5.25334358215332,9.43416690826416,6.297908306121826,gan,gan,cnn,cnn,0
87,87,29.611902358359767,19.024115372275585,25.965985381101493,6.509652614593506,7.174471855163574,7.62854528427124,gan,gan,cnn,cnn,0
88,88,26.37509421416108,18.396084436387564,22.51473884984326,6.411813259124756,6.487721920013428,6.556178569793701,gan,gan,cnn,cnn,0
89,89,24.29846982632471,17.197907308437554,20.417038013619784,6.017302513122559,6.256072521209717,6.4769439697265625,gan,gan,cnn,cnn,0
90,90,22.206834090995343,17.32676746960286,18.51509299773239,5.257880687713623,5.663510322570801,5.6765031814575195,gan,gan,cnn,cnn,0
91,91,22.30942508877806,16.266054339767617,18.562748447320388,5.508337497711182,5.519831657409668,6.564169883728027,gan,gan,cnn,cnn,0
92,92,22.07932597419188,16.807703363287136,19.199943014271906,5.735818386077881,5.677903175354004,6.081878662109375,gan,gan,gan,gan,1
93,93,24.402894658345392,18.13548367922437,22.78181915364459,6.506997585296631,6.816009521484375,6.972562789916992,gan,gan,cnn,cnn,0
94,94,24.570031527820365,20.006869187749356,24.004551876131252,5.102908611297607,6.517361164093018,6.19554328918457,gan,gan,cnn,cnn,0
95,95,26.879696075655563,20.637912890931716,24.4173071373824,5.015480041503906,6.677723407745361,5.9891228675842285,gan,gan,cnn,cnn,0
96,96,28.904715116511554,22.25070627382419,25.146725346926242,5.121858596801758,7.258078575134277,5.495009422302246,gan,gan,cnn,cnn,0
97,97,30.15308546680866,22.202351461270364,25.96221164424099,5.011539936065674,7.223494529724121,5.3242998123168945,gan,gan,cnn,cnn,0
98,98,31.264551411001506,23.055714774434993,26.35729192652258,4.942448139190674,8.764951705932617,5.380342960357666,gan,gan,cnn,cnn,0
99,99,30.940933752807226,20.998202000997363,25.88924577947032,5.342334747314453,7.760592460632324,6.076140880584717,gan,gan,cnn,cnn,0
100,100,31.181555022619012,20.891681214618057,25.482713009385375,5.912055015563965,7.617006778717041,6.0217976570129395,gan,gan,cnn,cnn,0
101,101,30.40796712150836,20.937383941054357,25.22197930012519,5.357294082641602,7.0666680335998535,5.754045486450195,gan,gan,cnn,cnn,0
102,102,29.254680859214627,20.257793175726828,24.149005607095024,5.164434909820557,8.231893539428711,6.208836078643799,gan,gan,cnn,cnn,0
103,103,29.507549938987374,20.69051451494371,24.371251300159507,5.102769374847412,6.314839839935303,5.598913669586182,gan,gan,cnn,cnn,0
104,104,29.173745320955113,20.12992358587829,23.572593353845257,4.829194068908691,7.393864154815674,4.972889423370361,gan,gan,cnn,cnn,0
105,105,29.338582011466166,19.283104237304943,24.53552932543822,5.33697509765625,6.823482513427734,5.94395637512207,gan,gan,cnn,cnn,0
106,106,30.092821360744658,20.00547041151677,24.333056749976706,5.767349720001221,6.75129508972168,5.747922897338867,gan,gan,cnn,candidateB_expanded672,0
107,107,29.64376642955138,20.682183399063746,23.472643624407148,5.574344635009766,7.6041154861450195,5.708679676055908,gan,gan,cnn,cnn,0
108,108,28.940126674621943,21.1993064034262,24.227871537043836,5.6898322105407715,7.595790386199951,6.091877460479736,gan,gan,cnn,cnn,0
109,109,28.97319829057234,20.853111383838083,23.709965098065307,5.088190078735352,7.198193550109863,5.580569267272949,gan,gan,cnn,cnn,0
110,110,29.504241915198808,19.600364202728887,24.07666856382179,5.806641101837158,6.568319320678711,6.048294544219971,gan,gan,cnn,cnn,0
111,111,28.17742348677506,18.815230764049467,23.23125410953057,5.513612270355225,8.167459487915039,5.919332504272461,gan,gan,cnn,cnn,0
112,112,27.49742127818127,19.372446559915602,22.493093069074384,5.637857913970947,6.682409286499023,6.1112236976623535,gan,gan,cnn,cnn,0
113,113,26.010710160777133,18.415536047943895,21.484015181133376,5.502909183502197,6.949485778808594,6.041092395782471,gan,gan,cnn,cnn,0
114,114,24.541486090961616,16.84887862793787,20.58971232354931,5.123978614807129,5.899235248565674,5.6569366455078125,gan,gan,cnn,cnn,0
115,115,25.270960377659716,17.25298248796687,20.389518675944924,4.689971923828125,7.232174873352051,5.524820327758789,gan,gan,cnn,cnn,0
116,116,25.095451409249726,17.129081493158413,21.325286053634148,5.35050630569458,7.636551856994629,5.865227699279785,gan,gan,cnn,cnn,0
117,117,27.14897424086504,18.592743212240446,22.34151505790573,5.260716915130615,8.683184623718262,6.3508620262146,gan,gan,cnn,cnn,0
118,118,27.925806328570985,19.893975298384717,24.751679206360663,6.84329080581665,9.465571403503418,7.983131408691406,gan,gan,cnn,cnn,0
119,119,27.187847892928154,20.557132674744736,24.868262502861743,5.218785285949707,6.129123687744141,5.764840126037598,gan,gan,cnn,cnn,0
120,120,28.146732976702577,21.528863701574615,24.426572561928804,4.889072418212891,7.93386173248291,5.6508870124816895,gan,gan,cnn,cnn,0
121,121,29.135888828595842,21.37188887795256,24.632062468371657,5.373913288116455,7.535200595855713,5.378269672393799,gan,gan,cnn,cnn,0
122,122,28.017758663142306,22.491589595860475,24.015931198699082,5.264456272125244,7.450175762176514,6.039792060852051,gan,gan,cnn,cnn,0
123,123,29.152924001075785,22.17220391892049,24.43303963350061,6.196282386779785,8.431406021118164,5.863852024078369,gan,gan,cnn,candidateB_expanded672,0
124,124,28.184626374879375,22.119830159019614,23.91918193538689,6.166434288024902,6.818744659423828,5.520723819732666,gan,gan,cnn,candidateB_expanded672,0
125,125,28.43981263564626,21.313574573250694,23.54276439131383,5.748098373413086,10.086677551269531,4.856471061706543,gan,gan,cnn,candidateB_expanded672,0
126,126,28.023492407781937,22.88972837862729,24.063072632441617,4.992148399353027,8.052214622497559,4.729128837585449,gan,gan,cnn,candidateB_expanded672,0
127,127,30.000730217921266,24.85609607980766,26.16936572876873,5.114649772644043,13.074076652526855,5.038137912750244,gan,gan,cnn,candidateB_expanded672,0
128,128,28.391923421353447,23.315252316365218,24.98180782769601,5.476268768310547,7.28298807144165,5.243675231933594,gan,gan,cnn,candidateB_expanded672,0
129,129,29.465245102227872,24.209883048645104,26.758389070816378,5.373117923736572,9.33877944946289,5.735817909240723,gan,gan,cnn,cnn,0
130,130,30.27324308013254,23.783031491875988,27.015888340727887,5.609683513641357,11.313863754272461,5.087593078613281,gan,gan,cnn,candidateB_expanded672,0
131,131,33.0539968727652,25.23355611194131,29.380840236902944,6.2030792236328125,12.011610984802246,6.4927287101745605,gan,gan,cnn,cnn,0
132,132,33.926806040190684,25.90821112354989,30.977483271588174,6.331444263458252,12.388164520263672,7.467674255371094,gan,gan,cnn,cnn,0
133,133,34.52507377701583,25.596877045000497,31.132793356579437,6.299666404724121,7.647167682647705,8.010136604309082,gan,gan,cnn,cnn,0
134,134,32.518921837890055,23.04058254540847,29.23168356292669,7.141453742980957,13.276667594909668,7.1241960525512695,gan,gan,cnn,candidateB_expanded672,0
135,135,29.944179549584543,20.502693507156053,27.18784796345866,6.298990726470947,11.993122100830078,7.422882080078125,gan,gan,cnn,cnn,0
136,136,27.83279512215704,19.71188765946126,25.209248952413507,6.232182025909424,6.450465202331543,5.895073413848877,gan,gan,cnn,candidateB_expanded672,0
137,137,26.69652879915387,18.35521341147029,23.719860354981307,5.208233833312988,9.66958236694336,4.938087463378906,gan,gan,cnn,candidateB_expanded672,0
138,138,26.265900126493325,18.5898403985513,23.169994974659538,5.562473773956299,8.217479705810547,4.829995632171631,gan,gan,cnn,candidateB_expanded672,0
139,139,25.72843674372112,17.55339321269266,22.18408839776218,5.6482439041137695,9.790724754333496,5.189800262451172,gan,gan,cnn,candidateB_expanded672,0
140,140,26.928885115678263,17.632487734588345,23.943238759621025,5.719569206237793,11.421890258789062,5.253817081451416,gan,gan,cnn,candidateB_expanded672,0
141,141,30.122683212798776,22.35126448334632,27.77191060397417,6.186624050140381,8.889102935791016,6.87914514541626,gan,gan,cnn,cnn,0
142,142,31.864668972443802,25.40867751345393,29.774701687472938,7.186554908752441,8.55953311920166,7.256507396697998,gan,gan,cnn,cnn,0
143,143,31.729557469133276,25.608920781987035,28.34080650129304,5.864097595214844,9.649337768554688,6.8401780128479,gan,gan,cnn,cnn,0
144,144,31.838603860361527,24.790495069985838,28.02820834219133,5.560759544372559,9.771649360656738,5.75547456741333,gan,gan,cnn,cnn,0
145,145,30.39245353837724,25.26410594488553,27.23796443408983,5.902344226837158,8.558032035827637,6.461094379425049,gan,gan,cnn,cnn,0
146,146,29.28670842660694,23.86618294113101,26.869116236965837,5.959416389465332,7.056334018707275,6.437699317932129,gan,gan,cnn,cnn,0
147,147,26.585106339400784,22.003227031713678,24.89717870987192,5.6108717918396,6.8347039222717285,7.141356468200684,gan,gan,cnn,cnn,0
148,148,26.258461074996504,21.1331690923618,23.892107917669673,5.0148024559021,8.882506370544434,5.944976806640625,gan,gan,cnn,cnn,0
149,149,25.194205211404583,21.36081867901896,22.788090677634564,5.752551078796387,8.038224220275879,7.163275241851807,gan,gan,cnn,cnn,0
150,150,24.128591365700505,20.19277068635915,22.03239040549421,5.291886329650879,7.924254417419434,6.317547798156738,gan,gan,cnn,cnn,0
151,151,24.240085612250784,19.596870056685123,21.019834563274927,5.580901145935059,7.460690975189209,6.7017598152160645,gan,gan,cnn,cnn,0
152,152,24.594151699851988,17.338820427078797,19.950369395818907,5.931854248046875,8.478921890258789,6.581651210784912,gan,gan,cnn,cnn,0
153,153,25.168802860244767,16.23765159094386,19.75526602523184,6.290019989013672,6.548172950744629,6.571127414703369,gan,gan,cnn,cnn,0
154,154,25.31020070022765,16.834477000311573,19.287626877469247,5.889771461486816,5.736759185791016,6.2056193351745605,gan,gan,gan,gan,1
155,155,26.088776073112513,17.444078563809867,19.853458641498122,6.413660526275635,6.612644195556641,6.599697113037109,gan,gan,cnn,cnn,0
156,156,25.16401321091786,17.879759557761357,20.125822422342136,5.162914276123047,9.264598846435547,5.437524318695068,gan,gan,cnn,cnn,0
157,157,25.57399551509901,18.686237526393793,22.270682805007418,4.567626476287842,8.282842636108398,5.102392196655273,gan,gan,cnn,cnn,0
