sample_idx,pos_idx,pd_distance_cnn,pd_distance_gan,pd_distance_candidateB_expanded672,mt_distance_cnn,mt_distance_gan,mt_distance_candidateB_expanded672,pd_winner_before,pd_winner_after_candidateB_expanded672,mt_winner_before,mt_winner_after_candidateB_expanded672,was_mt_gan_win_before
158,158,27.076784963721764,22.72289165286213,24.415512032565655,5.708489894866943,8.312358856201172,5.7307820320129395,gan,gan,cnn,cnn,0
159,159,24.310343375521082,19.84507792462866,21.756918300876183,5.012121677398682,10.700226783752441,5.159929275512695,gan,gan,cnn,cnn,0
160,160,21.188537318324133,20.14027527603938,19.283551571775433,5.1832075119018555,13.9108247756958,5.944746017456055,gan,candidateB_expanded672,cnn,cnn,0
161,161,19.540402210515502,19.232825594053608,19.05134688118774,5.7158894538879395,11.7100830078125,5.440517425537109,gan,candidateB_expanded672,cnn,candidateB_expanded672,0
162,162,18.27105324592802,19.457879947992573,18.187973671625645,4.5405659675598145,9.695740699768066,5.275563716888428,cnn,candidateB_expanded672,cnn,cnn,0
163,163,19.37037318892002,20.44637029980189,19.511012588334122,5.698920726776123,6.788956165313721,5.523922443389893,cnn,cnn,cnn,candidateB_expanded672,0
164,164,21.46365087746109,18.82963529736202,20.980919216196295,5.2430009841918945,10.968896865844727,5.839634895324707,gan,gan,cnn,cnn,0
165,165,22.937888715207535,20.548745956267595,22.12700505607804,5.059387683868408,11.26945972442627,7.341951370239258,gan,gan,cnn,cnn,0
166,166,23.890736675966988,20.79692555045691,23.037791753986504,6.106489181518555,10.583955764770508,6.938239574432373,gan,gan,cnn,cnn,0
167,167,23.479887971191566,21.661112948338108,22.36985741385058,5.800627708435059,7.244186878204346,7.014717102050781,gan,gan,cnn,cnn,0
