sample_idx,pos_idx,pd_distance_candidateUV_expanded1344,mt_distance_candidateUV_expanded1344
0,0,28.741205146955107,5.096269130706787
1,1,29.12882670824209,5.290016174316406
2,2,29.93548705459702,5.352505207061768
3,3,29.988712240637927,5.301655292510986
4,4,30.28433477067554,5.59959077835083
5,5,31.016838956285458,5.150489330291748
6,6,31.51964664804778,6.285118103027344
7,7,31.38679148386075,5.736822605133057
8,8,31.42842439133123,6.458304405212402
9,9,30.48961118243918,5.967398643493652
10,10,30.950613820765344,5.974513053894043
11,11,30.93990782782457,6.184797286987305
12,12,31.20401461838611,6.477207660675049
13,13,30.28139651733118,6.67009162902832
14,14,29.4922453612491,5.436784267425537
15,15,27.588522654986342,5.267465591430664
16,16,24.759369038255358,6.3002519607543945
17,17,22.486645406482413,5.485644340515137
18,18,21.875733937177998,5.452827453613281
19,19,21.50867454754189,6.139931678771973
20,20,23.062819786148285,6.88065767288208
21,21,28.222845419729563,8.203452110290527
22,22,35.427920979256456,7.351284503936768
23,23,37.05463482477678,7.911361217498779
24,24,37.75092682509199,8.434517860412598
25,25,38.75434438189712,7.760540008544922
26,26,39.038819455210266,6.458403587341309
27,27,40.264282589176716,5.926056861877441
28,28,41.24121969873397,7.69920015335083
29,29,41.98446041558991,6.559947490692139
30,30,41.874053776964516,7.241040229797363
31,31,42.047678261586775,7.437379837036133
32,32,40.84563991397224,7.270444393157959
33,33,40.23338902182883,7.110024452209473
34,34,39.41144143363116,7.049521446228027
35,35,39.06974646628836,6.647243022918701
36,36,39.106092850079634,6.451672554016113
37,37,36.9305108431744,6.646640300750732
38,38,33.507745581402766,7.454927921295166
39,39,28.69894013379604,6.376287460327148
40,40,26.313495210048806,7.0758562088012695
41,41,24.667521151526252,6.157917499542236
42,42,22.532115496189128,6.183064937591553
43,43,20.915876232392353,6.218522071838379
44,44,19.72692719746237,6.82611083984375
45,45,20.334529473101064,6.37883996963501
46,46,19.654869100779273,5.829466819763184
47,47,20.61299129816116,6.488409996032715
48,48,21.711708928129493,6.979802131652832
49,49,21.8114846763746,6.6014323234558105
50,50,21.26162589675465,6.162740707397461
51,51,21.725306775374683,5.795664310455322
52,52,22.669059931906,5.647077560424805
53,53,22.9903383825444,5.523611545562744
54,54,24.099758699760834,5.49098539352417
55,55,24.99637797299921,5.487686634063721
56,56,25.67671726289721,5.594152450561523
57,57,25.909014521342282,5.928023815155029
58,58,26.65126852765331,6.5076069831848145
59,59,26.99410553566496,5.943131923675537
60,60,27.405999124665378,6.0611491203308105
61,61,27.699681969334403,6.110223293304443
62,62,29.163243525973144,7.331924915313721
63,63,29.787713838040155,7.4831223487854
64,64,25.239285601172348,6.100173473358154
65,65,23.178368428154812,5.802183151245117
66,66,21.78019297034327,5.4857001304626465
67,67,21.224067492275186,5.379499435424805
68,68,22.22330536759543,5.581085681915283
69,69,25.376061941621437,5.534488201141357
70,70,26.09417861456811,5.653994560241699
71,71,27.137962737287673,5.932928085327148
72,72,28.490456330492528,6.074830532073975
73,73,29.801740658562753,6.268013000488281
74,74,30.806461962243617,6.557254314422607
75,75,31.39606980501682,6.0656938552856445
76,76,32.02666359053698,6.052515029907227
77,77,32.109283370069186,6.152813911437988
78,78,31.604803038292456,6.747202396392822
79,79,31.50102872011302,6.779053688049316
80,80,31.41971629570807,6.552474021911621
81,81,31.628662826815994,6.257205963134766
82,82,30.967557394804444,6.66594934463501
83,83,30.635919483686973,6.045675277709961
84,84,30.908069943735022,6.225257873535156
85,85,30.555093968293253,5.7588348388671875
86,86,30.927174662186612,5.7438130378723145
87,87,31.474113188913694,7.021947383880615
88,88,28.262530364035058,6.250627517700195
89,89,25.67272485489823,5.879545211791992
90,90,23.978417391329078,5.631867408752441
91,91,24.25586021823141,5.859320640563965
92,92,24.877331762471258,5.34627628326416
93,93,28.53518323787522,6.169088840484619
94,94,29.78878823685796,5.752773284912109
95,95,31.252086155787207,6.172499179840088
96,96,32.99936384736686,5.678389072418213
97,97,33.61861845191647,5.485901832580566
98,98,34.16658374005207,5.529715061187744
99,99,34.27007480018079,6.481128215789795
100,100,33.56900312586278,6.3308796882629395
101,101,32.97523316939797,6.497904300689697
102,102,31.76373577091882,6.510885715484619
103,103,32.43856277340098,5.776825904846191
104,104,31.82938284431552,5.3500494956970215
105,105,31.857525414138863,5.932448863983154
106,106,31.72025953080306,6.4472479820251465
107,107,31.296036096540483,5.81596040725708
108,108,31.443598899584998,6.519136905670166
109,109,31.16246564815548,5.819804668426514
110,110,31.60748126368334,6.218769073486328
111,111,30.38412280622857,6.079285144805908
112,112,29.976854441957446,6.617021560668945
113,113,28.509059114330935,6.052750587463379
114,114,27.3141005323847,5.730439186096191
115,115,27.715893076500613,5.508549690246582
116,116,28.6880286563153,5.55501127243042
117,117,30.09674132534336,5.958844184875488
118,118,31.901272473478492,6.456361770629883
119,119,31.69625771669724,5.888060569763184
120,120,30.979766773507755,5.134623050689697
121,121,31.725273361358497,5.222496509552002
122,122,31.348839868424022,5.750897407531738
123,123,31.03288224859939,5.765993118286133
124,124,30.707822390768996,5.77099084854126
125,125,30.169514012595943,5.372556209564209
126,126,29.812014758412264,5.149519920349121
127,127,31.65659021279143,5.34696626663208
128,128,30.786874733693146,5.127208232879639
129,129,31.868149130682095,6.020057678222656
130,130,31.796813356512487,5.336158275604248
131,131,34.22645237041813,6.993814468383789
132,132,35.637939177634806,7.018519878387451
133,133,36.14539159262731,6.343080520629883
134,134,33.5735347653162,6.106741428375244
135,135,31.159245892092695,6.433861255645752
136,136,29.027991822860383,6.150330543518066
137,137,27.700908978503676,4.72192907333374
138,138,26.924189962019728,4.518279552459717
139,139,26.042476825323753,4.670371055603027
140,140,27.45770617937102,5.147224426269531
141,141,31.985597305435878,6.4582672119140625
142,142,35.31264498199874,6.589077949523926
143,143,34.00438849450358,5.867978572845459
144,144,33.80601673925026,5.632149696350098
145,145,33.16240154133329,5.956031799316406
146,146,32.34645591027135,6.7003679275512695
147,147,30.4776664718438,6.85330867767334
148,148,29.034612468943685,5.571587562561035
149,149,28.599543109161544,6.425429344177246
150,150,26.75278564971797,6.546438694000244
151,151,26.152432494545266,6.2353434562683105
152,152,25.99719935593775,6.174386024475098
153,153,25.545016984922356,6.618076324462891
154,154,24.86949229812676,5.9698920249938965
155,155,25.387527461943094,6.480545520782471
156,156,26.209279248069947,5.512438774108887
157,157,27.52629404539983,5.275645732879639
158,158,29.706826121557626,5.84639310836792
159,159,26.953665701292387,4.958802700042725
160,160,24.58831392928866,5.220323085784912
161,161,23.54923773171007,4.524503707885742
162,162,23.13983771080058,4.332815170288086
163,163,24.586827678102118,4.9445977210998535
164,164,26.229806343608868,5.601778984069824
165,165,27.9374830532036,5.158682346343994
166,166,29.061736922158516,5.765997409820557
167,167,28.950837018603202,5.857432842254639
