sample_idx,pos_idx,pd_distance_cnn,pd_distance_gan,pd_distance_candidateB_plus_E2_tf_lowlambda_expanded2688,mt_distance_cnn,mt_distance_gan,mt_distance_candidateB_plus_E2_tf_lowlambda_expanded2688,pd_winner_before,pd_winner_after_candidateB_plus_E2_tf_lowlambda_expanded2688,mt_winner_before,mt_winner_after_candidateB_plus_E2_tf_lowlambda_expanded2688,was_mt_gan_win_before
53,53,21.92458068590406,18.078201501754,18.42629450370821,5.261850833892822,7.919146537780762,5.604139804840088,gan,gan,cnn,cnn,0
54,54,22.97915159360149,18.305326668249773,19.037373037944647,5.500187397003174,9.581897735595703,6.245460033416748,gan,gan,cnn,cnn,0
55,55,23.57536347476084,17.428151978200873,19.762156882503135,5.2683796882629395,7.846588134765625,5.8769636154174805,gan,gan,cnn,cnn,0
56,56,24.24948793523431,17.584091876726443,20.62230618651609,5.488292217254639,7.826909065246582,5.858597278594971,gan,gan,cnn,cnn,0
57,57,24.937493176964292,18.354637384973643,20.915148616614143,5.463809013366699,6.805661201477051,5.952797889709473,gan,gan,cnn,cnn,0
58,58,25.56121844001433,18.762904108038654,21.5095717434226,6.08959436416626,8.349846839904785,5.646599292755127,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
59,59,25.864386079507888,18.65101850934172,21.78265219892244,5.546851634979248,7.89148473739624,5.483357906341553,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
60,60,25.964725332360167,18.604905025455473,22.186892510593882,5.321651458740234,8.357301712036133,6.190004825592041,gan,gan,cnn,cnn,0
61,61,25.73100039673249,19.516031588862035,22.670494920162636,5.346891403198242,8.12722110748291,5.884313583374023,gan,gan,cnn,cnn,0
62,62,27.46350343812835,17.993686869301147,23.985121755064306,6.720277786254883,6.650205135345459,6.30932092666626,gan,gan,gan,candidateB_plus_E2_tf_lowlambda_expanded2688,1
63,63,28.524583670890912,18.199751597271156,24.163374742223436,7.660599708557129,7.5776286125183105,6.079377174377441,gan,gan,gan,candidateB_plus_E2_tf_lowlambda_expanded2688,1
64,64,24.7100597287657,16.701032359601633,20.607950006138378,5.944510459899902,7.137726306915283,5.300210952758789,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
65,65,22.148883751156426,16.23947552161985,18.880656335337882,5.820770263671875,5.576780319213867,5.327175617218018,gan,gan,gan,candidateB_plus_E2_tf_lowlambda_expanded2688,1
66,66,20.981857591368968,15.979342195015368,17.398929167728788,5.701828956604004,6.4086198806762695,5.473077774047852,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
67,67,20.679919922717943,14.773695042869097,17.048123635888604,5.030301094055176,6.6433844566345215,4.999538421630859,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
68,68,21.77134223692748,15.500930745161975,17.4077279836024,6.074338436126709,5.670867919921875,5.212813854217529,gan,gan,gan,candidateB_plus_E2_tf_lowlambda_expanded2688,1
69,69,24.168055816700438,16.112222498232782,20.40061310609396,5.17050838470459,6.406604290008545,5.393248558044434,gan,gan,cnn,cnn,0
70,70,24.673819113934496,19.882401938586153,20.82761396010886,5.396136283874512,5.861793041229248,4.651306629180908,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
71,71,25.505047306429027,18.465741214218955,21.441186913977635,5.1588335037231445,7.186563014984131,5.481271743774414,gan,gan,cnn,cnn,0
72,72,26.514111621573456,19.679320844931677,22.412182766192117,4.796044826507568,5.719583988189697,4.585920810699463,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
73,73,27.001473804134946,19.399004976672177,23.656712651976605,4.9851861000061035,5.75114631652832,5.220449924468994,gan,gan,cnn,cnn,0
74,74,28.28963162272453,20.10959212403172,24.826797976400893,4.782100200653076,5.644299030303955,4.808992385864258,gan,gan,cnn,cnn,0
75,75,29.367383683723347,19.74885298310355,25.140531387251965,5.201173305511475,5.680557727813721,5.049134731292725,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
76,76,30.056769521251926,20.225713244111034,25.816106656844223,5.207019329071045,6.450347900390625,5.54896879196167,gan,gan,cnn,cnn,0
77,77,29.944664675564518,20.353338072506904,25.620464171061236,6.132026672363281,6.000014781951904,5.139565467834473,gan,gan,gan,candidateB_plus_E2_tf_lowlambda_expanded2688,1
78,78,30.300511724579902,19.95492094933438,25.697426453191422,5.8028388023376465,7.092807292938232,5.636861324310303,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
79,79,30.148051358309164,20.321240211337894,26.213735440088893,6.856454849243164,6.467032432556152,5.445974349975586,gan,gan,gan,candidateB_plus_E2_tf_lowlambda_expanded2688,1
80,80,30.086252753371088,20.744918439924255,25.91675940508287,6.982686519622803,6.176682472229004,5.140296459197998,gan,gan,gan,candidateB_plus_E2_tf_lowlambda_expanded2688,1
81,81,29.68907403762892,20.982889067881906,25.594335154218214,6.426537990570068,7.567525863647461,5.246630668640137,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
82,82,28.90089773637945,20.81634708740007,25.541665402048725,7.1840739250183105,6.303605079650879,5.678542137145996,gan,gan,gan,candidateB_plus_E2_tf_lowlambda_expanded2688,1
83,83,28.194313716720707,21.794751727168247,25.275725065005872,6.560110569000244,6.599743366241455,5.299101829528809,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
84,84,29.14514380262554,21.106373639070085,25.533669730732587,5.271510124206543,8.559276580810547,5.15497350692749,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
85,85,28.72250736297703,20.7490839418831,25.25174183756896,5.609640121459961,7.718591690063477,5.325750827789307,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
86,86,29.195361276159034,18.84606490909817,25.484475819999048,5.25334358215332,9.43416690826416,5.7668609619140625,gan,gan,cnn,cnn,0
87,87,29.611902358359767,19.024115372275585,25.50037766760812,6.509652614593506,7.174471855163574,6.330646514892578,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
88,88,26.37509421416108,18.396084436387564,22.354658817907385,6.411813259124756,6.487721920013428,5.431301593780518,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
89,89,24.29846982632471,17.197907308437554,20.994012894459786,6.017302513122559,6.256072521209717,5.1063432693481445,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
90,90,22.206834090995343,17.32676746960286,19.152469966191738,5.257880687713623,5.663510322570801,4.911399841308594,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
91,91,22.30942508877806,16.266054339767617,18.8720105358815,5.508337497711182,5.519831657409668,5.334469318389893,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
92,92,22.07932597419188,16.807703363287136,19.08420047510024,5.735818386077881,5.677903175354004,5.794705867767334,gan,gan,gan,gan,1
93,93,24.402894658345392,18.13548367922437,21.3079868119631,6.506997585296631,6.816009521484375,6.7230939865112305,gan,gan,cnn,cnn,0
94,94,24.570031527820365,20.006869187749356,23.17643904027156,5.102908611297607,6.517361164093018,5.192080497741699,gan,gan,cnn,cnn,0
95,95,26.879696075655563,20.637912890931716,23.98194158516172,5.015480041503906,6.677723407745361,5.343744277954102,gan,gan,cnn,cnn,0
96,96,28.904715116511554,22.25070627382419,25.85946873426452,5.121858596801758,7.258078575134277,5.520669937133789,gan,gan,cnn,cnn,0
97,97,30.15308546680866,22.202351461270364,26.86472100028877,5.011539936065674,7.223494529724121,5.073973655700684,gan,gan,cnn,cnn,0
98,98,31.264551411001506,23.055714774434993,27.456135071211254,4.942448139190674,8.764951705932617,5.464983940124512,gan,gan,cnn,cnn,0
99,99,30.940933752807226,20.998202000997363,27.331158387781347,5.342334747314453,7.760592460632324,5.518349647521973,gan,gan,cnn,cnn,0
100,100,31.181555022619012,20.891681214618057,27.103613224135877,5.912055015563965,7.617006778717041,5.080821990966797,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
101,101,30.40796712150836,20.937383941054357,26.476778761089978,5.357294082641602,7.0666680335998535,5.004779815673828,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
102,102,29.254680859214627,20.257793175726828,25.40455255112795,5.164434909820557,8.231893539428711,4.685111999511719,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
103,103,29.507549938987374,20.69051451494371,25.899248633969588,5.102769374847412,6.314839839935303,5.2636799812316895,gan,gan,cnn,cnn,0
104,104,29.173745320955113,20.12992358587829,25.94007514764584,4.829194068908691,7.393864154815674,4.873307228088379,gan,gan,cnn,cnn,0
105,105,29.338582011466166,19.283104237304943,25.87837161781619,5.33697509765625,6.823482513427734,5.410587310791016,gan,gan,cnn,cnn,0
106,106,30.092821360744658,20.00547041151677,26.328683534485183,5.767349720001221,6.75129508972168,5.378390312194824,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
107,107,29.64376642955138,20.682183399063746,25.553023761742388,5.574344635009766,7.6041154861450195,5.885885238647461,gan,gan,cnn,cnn,0
108,108,28.940126674621943,21.1993064034262,25.805855297589723,5.6898322105407715,7.595790386199951,5.639427661895752,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
109,109,28.97319829057234,20.853111383838083,25.197372776194545,5.088190078735352,7.198193550109863,5.453109264373779,gan,gan,cnn,cnn,0
110,110,29.504241915198808,19.600364202728887,25.609822781015026,5.806641101837158,6.568319320678711,5.599852085113525,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
111,111,28.17742348677506,18.815230764049467,24.515344117331605,5.513612270355225,8.167459487915039,5.597915172576904,gan,gan,cnn,cnn,0
112,112,27.49742127818127,19.372446559915602,24.35296474052856,5.637857913970947,6.682409286499023,5.40471887588501,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
113,113,26.010710160777133,18.415536047943895,23.26783533218297,5.502909183502197,6.949485778808594,5.432489395141602,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
114,114,24.541486090961616,16.84887862793787,21.486582327310174,5.123978614807129,5.899235248565674,5.262712478637695,gan,gan,cnn,cnn,0
115,115,25.270960377659716,17.25298248796687,22.159039956378688,4.689971923828125,7.232174873352051,4.85109806060791,gan,gan,cnn,cnn,0
116,116,25.095451409249726,17.129081493158413,23.267486734290742,5.35050630569458,7.636551856994629,6.425358772277832,gan,gan,cnn,cnn,0
117,117,27.14897424086504,18.592743212240446,24.108433048860398,5.260716915130615,8.683184623718262,6.43607759475708,gan,gan,cnn,cnn,0
118,118,27.925806328570985,19.893975298384717,24.848710381529855,6.84329080581665,9.465571403503418,6.159472942352295,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
119,119,27.187847892928154,20.557132674744736,25.023955715495184,5.218785285949707,6.129123687744141,4.859599590301514,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
120,120,28.146732976702577,21.528863701574615,24.568004413045234,4.889072418212891,7.93386173248291,5.289193630218506,gan,gan,cnn,cnn,0
121,121,29.135888828595842,21.37188887795256,25.469096329856235,5.373913288116455,7.535200595855713,4.874670028686523,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
122,122,28.017758663142306,22.491589595860475,24.8055629965002,5.264456272125244,7.450175762176514,5.1152567863464355,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
123,123,29.152924001075785,22.17220391892049,24.39464555022883,6.196282386779785,8.431406021118164,5.293362140655518,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
124,124,28.184626374879375,22.119830159019614,24.773658165103306,6.166434288024902,6.818744659423828,5.2918701171875,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
125,125,28.43981263564626,21.313574573250694,24.10985357159111,5.748098373413086,10.086677551269531,4.830244541168213,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
126,126,28.023492407781937,22.88972837862729,24.601726088639413,4.992148399353027,8.052214622497559,4.829966068267822,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
127,127,30.000730217921266,24.85609607980766,26.20227544086478,5.114649772644043,13.074076652526855,5.012706756591797,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
128,128,28.391923421353447,23.315252316365218,25.322406710903962,5.476268768310547,7.28298807144165,5.003787517547607,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
129,129,29.465245102227872,24.209883048645104,26.057852753427746,5.373117923736572,9.33877944946289,5.348543643951416,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
130,130,30.27324308013254,23.783031491875988,26.278205817469726,5.609683513641357,11.313863754272461,6.449585437774658,gan,gan,cnn,cnn,0
131,131,33.0539968727652,25.23355611194131,28.749674160673393,6.2030792236328125,12.011610984802246,6.019618511199951,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
132,132,33.926806040190684,25.90821112354989,30.15371715935142,6.331444263458252,12.388164520263672,5.455744743347168,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
133,133,34.52507377701583,25.596877045000497,30.214763339759607,6.299666404724121,7.647167682647705,6.076561450958252,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
134,134,32.518921837890055,23.04058254540847,27.750331752607714,7.141453742980957,13.276667594909668,6.921520233154297,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
135,135,29.944179549584543,20.502693507156053,25.3855607742906,6.298990726470947,11.993122100830078,4.219528675079346,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
136,136,27.83279512215704,19.71188765946126,23.881546940344652,6.232182025909424,6.450465202331543,4.972195625305176,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
137,137,26.69652879915387,18.35521341147029,23.201797462080084,5.208233833312988,9.66958236694336,4.135671138763428,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
138,138,26.265900126493325,18.5898403985513,22.724454544641265,5.562473773956299,8.217479705810547,4.289896011352539,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
139,139,25.72843674372112,17.55339321269266,22.13261950090698,5.6482439041137695,9.790724754333496,4.492832183837891,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
140,140,26.928885115678263,17.632487734588345,23.50271471691858,5.719569206237793,11.421890258789062,4.610731601715088,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
141,141,30.122683212798776,22.35126448334632,27.207943444021694,6.186624050140381,8.889102935791016,6.576906204223633,gan,gan,cnn,cnn,0
142,142,31.864668972443802,25.40867751345393,29.855701993976883,7.186554908752441,8.55953311920166,6.605705738067627,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
143,143,31.729557469133276,25.608920781987035,28.33824652292763,5.864097595214844,9.649337768554688,6.198486328125,gan,gan,cnn,cnn,0
144,144,31.838603860361527,24.790495069985838,27.933567982565734,5.560759544372559,9.771649360656738,5.817897319793701,gan,gan,cnn,cnn,0
145,145,30.39245353837724,25.26410594488553,26.37788973963051,5.902344226837158,8.558032035827637,5.745205879211426,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
146,146,29.28670842660694,23.86618294113101,25.7367555948594,5.959416389465332,7.056334018707275,6.546315670013428,gan,gan,cnn,cnn,0
147,147,26.585106339400784,22.003227031713678,24.149374022927756,5.6108717918396,6.8347039222717285,5.714041233062744,gan,gan,cnn,cnn,0
148,148,26.258461074996504,21.1331690923618,23.155710627005742,5.0148024559021,8.882506370544434,5.3345537185668945,gan,gan,cnn,cnn,0
149,149,25.194205211404583,21.36081867901896,21.93382660945699,5.752551078796387,8.038224220275879,6.263052940368652,gan,gan,cnn,cnn,0
150,150,24.128591365700505,20.19277068635915,20.912673372341786,5.291886329650879,7.924254417419434,5.087710380554199,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
151,151,24.240085612250784,19.596870056685123,20.770349072099624,5.580901145935059,7.460690975189209,5.999833583831787,gan,gan,cnn,cnn,0
152,152,24.594151699851988,17.338820427078797,20.597816695549284,5.931854248046875,8.478921890258789,6.097894191741943,gan,gan,cnn,cnn,0
153,153,25.168802860244767,16.23765159094386,20.86835899986787,6.290019989013672,6.548172950744629,6.12742805480957,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
154,154,25.31020070022765,16.834477000311573,19.90809548949656,5.889771461486816,5.736759185791016,6.477510929107666,gan,gan,gan,gan,1
155,155,26.088776073112513,17.444078563809867,21.159800760460453,6.413660526275635,6.612644195556641,6.089718818664551,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
156,156,25.16401321091786,17.879759557761357,21.783684082379626,5.162914276123047,9.264598846435547,4.739541053771973,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
157,157,25.57399551509901,18.686237526393793,22.685376522907287,4.567626476287842,8.282842636108398,4.812763214111328,gan,gan,cnn,cnn,0
158,158,27.076784963721764,22.72289165286213,24.790551203081822,5.708489894866943,8.312358856201172,5.972458362579346,gan,gan,cnn,cnn,0
159,159,24.310343375521082,19.84507792462866,22.026780220379013,5.012121677398682,10.700226783752441,6.062251567840576,gan,gan,cnn,cnn,0
160,160,21.188537318324133,20.14027527603938,19.814020162191003,5.1832075119018555,13.9108247756958,5.419795989990234,gan,candidateB_plus_E2_tf_lowlambda_expanded2688,cnn,cnn,0
161,161,19.540402210515502,19.232825594053608,18.906355927030052,5.7158894538879395,11.7100830078125,6.319516181945801,gan,candidateB_plus_E2_tf_lowlambda_expanded2688,cnn,cnn,0
162,162,18.27105324592802,19.457879947992573,18.54280011033406,4.5405659675598145,9.695740699768066,4.835310935974121,cnn,cnn,cnn,cnn,0
163,163,19.37037318892002,20.44637029980189,19.576116586063044,5.698920726776123,6.788956165313721,4.864905834197998,cnn,cnn,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
164,164,21.46365087746109,18.82963529736202,20.797909955231233,5.2430009841918945,10.968896865844727,5.116315841674805,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
165,165,22.937888715207535,20.548745956267595,22.330230953809423,5.059387683868408,11.26945972442627,6.06634521484375,gan,gan,cnn,cnn,0
166,166,23.890736675966988,20.79692555045691,23.031775546561956,6.106489181518555,10.583955764770508,4.897397994995117,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
167,167,23.479887971191566,21.661112948338108,23.418112240247854,5.800627708435059,7.244186878204346,4.934265613555908,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded2688,0
