method,pd_n,pd_mean,pd_median,pd_stdev,pd_min,pd_max,mt_n,mt_mean,mt_median,mt_stdev,mt_min,mt_max
candidateB_factorial_speed_expanded2688,168,29.578276619692105,30.041103755161917,4.941750647604361,19.760840948779926,42.69684433962982,168,5.999594864391145,5.991088628768921,0.652752195671645,4.432369232177734,8.082906723022461
