metric_a,metric_b,method_level_oriented_pearson,within_method_median_oriented_pearson,samplewise_median_oriented_pearson,two_way_residual_oriented_pearson,all_levels_defined,consistent_nonzero_sign
psd_slope_abs_delta,comp_abs_t10,0.7282435783927633,0.2801213758738037,0.6370863736612612,0.007744785492355962,True,True
psd_slope_abs_delta,comp_abs_t15,0.3780775749487416,0.23575017636539636,0.3699903054479422,0.19705899323977036,True,True
psd_slope_abs_delta,pd_distance,0.3294440944617347,0.06587392024308608,0.2920149625506523,-0.0321091064782046,True,False
psd_slope_abs_delta,mt_distance,-0.29843345490803275,-0.22978451331145822,-0.11855115833187416,-0.005741168070301925,True,True
exceed_abs_t5,exceed_abs_t10,0.5490416395997435,0.14258934519124794,0.33975646680508237,0.01708979354258599,True,True
exceed_abs_t5,exceed_abs_t15,0.6237690373269298,0.2396006470546163,0.44653381380790985,0.14831727758145893,True,True
exceed_abs_t5,exceed_abs_p90,0.5733409542686045,0.2942210162776247,0.40989646425934484,0.2632214931681346,True,True
exceed_abs_t5,comp_curve_l1,0.8703916281696985,0.3483132902780885,0.704980207624996,0.17313188753725398,True,True
exceed_abs_t5,comp_abs_t5,0.2691103309303662,-0.14303011651884187,0.1664371618340703,-0.35656132852556843,True,False
exceed_abs_t5,comp_abs_t10,0.40707098786947593,0.5216220020967174,0.40660158679912073,0.11886108256641549,True,True
exceed_abs_t5,comp_abs_t15,0.8898656856916948,0.20756863289079092,0.7279479542742298,0.2473825447535445,True,True
exceed_abs_t5,pd_distance,0.3285356138512544,0.23847543844323987,0.31677437312139234,0.24272589068109007,True,True
exceed_abs_t5,mt_distance,0.5383737928955904,0.27530764921182177,0.30612047349980687,-0.04039947804648667,True,False
exceed_abs_t10,exceed_abs_t15,0.7790876935586857,-0.1169446839779419,0.5695313939141391,0.3464432190476629,True,False
exceed_abs_t10,exceed_abs_p90,0.6946022162071308,0.017452948340622138,0.6548363737115628,0.29134056300723055,True,True
exceed_abs_t10,comp_curve_l1,0.25957350882087493,0.05576099010505028,0.3478680295465444,0.110286882805486,True,True
exceed_abs_t10,comp_abs_t5,-0.5904706954393589,0.08368364702522231,-0.21097921238058004,0.174793548919303,True,False
exceed_abs_t10,comp_abs_t10,-0.49153145449391533,0.40568239623046803,-0.16157786559763473,-0.023028649985453516,True,False
exceed_abs_t10,comp_abs_t15,0.4350876532135648,-0.09817128055491348,0.27612620628628404,-0.08421656522487081,True,False
exceed_abs_t10,pd_distance,-0.2475982552446037,-0.05293057860148061,-0.1724496716460922,-0.05767453999150549,True,True
exceed_abs_t10,mt_distance,0.8932691468936562,0.1096030618565941,0.5052379891346446,0.24067361883994734,True,True
exceed_abs_t15,exceed_abs_p90,0.9833742787435328,0.5142944974762971,0.8762503406456259,0.5155886054532803,True,True
exceed_abs_t15,comp_curve_l1,0.5925076744792721,0.31128014280325106,0.46198430667136003,0.3063321051178215,True,True
exceed_abs_t15,comp_abs_t5,-0.1761066807682494,-0.3766543633034876,0.07809684501990646,0.09510123849994344,True,False
exceed_abs_t15,comp_abs_t10,-0.09692536302151926,-0.05816826624631543,0.01757415994669741,-0.09035467820334284,True,False
exceed_abs_t15,comp_abs_t15,0.7267666991164029,0.7386916921062812,0.5079915554582727,0.20780255392922647,True,True
exceed_abs_t15,pd_distance,0.06529537309794863,0.5241947810113412,0.11798927054315059,0.04654272206190594,True,True
exceed_abs_t15,mt_distance,0.793825867265655,0.07581776120693903,0.432643006840949,0.3285565683895289,True,True
exceed_abs_p90,comp_curve_l1,0.584887756301463,0.7561173588823112,0.3572327832703206,0.14611673840234282,True,True
exceed_abs_p90,comp_abs_t5,-0.08708237203759245,0.019116580435757886,-0.02045151562988256,-0.08907076918930268,True,False
exceed_abs_p90,comp_abs_t10,-0.031922286236941495,0.22862752471531617,-0.03131427330762359,-0.030367777393845448,True,False
exceed_abs_p90,comp_abs_t15,0.7010357555930609,0.4912563567757112,0.3952848041222936,0.048268580996450705,True,True
exceed_abs_p90,pd_distance,0.12994544739426855,0.2878554979327792,0.09464407462304973,0.07568761024825937,True,True
exceed_abs_p90,mt_distance,0.6818474851947872,-0.01805378359449173,0.4037113354227999,0.047126676552207286,True,False
comp_curve_l1,comp_abs_t5,0.5598014590451094,0.2056847867427062,0.6256381957557331,0.33322536870772435,True,True
comp_curve_l1,comp_abs_t10,0.670689446497983,0.41084206382473903,0.6776978399197302,0.13442381346005408,True,True
