method_id,metric_a,metric_b,correlation_type,observed_correlation,iid_ci95_low,iid_ci95_high,block6_ci95_low,block6_ci95_high,block12_ci95_low,block12_ci95_high,block24_ci95_low,block24_ci95_high,iid_sign,block6_sign,block12_sign,block24_sign,all_interval_signs_agree
b_e2,mt_distance,wpd_mae,spearman,0.14351010573949313,-0.021689316293524188,0.30605192238670076,-0.16410909566002854,0.43216475625432427,-0.17916412550745997,0.4806711047506389,-0.21254278380749847,0.5117255760629633,includes_zero,includes_zero,includes_zero,includes_zero,True
b_e2,mt_distance,grad_mae,pearson,0.29375509909367975,0.12060071376310207,0.4325197669742869,-0.042016748493430026,0.5379240823681422,-0.11666481341855321,0.5679996393132316,-0.12159783690058437,0.5991619520270065,positive,includes_zero,includes_zero,includes_zero,False
b_e2,mt_distance,grad_mae,spearman,0.21480707224604045,0.05614844031681204,0.3670812196195249,-0.08915874768322396,0.497223048392345,-0.15165718221457292,0.5538970191500107,-0.15357454209578233,0.5830367341476427,positive,includes_zero,includes_zero,includes_zero,False
b_e2,mt_distance,psd_log_l2,pearson,0.2878453872391789,0.14486831049407786,0.4124781989192769,0.01166080695701561,0.4864101066719611,-0.03664569071403163,0.5052575935718286,-0.06534024583923927,0.4916169150381659,positive,positive,includes_zero,includes_zero,False
b_e2,mt_distance,psd_log_l2,spearman,0.2321105886283224,0.07642890518370851,0.3713825961676241,-0.04292530091595947,0.4723821529006472,-0.07512405343432624,0.4912452259682954,-0.08747330521445351,0.4955190320133096,positive,includes_zero,includes_zero,includes_zero,False
b_e2,mt_distance,exceed_abs_p90,pearson,-0.10541131310323222,-0.22937599731989514,0.01740436597584664,-0.30079926310074073,0.09629435545914447,-0.3054113566960503,0.09880985701577581,-0.27000492802052545,0.09622295983932952,includes_zero,includes_zero,includes_zero,includes_zero,True
b_e2,mt_distance,exceed_abs_p90,spearman,-0.13459337327699322,-0.2682194606868254,-0.001621297425641901,-0.34253773240850593,0.09562673494248695,-0.3467707153847298,0.10948079445942699,-0.30545248941744724,0.12270202831293066,negative,includes_zero,includes_zero,includes_zero,False
b_e2,mt_distance,comp_curve_l1,pearson,-0.006490019275740617,-0.13744195548469545,0.1228286997343536,-0.2235366362058565,0.2087148105808338,-0.244354805264902,0.25740150910421283,-0.23523666727309891,0.313814475316614,includes_zero,includes_zero,includes_zero,includes_zero,True
b_e2,mt_distance,comp_curve_l1,spearman,0.017114102245126352,-0.1360915274879272,0.1765645439734155,-0.23455008325482152,0.2680672364856034,-0.2650118065284074,0.30874255905392134,-0.24865984670502345,0.3417174953712645,includes_zero,includes_zero,includes_zero,includes_zero,True
b_e2,pd_distance,mt_distance,pearson,0.3948045057423693,0.21891906503980835,0.5334728540606521,-0.030543881603495457,0.6430896724629922,-0.15308656824714525,0.6607593707347938,-0.15335193430569347,0.6630138569170161,positive,includes_zero,includes_zero,includes_zero,False
b_e2,pd_distance,mt_distance,spearman,0.25120089491346975,0.08870981729841135,0.40582086586518806,-0.07465789843785019,0.5314291943913442,-0.1367215792323532,0.5916938192134823,-0.15672312486531012,0.615539197002704,positive,includes_zero,includes_zero,includes_zero,False
c_e2,pd_distance,psnruv,pearson,0.21249915536487912,0.06060007598122885,0.35888982882207376,-0.13559169180166303,0.5624478544976539,-0.18673075595044816,0.6113639665481092,-0.10235428764739139,0.6371660166817195,positive,includes_zero,includes_zero,includes_zero,False
c_e2,pd_distance,psnruv,spearman,0.29104934678403127,0.12670447195495807,0.43797035641261084,-0.07020916588180658,0.6028372285700158,-0.10312313438353221,0.6551507961754508,-0.029995823745790493,0.6711608252505892,positive,includes_zero,includes_zero,includes_zero,False
c_e2,pd_distance,speed_mae,pearson,0.8053424944989449,0.7612006624859601,0.8442117809596538,0.7216583235946458,0.8803820639286434,0.7246775860751079,0.8933639059668299,0.7235773635995402,0.9027960412948212,positive,positive,positive,positive,True
c_e2,pd_distance,speed_mae,spearman,0.8585297705518802,0.8080269298155227,0.8938505097895704,0.7546920296825617,0.9104612695555631,0.7409034915431618,0.9136075054147782,0.7407959902415019,0.9199239394646207,positive,positive,positive,positive,True
c_e2,pd_distance,wpd_mae,pearson,0.8040570410009398,0.7491127818274814,0.8507836912506066,0.6961710694975488,0.8781196038319657,0.7018661371435166,0.8754845898355451,0.6916131667980489,0.8752077772113278,positive,positive,positive,positive,True
c_e2,pd_distance,wpd_mae,spearman,0.7996618765849535,0.731092560329838,0.850253599980531,0.6647709631749067,0.8764875442806159,0.6461087054421055,0.8812001345330682,0.6333915679835432,0.8789052943209716,positive,positive,positive,positive,True
c_e2,pd_distance,grad_mae,pearson,0.8119935932232502,0.7682756028142788,0.8527116636518494,0.7250594970283933,0.8962763977744943,0.7045551327702642,0.9095870981768307,0.7007344237211259,0.922359060497036,positive,positive,positive,positive,True
c_e2,pd_distance,grad_mae,spearman,0.8492161914547912,0.7949006294088118,0.887444759094678,0.7389485431116068,0.9113972761203003,0.7201023876125774,0.9196566520978946,0.7083866251633395,0.928629531616234,positive,positive,positive,positive,True
c_e2,pd_distance,psd_log_l2,pearson,0.6476725015116485,0.5657397012829921,0.7229028239715539,0.4710602761615855,0.7867741058120231,0.3823857061182217,0.8056272923724968,0.3690264276436909,0.8030473206087909,positive,positive,positive,positive,True
