metric_a,metric_b,family_a,family_b,n_common_methods,n_samples,n_cells,oriented_residual_pearson,oriented_residual_spearman,max_abs_method_margin_mean_a,max_abs_sample_margin_mean_a,max_abs_method_margin_mean_b,max_abs_sample_margin_mean_b,interpretation_level
psd_slope_abs_delta,exceed_abs_p90,frequency_domain,threshold_geometry,19,168,3192,-0.1678548614762524,-0.08591381162664799,3.621441770801106e-16,6.77820372929043e-16,1.5901631863120731e-18,3.058591391853844e-18,two_way_centered_residual
psd_slope_abs_delta,comp_curve_l1,frequency_domain,threshold_geometry,19,168,3192,0.1777735127797188,0.2219247820586658,3.621441770801106e-16,6.77820372929043e-16,3.129771574181394e-14,4.487638331116422e-14,two_way_centered_residual
psd_slope_abs_delta,comp_abs_t5,frequency_domain,threshold_geometry,19,168,3192,-0.018836190421236715,-0.05191901329003159,3.621441770801106e-16,6.77820372929043e-16,6.090366306515144e-15,1.3462914993349266e-14,two_way_centered_residual
psd_slope_abs_delta,comp_abs_t10,frequency_domain,threshold_geometry,19,168,3192,0.007744785492355962,0.0008953744884798351,3.621441770801106e-16,6.77820372929043e-16,1.996286733802186e-14,3.141346831781496e-14,two_way_centered_residual
psd_slope_abs_delta,comp_abs_t15,frequency_domain,threshold_geometry,19,168,3192,0.19705899323977036,0.24131362908292803,3.621441770801106e-16,6.77820372929043e-16,1.7932745235850147e-14,2.1690251933729375e-14,two_way_centered_residual
psd_slope_abs_delta,pd_distance,frequency_domain,topology_pd,18,168,3024,-0.0321091064782046,0.038305183891446784,2.987028613872445e-16,4.6876083261951055e-16,6.6824852529818945e-15,1.2631870857957336e-14,two_way_centered_residual
psd_slope_abs_delta,mt_distance,frequency_domain,topology_mt,18,168,3024,-0.005741168070301925,-0.01527610936295867,2.987028613872445e-16,4.6876083261951055e-16,7.454354593911765e-16,9.375216652390211e-16,two_way_centered_residual
exceed_abs_t5,exceed_abs_t10,threshold_geometry,threshold_geometry,19,168,3192,0.01708979354258599,-0.04644367414526104,1.7760264158810166e-18,1.6434222403990803e-18,2.416221984396267e-18,1.6890728581879438e-18,two_way_centered_residual
exceed_abs_t5,exceed_abs_t15,threshold_geometry,threshold_geometry,19,168,3192,0.14831727758145893,0.21805650048540834,1.7760264158810166e-18,1.6434222403990803e-18,9.912705577010326e-19,2.0086271827099872e-18,two_way_centered_residual
exceed_abs_t5,exceed_abs_p90,threshold_geometry,threshold_geometry,19,168,3192,0.2632214931681346,0.1728076890015565,1.7760264158810166e-18,1.6434222403990803e-18,1.5901631863120731e-18,3.058591391853844e-18,two_way_centered_residual
exceed_abs_t5,comp_curve_l1,threshold_geometry,threshold_geometry,19,168,3192,0.17313188753725398,0.3550152224396373,1.7760264158810166e-18,1.6434222403990803e-18,3.129771574181394e-14,4.487638331116422e-14,two_way_centered_residual
exceed_abs_t5,comp_abs_t5,threshold_geometry,threshold_geometry,19,168,3192,-0.35656132852556843,-0.23076127234763377,1.7760264158810166e-18,1.6434222403990803e-18,6.090366306515144e-15,1.3462914993349266e-14,two_way_centered_residual
exceed_abs_t5,comp_abs_t10,threshold_geometry,threshold_geometry,19,168,3192,0.11886108256641549,0.21196630668102978,1.7760264158810166e-18,1.6434222403990803e-18,1.996286733802186e-14,3.141346831781496e-14,two_way_centered_residual
exceed_abs_t5,comp_abs_t15,threshold_geometry,threshold_geometry,19,168,3192,0.2473825447535445,0.31362315069879637,1.7760264158810166e-18,1.6434222403990803e-18,1.7932745235850147e-14,2.1690251933729375e-14,two_way_centered_residual
exceed_abs_t5,pd_distance,threshold_geometry,topology_pd,18,168,3024,0.24272589068109007,0.2681937894568334,1.5282087764557586e-18,1.3492293702041833e-18,6.6824852529818945e-15,1.2631870857957336e-14,two_way_centered_residual
exceed_abs_t5,mt_distance,threshold_geometry,topology_mt,18,168,3024,-0.04039947804648667,0.005847539756961464,1.5282087764557586e-18,1.3492293702041833e-18,7.454354593911765e-16,9.375216652390211e-16,two_way_centered_residual
exceed_abs_t10,exceed_abs_t15,threshold_geometry,threshold_geometry,19,168,3192,0.3464432190476629,-0.11495834056373043,2.416221984396267e-18,1.6890728581879438e-18,9.912705577010326e-19,2.0086271827099872e-18,two_way_centered_residual
exceed_abs_t10,exceed_abs_p90,threshold_geometry,threshold_geometry,19,168,3192,0.29134056300723055,0.16741665290650296,2.416221984396267e-18,1.6890728581879438e-18,1.5901631863120731e-18,3.058591391853844e-18,two_way_centered_residual
exceed_abs_t10,comp_curve_l1,threshold_geometry,threshold_geometry,19,168,3192,0.110286882805486,0.008591698356587175,2.416221984396267e-18,1.6890728581879438e-18,3.129771574181394e-14,4.487638331116422e-14,two_way_centered_residual
exceed_abs_t10,comp_abs_t5,threshold_geometry,threshold_geometry,19,168,3192,0.174793548919303,0.13709733528072807,2.416221984396267e-18,1.6890728581879438e-18,6.090366306515144e-15,1.3462914993349266e-14,two_way_centered_residual
exceed_abs_t10,comp_abs_t10,threshold_geometry,threshold_geometry,19,168,3192,-0.023028649985453516,0.19726345803771034,2.416221984396267e-18,1.6890728581879438e-18,1.996286733802186e-14,3.141346831781496e-14,two_way_centered_residual
exceed_abs_t10,comp_abs_t15,threshold_geometry,threshold_geometry,19,168,3192,-0.08421656522487081,-0.18163476843894438,2.416221984396267e-18,1.6890728581879438e-18,1.7932745235850147e-14,2.1690251933729375e-14,two_way_centered_residual
exceed_abs_t10,pd_distance,threshold_geometry,topology_pd,18,168,3024,-0.05767453999150549,-0.048904631156758784,3.469446951953614e-18,1.927470528863119e-18,6.6824852529818945e-15,1.2631870857957336e-14,two_way_centered_residual
exceed_abs_t10,mt_distance,threshold_geometry,topology_mt,18,168,3024,0.24067361883994734,0.09452941285467674,3.469446951953614e-18,1.927470528863119e-18,7.454354593911765e-16,9.375216652390211e-16,two_way_centered_residual
exceed_abs_t15,exceed_abs_p90,threshold_geometry,threshold_geometry,19,168,3192,0.5155886054532803,0.5140995040878992,9.912705577010326e-19,2.0086271827099872e-18,1.5901631863120731e-18,3.058591391853844e-18,two_way_centered_residual
exceed_abs_t15,comp_curve_l1,threshold_geometry,threshold_geometry,19,168,3192,0.3063321051178215,0.40695286015266224,9.912705577010326e-19,2.0086271827099872e-18,3.129771574181394e-14,4.487638331116422e-14,two_way_centered_residual
exceed_abs_t15,comp_abs_t5,threshold_geometry,threshold_geometry,19,168,3192,0.09510123849994344,-0.09938464382277204,9.912705577010326e-19,2.0086271827099872e-18,6.090366306515144e-15,1.3462914993349266e-14,two_way_centered_residual
exceed_abs_t15,comp_abs_t10,threshold_geometry,threshold_geometry,19,168,3192,-0.09035467820334284,-0.08127073273977882,9.912705577010326e-19,2.0086271827099872e-18,1.996286733802186e-14,3.141346831781496e-14,two_way_centered_residual
exceed_abs_t15,comp_abs_t15,threshold_geometry,threshold_geometry,19,168,3192,0.20780255392922647,0.43356490097295713,9.912705577010326e-19,2.0086271827099872e-18,1.7932745235850147e-14,2.1690251933729375e-14,two_way_centered_residual
exceed_abs_t15,pd_distance,threshold_geometry,topology_pd,18,168,3024,0.04654272206190594,0.11748516310346253,1.3010426069826053e-18,1.5178830414797062e-18,6.6824852529818945e-15,1.2631870857957336e-14,two_way_centered_residual
exceed_abs_t15,mt_distance,threshold_geometry,topology_mt,18,168,3024,0.3285565683895289,0.15470370092125646,1.3010426069826053e-18,1.5178830414797062e-18,7.454354593911765e-16,9.375216652390211e-16,two_way_centered_residual
exceed_abs_p90,comp_curve_l1,threshold_geometry,threshold_geometry,19,168,3192,0.14611673840234282,0.3730177486765923,1.5901631863120731e-18,3.058591391853844e-18,3.129771574181394e-14,4.487638331116422e-14,two_way_centered_residual
exceed_abs_p90,comp_abs_t5,threshold_geometry,threshold_geometry,19,168,3192,-0.08907076918930268,0.023465755232498546,1.5901631863120731e-18,3.058591391853844e-18,6.090366306515144e-15,1.3462914993349266e-14,two_way_centered_residual
exceed_abs_p90,comp_abs_t10,threshold_geometry,threshold_geometry,19,168,3192,-0.030367777393845448,0.11376002424597864,1.5901631863120731e-18,3.058591391853844e-18,1.996286733802186e-14,3.141346831781496e-14,two_way_centered_residual
exceed_abs_p90,comp_abs_t15,threshold_geometry,threshold_geometry,19,168,3192,0.048268580996450705,0.12209213691904797,1.5901631863120731e-18,3.058591391853844e-18,1.7932745235850147e-14,2.1690251933729375e-14,two_way_centered_residual
exceed_abs_p90,pd_distance,threshold_geometry,topology_pd,18,168,3024,0.07568761024825937,0.048374524161671185,1.5075573065036538e-18,2.6502719771867884e-18,6.6824852529818945e-15,1.2631870857957336e-14,two_way_centered_residual
exceed_abs_p90,mt_distance,threshold_geometry,topology_mt,18,168,3024,0.047126676552207286,0.0838660800234192,1.5075573065036538e-18,2.6502719771867884e-18,7.454354593911765e-16,9.375216652390211e-16,two_way_centered_residual
comp_curve_l1,comp_abs_t5,threshold_geometry,threshold_geometry,19,168,3192,0.33322536870772435,0.054284129370494136,3.129771574181394e-14,4.487638331116422e-14,6.090366306515144e-15,1.3462914993349266e-14,two_way_centered_residual
comp_curve_l1,comp_abs_t10,threshold_geometry,threshold_geometry,19,168,3192,0.13442381346005408,0.27279741423263987,3.129771574181394e-14,4.487638331116422e-14,1.996286733802186e-14,3.141346831781496e-14,two_way_centered_residual
comp_curve_l1,comp_abs_t15,threshold_geometry,threshold_geometry,19,168,3192,0.7272464436805458,0.6434133130484986,3.129771574181394e-14,4.487638331116422e-14,1.7932745235850147e-14,2.1690251933729375e-14,two_way_centered_residual
comp_curve_l1,pd_distance,threshold_geometry,topology_pd,18,168,3024,0.16123477225401298,0.19775453853515915,2.165463575649829e-14,4.500103993147301e-14,6.6824852529818945e-15,1.2631870857957336e-14,two_way_centered_residual
comp_curve_l1,mt_distance,threshold_geometry,topology_mt,18,168,3024,0.17161293325274565,0.12630946855557457,2.165463575649829e-14,4.500103993147301e-14,7.454354593911765e-16,9.375216652390211e-16,two_way_centered_residual
comp_abs_t5,comp_abs_t10,threshold_geometry,threshold_geometry,19,168,3192,-0.04721000225436423,0.023992380986670017,6.090366306515144e-15,1.3462914993349266e-14,1.996286733802186e-14,3.141346831781496e-14,two_way_centered_residual
comp_abs_t5,comp_abs_t15,threshold_geometry,threshold_geometry,19,168,3192,-0.004463396107954145,-0.3372825456395866,6.090366306515144e-15,1.3462914993349266e-14,1.7932745235850147e-14,2.1690251933729375e-14,two_way_centered_residual
comp_abs_t5,pd_distance,threshold_geometry,topology_pd,18,168,3024,-0.07486597722582092,-0.14294397402464218,5.24448209727693e-15,1.5000346643824338e-14,6.6824852529818945e-15,1.2631870857957336e-14,two_way_centered_residual
comp_abs_t5,mt_distance,threshold_geometry,topology_mt,18,168,3024,0.21360050695683766,0.07361273503883063,5.24448209727693e-15,1.5000346643824338e-14,7.454354593911765e-16,9.375216652390211e-16,two_way_centered_residual
comp_abs_t10,comp_abs_t15,threshold_geometry,threshold_geometry,19,168,3192,-0.17224745816841594,-0.11952757317909499,1.996286733802186e-14,3.141346831781496e-14,1.7932745235850147e-14,2.1690251933729375e-14,two_way_centered_residual
comp_abs_t10,pd_distance,threshold_geometry,topology_pd,18,168,3024,0.034307683641624225,-0.030932867909995287,2.2838873649431793e-14,3.157967714489334e-14,6.6824852529818945e-15,1.2631870857957336e-14,two_way_centered_residual
comp_abs_t10,mt_distance,threshold_geometry,topology_mt,18,168,3024,0.06196509558654626,0.08755783751218156,2.2838873649431793e-14,3.157967714489334e-14,7.454354593911765e-16,9.375216652390211e-16,two_way_centered_residual
comp_abs_t15,pd_distance,threshold_geometry,topology_pd,18,168,3024,0.19309283374840197,0.28475733558636396,1.556426944998315e-14,1.578983857244667e-14,6.6824852529818945e-15,1.2631870857957336e-14,two_way_centered_residual
comp_abs_t15,mt_distance,threshold_geometry,topology_mt,18,168,3024,-0.032165802092982074,0.0266782962209707,1.556426944998315e-14,1.578983857244667e-14,7.454354593911765e-16,9.375216652390211e-16,two_way_centered_residual
pd_distance,mt_distance,topology_pd,topology_mt,18,168,3024,0.052590399657155736,0.10268681201348931,6.6824852529818945e-15,1.2631870857957336e-14,7.454354593911765e-16,9.375216652390211e-16,two_way_centered_residual
