method_id,metric_a,metric_b,n_samples,status,raw_pearson,raw_spearman,oriented_pearson,oriented_spearman,interpretation_level
uv_e2,psnruv,wpd_w1,168,available,0.036581253175132104,-0.018634750785833237,-0.036581253175132104,0.018634750785833237,within_method_across_samples
uv_e2,psnruv,wpd_bias_abs,168,available,-0.05257113029019165,-0.15486862285572559,0.05257113029019165,0.15486862285572559,within_method_across_samples
uv_e2,psnruv,grad_mae,168,available,-0.5350902192369523,-0.43675624237577254,0.5350902192369523,0.43675624237577254,within_method_across_samples
uv_e2,psnruv,grad_w1,168,available,-0.47936524137403175,-0.4535080304311074,0.47936524137403175,0.4535080304311074,within_method_across_samples
uv_e2,psnruv,grad_kurtosis_abs_delta,168,available,0.45940504604620674,0.4978690126087639,-0.45940504604620674,-0.4978690126087639,within_method_across_samples
uv_e2,psnruv,psd_log_l2,168,available,-0.3443391631677696,-0.30924372725386085,0.3443391631677696,0.30924372725386085,within_method_across_samples
uv_e2,psnruv,psd_slope_abs_delta,168,available,-0.37796461344443333,-0.4398616123627639,0.37796461344443333,0.4398616123627639,within_method_across_samples
uv_e2,psnruv,exceed_abs_t5,168,available,0.12850007366087585,0.17778073048261125,-0.12850007366087585,-0.17778073048261125,within_method_across_samples
uv_e2,psnruv,exceed_abs_t10,168,available,-0.20884102232267618,-0.21688785404519342,0.20884102232267618,0.21688785404519342,within_method_across_samples
uv_e2,psnruv,exceed_abs_t15,168,available,-0.11384989247419755,-0.19930603536701974,0.11384989247419755,0.19930603536701974,within_method_across_samples
uv_e2,psnruv,exceed_abs_p90,168,available,-0.4025955218789734,-0.36096583194500853,0.4025955218789734,0.36096583194500853,within_method_across_samples
uv_e2,psnruv,comp_curve_l1,168,available,-0.7577586347979066,-0.7054405611465929,0.7577586347979066,0.7054405611465929,within_method_across_samples
uv_e2,psnruv,comp_abs_t5,168,available,-0.032880619385637286,-0.008368375696959451,0.032880619385637286,0.008368375696959451,within_method_across_samples
uv_e2,psnruv,comp_abs_t10,168,available,-0.4603393615437079,-0.40626105463700823,0.4603393615437079,0.40626105463700823,within_method_across_samples
uv_e2,psnruv,comp_abs_t15,168,available,-0.38022277148964734,-0.37668535503490536,0.38022277148964734,0.37668535503490536,within_method_across_samples
