level,n_units,value_a_label,value_a,value_b_label,value_b,note
between_method_means,18,oriented_pearson,-0.3725104485113796,oriented_spearman,-0.4282765737874097,"This row reports a correlation / rank-association coefficient (Pearson or Spearman), NOT a literal preference-agreement rate. PD (persistence diagram) and MT (merge tree) are distinct, legitimate topological descriptors; a weak or negative association here reflects genuinely different geometric sensitivity, not that one descriptor is invalid."
within_method_across_samples_median,18,median_oriented_pearson,0.3883489179739167,median_oriented_spearman,0.29908230875527053,"This row reports a correlation / rank-association coefficient (Pearson or Spearman), NOT a literal preference-agreement rate. PD (persistence diagram) and MT (merge tree) are distinct, legitimate topological descriptors; a weak or negative association here reflects genuinely different geometric sensitivity, not that one descriptor is invalid."
within_sample_across_methods_median,168,median_oriented_pearson,-0.2623422406906496,median_oriented_spearman,-0.15376676986584106,"This row reports a correlation / rank-association coefficient (Pearson or Spearman), NOT a literal preference-agreement rate. PD (persistence diagram) and MT (merge tree) are distinct, legitimate topological descriptors; a weak or negative association here reflects genuinely different geometric sensitivity, not that one descriptor is invalid."
pairwise_preference_agreement,153,mean_descriptor_agreement_rate,0.43841425459072514,mean_descriptor_disagreement_rate,0.5615857454092749,"This row reports a literal pairwise-preference agreement/disagreement RATE (fraction of cases where PD and MT pick the same, non-tied, better method), NOT a correlation coefficient. Cases where either descriptor is tied are excluded from both the agreement and disagreement counts (see descriptor_tie_or_undefined_count)."
sample_preference_agreement,168,mean_agreement_rate,0.43841425459072514,mean_disagreement_rate,0.561585745409275,"This row reports a literal pairwise-preference agreement/disagreement RATE (fraction of cases where PD and MT pick the same, non-tied, better method), NOT a correlation coefficient. Cases where either descriptor is tied are excluded from both the agreement and disagreement counts (see descriptor_tie_or_undefined_count)."
