metric_a,metric_b,n_samples,pearson_median,pearson_q25,pearson_q75,pearson_min,pearson_max,pearson_n_positive,pearson_n_negative,spearman_median,spearman_q25,spearman_q75,spearman_min,spearman_max,spearman_n_positive,spearman_n_negative,interpretation_level
psnruv,exceed_abs_t5,168,-0.01342329830672185,-0.2415620421311088,0.3916443304611065,-0.6900906988092703,0.8969582995422861,82,86,-0.37543859649122807,-0.5109649122807018,-0.22587719298245615,-0.6807017543859649,0.7385964912280701,25,143,within_sample_across_methods
psnruv,exceed_abs_t10,168,0.6237488293705908,0.35637642744261805,0.7498580331136601,-0.5105354648727118,0.8388924769703932,158,10,0.08771929824561403,-0.054385964912280704,0.35043859649122805,-0.6192982456140351,0.775438596491228,107,61,within_sample_across_methods
psnruv,exceed_abs_t15,168,0.37939535559932713,0.05800978406085879,0.6584476951631077,-0.3640313754807242,0.8892847713185702,134,34,-0.07105263157894737,-0.19649122807017544,0.12587719298245614,-0.4982456140350877,0.5736842105263158,73,95,within_sample_across_methods
psnruv,exceed_abs_p90,168,0.4510067508487824,0.22929563545589307,0.6854798233069404,-0.3341850150926249,0.8971912975987213,151,17,0.0004387889847599307,-0.08464912280701754,0.15730585103643513,-0.45087719298245615,0.6701754385964912,84,83,within_sample_across_methods
psnruv,comp_curve_l1,168,-0.051145234133447605,-0.48427336966235546,0.37557414217480944,-0.7696285005662216,0.7405740899350765,79,89,-0.4535087719298246,-0.6020398057387204,-0.29825541621752044,-0.7415533842442829,-0.11599314925707363,0,168,within_sample_across_methods
psnruv,comp_abs_t5,168,-0.6126956291848968,-0.7431011725235712,-0.20419624813050102,-0.9205805876684839,0.803166895407314,33,135,-0.42556031665729416,-0.5656902045945351,-0.2847759704245842,-0.7577495856988063,0.5797777380643231,14,154,within_sample_across_methods
psnruv,comp_abs_t10,168,-0.6536552004098821,-0.738993236304864,-0.5504369703957558,-0.8571577729870556,0.2787651790894999,4,164,-0.6019332983484837,-0.6471242435487462,-0.533172456874639,-0.8021062641411533,-0.20447566689812768,0,168,within_sample_across_methods
psnruv,comp_abs_t15,168,0.0370690250699153,-0.45851716289252875,0.5122070764960902,-0.9278500300474917,0.8080242987950237,87,81,-0.3903531719837924,-0.5695759230145601,-0.27099234356591523,-0.7512067419090013,0.05265467817119168,2,166,within_sample_across_methods
psnruv,pd_distance,168,-0.39402249769596426,-0.44024217819044126,-0.33692459791959123,-0.5884398458520661,-0.03519101995384315,0,168,-0.48606811145510836,-0.5175438596491229,-0.4674922600619195,-0.8080495356037152,-0.23426212590299278,0,168,within_sample_across_methods
psnruv,mt_distance,168,0.4648957071960268,0.11715472412341513,0.6838226544214043,-0.5600484754805394,0.8920258022935406,135,33,-0.19195046439628483,-0.38596491228070173,0.10784313725490197,-0.8555211558307534,0.7997936016511867,51,117,within_sample_across_methods
speed_mae,speed_rmse,168,0.9962859307918017,0.9945943893329354,0.9977484240587737,0.9804944324615109,0.9995206544454668,168,0,0.9947368421052631,0.9912280701754386,0.9964912280701754,0.9771929824561404,1.0,168,0,within_sample_across_methods
speed_mae,wpd_mae,168,0.9977887618529434,0.9964448965072565,0.9984899577301447,0.9816913964930377,0.9996703715164552,168,0,0.9964912280701754,0.9912280701754386,0.9982456140350877,0.9719298245614035,1.0,168,0,within_sample_across_methods
speed_mae,wpd_w1,168,0.6450570943869504,0.31737617052790945,0.7858366744326741,-0.11105611974573773,0.906287982015899,160,8,-0.04824561403508772,-0.09649122807017543,0.09078947368421053,-0.41754385964912283,0.5421052631578948,66,102,within_sample_across_methods
speed_mae,wpd_bias_abs,168,0.6668764746386047,0.30308648246218234,0.7827823979825398,-0.4316748738931776,0.9176012519273762,154,14,0.09385964912280702,-0.019736842105263157,0.17982456140350878,-0.5736842105263158,0.5912280701754385,123,45,within_sample_across_methods
speed_mae,grad_mae,168,0.7438080390552796,0.6501460178026658,0.847542830930045,0.4499733949529311,0.9789469091242786,168,0,0.1192982456140351,-0.03728070175438596,0.20394736842105263,-0.156140350877193,0.8035087719298246,121,47,within_sample_across_methods
speed_mae,grad_w1,168,-0.5579664066183967,-0.5870118942501815,-0.5209631536453447,-0.674657287058397,-0.2670450934708406,0,168,-0.5771929824561404,-0.6087719298245614,-0.5530701754385965,-0.7491228070175439,-0.387719298245614,0,168,within_sample_across_methods
speed_mae,grad_kurtosis_abs_delta,168,-0.005368413144314973,-0.317932931866081,0.278424347584475,-0.680980018809711,0.7655372802141877,83,85,-0.27368421052631575,-0.5657894736842105,0.3706140350877193,-0.9421052631578948,0.9315789473684211,62,106,within_sample_across_methods
speed_mae,psd_log_l2,168,-0.7074924189280255,-0.7650245664769066,-0.5880822821359784,-0.8626569563274139,-0.1648372153879447,0,168,-0.7114035087719298,-0.7368421052631579,-0.6785087719298246,-0.8052631578947368,-0.5333333333333333,0,168,within_sample_across_methods
speed_mae,psd_slope_abs_delta,168,-0.6659709677566141,-0.8218790421723406,-0.4845963521258054,-0.9051127863292379,-0.2539029860501896,0,168,-0.5903508771929824,-0.6385964912280702,-0.543859649122807,-0.7315789473684211,-0.39473684210526316,0,168,within_sample_across_methods
speed_mae,exceed_abs_t5,168,0.028891135222328772,-0.2274775384306258,0.48342798699083217,-0.7615177888417154,0.8975100270698874,89,79,-0.3894736842105263,-0.5322954563857147,-0.2451754385964912,-0.6877192982456141,0.7736842105263158,24,144,within_sample_across_methods
speed_mae,exceed_abs_t10,168,0.6561917858640898,0.3749501543254758,0.8037592415455741,-0.47784280453418776,0.8947945544523552,155,13,0.07894736842105263,-0.042105263157894736,0.3425438596491228,-0.6157894736842106,0.7824561403508772,106,60,within_sample_across_methods
speed_mae,exceed_abs_t15,168,0.4139656915430361,0.060965242222584606,0.6984511905927628,-0.3686449367077226,0.9103948686248666,134,34,-0.04473684210526316,-0.16666666666666666,0.14868421052631578,-0.48705577308352305,0.5649122807017544,77,90,within_sample_across_methods
speed_mae,exceed_abs_p90,168,0.4870175743426405,0.23718558174655766,0.7059154239141158,-0.39006385432416896,0.9155618193301934,151,17,0.013604581283486497,-0.06184210526315789,0.18229661134690583,-0.443859649122807,0.7052631578947368,87,78,within_sample_across_methods
speed_mae,comp_curve_l1,168,-0.0347534854499085,-0.4590307873000775,0.4190680652244012,-0.8153187495747788,0.7860120381894458,80,88,-0.4531704645686958,-0.6039930375220446,-0.3175438596491228,-0.7427570904800098,-0.13508771929824562,0,168,within_sample_across_methods
speed_mae,comp_abs_t5,168,-0.6561759251630461,-0.7719890285291079,-0.2538359723162019,-0.9205600766550958,0.8256694745346486,32,136,-0.4377610944800038,-0.5780342010332643,-0.2876046841033503,-0.7469240352910452,0.5373549767425433,15,153,within_sample_across_methods
speed_mae,comp_abs_t10,168,-0.6781444704466008,-0.7694227113632341,-0.5875352197151004,-0.9119829623272747,0.3155807017446934,4,164,-0.6219004564240148,-0.6714208724875546,-0.5440386681074373,-0.7503291639394815,-0.20974113471524686,0,168,within_sample_across_methods
speed_mae,comp_abs_t15,168,0.05877953901406836,-0.41479885794111426,0.5565381472019987,-0.9312984568465162,0.8313894763269452,89,79,-0.3921295082246234,-0.5604408225605109,-0.2775038113761541,-0.746818852061402,0.04036858659791362,1,167,within_sample_across_methods
speed_mae,pd_distance,168,-0.3847058538110921,-0.4316323337758102,-0.3280422287257742,-0.5991051245327387,-0.0449857368742858,0,168,-0.4757481940144479,-0.5025799793601651,-0.456656346749226,-0.8121775025799793,-0.21981424148606812,0,168,within_sample_across_methods
speed_mae,mt_distance,168,0.5404520829827604,0.14891334161106276,0.7312897942276787,-0.4658251758737092,0.9102522452736224,144,24,-0.17337461300309598,-0.3823529411764706,0.13364293085655315,-0.8555211558307534,0.7853457172342622,52,116,within_sample_across_methods
speed_rmse,wpd_mae,168,0.992114786216362,0.9887755142017548,0.9946832424599056,0.9758971929399101,0.9987283134599563,168,0,0.9929824561403509,0.9859649122807017,0.9947368421052631,0.9526315789473684,1.0,168,0,within_sample_across_methods
speed_rmse,wpd_w1,168,0.5971543320527053,0.30858948585503876,0.7764616778728795,-0.09500244538122389,0.9124531907011514,158,10,-0.04736842105263158,-0.1162280701754386,0.08596491228070176,-0.39473684210526316,0.5543859649122806,70,98,within_sample_across_methods
speed_rmse,wpd_bias_abs,168,0.6473727478369827,0.3050840234637141,0.7632800841475537,-0.3500058245754611,0.9181859035617697,154,14,0.08859649122807017,-0.02719298245614035,0.1736842105263158,-0.5684210526315789,0.5894736842105263,117,50,within_sample_across_methods
speed_rmse,grad_mae,168,0.7556879304626485,0.6397033565134675,0.8475605455299191,0.40541109786011875,0.9769037996392047,168,0,0.12456140350877193,-0.045614035087719294,0.20131578947368423,-0.18070175438596492,0.7719298245614035,115,53,within_sample_across_methods
speed_rmse,grad_w1,168,-0.5416573636578783,-0.5884527360065662,-0.4955694973231759,-0.6849264628005112,-0.22818405846410053,0,168,-0.5754385964912281,-0.6052631578947368,-0.5521929824561403,-0.7385964912280701,-0.37894736842105264,0,168,within_sample_across_methods
speed_rmse,grad_kurtosis_abs_delta,168,0.020678722922799802,-0.3090991008636541,0.31644597088766846,-0.6768805888632808,0.8252206396131252,87,81,-0.2543859649122807,-0.562719298245614,0.37763157894736843,-0.9368421052631579,0.9333333333333333,62,106,within_sample_across_methods
speed_rmse,psd_log_l2,168,-0.6958282409937907,-0.7501313227909626,-0.551927376139957,-0.8565708758362868,-0.12904614679361312,0,168,-0.7149122807017544,-0.7368421052631579,-0.6820175438596492,-0.8087719298245614,-0.5280701754385965,0,168,within_sample_across_methods
speed_rmse,psd_slope_abs_delta,168,-0.6552275322822532,-0.8213061231325246,-0.48709863405336995,-0.9005423545047969,-0.21188519520415475,0,168,-0.5859649122807018,-0.6350877192982456,-0.5298245614035088,-0.775438596491228,-0.38596491228070173,0,168,within_sample_across_methods
speed_rmse,exceed_abs_t5,168,0.020117567482040757,-0.233462986327381,0.44791931489873227,-0.6884807695644685,0.9044538779650105,86,82,-0.3894736842105263,-0.5337719298245613,-0.2412280701754386,-0.6877192982456141,0.756140350877193,22,146,within_sample_across_methods
speed_rmse,exceed_abs_t10,168,0.649007438075996,0.36094257469836266,0.7858622124845263,-0.5124179770050264,0.8996770365508863,158,10,0.09561403508771929,-0.04035087719298246,0.35526315789473684,-0.6192982456140351,0.7894736842105263,107,59,within_sample_across_methods
speed_rmse,exceed_abs_t15,168,0.3987450731096752,0.04598565913952172,0.6952800676488073,-0.34262715003552147,0.9133284746210046,132,36,-0.05,-0.181140350877193,0.14605263157894738,-0.47564725947976483,0.5824561403508772,76,92,within_sample_across_methods
speed_rmse,exceed_abs_p90,168,0.4547582024680186,0.2267407126117109,0.6962278775896696,-0.31608965764588387,0.9184185342407732,148,20,0.02280701754385965,-0.07894736842105263,0.17878495201410338,-0.4421052631578947,0.6947368421052632,90,78,within_sample_across_methods
speed_rmse,comp_curve_l1,168,-0.03372067143197385,-0.47953057980628055,0.4071378394800177,-0.7567399931612288,0.7987055211777013,81,87,-0.46194547428976696,-0.6054618112196168,-0.3054303822852999,-0.7398956945034545,-0.11950809317395465,0,168,within_sample_across_methods
speed_rmse,comp_abs_t5,168,-0.6107949897580186,-0.7597499442958549,-0.21304895950317917,-0.9228528099318649,0.8317969216272686,33,135,-0.4328359877147102,-0.5750993133774269,-0.28983988202330224,-0.7577495856988063,0.54442543696284,15,153,within_sample_across_methods
speed_rmse,comp_abs_t10,168,-0.663864616593349,-0.7460778384596832,-0.5763214537548986,-0.8654287059558285,0.32749620311633076,4,164,-0.6118061895553116,-0.6592736465811273,-0.5390522677775749,-0.7889425945983554,-0.20974113471524686,0,168,within_sample_across_methods
speed_rmse,comp_abs_t15,168,0.0621095792024997,-0.44436734187104876,0.5403158904076262,-0.922573650171012,0.8327800108369875,88,80,-0.38610765257683893,-0.567695818502051,-0.2693568022056199,-0.7485740080004417,0.06669592568350946,1,166,within_sample_across_methods
speed_rmse,pd_distance,168,-0.3882774958191173,-0.44063334117091285,-0.3323066731240122,-0.6056261786646324,-0.022977172126260333,0,168,-0.47368421052631576,-0.5077399380804954,-0.456656346749226,-0.8080495356037152,-0.22394220846233232,0,168,within_sample_across_methods
speed_rmse,mt_distance,168,0.49146611534445483,0.1142026043303818,0.7019643358117577,-0.5387106285091035,0.9250519128890793,138,30,-0.17543859649122806,-0.37925696594427244,0.1264189886480908,-0.8452012383900929,0.803921568627451,52,116,within_sample_across_methods
wpd_mae,wpd_w1,168,0.68627789682335,0.3357681596159101,0.8210472269778557,-0.12152393419104429,0.9169419870106733,163,5,-0.05263157894736842,-0.10570175438596491,0.07894736842105263,-0.4263157894736842,0.6263157894736842,65,103,within_sample_across_methods
wpd_mae,wpd_bias_abs,168,0.6960618524689084,0.31532831310188303,0.8114890787601102,-0.3955492398597694,0.9131626373434839,154,14,0.09035087719298246,-0.03508771929824561,0.16885964912280702,-0.6017543859649123,0.5789473684210527,122,46,within_sample_across_methods
wpd_mae,grad_mae,168,0.7440672273372849,0.6612259929651594,0.8561373867904198,0.4956223339435515,0.9717691421895274,168,0,0.09824561403508772,-0.032017543859649125,0.2057017543859649,-0.1543859649122807,0.7631578947368421,117,50,within_sample_across_methods
wpd_mae,grad_w1,168,-0.5549692520064262,-0.5725948897426589,-0.5329712364729433,-0.6742382767990575,-0.26982560958420077,0,168,-0.5789473684210527,-0.6035087719298246,-0.562719298245614,-0.7508771929824561,-0.41754385964912283,0,168,within_sample_across_methods
wpd_mae,grad_kurtosis_abs_delta,168,-0.0005336571624523608,-0.3002796912555566,0.26854877831992385,-0.6668790722585093,0.810051154531354,84,84,-0.2692982456140351,-0.5635964912280702,0.3785087719298246,-0.9368421052631579,0.9350877192982456,62,106,within_sample_across_methods
wpd_mae,psd_log_l2,168,-0.6950289541207256,-0.7621542799813159,-0.5960500360239553,-0.8433469523227746,-0.17898897062819116,0,168,-0.7070175438596491,-0.7368421052631579,-0.6771929824561403,-0.8578947368421053,-0.5368421052631579,0,168,within_sample_across_methods
wpd_mae,psd_slope_abs_delta,168,-0.6666420362625474,-0.81666022910411,-0.47260746284163163,-0.8822864163859544,-0.256804302057851,0,168,-0.5973684210526315,-0.6350877192982456,-0.5543859649122806,-0.7350877192982456,-0.3929824561403509,0,168,within_sample_across_methods
wpd_mae,exceed_abs_t5,168,0.0606432329798958,-0.21267229322963677,0.5165007512292887,-0.7172226755372701,0.91269189686145,93,75,-0.3894736842105263,-0.5302631578947368,-0.2307017543859649,-0.6754385964912281,0.7964912280701755,23,145,within_sample_across_methods
wpd_mae,exceed_abs_t10,168,0.677590991826154,0.3812244582649299,0.8281900648757607,-0.48187317695928317,0.9061461782946515,159,9,0.07631578947368421,-0.05175438596491228,0.34517543859649125,-0.5859649122807018,0.7894736842105263,109,58,within_sample_across_methods
wpd_mae,exceed_abs_t15,168,0.44618905478031595,0.06759733452263093,0.7154889873449849,-0.3822344277510544,0.9085583675345914,135,33,-0.04869479767056811,-0.17719298245614035,0.1263567905959705,-0.5204408173926962,0.5561403508771929,73,94,within_sample_across_methods
wpd_mae,exceed_abs_p90,168,0.5177977975433523,0.25224385032514984,0.7198672829741533,-0.3495652010768713,0.9152983476813445,149,19,0.008771929824561403,-0.07763157894736843,0.18728070175438596,-0.45964912280701753,0.6982456140350877,89,78,within_sample_across_methods
wpd_mae,comp_curve_l1,168,-0.034386467821893384,-0.43834793259859983,0.41698153825014284,-0.7714508403938783,0.7546524991190429,83,85,-0.46282035734984084,-0.5969298245614034,-0.3376848421147953,-0.7348554193046906,-0.13333333333333333,0,168,within_sample_across_methods
wpd_mae,comp_abs_t5,168,-0.6339518059444105,-0.7771186454557533,-0.2812257271730008,-0.9149513939713029,0.8364989996612737,32,136,-0.4236173713435044,-0.5761380748251024,-0.28210300484133766,-0.8100292048600841,0.5523797047106737,14,154,within_sample_across_methods
wpd_mae,comp_abs_t10,168,-0.6754414103308286,-0.7630633999784451,-0.5815463002681256,-0.8827650781389695,0.36131024036003656,4,164,-0.6197061260058107,-0.664326522926535,-0.5350444957916884,-0.7366113462325393,-0.1974550431419688,0,168,within_sample_across_methods
wpd_mae,comp_abs_t15,168,0.07101495835164198,-0.40881231573876364,0.5784261940286582,-0.932641944036691,0.8485989272997201,89,79,-0.4070466864437235,-0.5651463390088649,-0.28192192270825545,-0.7380430723662034,0.01316366954279792,1,167,within_sample_across_methods
wpd_mae,pd_distance,168,-0.37804390783310926,-0.43479354435468176,-0.31987669162764637,-0.5900925435531797,-0.0671204674376083,0,168,-0.4716202270381837,-0.5108359133126935,-0.4525283797729618,-0.7936016511867905,-0.20743034055727555,0,168,within_sample_across_methods
wpd_mae,mt_distance,168,0.5221278708262713,0.17991965645536706,0.7332224404932961,-0.39104188514723764,0.9272164858458785,146,22,-0.1888544891640867,-0.37874097007223945,0.13261093911248711,-0.8740970072239422,0.8121775025799793,50,118,within_sample_across_methods
wpd_w1,wpd_bias_abs,168,0.9650466031242283,0.9364590550898058,0.9856653164995294,0.40427738736662866,0.9979665308846958,168,0,0.9298245614035088,0.8973684210526316,0.9460526315789474,0.6350877192982456,0.9824561403508771,168,0,within_sample_across_methods
wpd_w1,grad_mae,168,0.8083012234560234,0.6821291196280675,0.907265206607542,0.22122744475114223,0.9665645297039943,168,0,0.6517543859649123,0.5223684210526316,0.7368421052631579,0.09824561403508772,0.9385964912280702,168,0,within_sample_across_methods
wpd_w1,grad_w1,168,0.07858425740290417,-0.2380127534075539,0.42967353229448235,-0.4855683603699464,0.7589416205716071,94,74,0.5105263157894737,0.4043859649122807,0.6,-0.12456140350877193,0.7824561403508772,165,3,within_sample_across_methods
wpd_w1,grad_kurtosis_abs_delta,168,0.20409359318515202,0.026117083039604003,0.37202370083071407,-0.5293193259945607,0.8589160036495016,132,36,0.1956140350877193,-0.037719298245614034,0.3986842105263158,-0.6017543859649123,0.8403508771929824,115,53,within_sample_across_methods
wpd_w1,psd_log_l2,168,-0.10644516662288078,-0.38877553861823294,0.34015779162511356,-0.6506045223928584,0.7560644389345903,63,105,0.39035087719298245,0.2675438596491228,0.5048245614035087,-0.14385964912280702,0.6877192982456141,156,12,within_sample_across_methods
wpd_w1,psd_slope_abs_delta,168,-0.14991541485907656,-0.4125471921442504,0.12006174125031631,-0.7855209927462915,0.7855113835786652,57,111,0.23421052631578948,0.0662280701754386,0.3671052631578947,-0.3368421052631579,0.7035087719298245,140,28,within_sample_across_methods
wpd_w1,exceed_abs_t5,168,0.5391526959856203,0.407818873905355,0.6973510498650556,-0.3614759710681386,0.9100454354511914,161,7,0.507128035146937,0.30526315789473685,0.6227924361693793,-0.4456140350877193,0.8035087719298246,150,17,within_sample_across_methods
wpd_w1,exceed_abs_t10,168,0.843101692484169,0.5648355795311175,0.9237282642457998,-0.4396841340826485,0.9951306315613279,148,20,0.6017543859649123,0.10724810297687701,0.8600877192982457,-0.4631578947368421,0.9929824561403509,137,31,within_sample_across_methods
wpd_w1,exceed_abs_t15,168,0.9089940418326629,0.8138678536481077,0.9534555557506268,0.11463076564378061,0.9955793472052291,168,0,0.8780701754385964,0.7774874027294628,0.9232456140350878,-0.005263157894736842,0.9912280701754386,167,1,within_sample_across_methods
wpd_w1,exceed_abs_p90,168,0.9063020855670771,0.8010977023550482,0.9560265996586184,-0.0817358657955178,0.9971494793810433,167,1,0.8760694940207847,0.7574561403508773,0.9442982456140352,0.14035087719298245,0.9929824561403509,168,0,within_sample_across_methods
wpd_w1,comp_curve_l1,168,0.49416353097318066,0.2778021932065596,0.667597417585122,-0.10549699034275682,0.8700540893184725,165,3,0.5703005593922006,0.49166666666666664,0.6539431816972927,0.10969724618998267,0.9188241340872948,168,0,within_sample_across_methods
wpd_w1,comp_abs_t5,168,-0.10315523866690637,-0.3834852711961468,0.2436178965968927,-0.7529974498577425,0.9045914939303985,73,95,0.32528480829397,0.21562316107697554,0.46471869002040067,-0.20950221851285428,0.8165728269885647,159,9,within_sample_across_methods
wpd_w1,comp_abs_t10,168,-0.03884165593338265,-0.35815480183863346,0.26746838165342635,-0.7034381475157813,0.7783897822428365,74,94,0.37560193856249097,0.247670010283116,0.4596138733644033,-0.028119551335048152,0.836272789844413,164,3,within_sample_across_methods
wpd_w1,comp_abs_t15,168,0.5307784923474403,0.3202589646347645,0.7206025735213999,-0.47900694571253444,0.9704210445907974,157,11,0.6131509109357753,0.48726972247802064,0.71850718109502,0.08849904067559859,0.8951295289102585,168,0,within_sample_across_methods
wpd_w1,pd_distance,168,0.05769680115122869,-0.14246213598879287,0.30002842942313757,-0.48766927396130144,0.6439152481863838,98,70,0.2115583075335397,0.1408668730650155,0.3431372549019608,-0.46542827657378744,0.6842105263157895,152,16,within_sample_across_methods
wpd_w1,mt_distance,168,0.4847313149753824,0.21606877759440324,0.7569671864209542,-0.39569239951571067,0.9660598593625144,151,17,0.28586171310629516,0.06346749226006192,0.49484004127966974,-0.6656346749226006,0.8988648090815273,132,36,within_sample_across_methods
wpd_bias_abs,grad_mae,168,0.7387032112648928,0.5745030931694404,0.8408559413079321,-0.13615801044118955,0.9453178334820153,162,6,0.5754385964912281,0.4394736842105263,0.6337719298245614,-0.14912280701754385,0.7771929824561403,164,4,within_sample_across_methods
wpd_bias_abs,grad_w1,168,-0.10379705977726152,-0.29741165845032014,0.2955640642269705,-0.5076942871855253,0.8759000969669463,72,96,0.3868421052631579,0.2596491228070175,0.4513157894736842,-0.06491228070175438,0.8578947368421053,162,6,within_sample_across_methods
wpd_bias_abs,grad_kurtosis_abs_delta,168,0.13468637364745897,-0.021477170125174548,0.31699690233908023,-0.49690597310935036,0.8026026468177012,122,46,0.17982456140350878,-0.021052631578947368,0.3368421052631579,-0.43333333333333335,0.7649122807017544,123,45,within_sample_across_methods
wpd_bias_abs,psd_log_l2,168,-0.22821126519889423,-0.42835356448814393,0.17165355168155227,-0.7073936375383644,0.8686924086174832,64,104,0.29210526315789476,0.18289473684210528,0.36973684210526314,-0.2736842105263158,0.8192982456140351,146,22,within_sample_across_methods
wpd_bias_abs,psd_slope_abs_delta,168,-0.21696060029313494,-0.47481963363951457,0.10445540393704601,-0.7850338037030671,0.7879184538138526,54,114,0.16228070175438597,0.03508771929824561,0.2771929824561404,-0.3508771929824561,0.7508771929824561,133,35,within_sample_across_methods
wpd_bias_abs,exceed_abs_t5,168,0.3857557029794375,0.24101398478671807,0.5383751918419855,-0.6140222032293815,0.9042417662270169,155,13,0.3482456140350877,0.181140350877193,0.45657894736842103,-0.6754385964912281,0.6649122807017543,145,23,within_sample_across_methods
wpd_bias_abs,exceed_abs_t10,168,0.8242458241240951,0.5649562814436307,0.9353649213750506,-0.3611300524113084,0.996965425304631,158,10,0.5578947368421052,0.131140350877193,0.868421052631579,-0.543859649122807,0.9947368421052631,138,30,within_sample_across_methods
wpd_bias_abs,exceed_abs_t15,168,0.8417601090010389,0.7507728808508678,0.9287179624258042,0.05149829372662811,0.9942574936067415,168,0,0.8087719298245614,0.731578947368421,0.8728070175438597,0.09824561403508772,0.9789473684210527,168,0,within_sample_across_methods
wpd_bias_abs,exceed_abs_p90,168,0.8697066848006105,0.7987820842647505,0.9356048256134273,-0.24865171368854094,0.9968445619377925,166,2,0.8614035087719298,0.7820175438596491,0.9302631578947369,-0.18596491228070175,0.9842105263157894,167,1,within_sample_across_methods
wpd_bias_abs,comp_curve_l1,168,0.3603400019023928,0.08033377046459292,0.502550145326574,-0.17870425348974855,0.8404352481831351,140,28,0.39210526315789473,0.3030701754385965,0.5232558643262173,-0.04393679896101274,0.8087719298245614,164,4,within_sample_across_methods
wpd_bias_abs,comp_abs_t5,168,-0.13272248530489916,-0.4375912453161629,0.19553476446486487,-0.7748024061740059,0.8748088590716779,66,102,0.24142590678920395,0.11243251311433589,0.3356645275187765,-0.32170594002349634,0.6985520637378096,148,20,within_sample_across_methods
wpd_bias_abs,comp_abs_t10,168,-0.136011351512768,-0.4574695569615392,0.16751007873502588,-0.7088072434092914,0.7739399657255498,62,106,0.25724375516728315,0.11253724749841501,0.35846881111275575,-0.15006583278789629,0.7954348983154715,150,18,within_sample_across_methods
wpd_bias_abs,comp_abs_t15,168,0.356708187219863,0.11127520971371992,0.6060246402243257,-0.47342797667204917,0.9649821750361224,140,28,0.4547615933687533,0.3040336984843364,0.5914381757161654,-0.08959164561206193,0.835454226982908,163,5,within_sample_across_methods
wpd_bias_abs,pd_distance,168,-0.03981456545658821,-0.18256980448575655,0.20460540652789752,-0.5516658110724995,0.6440589555466849,78,90,0.1393188854489164,0.058823529411764705,0.26522187822497423,-0.27347781217750256,0.6264189886480909,133,35,within_sample_across_methods
wpd_bias_abs,mt_distance,168,0.4321723841252529,0.1702664215321766,0.7383281327556696,-0.625084604069575,0.9683309008074813,148,20,0.18782249742002063,0.03199174406604747,0.4551083591331269,-0.6264189886480909,0.8183694530443757,131,37,within_sample_across_methods
grad_mae,grad_w1,168,0.09014069591739408,-0.047053990297696434,0.2354106102609561,-0.3216197605543892,0.4187408041827994,110,58,0.4307017543859649,0.33157894736842103,0.5969298245614034,-0.4824561403508772,0.712280701754386,154,14,within_sample_across_methods
